identity_key,official_property_id,property_name,brand,parent_company,city,state_region,country,address,official_property_url,source_family,source_confidence,identity_confidence,classification,match_method,census_record_id
ind_marriott_mx_cunek,CUNEK,The Riviera Maya EDITION at Kanai,EDITION,Marriott,Riviera Maya,,Mexico,,https://www.marriott.com/en-us/hotels/cunek-the-riviera-maya-edition-at-kanai/overview,Marriott,High,High,existing_exact_match,official_property_id,rec8ohO9PFpp5FWmC
ind_marriott_mx_cunpb,CUNPB,"Paraiso de la Bonita, a Luxury Collection Resort, Riviera Maya, Adult All-Inclusive",The Luxury Collection,Marriott,Riviera Maya,,Mexico,,https://www.marriott.com/en-us/hotels/cunpb-paraiso-de-la-bonita-a-luxury-collection-resort-riviera-maya-adult-all-inclusive/overview,Marriott,High,High,existing_exact_match,official_property_id,reccZpp6H0IP8HNHn
ind_marriott_mx_cunim,CUNIM,"Almare, a Luxury Collection Resort, Isla Mujeres Cancun, Adult All-Inclusive",The Luxury Collection,Marriott,Cancun,,Mexico,,https://www.marriott.com/en-us/hotels/cunim-almare-a-luxury-collection-resort-isla-mujeres-cancun-adult-all-inclusive/overview,Marriott,High,High,existing_exact_match,official_property_id,reckxqiwM0Qj7jxsK
ind_marriott_mx_mexlc,MEXLC,"Las Alcobas, a Luxury Collection Hotel, Mexico City",The Luxury Collection,Marriott,Mexico City,,Mexico,,https://www.marriott.com/en-us/hotels/mexlc-las-alcobas-a-luxury-collection-hotel-mexico-city/overview,Marriott,High,High,existing_exact_match,official_property_id,recyIdMi9Equvy2Xj
ind_marriott_mx_sjdlc,SJDLC,"Solaz, a Luxury Collection Resort, Los Cabos",The Luxury Collection,Marriott,Los Cabos,,Mexico,,https://www.marriott.com/en-us/hotels/sjdlc-solaz-a-luxury-collection-resort-los-cabos/overview,Marriott,High,High,existing_exact_match,official_property_id,recToWdOyS1vyUup0
ind_marriott_mx_sjdls,SJDLS,"The Residences at Solaz, a Luxury Collection Resort, Los Cabos",The Luxury Collection,Marriott,Los Cabos,,Mexico,,https://www.marriott.com/en-us/hotels/sjdls-the-residences-at-solaz-a-luxury-collection-resort-los-cabos/overview,Marriott,High,High,existing_exact_match,official_property_id,recSRhwcEroHYtWke
ind_marriott_mx_cunjw,CUNJW,JW Marriott Cancun Resort & Spa,JW Marriott,Marriott,Cancun,,Mexico,,https://www.marriott.com/en-us/hotels/cunjw-jw-marriott-cancun-resort-and-spa/overview,Marriott,High,High,existing_exact_match,official_property_id,rec6qICeecQM6fOT9
ind_marriott_mx_gdljw,GDLJW,JW Marriott Hotel Guadalajara,JW Marriott,Marriott,Guadalajara,,Mexico,,https://www.marriott.com/en-us/hotels/gdljw-jw-marriott-hotel-guadalajara/overview,Marriott,High,High,existing_exact_match,official_property_id,recKnyjj5DWTvNkcq
ind_marriott_mx_mtyjw,MTYJW,JW Marriott Hotel Monterrey Valle,JW Marriott,Marriott,Monterrey,,Mexico,,https://www.marriott.com/en-us/hotels/mtyjw-jw-marriott-hotel-monterrey-valle/overview,Marriott,High,High,existing_exact_match,official_property_id,recsn3BUKJ9PNfeZW
ind_marriott_mx_mexjw,MEXJW,JW Marriott Hotel Mexico City Polanco,JW Marriott,Marriott,Mexico City,,Mexico,,https://www.marriott.com/en-us/hotels/mexjw-jw-marriott-hotel-mexico-city-polanco/overview,Marriott,High,High,existing_exact_match,official_property_id,rechuggwcEfzxdHyH
ind_marriott_mx_mexsf,MEXSF,JW Marriott Hotel Mexico City Santa Fe,JW Marriott,Marriott,Mexico City,,Mexico,,https://www.marriott.com/en-us/hotels/mexsf-jw-marriott-hotel-mexico-city-santa-fe/overview,Marriott,High,High,existing_exact_match,official_property_id,recqf6OcQ45RPFWaD
ind_marriott_mx_sjdjw,SJDJW,JW Marriott Los Cabos Beach Resort & Spa,JW Marriott,Marriott,Los Cabos,,Mexico,,https://www.marriott.com/en-us/hotels/sjdjw-jw-marriott-los-cabos-beach-resort-and-spa/overview,Marriott,High,High,existing_exact_match,official_property_id,recDYNWvwxXi2hNE7
ind_marriott_mx_sjdjc,SJDJC,Casa Maat at JW Marriott Los Cabos Beach Resort & Spa,JW Marriott,Marriott,Los Cabos,,Mexico,,https://www.marriott.com/en-us/hotels/sjdjc-casa-maat-at-jw-marriott-los-cabos-beach-resort-and-spa/overview,Marriott,High,High,existing_exact_match,official_property_id,recHOhkkJT4CrXqls
ind_marriott_mx_cunxr,CUNXR,"The St. Regis Kanai Resort, Riviera Maya",St. Regis,Marriott,Riviera Maya,,Mexico,,https://www.marriott.com/en-us/hotels/cunxr-the-st-regis-kanai-resort-riviera-maya/overview,Marriott,High,High,existing_exact_match,official_property_id,recGoEqj8e4DSRayC
ind_marriott_mx_cuncm,CUNCM,"The St. Regis Costa Mujeres Resort, Cancun",St. Regis,Marriott,Cancun,,Mexico,,https://www.marriott.com/en-us/hotels/cuncm-the-st-regis-costa-mujeres-resort-cancun/overview,Marriott,High,High,existing_exact_match,official_property_id,rec0VkbM7Cbvim1uc
ind_marriott_mx_mexxr,MEXXR,The St. Regis Mexico City,St. Regis,Marriott,Mexico City,,Mexico,,https://www.marriott.com/en-us/hotels/mexxr-the-st-regis-mexico-city/overview,Marriott,High,High,existing_exact_match,official_property_id,recRXmrakhSAuctwz
ind_marriott_mx_pvrxr,PVRXR,The St. Regis Punta Mita Resort,St. Regis,Marriott,,,Mexico,,https://www.marriott.com/en-us/hotels/pvrxr-the-st-regis-punta-mita-resort/overview,Marriott,High,High,existing_exact_match,official_property_id,rec7Z9d1HeCnfobLW
ind_marriott_mx_mexwm,MEXWM,W Mexico City,W Hotels,Marriott,Mexico City,,Mexico,,https://www.marriott.com/en-us/hotels/mexwm-w-mexico-city/overview,Marriott,High,High,existing_exact_match,official_property_id,recxgRzp7syFpzwrw
