identity_key,official_property_id,property_name,brand,parent_company,city,state_region,country,address,official_property_url,source_family,source_confidence,identity_confidence,classification,match_method,census_record_id
ind_wyndham_mx_viva-azteca-a-trademark-all-inclusive-resort,viva-azteca-a-trademark-all-inclusive-resort,"Viva Azteca by Wyndham, A Trademark All Inclusive Resort",Trademark Collection by Wyndham,Wyndham,Playa del Carmen,,Mexico,,https://www.wyndhamhotels.com/trademark/playa-del-carmen-mexico/viva-azteca-a-trademark-all-inclusive-resort/overview,Wyndham,High,High,new_property_candidate,,
ind_wyndham_mx_viva-maya-a-trademark-all-inclusive-resort,viva-maya-a-trademark-all-inclusive-resort,"Viva Maya by Wyndham, A Trademark All Inclusive Resort",Trademark Collection by Wyndham,Wyndham,Playa del Carmen,,Mexico,,https://www.wyndhamhotels.com/trademark/playa-del-carmen-mexico/viva-maya-a-trademark-all-inclusive-resort/overview,Wyndham,High,High,new_property_candidate,,
ind_wyndham_mx_grand-decameron-los-cabos-a-trademark-all-inclus,grand-decameron-los-cabos-a-trademark-all-inclus,"Grand Decameron Los Cabos, A Trademark All Inclusive Resort",Trademark Collection by Wyndham,Wyndham,San Jose del Cabo,,Mexico,,https://www.wyndhamhotels.com/trademark/san-jose-del-cabo-mexico/grand-decameron-los-cabos-a-trademark-all-inclusive-resort/overview,Wyndham,High,High,new_property_candidate,,
ind_wyndham_mx_hotel-ex-hacienda-chautla-puebla-trademark,hotel-ex-hacienda-chautla-puebla-trademark,"Hotel Ex hacienda Chautla Puebla, Trademark by Wyndham",Trademark Collection by Wyndham,Wyndham,San Salvador El Verde,,Mexico,,https://www.wyndhamhotels.com/trademark/san-salvador-el-verde-mexico/hotel-ex-hacienda-chautla-puebla-trademark/overview,Wyndham,High,High,new_property_candidate,,
ind_wyndham_mx_hotel-mx-mas-centro-cdmx-trademark-collection,hotel-mx-mas-centro-cdmx-trademark-collection,"Hotel MX mas centro CDMX, Trademark Collection by Wyndham",Trademark Collection by Wyndham,Wyndham,Mexico City,,Mexico,,https://www.wyndhamhotels.com/trademark/mexico-city-mexico/hotel-mx-mas-centro-cdmx-trademark-collection/overview,Wyndham,High,High,new_property_candidate,,
ind_wyndham_mx_hotel-mx-congreso-cdmx-trademark-collection,hotel-mx-congreso-cdmx-trademark-collection,"Hotel MX congreso CDMX, Trademark Collection by Wyndham",Trademark Collection by Wyndham,Wyndham,Mexico City,,Mexico,,https://www.wyndhamhotels.com/trademark/mexico-city-mexico/hotel-mx-congreso-cdmx-trademark-collection/overview,Wyndham,High,High,new_property_candidate,,
ind_wyndham_mx_hotel-mx-garibaldi-cdmx-trademark-collection,hotel-mx-garibaldi-cdmx-trademark-collection,Hotel MX garibaldi CDMX Trademark Collection by Wyndham,Trademark Collection by Wyndham,Wyndham,Mexico City,,Mexico,,https://www.wyndhamhotels.com/trademark/mexico-city-mexico/hotel-mx-garibaldi-cdmx-trademark-collection/overview,Wyndham,High,High,new_property_candidate,,
ind_wyndham_mx_hotel-mx-lagunilla-cdmx-trademark-collection,hotel-mx-lagunilla-cdmx-trademark-collection,"Hotel MX lagunilla CDMX, Trademark Collection by Wyndham",Trademark Collection by Wyndham,Wyndham,Mexico CIty,,Mexico,,https://www.wyndhamhotels.com/trademark/mexico-city-mexico/hotel-mx-lagunilla-cdmx-trademark-collection/overview,Wyndham,High,High,new_property_candidate,,
ind_wyndham_mx_hotel-mx-aeropuerto-cdmx-trademark-collection,hotel-mx-aeropuerto-cdmx-trademark-collection,"Hotel MX aeropuerto CDMX, Trademark Collection by Wyndham",Trademark Collection by Wyndham,Wyndham,Mexico City,,Mexico,,https://www.wyndhamhotels.com/trademark/mexico-city-mexico/hotel-mx-aeropuerto-cdmx-trademark-collection/overview,Wyndham,High,High,new_property_candidate,,
ind_wyndham_mx_hotel-mx-mas-reforma-cdmx-trademark-collection,hotel-mx-mas-reforma-cdmx-trademark-collection,"Hotel MX mas reforma CDMX, Trademark Collection by Wyndham",Trademark Collection by Wyndham,Wyndham,Mexico City,,Mexico,,https://www.wyndhamhotels.com/trademark/mexico-city-mexico/hotel-mx-mas-reforma-cdmx-trademark-collection/overview,Wyndham,High,High,new_property_candidate,,
ind_wyndham_mx_hotel-vive-mx-wtc-cdmx-trademark,hotel-vive-mx-wtc-cdmx-trademark,"Hotel VIVE MX wtc CDMX, Trademark Collection by Wyndham",Trademark Collection by Wyndham,Wyndham,Mexico City,,Mexico,,https://www.wyndhamhotels.com/trademark/mexico-city-mexico/hotel-vive-mx-wtc-cdmx-trademark/overview,Wyndham,High,High,new_property_candidate,,
ind_wyndham_mx_hotel-mx-zocalo-cdmx-trademark-collection,hotel-mx-zocalo-cdmx-trademark-collection,"Hotel MX zocalo CDMX, Trademark Collection by Wyndham",Trademark Collection by Wyndham,Wyndham,Mexico City,,Mexico,,https://www.wyndhamhotels.com/trademark/mexico-city-mexico/hotel-mx-zocalo-cdmx-trademark-collection/overview,Wyndham,High,High,new_property_candidate,,
ind_wyndham_mx_hotel-mx-forum-buenavista-cdmx-trademark,hotel-mx-forum-buenavista-cdmx-trademark,"Hotel MX forum buenavista CDMX, Trademark by Wyndham",Trademark Collection by Wyndham,Wyndham,Mexico City,,Mexico,,https://www.wyndhamhotels.com/trademark/mexico-city-mexico/hotel-mx-forum-buenavista-cdmx-trademark/overview,Wyndham,High,High,new_property_candidate,,
ind_wyndham_mx_hotel-mx-condesa-cdmx-trademark-collection,hotel-mx-condesa-cdmx-trademark-collection,"Hotel MX condesa CDMX, Trademark Collection by Wyndham",Trademark Collection by Wyndham,Wyndham,Mexico City,,Mexico,,https://www.wyndhamhotels.com/trademark/mexico-city-mexico/hotel-mx-condesa-cdmx-trademark-collection/overview,Wyndham,High,High,new_property_candidate,,
ind_wyndham_mx_hotel-mx-mas-roma-cdmx-trademark-collection,hotel-mx-mas-roma-cdmx-trademark-collection,"Hotel MX mas roma CDMX, Trademark Collection by Wyndham",Trademark Collection by Wyndham,Wyndham,Mexico City,,Mexico,,https://www.wyndhamhotels.com/trademark/mexico-city-mexico/hotel-mx-mas-roma-cdmx-trademark-collection/overview,Wyndham,High,High,new_property_candidate,,
ind_wyndham_do_dominican-fiesta-hotel,dominican-fiesta-hotel,"Dominican Fiesta Hotel, Trademark By Wyndham",Trademark Collection by Wyndham,Wyndham,Santo Domingo,,Dominican Republic,,https://www.wyndhamhotels.com/trademark/santo-domingo-dominican-republic/dominican-fiesta-hotel/overview,Wyndham,High,High,new_property_candidate,,
ind_wyndham_do_gran-hotel-europa-santo-domingo-trademark,gran-hotel-europa-santo-domingo-trademark,"Gran Hotel Europa Santo Domingo, Trademark by Wyndham",Trademark Collection by Wyndham,Wyndham,Santo Domingo,,Dominican Republic,,https://www.wyndhamhotels.com/trademark/santo-domingo-dominican-republic/gran-hotel-europa-santo-domingo-trademark/overview,Wyndham,High,High,new_property_candidate,,
ind_wyndham_pa_tryp-panama-centro,tryp-panama-centro,TRYP by Wyndham Panama Centro,Tryp,Wyndham,Panama City,,Panama,,https://www.wyndhamhotels.com/tryp/panama-city-panama/tryp-panama-centro/overview,Wyndham,High,High,new_property_candidate,,
ind_wyndham_mx_tryp-mexico-city-world-trade-center-area,tryp-mexico-city-world-trade-center-area,TRYP by Wyndham Mexico City World Trade Center Area,Tryp,Wyndham,Mexico City,,Mexico,,https://www.wyndhamhotels.com/tryp/mexico-city-mexico/tryp-mexico-city-world-trade-center-area/overview,Wyndham,High,High,new_property_candidate,,
ind_wyndham_mx_wyndham-garden-monterrey-norte,wyndham-garden-monterrey-norte,Wyndham Garden Monterrey Norte,Wyndham Garden,Wyndham,Monterrey,,Mexico,,https://www.wyndhamhotels.com/wyndham-garden/monterrey-mexico/wyndham-garden-monterrey-norte/overview,Wyndham,High,High,new_property_candidate,,
ind_wyndham_mx_wyndham-garden-guadalajara-expo,wyndham-garden-guadalajara-expo,Wyndham Garden Guadalajara Expo,Wyndham Garden,Wyndham,Guadalajara,,Mexico,,https://www.wyndhamhotels.com/wyndham-garden/guadalajara-mexico/wyndham-garden-guadalajara-expo/overview,Wyndham,High,High,new_property_candidate,,
ind_wyndham_mx_wy-garden-playa-del-carmen,wy-garden-playa-del-carmen,Wyndham Garden Playa del Carmen,Wyndham Garden,Wyndham,Playa del Carmen,,Mexico,,https://www.wyndhamhotels.com/wyndham-garden/playa-del-carmen-mexico/wy-garden-playa-del-carmen/overview,Wyndham,High,High,new_property_candidate,,
ind_wyndham_mx_wyndham-garden-monterrey-valle-real,wyndham-garden-monterrey-valle-real,Wyndham Garden Monterrey Valle Real,Wyndham Garden,Wyndham,Monterrey,,Mexico,,https://www.wyndhamhotels.com/wyndham-garden/monterrey-mexico/wyndham-garden-monterrey-valle-real/overview,Wyndham,High,High,new_property_candidate,,
ind_wyndham_mx_wyndham-garden-cancun-downtown,wyndham-garden-cancun-downtown,Wyndham Garden Cancun Downtown,Wyndham Garden,Wyndham,Cancun,,Mexico,,https://www.wyndhamhotels.com/wyndham-garden/cancun-mexico/wyndham-garden-cancun-downtown/overview,Wyndham,High,High,new_property_candidate,,
ind_wyndham_mx_wyndham-garden-monterrey-aeropuerto,wyndham-garden-monterrey-aeropuerto,Wyndham Garden Monterrey Aeropuerto,Wyndham Garden,Wyndham,Apodaca,,Mexico,,https://www.wyndhamhotels.com/wyndham-garden/apodaca-mexico/wyndham-garden-monterrey-aeropuerto/overview,Wyndham,High,High,new_property_candidate,,
ind_wyndham_mx_belair-business-a-wyndham-garden-hotel,belair-business-a-wyndham-garden-hotel,BelAir Business a Wyndham Garden Hotel,Wyndham Garden,Wyndham,Mexico City,,Mexico,,https://www.wyndhamhotels.com/wyndham-garden/mexico-city-mexico/belair-business-a-wyndham-garden-hotel/overview,Wyndham,High,High,new_property_candidate,,
ind_wyndham_cr_wyndham-garden-san-jose-escazu,wyndham-garden-san-jose-escazu,Wyndham Garden San Jose Escazu,Wyndham Garden,Wyndham,San Jose,,Costa Rica,,https://www.wyndhamhotels.com/wyndham-garden/san-jose-costa-rica/wyndham-garden-san-jose-escazu/overview,Wyndham,High,High,new_property_candidate,,
ind_wyndham_co_wyndham-garden-cartagena,wyndham-garden-cartagena,Wyndham Garden Cartagena,Wyndham Garden,Wyndham,Cartagena,,Colombia,,https://www.wyndhamhotels.com/wyndham-garden/cartagena-colombia/wyndham-garden-cartagena/overview,Wyndham,High,High,new_property_candidate,,
ind_wyndham_mx_wyndham-grand-cancun-all-inclusive-resort-and-vi,wyndham-grand-cancun-all-inclusive-resort-and-vi,Wyndham Grand Cancun All Inclusive Resort & Villas,Wyndham Grand,Wyndham,Cancun,,Mexico,,https://www.wyndhamhotels.com/wyndham-grand/cancun-mexico/wyndham-grand-cancun-all-inclusive-resort-and-villas/overview,Wyndham,High,High,new_property_candidate,,
ind_wyndham_cr_wyndham-san-jose-herradura-hotel-convention-cent,wyndham-san-jose-herradura-hotel-convention-cent,Wyndham San Jose Herradura Hotel & Convention Center,Wyndham Hotels & Resorts,Wyndham,San Jose,,Costa Rica,,https://www.wyndhamhotels.com/wyndham/san-jose-costa-rica/wyndham-san-jose-herradura-hotel-convention-center/overview,Wyndham,High,High,new_property_candidate,,
ind_wyndham_mx_wyndham-monterrey-ambassador-centro,wyndham-monterrey-ambassador-centro,Wyndham Monterrey Ambassador Centro,Wyndham Hotels & Resorts,Wyndham,Monterrey,,Mexico,,https://www.wyndhamhotels.com/wyndham/monterrey-mexico/wyndham-monterrey-ambassador-centro/overview,Wyndham,High,High,new_property_candidate,,
ind_wyndham_mx_belair-unique-a-hotel,belair-unique-a-hotel,"BelAir Unique, a Wyndham Hotel",Wyndham Hotels & Resorts,Wyndham,Mexico City,,Mexico,,https://www.wyndhamhotels.com/wyndham/mexico-city-mexico/belair-unique-a-hotel/overview,Wyndham,High,High,new_property_candidate,,
ind_wyndham_co_wyndham-bogota,wyndham-bogota,Wyndham Bogota,Wyndham Hotels & Resorts,Wyndham,Bogota,,Colombia,,https://www.wyndhamhotels.com/wyndham/bogota-colombia/wyndham-bogota/overview,Wyndham,High,High,new_property_candidate,,
ind_wyndham_do_trs-turquesa-punta-cana-adults-only-all-inclusiv,trs-turquesa-punta-cana-adults-only-all-inclusiv,"TRS Turquesa Punta Cana, Adults Only - All Inclusive Resort",Registry Collection,Wyndham,Punta Cana,,Dominican Republic,,https://www.wyndhamhotels.com/registry-collection/punta-cana-dominican-republic/trs-turquesa-punta-cana-adults-only-all-inclusive-resort/overview,Wyndham,High,High,new_property_candidate,,
ind_wyndham_do_grand-palladium-punta-cana-resort-spa,grand-palladium-punta-cana-resort-spa,"Grand Palladium Punta Cana, All Inclusive Resort & Spa",Registry Collection,Wyndham,Punta Cana,,Dominican Republic,,https://www.wyndhamhotels.com/registry-collection/punta-cana-dominican-republic/grand-palladium-punta-cana-resort-spa/overview,Wyndham,High,High,new_property_candidate,,
ind_wyndham_do_grand-palladium-palace-all-inclusive-resort-spa-,grand-palladium-palace-all-inclusive-resort-spa-,"Grand Palladium Palace, All Inclusive Resort, Spa & Casino",Registry Collection,Wyndham,Punta Cana,,Dominican Republic,,https://www.wyndhamhotels.com/registry-collection/punta-cana-dominican-republic/grand-palladium-palace-all-inclusive-resort-spa-casino/overview,Wyndham,High,High,new_property_candidate,,
ind_wyndham_do_grand-palladium-select-bavaro-all-inclusive-reso,grand-palladium-select-bavaro-all-inclusive-reso,"Grand Palladium Select Bavaro, All Inclusive Resort & Spa",Registry Collection,Wyndham,Punta Cana,,Dominican Republic,,https://www.wyndhamhotels.com/registry-collection/punta-cana-dominican-republic/grand-palladium-select-bavaro-all-inclusive-resort-and-spa/overview,Wyndham,High,High,new_property_candidate,,
ind_wyndham_mx_trs-yucatan-riviera-maya-adults-only-all-inclusi,trs-yucatan-riviera-maya-adults-only-all-inclusi,"TRS Yucatan Riviera Maya, Adults Only - All Inclusive Resort",Registry Collection,Wyndham,Riviera Maya,,Mexico,,https://www.wyndhamhotels.com/registry-collection/riviera-maya-mexico/trs-yucatan-riviera-maya-adults-only-all-inclusive-resort/overview,Wyndham,High,High,new_property_candidate,,
ind_wyndham_mx_grand-palladium-kantenah-riviera-maya-all-inclus,grand-palladium-kantenah-riviera-maya-all-inclus,"Grand Palladium Kantenah Riviera Maya, All Inclusive Resort",Registry Collection,Wyndham,Riviera Maya,,Mexico,,https://www.wyndhamhotels.com/registry-collection/riviera-maya-mexico/grand-palladium-kantenah-riviera-maya-all-inclusive-resort/overview,Wyndham,High,High,new_property_candidate,,
ind_wyndham_mx_grand-palladium-colonial-riviera-maya-all-inclus,grand-palladium-colonial-riviera-maya-all-inclus,"Grand Palladium Colonial Riviera Maya, All Inclusive Resort",Registry Collection,Wyndham,Riviera Maya,,Mexico,,https://www.wyndhamhotels.com/registry-collection/riviera-maya-mexico/grand-palladium-colonial-riviera-maya-all-inclusive-resort/overview,Wyndham,High,High,new_property_candidate,,
ind_wyndham_mx_grand-palladium-select-whitesand-resort-spa-all-,grand-palladium-select-whitesand-resort-spa-all-,Grand Palladium Select WhiteSand Resort & Spa All Inclusive,Registry Collection,Wyndham,Riviera Maya,,Mexico,,https://www.wyndhamhotels.com/registry-collection/riviera-maya-mexico/grand-palladium-select-whitesand-resort-spa-all-inclusive/overview,Wyndham,High,High,new_property_candidate,,
ind_wyndham_mx_grand-palladium-select-costa-mujeres-all-inclusi,grand-palladium-select-costa-mujeres-all-inclusi,Grand Palladium Select Costa Mujeres - All Inclusive,Registry Collection,Wyndham,Cancun,,Mexico,,https://www.wyndhamhotels.com/registry-collection/cancun-mexico/grand-palladium-select-costa-mujeres-all-inclusive/overview,Wyndham,High,High,new_property_candidate,,
ind_wyndham_mx_trs-coral-costa-mujeres-a-registry-collection-ho,trs-coral-costa-mujeres-a-registry-collection-ho,"TRS Coral Costa Mujeres, a Registry Collection Hotel",Registry Collection,Wyndham,Cancun,,Mexico,,https://www.wyndhamhotels.com/registry-collection/cancun-mexico/trs-coral-costa-mujeres-a-registry-collection-hotel/overview,Wyndham,High,High,new_property_candidate,,
ind_wyndham_pa_bristol-panama-a-registry-collection-hotel,bristol-panama-a-registry-collection-hotel,"Bristol Panama, a Registry Collection Hotel",Registry Collection,Wyndham,Panama City,,Panama,,https://www.wyndhamhotels.com/registry-collection/panama-city-panama/bristol-panama-a-registry-collection-hotel/overview,Wyndham,High,High,new_property_candidate,,
ind_wyndham_mx_wyndham-alltra-playa-del-carmen-adults-only-all-,wyndham-alltra-playa-del-carmen-adults-only-all-,Wyndham Alltra Playa del Carmen Adults Only All Inclusive,Wyndham Alltra,Wyndham,Playa del Carmen,,Mexico,,https://www.wyndhamhotels.com/wyndham-alltra/playa-del-carmen-mexico/wyndham-alltra-playa-del-carmen-adults-only-all-inclusive/overview,Wyndham,High,High,new_property_candidate,,
ind_wyndham_do_wyndham-alltra-punta-cana-all-inclusive-resort,wyndham-alltra-punta-cana-all-inclusive-resort,Wyndham Alltra Punta Cana All Inclusive Resort,Wyndham Alltra,Wyndham,Punta Cana,,Dominican Republic,,https://www.wyndhamhotels.com/wyndham-alltra/punta-cana-dominican-republic/wyndham-alltra-punta-cana-all-inclusive-resort/overview,Wyndham,High,High,new_property_candidate,,
ind_wyndham_mx_monterrey-mexico,monterrey-mexico,"CHN Hotel Monterrey Centro, Trademark Collection by Wyndham",Es Xl,Wyndham,Monterrey,,Mexico,,https://www.wyndhamhotels.com/es-xl/trademark/monterrey-mexico/chn-hotel-monterrey-centro-trademark/overview,Wyndham,High,High,new_property_candidate,,
ind_wyndham_mx_cancun-mexico,cancun-mexico,Wyndham Grand Cancun All Inclusive Resort & Villas,Es Xl,Wyndham,Cancun,,Mexico,,https://www.wyndhamhotels.com/es-xl/wyndham-grand/cancun-mexico/wyndham-grand-cancun-all-inclusive-resort-and-villas/overview,Wyndham,High,High,new_property_candidate,,
ind_wyndham_co_medellin-colombia,medellin-colombia,La Quinta by Wyndham Medellin,Es Xl,Wyndham,Medellin,,Colombia,,https://www.wyndhamhotels.com/es-xl/laquinta/medellin-colombia/lq-hotel-medellin/overview,Wyndham,High,High,new_property_candidate,,
ind_wyndham_mx_playa-del-carmen-mexico,playa-del-carmen-mexico,Wyndham Alltra Playa del Carmen Adults Only All Inclusive,Es Xl,Wyndham,Playa del Carmen,,Mexico,,https://www.wyndhamhotels.com/es-xl/wyndham-alltra/playa-del-carmen-mexico/wyndham-alltra-playa-del-carmen-adults-only-all-inclusive/overview,Wyndham,High,High,new_property_candidate,,
ind_wyndham_mx_guadalajara-mexico,guadalajara-mexico,Microtel Inn & Suites by Wyndham Guadalajara Sur,Es Xl,Wyndham,Guadalajara,,Mexico,,https://www.wyndhamhotels.com/es-xl/microtel/guadalajara-mexico/microtel-inn-and-suites-guadalajara-sur/overview,Wyndham,High,High,new_property_candidate,,
ind_wyndham_mx_mexico-city-mexico,mexico-city-mexico,"Hotel MX mas roma CDMX, Trademark Collection by Wyndham",Es Xl,Wyndham,Mexico City,,Mexico,,https://www.wyndhamhotels.com/es-xl/trademark/mexico-city-mexico/hotel-mx-mas-roma-cdmx-trademark-collection/overview,Wyndham,High,High,new_property_candidate,,
ind_wyndham_pa_panama-city-panama,panama-city-panama,"Bristol Panama, a Registry Collection Hotel",Es Xl,Wyndham,Panama City,,Panama,,https://www.wyndhamhotels.com/es-xl/registry-collection/panama-city-panama/bristol-panama-a-registry-collection-hotel/overview,Wyndham,High,High,new_property_candidate,,
ind_wyndham_do_santo-domingo-dominican-republic,santo-domingo-dominican-republic,"Gran Hotel Europa Santo Domingo, Trademark by Wyndham",Es Xl,Wyndham,Santo Domingo,,Dominican Republic,,https://www.wyndhamhotels.com/es-xl/trademark/santo-domingo-dominican-republic/gran-hotel-europa-santo-domingo-trademark/overview,Wyndham,High,High,new_property_candidate,,
ind_wyndham_mx_cabo-san-lucas-mexico,cabo-san-lucas-mexico,"Los Cabos Golf Resort, Trademark Collection by Wyndham",Es Xl,Wyndham,Cabo San Lucas,,Mexico,,https://www.wyndhamhotels.com/es-xl/trademark/cabo-san-lucas-mexico/los-cabos-golf-resort-trademark-collection/overview,Wyndham,High,High,new_property_candidate,,
ind_wyndham_mx_san-jose-del-cabo-mexico,san-jose-del-cabo-mexico,"Grand Decameron Los Cabos, A Trademark All Inclusive Resort",Es Xl,Wyndham,San Jose del Cabo,,Mexico,,https://www.wyndhamhotels.com/es-xl/trademark/san-jose-del-cabo-mexico/grand-decameron-los-cabos-a-trademark-all-inclusive-resort/overview,Wyndham,High,High,new_property_candidate,,
ind_wyndham_mx_san-salvador-el-verde-mexico,san-salvador-el-verde-mexico,"Hotel Ex hacienda Chautla Puebla, Trademark by Wyndham",Es Xl,Wyndham,San Salvador El Verde,,Mexico,,https://www.wyndhamhotels.com/es-xl/trademark/san-salvador-el-verde-mexico/hotel-ex-hacienda-chautla-puebla-trademark/overview,Wyndham,High,High,new_property_candidate,,
ind_wyndham_mx_apodaca-mexico,apodaca-mexico,Wyndham Garden Monterrey Aeropuerto,Es Xl,Wyndham,Apodaca,,Mexico,,https://www.wyndhamhotels.com/es-xl/wyndham-garden/apodaca-mexico/wyndham-garden-monterrey-aeropuerto/overview,Wyndham,High,High,new_property_candidate,,
ind_wyndham_cr_san-jose-costa-rica,san-jose-costa-rica,Wyndham Garden San Jose Escazu,Es Xl,Wyndham,San Jose,,Costa Rica,,https://www.wyndhamhotels.com/es-xl/wyndham-garden/san-jose-costa-rica/wyndham-garden-san-jose-escazu/overview,Wyndham,High,High,new_property_candidate,,
ind_wyndham_co_cartagena-colombia,cartagena-colombia,Wyndham Garden Cartagena,Es Xl,Wyndham,Cartagena,,Colombia,,https://www.wyndhamhotels.com/es-xl/wyndham-garden/cartagena-colombia/wyndham-garden-cartagena/overview,Wyndham,High,High,new_property_candidate,,
