url,urlClass,inferredBrandSlug,inferredHotelSlug,inferredCountry,inferredState,inferredCity,matchedChoiceBrands,childSitemap
https://www.choicehotels.com/spain/barcelona/ascend-hotels/es025,likely_property_url,ascend,es025,spain,,barcelona,Ascend Hotel Collection,https://www.choicehotels.com/propertysitemap.xml.gz
https://www.choicehotels.com/spain/alicante--alacant/ascend-hotels/es118,likely_property_url,ascend,es118,spain,,alicante--alacant,Ascend Hotel Collection,https://www.choicehotels.com/propertysitemap.xml.gz
https://www.choicehotels.com/spain/barcelona/ascend-hotels/es092,likely_property_url,ascend,es092,spain,,barcelona,Ascend Hotel Collection,https://www.choicehotels.com/propertysitemap.xml.gz
https://www.choicehotels.com/spain/bilbao/ascend-hotels/es040,likely_property_url,ascend,es040,spain,,bilbao,Ascend Hotel Collection,https://www.choicehotels.com/propertysitemap.xml.gz
https://www.choicehotels.com/spain/almeria/ascend-hotels/es063,likely_property_url,ascend,es063,spain,,almeria,Ascend Hotel Collection,https://www.choicehotels.com/propertysitemap.xml.gz
https://www.choicehotels.com/spain/barcelona/ascend-hotels/es093,likely_property_url,ascend,es093,spain,,barcelona,Ascend Hotel Collection,https://www.choicehotels.com/propertysitemap.xml.gz
https://www.choicehotels.com/spain/avila/ascend-hotels/es061,likely_property_url,ascend,es061,spain,,avila,Ascend Hotel Collection,https://www.choicehotels.com/propertysitemap.xml.gz
https://www.choicehotels.com/spain/cartagena---murcia/ascend-hotels/es055,likely_property_url,ascend,es055,spain,,cartagena---murcia,Ascend Hotel Collection,https://www.choicehotels.com/propertysitemap.xml.gz
https://www.choicehotels.com/spain/bilbao/ascend-hotels/es053,likely_property_url,ascend,es053,spain,,bilbao,Ascend Hotel Collection,https://www.choicehotels.com/propertysitemap.xml.gz
https://www.choicehotels.com/spain/cantabria/ascend-hotels/es075,likely_property_url,ascend,es075,spain,,cantabria,Ascend Hotel Collection,https://www.choicehotels.com/propertysitemap.xml.gz
https://www.choicehotels.com/spain/cartagena---murcia/ascend-hotels/es054,likely_property_url,ascend,es054,spain,,cartagena---murcia,Ascend Hotel Collection,https://www.choicehotels.com/propertysitemap.xml.gz
https://www.choicehotels.com/spain/cornella-de-llobregat/ascend-hotels/es079,likely_property_url,ascend,es079,spain,,cornella-de-llobregat,Ascend Hotel Collection,https://www.choicehotels.com/propertysitemap.xml.gz
https://www.choicehotels.com/spain/chipiona/ascend-hotels/es113,likely_property_url,ascend,es113,spain,,chipiona,Ascend Hotel Collection,https://www.choicehotels.com/propertysitemap.xml.gz
https://www.choicehotels.com/spain/bilbao/ascend-hotels/es070,likely_property_url,ascend,es070,spain,,bilbao,Ascend Hotel Collection,https://www.choicehotels.com/propertysitemap.xml.gz
https://www.choicehotels.com/spain/cordoba/ascend-hotels/es090,likely_property_url,ascend,es090,spain,,cordoba,Ascend Hotel Collection,https://www.choicehotels.com/propertysitemap.xml.gz
https://www.choicehotels.com/spain/cordoba/ascend-hotels/es095,likely_property_url,ascend,es095,spain,,cordoba,Ascend Hotel Collection,https://www.choicehotels.com/propertysitemap.xml.gz
https://www.choicehotels.com/spain/candas/ascend-hotels/es109,likely_property_url,ascend,es109,spain,,candas,Ascend Hotel Collection,https://www.choicehotels.com/propertysitemap.xml.gz
https://www.choicehotels.com/spain/el-puerto-de-sta-maria/ascend-hotels/es121,likely_property_url,ascend,es121,spain,,el-puerto-de-sta-maria,Ascend Hotel Collection,https://www.choicehotels.com/propertysitemap.xml.gz
https://www.choicehotels.com/spain/donostia/ascend-hotels/es100,likely_property_url,ascend,es100,spain,,donostia,Ascend Hotel Collection,https://www.choicehotels.com/propertysitemap.xml.gz
https://www.choicehotels.com/spain/figueres/ascend-hotels/es078,likely_property_url,ascend,es078,spain,,figueres,Ascend Hotel Collection,https://www.choicehotels.com/propertysitemap.xml.gz
https://www.choicehotels.com/spain/el-prat-de-llobregat/ascend-hotels/es115,likely_property_url,ascend,es115,spain,,el-prat-de-llobregat,Ascend Hotel Collection,https://www.choicehotels.com/propertysitemap.xml.gz
https://www.choicehotels.com/spain/gijon/ascend-hotels/es107,likely_property_url,ascend,es107,spain,,gijon,Ascend Hotel Collection,https://www.choicehotels.com/propertysitemap.xml.gz
https://www.choicehotels.com/spain/granada/ascend-hotels/es091,likely_property_url,ascend,es091,spain,,granada,Ascend Hotel Collection,https://www.choicehotels.com/propertysitemap.xml.gz
https://www.choicehotels.com/spain/granada/ascend-hotels/es116,likely_property_url,ascend,es116,spain,,granada,Ascend Hotel Collection,https://www.choicehotels.com/propertysitemap.xml.gz
https://www.choicehotels.com/spain/ibiza/ascend-hotels/es028,likely_property_url,ascend,es028,spain,,ibiza,Ascend Hotel Collection,https://www.choicehotels.com/propertysitemap.xml.gz
https://www.choicehotels.com/spain/las-palmas-de-gran-canaria/ascend-hotels/es082,likely_property_url,ascend,es082,spain,,las-palmas-de-gran-canaria,Ascend Hotel Collection,https://www.choicehotels.com/propertysitemap.xml.gz
https://www.choicehotels.com/spain/granada/ascend-hotels/es083,likely_property_url,ascend,es083,spain,,granada,Ascend Hotel Collection,https://www.choicehotels.com/propertysitemap.xml.gz
https://www.choicehotels.com/spain/logrono/ascend-hotels/es044,likely_property_url,ascend,es044,spain,,logrono,Ascend Hotel Collection,https://www.choicehotels.com/propertysitemap.xml.gz
https://www.choicehotels.com/spain/las-palmas-de-gran-canaria/ascend-hotels/es097,likely_property_url,ascend,es097,spain,,las-palmas-de-gran-canaria,Ascend Hotel Collection,https://www.choicehotels.com/propertysitemap.xml.gz
https://www.choicehotels.com/spain/las-palmas-de-gran-canaria/ascend-hotels/es098,likely_property_url,ascend,es098,spain,,las-palmas-de-gran-canaria,Ascend Hotel Collection,https://www.choicehotels.com/propertysitemap.xml.gz
https://www.choicehotels.com/spain/logrono/ascend-hotels/es087,likely_property_url,ascend,es087,spain,,logrono,Ascend Hotel Collection,https://www.choicehotels.com/propertysitemap.xml.gz
https://www.choicehotels.com/spain/madrid/ascend-hotels/es026,likely_property_url,ascend,es026,spain,,madrid,Ascend Hotel Collection,https://www.choicehotels.com/propertysitemap.xml.gz
https://www.choicehotels.com/spain/logrono/ascend-hotels/es049,likely_property_url,ascend,es049,spain,,logrono,Ascend Hotel Collection,https://www.choicehotels.com/propertysitemap.xml.gz
https://www.choicehotels.com/spain/madrid/ascend-hotels/es027,likely_property_url,ascend,es027,spain,,madrid,Ascend Hotel Collection,https://www.choicehotels.com/propertysitemap.xml.gz
https://www.choicehotels.com/spain/madrid/ascend-hotels/es024,likely_property_url,ascend,es024,spain,,madrid,Ascend Hotel Collection,https://www.choicehotels.com/propertysitemap.xml.gz
https://www.choicehotels.com/spain/les-alqueries/ascend-hotels/es057,likely_property_url,ascend,es057,spain,,les-alqueries,Ascend Hotel Collection,https://www.choicehotels.com/propertysitemap.xml.gz
https://www.choicehotels.com/spain/logrono/ascend-hotels/es119,likely_property_url,ascend,es119,spain,,logrono,Ascend Hotel Collection,https://www.choicehotels.com/propertysitemap.xml.gz
