candidateAirtableRecordId,sourceRecordId,osmSourceUrl,choicePropertyUrl,choicePropertyId,candidateHotelName,choiceBrandSetupBrand,parentCompany,candidateCountry,candidateCity,candidateLatitude,candidateLongitude,candidateWebsite,candidatePhone,propertyIdMatchesOsmWebsite,evidenceMatchType,matchScore,matchReason,evidenceCount,sourceCount,promotionEligibility,promotionRecommendation,reviewRiskLevel,humanReviewNotes,evidenceAirtableRecordId,proposedDealalityHotelId,proposedVerifiedHotelName,proposedVerifiedBrandLabel,proposedPrimarySourceUrl,proposedVerificationStatus
rec0Tbi1AYlJwkALE,node/3788008101,https://www.openstreetmap.org/node/3788008101,https://www.choicehotels.com/nuevo-leon/cd-guadalupe-nuevo-leon/quality-inn-hotels/mx075,mx075,Quality Inn Monterrey La Fe,Quality Inn,Choice Hotels International,Mexico,Guadalupe,25.7061302,-100.224838,https://www.choicehotels.com/nuevo-leon/guadalupe-nuevo-leon/quality-inn-hotels/mx075,+52 818 1311000,yes,direct_property_id_match,50,Direct property ID match from OSM website to Choice sitemap (Phase 4T reconciliation).,1,2,eligible_for_review,review_before_promote,medium,Corrected evidence match score 50; confirm before promotion.,recXxQFaQK6wrmNuT,dh-me-quality-inn-monterrey-la-fe-88008101,Quality Inn Monterrey La Fe,Quality Inn,https://www.choicehotels.com/nuevo-leon/cd-guadalupe-nuevo-leon/quality-inn-hotels/mx075,pending_review
recSEdorZxoW2xYNT,node/9682880538,https://www.openstreetmap.org/node/9682880538,https://www.choicehotels.com/sinaloa/mazatlan/sleep-inn-hotels/mx091,mx091,Sleep Inn Mazatlan,Sleep Inn,Choice Hotels International,Mexico,Mazatlan,23.2838381,-106.444839,https://www.choicehotels.com/sinaloa/mazatlan/sleep-inn-hotels/mx091,+52 669 478 0100,yes,direct_property_url_match,50,Direct property URL match from OSM website to Choice sitemap (Phase 4T reconciliation).,1,2,eligible_for_review,review_before_promote,medium,Corrected evidence match score 50; confirm before promotion.,recZX4hMRyBNKlm7V,dh-me-sleep-inn-mazatlan-82880538,Sleep Inn Mazatlan,Sleep Inn,https://www.choicehotels.com/sinaloa/mazatlan/sleep-inn-hotels/mx091,pending_review
reccocfAnMJ2bgplu,node/10004981396,https://www.openstreetmap.org/node/10004981396,https://www.choicehotels.com/veracruz/cordoba/comfort-inn-hotels/mx050,mx050,Comfort Inn Cordoba,Comfort Inn & Suites,Choice Hotels International,Mexico,Cordoba,18.9012523,-96.9472562,https://www.choicehotels.com/es-mx/veracruz/cordoba/comfort-inn-hotels/mx050?checkInDate=2022-09-06&checkOutDate=2022-09-07,+52 271 7180777,no,direct_property_id_match,50,Direct property ID match from OSM website to Choice sitemap (Phase 4T reconciliation).,1,2,needs_manual_research,review_before_promote,medium,OSM website property ID (none) does not match corrected Choice property ID (mx050). OSM name vs Choice brand alignment weak (similarity 0.50).,recY4fQ1u3Lvnie6S,dh-me-comfort-inn-cordoba-04981396,Comfort Inn Cordoba,Comfort Inn & Suites,https://www.choicehotels.com/veracruz/cordoba/comfort-inn-hotels/mx050,pending_review
recjVsrhXYr6VTrWb,node/9571801019,https://www.openstreetmap.org/node/9571801019,https://www.choicehotels.com/nuevo-leon/nuevo-leon/comfort-inn-hotels/mx080,mx080,Comfort Inn Monterrey Norte,Comfort Inn & Suites,Choice Hotels International,Mexico,Monterrey,25.7236431,-100.2597816,https://www.choicehotels.com/es-mx/nuevo-leon/monterrey-nuevo-leon/comfort-inn-hotels/mx080,+52 81 83 05 9300,yes,direct_property_id_match,50,Direct property ID match from OSM website to Choice sitemap (Phase 4T reconciliation).,1,2,needs_manual_research,review_before_promote,medium,"OSM city ""Monterrey"" vs Choice slug ""nuevo leon"" may differ.",rec0QslGYpbkGwWBc,dh-me-comfort-inn-monterrey-norte-71801019,Comfort Inn Monterrey Norte,Comfort Inn & Suites,https://www.choicehotels.com/nuevo-leon/nuevo-leon/comfort-inn-hotels/mx080,pending_review
recz7iNa9ohtmKVEu,node/9683623609,https://www.openstreetmap.org/node/9683623609,https://www.choicehotels.com/sinaloa/culiacan/sleep-inn-hotels/mx079,mx079,Sleep Inn Culiacan,Sleep Inn,Choice Hotels International,MX,Culiacán,24.8130151,-107.4131866,https://www.choicehotels.com/es-mx/mexico/culiacan/sleep-inn-hotels/mx079,+52 667 283 7000,yes,direct_property_id_match,50,Direct property ID match from OSM website to Choice sitemap (Phase 4T reconciliation).,1,2,eligible_for_review,review_before_promote,medium,Corrected evidence match score 50; confirm before promotion.,rec2qxWLQPSUGG8X2,dh-mx-sleep-inn-culiacan-83623609,Sleep Inn Culiacan,Sleep Inn,https://www.choicehotels.com/sinaloa/culiacan/sleep-inn-hotels/mx079,pending_review
