status,recordId,name,country,city,strSubmarket,existingDealality,proposedDealality,confidence,reason
unmapped,recxZR5kAbtB9UUs6,Go Inn Aracruz,Brazil,Aracruz,Brazil Southeast Regional,,,No Match,no_corridor_match
unmapped,recxdBVHCEwqDqvtd,Best Western Plus Posada De Don Vasco,Mexico,Patzcuaro,Pacific Central Regional,,,No Match,no_corridor_match
unmapped,recxdVuFfvEWtVmkl,ibis Jundiai Shopping,Brazil,Jundiai,São Paulo State Regional,,,No Match,no_corridor_match
unmapped,recxhXtV1GFBd5cZj,Decameron Decalodge Ticuna,Colombia,Leticia,Colombia Regional,,,No Match,no_corridor_match
unmapped,recxkU6nYNWGnbD17,The Westin Porto de Galinhas an All-Inclusive Resort,Brazil,Ipojuca,Brazil Northeast Regional,,,No Match,no_corridor_match
unmapped,recxlJ4JlYnsziOaL,Swan Rio Grande,Brazil,Rio Grande,Brazil South Regional,,,No Match,no_corridor_match
unmapped,recxm8TDcH3LRBOw0,OYO Pousada Parana,Brazil,Cuiaba,Brazil Central & West Regional,,,No Match,no_corridor_match
mappable,recxpc3JeEKBBnLzq,Melia Punta Cana Beach - A Wellness Inclusive Resort,Dominican Republic,Punta Cana,Dominican Republic Regional,,Punta Cana / Bávaro / Cap Cana,High,name_keyword_punta_cana
unmapped,recxxjBA5704rYPLs,Grand Palladium Imbassai Resort & Spa,Brazil,Imbassai,Brazil Northeast Regional,,,No Match,no_corridor_match
unmapped,recy1upaUaU9qosYo,Warwick Paradise Island - Bahamas,Bahamas,Nassau,Bahamas Regional,,,No Match,no_corridor_match
mappable,recy2JgDIwgXekJbl,Four Points by Sheraton Caguas Real Hotel & Casino,Puerto Rico,Caguas,Puerto Rico Regional,,Central / Inland,High,pr_city_inference_map
unmapped,recyKYlXJRNSWQLMw,Four Seasons Resort Tamarindo Mexico,Mexico,La Huerta,Pacific Central Regional,,,No Match,no_corridor_match
unmapped,recyLO2lFyIK1lXd3,Iberostar Origin Playa Pilar,Cuba,Ciego De Avila,Cuba Regional,,,No Match,country_not_in_corridor_registry
unmapped,recyMNsoatPzRzIQw,ibis Styles Maceio Pajucara,Brazil,Maceio,Brazil Northeast Regional,,,No Match,no_corridor_match
unmapped,recyMS7iFGEXS2PXF,ibis budget Vitoria,Brazil,Vitoria,Brazil Southeast Regional,,,No Match,no_corridor_match
unmapped,recyZyBqEZJ7qFnfY,Iberostar Grand Packard,Cuba,Havana,Cuba Regional,,,No Match,country_not_in_corridor_registry
unmapped,recymjJhDPhSpEovH,ibis Styles Tres Rios,Brazil,Tres Rios,Rio de Janeiro State Regional,,,No Match,no_corridor_match
unmapped,recz18pgUahjGGaRz,OYO Hotel Totonacapan Papantla,Mexico,Papantla,Gulf Regional,,,No Match,no_corridor_match
unmapped,recz1MfzXbTFJALEL,Ramada by Wyndham Porto Seguro Praia,Brazil,Porto Seguro,Brazil Northeast Regional,,,No Match,no_corridor_match
unmapped,recz7tAQUP3y5Dnhw,ibis Tatui,Brazil,Tatui,São Paulo State Regional,,,No Match,no_corridor_match
unmapped,reczFxvygkpGla5hO,ibis Aracruz,Brazil,Aracruz,Brazil Southeast Regional,,,No Match,no_corridor_match
unmapped,reczRIT4mGmqDNqH4,amomoxtli,Mexico,Tepoztlan,Mexico Central South Regional,,,No Match,no_corridor_match
unmapped,reczbcBMj84iVSOD3,Slaviero Guarulhos Airport,Brazil,Guarulhos,São Paulo State Regional,,,No Match,no_corridor_match
unmapped,reczgoV93KEG8PSfx,ibis budget Calama,Chile,Calama,Chile Regional,,,No Match,no_corridor_match
unmapped,reczzcBytIR1OV6HE,ibis Palmas,Brazil,Palmas,Brazil Central & West Regional,,,No Match,no_corridor_match
