status,recordId,name,country,city,strSubmarket,existingDealality,proposedDealality,confidence,reason
unmapped,recZONKtnamuA20D9,One Queretaro Aeropuerto,Mexico,El Marques,Mexico Central/Bajio Regional,,,No Match,no_corridor_match
unmapped,recZSWU7grehh7Ucp,Howard Johnson by Wyndham Neuquen,Argentina,Neuquen,Patagonia Regional,,,No Match,no_corridor_match
mappable,recZUCo7AVnTGfDBC,Hilton Garden Inn La Romana,Dominican Republic,La Romana,Dominican Republic Regional,,La Romana / Bayahibe,High,name_keyword_la_romana
unmapped,recZYNdjU3GH7b2sz,Transamerica Fit Sao Carlos,Brazil,Sao Carlos,São Paulo State Regional,,,No Match,no_corridor_match
mappable,recZa2cWOO2oaPfrG,Bahia Principe Grand El Portillo,Dominican Republic,Las Terrenas,Dominican Republic Regional,,Samaná / Las Terrenas,High,name_keyword_samana
unmapped,recZf4RrXMESVF61a,Park Lake Luxury Hotel,Chile,Villarrica,Chile Regional,,,No Match,no_corridor_match
unmapped,recZfAYs4VLEWQVOs,Pop Art Hotel Tocancipa,Colombia,Sopo,Colombia Regional,,,No Match,no_corridor_match
unmapped,recZi6OWEmQjoHGIl,Ramada Encore By Wyndham Osasco,Brazil,Osasco,São Paulo State Regional,,,No Match,no_corridor_match
unmapped,recZoafahfTVVw3Sd,DoubleTree By Hilton Hotel Iquitos,Peru,Iquitos,Peru Regional,,,No Match,no_corridor_match
unmapped,recZqanQH5Vcny0Yq,Grand Isle Resort & Spa,Bahamas,Georgetown,Bahamas Regional,,,No Match,no_corridor_match
unmapped,recZurgtGtbGs1VWz,Hacienda AltaGracia Auberge Collection,Costa Rica,Santa Teresa De Cajon,Costa Rica Regional,,,No Match,no_corridor_match
unmapped,recZw2Tz1A3wiSsx3,ESTELAR Paipa Hotel & Convention Center,Colombia,Paipa,Colombia Regional,,,No Match,no_corridor_match
mappable,recZzM42AOXZWiJnR,Decameron San Luis,Colombia,San Andres,Colombia Regional,,San Andrés,High,name_keyword_san_andres
mappable,reca9WuYNpmkqfFq4,Royal Beach Hotel Punta Cana,Dominican Republic,Punta Cana,Dominican Republic Regional,,Punta Cana / Bávaro / Cap Cana,High,name_keyword_punta_cana
unmapped,reca9mTeUKIam1Zfa,Hotel Del Patio,Guatemala,Flores,Guatemala Regional,,,No Match,no_corridor_match
mappable,recaBfwIyJwTBzvEQ,Casa Andina Premium Valle Sagrado Hotel & Villas,Peru,Urubamba,Peru Regional,,Sacred Valley,Medium,name_keyword_sacred_valley
unmapped,recaEF02830iwMNiI,Ibis Piracicaba,Brazil,Piracicaba,São Paulo State Regional,,,No Match,no_corridor_match
mappable,recaGoS1LQ5scdJSv,Hotel Lagoon Llanogrande,Colombia,Rionegro,Colombia Regional,,Medellín,High,name_keyword_medellin
unmapped,recaKUAsx3Q7357cF,ibis Juiz de Fora,Brazil,Juiz de Fora,Brazil Southeast Regional,,,No Match,no_corridor_match
unmapped,recaLqL1dPRcAFbiw,Iberostar Selection Ensenachos,Cuba,Remedios,Cuba Regional,,,No Match,country_not_in_corridor_registry
unmapped,recaLz4gyRZBETyUL,Courtyard Guayaquil,Ecuador,Guayaquil,Ecuador Regional,,,No Match,no_corridor_match
unmapped,recaQ8ZtPFJfmFevc,ibis Styles Garanhuns,Brazil,Garanhuns,Brazil Northeast Regional,,,No Match,no_corridor_match
mappable,recaSdyfz0YUHxGFz,Hotel Villa Lapas Jungle Village,Costa Rica,Jaco,Costa Rica Regional,,Jacó / Herradura,Medium,name_keyword_jaco
mappable,recaXHRBsrfec8NZa,Club Med Miches Playa Esmeralda,Dominican Republic,Miches,Dominican Republic Regional,,Miches / Costa Esmeralda,High,name_keyword_miches
unmapped,recaY8r7lq8B4tfau,ibis Rio Branco,Brazil,Rio Branco,Brazil North Regional,,,No Match,no_corridor_match
unmapped,recaj7vAyxw3fkRZ9,Marriott Maracay Golf Resort,Venezuela (Bolivarian Republic of),Maracay,Venezuela Regional,,,No Match,country_not_in_corridor_registry
unmapped,recak8mGBPSSEBswK,Quality Suites Vila Velha,Brazil,Vila Velha,Brazil Southeast Regional,,,No Match,no_corridor_match
unmapped,recawOctevfr3fKug,Collection O Casona De Minas,Mexico,Mineral del Monte,Mexico Central South Regional,,,No Match,no_corridor_match
mappable,recb1TugaAkSIhGBY,aloft Ponce Hotel & Casino,Puerto Rico,Ponce,Puerto Rico Regional,,South Coast Regional City,High,name_keyword_ponce
mappable,recb9QBMh2rRoWHvJ,Iberostar Waves Punta Cana,Dominican Republic,Higuey,Dominican Republic Regional,,Punta Cana / Bávaro / Cap Cana,High,name_keyword_punta_cana
mappable,recb9pbn4FBQpj6hD,Decameron Maryland,Colombia,San Andres,Colombia Regional,,San Andrés,High,name_keyword_san_andres
unmapped,recbFRlGZe688kqW0,Royal Palm Tower Indaiatuba,Brazil,Indaiatuba,São Paulo State Regional,,,No Match,no_corridor_match
mappable,recbGGrugGGWwp5yK,Park Royal Homestay Club Cala Puerto Rico,Puerto Rico,Humacao,Puerto Rico Regional,,East Coast / Island Access,High,pr_city_inference_map
mappable,recbH34aKKyeAYPQU,Hyatt Regency Grand Reserve Puerto Rico,Puerto Rico,Rio Grande,Puerto Rico Regional,,East Coast / Island Access,High,pr_city_inference_map
unmapped,recbKA0IizwPkKxaW,Blue Tree Premium Alphaville,Brazil,Barueri,São Paulo State Regional,,,No Match,no_corridor_match
unmapped,recbKkwCaBtU5hxCC,ibis Itatiba,Brazil,Itatiba,São Paulo State Regional,,,No Match,no_corridor_match
unmapped,recbRnIDSW301k3L1,Cana Brava Resort,Brazil,Ilheus,Brazil Northeast Regional,,,No Match,no_corridor_match
unmapped,recbVcompnxjJRM7O,Slim Cuiaba Airport,Brazil,Varzea Grande,Brazil Central & West Regional,,,No Match,no_corridor_match
unmapped,recbVuvzXs4Ql6eVS,Hilton Garden Inn Iquique,Chile,Iquique,Chile Regional,,,No Match,no_corridor_match
mappable,recbW2uYbCDEvXPlq,Viva Tangerine by Wyndham A Trademark All Inclusive,Dominican Republic,Cabarete,Dominican Republic Regional,,Puerto Plata / Sosúa / Cabarete,High,name_keyword_north_coast
unmapped,recbc7ZSZFOBMXp56,OYO Hotel Vila Rica Ribeirao Preto,Brazil,Ribeirao Preto,São Paulo State Regional,,,No Match,no_corridor_match
unmapped,recbdzAEWLY6ciBiW,ibis Styles Pelotas,Brazil,Pelotas,Brazil South Regional,,,No Match,no_corridor_match
unmapped,recbfzfMPYS8ysIcJ,Mercure Uberlandia Plaza Shopping,Brazil,Uberlandia,Brazil Southeast Regional,,,No Match,no_corridor_match
unmapped,recbgfUzVFnjQ66GR,Iberostar Waves Holguin,Cuba,Holguin,Cuba Regional,,,No Match,country_not_in_corridor_registry
unmapped,recbirYOqexEgiD8C,Royal Decameron Punta Centinela,Ecuador,Santa Elena,Ecuador Regional,,,No Match,no_corridor_match
unmapped,recbjOoqUzUwLis5L,Wyndham Olimpia Royal Hotel,Brazil,Olimpia,São Paulo State Regional,,,No Match,no_corridor_match
unmapped,recbjRbYrckIG5rLD,City Express by Marriott Comitan,Mexico,Comitan de Dominguez,Oaxaca/Chiapas Regional,,,No Match,no_corridor_match
mappable,recbvUmkQstBHboEL,Marien Puerto Plata,Dominican Republic,Puerto Plata,Dominican Republic Regional,,Puerto Plata / Sosúa / Cabarete,High,name_keyword_north_coast
mappable,recc8GXlL77vV1kBc,Occidental Caribe,Dominican Republic,Punta Cana,Dominican Republic Regional,,Punta Cana / Bávaro / Cap Cana,High,name_keyword_punta_cana
unmapped,reccEpCU0w4nnptdj,ibis Natal Arena Das Dunas,Brazil,Natal,Brazil Northeast Regional,,,No Match,no_corridor_match
unmapped,reccNLQtfdmbeJZb2,Ibis Styles Parauapebas,Brazil,Parauapebas,Brazil North Regional,,,No Match,no_corridor_match
mappable,reccSgx8QQ2lf1J92,Marriott Miches Beach An All-Inclusive Resort,Dominican Republic,Miches,Dominican Republic Regional,,Miches / Costa Esmeralda,High,name_keyword_miches
unmapped,reccVoQktnJnNAQNi,Costa Do Sauipe,Brazil,Mata De Sao Joao,Brazil Northeast Regional,,,No Match,no_corridor_match
unmapped,reccXi9kLfZrKEW42,Quality Hotel Real Aeropuerto,El Salvador,San Salvador,El Salvador Regional,,,No Match,no_corridor_match
unmapped,reccYplUPmgS84rxI,Grand Hotel Guayaquil Ascend Hotel Collection,Ecuador,Guayaquil,Ecuador Regional,,,No Match,no_corridor_match
mappable,reccawqT33X5s2Stv,Secrets Cap Cana Resorts & Spa,Dominican Republic,Punta Cana,Dominican Republic Regional,,Punta Cana / Bávaro / Cap Cana,High,name_keyword_punta_cana
unmapped,reccd1beSFSxKI5z9,La Cascada Casa Patagonia,Argentina,San Carlos de Bariloche,Patagonia Regional,,,No Match,no_corridor_match
unmapped,recchbmgK8qZTKQz3,Former Comfort Suites Macae,Brazil,Macae,Rio de Janeiro State Regional,,,No Match,no_corridor_match
unmapped,recckXNz1deEBkFP0,ibis Tubarao,Brazil,Tubarao,Brazil South Regional,,,No Match,no_corridor_match
unmapped,reccnb17AeyS2ZQ8C,Ibis Budget Itaperuna,Brazil,Itaperuna,Rio de Janeiro State Regional,,,No Match,no_corridor_match
unmapped,recctNXuY0o2GkATN,Transamerica Ribeirao Preto,Brazil,Ribeirao Preto,São Paulo State Regional,,,No Match,no_corridor_match
unmapped,recd1LJ73C2ykwxmO,Royal Decameron Punta Sal,Peru,Punta Sal,Peru Regional,,,No Match,no_corridor_match
unmapped,recd5VTCBsj6dpXhq,ibis Igrejinha,Brazil,Igrejinha,Brazil South Regional,,,No Match,no_corridor_match
mappable,recd8QGmfZuCGYqwJ,Courtyard by Marriott Aguadilla,Puerto Rico,Aguadilla,Puerto Rico Regional,,Northwest Air & Leisure Corridor,High,name_keyword_aguadilla
unmapped,recdDi0XAdTr2KwJj,ibis budget Itagui,Colombia,Itagui,Colombia Regional,,,No Match,no_corridor_match
unmapped,recdINxzTJsPLkPh9,Wyndham Costa del Sol Chiclayo,Peru,Chiclayo,Peru Regional,,,No Match,no_corridor_match
unmapped,recdMCXtrk9IeKyzi,Quality Hotel Jundiai,Brazil,Jundiai,São Paulo State Regional,,,No Match,no_corridor_match
unmapped,recdMIRgh88xccup0,Sleep Inn Paulinia,Brazil,Paulinia,São Paulo State Regional,,,No Match,no_corridor_match
unmapped,recdWPay2J93KIfXX,ibis budget Capao Bonito,Brazil,Capao Bonito,São Paulo State Regional,,,No Match,no_corridor_match
unmapped,recdYqyIbBShRxLit,Holiday Inn Tlaxcala,Mexico,Tlaxcala,Mexico Central South Regional,,,No Match,no_corridor_match
mappable,recdbthYH0X0sPRXM,Catalonia Gran Dominicus,Dominican Republic,Bayahibe,Dominican Republic Regional,,La Romana / Bayahibe,High,name_keyword_la_romana
unmapped,recdcxbutG3PCP4MP,Mercure Rio de Janeiro Nova Iguacu,Brazil,Nova Iguacu,Rio de Janeiro State Regional,,,No Match,no_corridor_match
unmapped,recdeHU4iKnYAC70d,City Express by Marriott Salina Cruz,Mexico,Salina Cruz,Oaxaca/Chiapas Regional,,,No Match,no_corridor_match
unmapped,recdz5f9TrLZHDVb0,City Express by Marriott La Paz,Mexico,La Paz,Baja California Regional,,,No Match,no_corridor_match
unmapped,rece0V26q2xRwkkX8,Hotel Dark Mount,Panama,Santa Maria,Panama Regional,,,No Match,no_corridor_match
unmapped,rece0vHZWqfoHt9W5,Wyndham Manta Sail Plaza Hotel and Convention Center,Ecuador,Manta,Ecuador Regional,,,No Match,no_corridor_match
unmapped,rece2fkN4wUancmTj,Hotel Araraquara By Mercure,Brazil,Araraquara,São Paulo State Regional,,,No Match,no_corridor_match
unmapped,rece3eGz2q0iESQju,Promenade Bonito All Suites,Brazil,Bonito,Brazil Central & West Regional,,,No Match,no_corridor_match
unmapped,receCPIg58dA7dTZY,Linx Confins,Brazil,Rua Aeroporto Lagoa Santa,Brazil Southeast Regional,,,No Match,no_corridor_match
mappable,receHbzlLl15JYNm4,Bahia Principe Escape Ambar,Dominican Republic,Punta Cana,Dominican Republic Regional,,Punta Cana / Bávaro / Cap Cana,High,name_keyword_punta_cana
unmapped,receIrnSOMvI1tXC3,OYO Hotel Estacion Jose Cardel Parque Central Revolucion,Mexico,La Antigua,Gulf Regional,,,No Match,no_corridor_match
unmapped,receS73X2KHbJgJQJ,French Leave Resort Autograph Collection,Bahamas,Governor's Harbour,Bahamas Regional,,,No Match,no_corridor_match
unmapped,receUuFnrJjhJfBY4,ibis Styles Barretos,Brazil,Barretos,São Paulo State Regional,,,No Match,no_corridor_match
unmapped,receXq1DlRJDSTSm5,ibis Tangara da Serra - MT,Brazil,Tangara da Serra - MT,Brazil Central & West Regional,,,No Match,no_corridor_match
unmapped,receaX5a8Uq7EcwNo,ibis Styles Rondonopolis,Brazil,Rondonopolis,Brazil Central & West Regional,,,No Match,no_corridor_match
unmapped,recebpzkwn6zMzja5,Comfort Inn Real La Union,El Salvador,La Union,El Salvador Regional,,,No Match,no_corridor_match
mappable,rececNsRhILlRMuDM,Iberostar Selection Bavaro Suites,Dominican Republic,Higuey,Dominican Republic Regional,,Punta Cana / Bávaro / Cap Cana,High,name_keyword_punta_cana
unmapped,receraO6a2LBlAFS9,Quality Hotel Blumenau,Brazil,Blumenau,Brazil South Regional,,,No Match,no_corridor_match
unmapped,recf9OZJLrSN1Gxu3,Swan Novo Hamburgo,Brazil,Novo Hamburgo,Brazil South Regional,,,No Match,no_corridor_match
mappable,recfDOF1Dg8JERD8G,Aranwa Sacred Valley Hotel & Wellness,Peru,Urubamba,Peru Regional,,Sacred Valley,Medium,name_keyword_sacred_valley
unmapped,recfDWsU30zwK0pVX,Sonesta Hotel Ibague,Colombia,Ibague,Colombia Regional,,,No Match,no_corridor_match
unmapped,recfHeOJmiUOMCoIG,Wyndham Garden El Morro Montecristi,Dominican Republic,Antes Montecristi,Dominican Republic Regional,,,No Match,no_corridor_match
unmapped,recfIH0wStgzpDva8,Slaviero Porto Velho,Brazil,Porto Velho,Brazil Central & West Regional,,,No Match,no_corridor_match
unmapped,recfJ7abf8fRFlZ1z,Ixtapan de la Sal Marriott Hotel & Spa,Mexico,Ixtapan De La Sal,Mexico Central South Regional,,,No Match,no_corridor_match
unmapped,recfJJtGMSqZKNtfZ,Termas Aguas Calientes,Chile,Osorno,Los Lagos Regional,,,No Match,no_corridor_match
mappable,recfN3AY4Krd4en9r,Banana Azul,Costa Rica,Puerto Viejo de Talamanca,Costa Rica Regional,,Caribbean Coast,Medium,name_keyword_caribbean
unmapped,recfPqtRJAA9vtyeQ,Holiday Inn Matamoros,Mexico,Matamoros,Tamaulipas Regional,,,No Match,no_corridor_match
unmapped,recfRLPirrE9YcnHM,TRYP by Wyndham Guayaquil Airport,Ecuador,Guayaquil,Ecuador Regional,,,No Match,no_corridor_match
unmapped,recfUojn2kCMrQbNo,ibis Vitoria Praia De Camburi,Brazil,Vitoria,Brazil Southeast Regional,,,No Match,no_corridor_match
mappable,recfYPa4VjJm0Hle9,Hotel Aguas Claras,Costa Rica,Puerto Viejo,Costa Rica Regional,,Caribbean Coast,Medium,name_keyword_caribbean
unmapped,recfZRTBddPbH2h6P,Explora Patagonia National Park,Chile,Torres Del Paine,Chile Regional,,,No Match,no_corridor_match
unmapped,recfZgiH9lFb4n5UY,Bel Air Business Salamanca Trademark Collection by Wyndham,Mexico,Salamanca,Mexico Central/Bajio Regional,,,No Match,no_corridor_match
unmapped,recfg5PmcoEicZxtZ,ibis Sertaozinho,Brazil,Sertaozinho,São Paulo State Regional,,,No Match,no_corridor_match
unmapped,recfhCfZVpvy8ntwo,Best Western Riviera Tuxpan,Mexico,Tuxpan,Gulf Regional,,,No Match,no_corridor_match
unmapped,recformefc3TuAQQv,Bristol Exceler Plaza Hotel,Brazil,Campo Grande,Brazil Central & West Regional,,,No Match,no_corridor_match
unmapped,recft1yMsvw8rvm1g,ibis budget Farroupilha,Brazil,Farroupilha,Brazil South Regional,,,No Match,no_corridor_match
unmapped,recfutOKUFn7SkV2p,OYO Hotel San Agustin,Mexico,San Juan,Mexico Central South Regional,,,No Match,no_corridor_match
unmapped,recfvzIfNwMYq1feF,Nayara Alto Atacama,Chile,San pedro,Chile Regional,,,No Match,no_corridor_match
unmapped,recg0GRXkYL1d43np,Hotel Ibis Styles Portal D'oeste,Brazil,Presidente Prudente,São Paulo State Regional,,,No Match,no_corridor_match
mappable,recg27JkR5rJjaneZ,Tambo del Inka a Luxury Collection Resort & Spa Valle Sagrado,Peru,Urubamba,Peru Regional,,Sacred Valley,Medium,name_keyword_sacred_valley
unmapped,recg8zrORIFqjCXZn,Park Inn by Radisson Los Olivos de Vallenar,Chile,Vallenar,Atacama Regional,,,No Match,no_corridor_match
unmapped,recgAmCRBcsHj9f45,Kura Boutique Hotel,Costa Rica,Uvita De Osa,Costa Rica Regional,,,No Match,no_corridor_match
unmapped,recgD8KOUbMXNzOs9,Transamerica Resort Comandatuba,Brazil,Una,Brazil Northeast Regional,,,No Match,no_corridor_match
unmapped,recgDFrDHw3STXZxV,Ibis budget Maceio Pajucara,Brazil,Maceio,Brazil Northeast Regional,,,No Match,no_corridor_match
mappable,recgDZkiRysKvgCMz,Hampton by Hilton San Jose Airport,Costa Rica,Alajuela,Costa Rica Regional,,San José Metro,High,exact_city_map
unmapped,recgMPbrbOCxL0KBs,Hampton Inn by Hilton Piedras Negras,Mexico,Piedras Negras,Coahuila & Monterrey Regional,,,No Match,no_corridor_match
unmapped,recgUHUuIvI2ITiQL,Transamerica Executive Taboao Da Serra,Brazil,Taboao da Serra,São Paulo State Regional,,,No Match,no_corridor_match
mappable,recgVTzmynnSgOK0j,Live Aqua Punta Cana,Dominican Republic,Punta Cana,Dominican Republic Regional,,Punta Cana / Bávaro / Cap Cana,High,name_keyword_punta_cana
unmapped,recgfTdl8yVF3W3hm,Ibis Aracaju,Brazil,Aracaju,Brazil Northeast Regional,,,No Match,no_corridor_match
unmapped,recglijPsI90zDtUB,Microtel Inn & Suites by Wyndham Cuauhtemoc Campos Menonitas,Mexico,Cuauhtemoc,Mexico Central North Regional,,,No Match,no_corridor_match
mappable,recgoblnA0MOVxHIv,Occidental Punta Cana,Dominican Republic,Punta Cana,Dominican Republic Regional,,Punta Cana / Bávaro / Cap Cana,High,name_keyword_punta_cana
unmapped,recgtVDSLimyE2gz2,ibis Styles Birigui,Brazil,Birigui,São Paulo State Regional,,,No Match,no_corridor_match
unmapped,recguCs8MkHILsbxx,Comfort Suites Alphaville,Brazil,Barueri,São Paulo State Regional,,,No Match,no_corridor_match
unmapped,rech0HSRBP3QJAVwV,Casa Andina Standard Trujillo Plaza,Peru,Trujillo,Peru Regional,,,No Match,no_corridor_match
unmapped,rech9Gj5z2rRosGXW,ibis Sao Jose Dos Campos Dutra,Brazil,Sao Jose Dos Campos,São Paulo State Regional,,,No Match,no_corridor_match
unmapped,rech9KZyDTKmogacq,ibis budget Sao Bernardo Do Campo,Brazil,Sao Bernardo do Campo,São Paulo State Regional,,,No Match,no_corridor_match
unmapped,rechD0XRlYErYtJ94,ibis Copiapo,Chile,Copiapo,Atacama Regional,,,No Match,no_corridor_match
unmapped,rechJR0yGSMYAxwNb,ibis Ponta Grossa,Brazil,Ponta Grossa,Brazil South Regional,,,No Match,no_corridor_match
unmapped,rechLUbrFSZGwMR59,GHL Style Barrancabermeja,Colombia,Barrancabermeja,Santander Regional,,,No Match,no_corridor_match
unmapped,rechPiTCFsvoRx9GA,Casa di Sirena Ilhabela,Brazil,Ilhabela,São Paulo State Regional,,,No Match,no_corridor_match
unmapped,rechS7jIXnylCOIGP,Wyndham Garden Antofagasta Pettra,Chile,Antofagasta,Chile Regional,,,No Match,no_corridor_match
unmapped,rechTXTM6iLs4Hp4W,Fasano Angra Dos Reis,Brazil,Angra Dos Reis,Rio de Janeiro State Regional,,,No Match,no_corridor_match
unmapped,rechVhb1b1y95jqjv,ibis Barra do Garcas,Brazil,Barra do Garcas,Brazil Central & West Regional,,,No Match,no_corridor_match
unmapped,rechcNXNRIUaRNE8V,DoubleTree by Hilton Trujillo,Peru,Trujillo,Peru Regional,,,No Match,no_corridor_match
unmapped,rechguu4mPTdMLqKm,Comfort Hotel Campos Dos Goytacazes,Brazil,Campos dos Goytacazes,Rio de Janeiro State Regional,,,No Match,no_corridor_match
unmapped,rechkg5n572q68AJM,Lapa Rios Lodge Costa Rica,Costa Rica,Puerto Jimenez,Costa Rica Regional,,,No Match,no_corridor_match
mappable,rechqJyaeYRW7h970,Catalonia Royal Bavaro,Dominican Republic,Punta Cana,Dominican Republic Regional,,Punta Cana / Bávaro / Cap Cana,High,name_keyword_punta_cana
unmapped,reciCrLfgpCA4NsMb,ibis Trujillo,Peru,Trujillo,Peru Regional,,,No Match,no_corridor_match
unmapped,reciPTc6ys4rNLn6t,ibis Mogi Das Cruzes,Brazil,Mogi Das Cruzes,São Paulo State Regional,,,No Match,no_corridor_match
unmapped,reciQyvMYuVF1QuiG,Transamerica Executive Campos dos Goytacazes,Brazil,Campos dos Goytacazes,Rio de Janeiro State Regional,,,No Match,no_corridor_match
unmapped,reciS4eCmCmAjAKbr,ibis Chapeco,Brazil,Chapeco,Brazil South Regional,,,No Match,no_corridor_match
unmapped,recibiHRTmPmPcMYK,City Express by Marriott Lagos De Moreno,Mexico,Lagos de Moreno,Pacific Central Regional,,,No Match,no_corridor_match
mappable,recifX833u8mc7H4O,El Conquistador Resort,Puerto Rico,Fajardo,Puerto Rico Regional,,East Coast / Island Access,High,name_keyword_east_coast
unmapped,recig6kT8vEAyodRH,Days Inn by Wyndham Piedras Negras,Mexico,Piedras Negras,Coahuila & Monterrey Regional,,,No Match,no_corridor_match
unmapped,recizEdXVBJKGwV9V,Blue Tree Towers Bauru,Brazil,Bauru,São Paulo State Regional,,,No Match,no_corridor_match
unmapped,recizTpIWMpBcSL54,Ramada Lagoa St International Airport,Brazil,Lagoa Santa,Brazil Southeast Regional,,,No Match,no_corridor_match
unmapped,recj4DIOkdTfyZC9J,Best Western Real Tula Express,Mexico,Tula De Allende,Mexico Central South Regional,,,No Match,no_corridor_match
unmapped,recj67PV4IleYUrGX,Iberostar Selection Praia Do Forte Resort,Brazil,Mata De Sao Joao,Brazil Northeast Regional,,,No Match,no_corridor_match
unmapped,recjCufsxEJd5IqB3,Vila Gale Cumbuco,Brazil,Caucaia,Brazil Northeast Regional,,,No Match,no_corridor_match
unmapped,recjIhfRkqS0bwwRd,Ibis Sao Jose Do Rio Preto,Brazil,Sao Jose do Rio Preto,São Paulo State Regional,,,No Match,no_corridor_match
mappable,recjIwgks4JXYptoP,Aranwa Paracas Resort & Spa,Peru,Paracas,Peru Regional,,Paracas,Medium,exact_city_submarket_label
unmapped,recjLCHtPKeH7AsSF,Holiday Inn Piura,Peru,Piura,Peru Regional,,,No Match,no_corridor_match
unmapped,recjMIV1hZJKuydbX,Holiday Inn Express Iquique,Chile,Iquique,Chile Regional,,,No Match,no_corridor_match
unmapped,recjR9RsKxSWRim3K,ibis Guaratingueta,Brazil,Guaratingueta,São Paulo State Regional,,,No Match,no_corridor_match
mappable,recjVB7A0jclbqsis,Hampton by Hilton Arequipa,Peru,Arequipa,Peru Regional,,Arequipa,Medium,exact_city_submarket_label
unmapped,recja8ofoSzsXPfhl,City Express by Marriott Tula,Mexico,Atitalaquia,Mexico Central South Regional,,,No Match,no_corridor_match
unmapped,recjfs2iCBCelb6DK,ibis Erechim Hotel,Brazil,Erechim,Brazil South Regional,,,No Match,no_corridor_match
unmapped,recjqOzoMxEjYNP2k,Hampton  Inn Ciudad Victoria,Mexico,Ciudad Victoria,Tamaulipas Regional,,,No Match,no_corridor_match
unmapped,recjszCK9x4INUhOn,City Express by Marriott Paraiso,Mexico,La Ceiba,Gulf Regional,,,No Match,no_corridor_match
mappable,reck0DYUA1KnUDf8O,Grand Palladium Select Bavaro,Dominican Republic,Punta Cana,Dominican Republic Regional,,Punta Cana / Bávaro / Cap Cana,High,name_keyword_punta_cana
unmapped,reckBwNA98I9apLLU,The Ocean Club A Four Seasons Resort Bahamas,Bahamas,Paradise,Bahamas Regional,,,No Match,no_corridor_match
unmapped,reckMQcc7aIuXXn2B,Hilton Colon Guayaquil,Ecuador,Guayaquil,Ecuador Regional,,,No Match,no_corridor_match
unmapped,reckSimiSJvh1KXHS,Le Canton,Brazil,Teresopolis,Rio de Janeiro State Regional,,,No Match,no_corridor_match
unmapped,reckVbvXmaRgUR0I7,Comfort Hotel Araraquara,Brazil,Araraquara,São Paulo State Regional,,,No Match,no_corridor_match
unmapped,reckVsfRC9Uu7gUUH,Comfort Hotel Bauru,Brazil,Bauru,São Paulo State Regional,,,No Match,no_corridor_match
unmapped,reckXWoRv8zsxtvY7,Club Med Rio Das Pedras,Brazil,Mangaratiba,Rio de Janeiro State Regional,,,No Match,no_corridor_match
unmapped,reckb0cRWchwnDc5o,ibis Imperatriz,Brazil,Imperatriz,Brazil Northeast Regional,,,No Match,no_corridor_match
mappable,reckg7BhrCmF5jBa4,Fairfield by Marriott Luquillo Beach,Puerto Rico,Luquillo,Puerto Rico Regional,,East Coast / Island Access,High,pr_city_inference_map
mappable,reckj4gXbk2XgquRS,Dreams Flora Resort & Spa,Dominican Republic,Punta Cana,Dominican Republic Regional,,Punta Cana / Bávaro / Cap Cana,High,name_keyword_punta_cana
unmapped,reckmWBQ52Gn3FyUq,Holiday Inn Express Temuco,Chile,Temuco,Chile Regional,,,No Match,no_corridor_match
unmapped,reckoIyPLepUZgdEU,Mercure Joinville Prinz,Brazil,Joinville,Brazil South Regional,,,No Match,no_corridor_match
unmapped,reckriNYSFOjxfejJ,City Express by Marriott Cananea,Mexico,Cananea,Mexico Northwest Regional,,,No Match,no_corridor_match
unmapped,reckvgWP2CZlqOAf1,Hampton  Inn San Juan Del Rio,Mexico,San Juan Del Rio,Mexico Central/Bajio Regional,,,No Match,no_corridor_match
unmapped,reckzQxhedaodXt4c,Courtyard La Paz Baja California Sur,Mexico,La Paz,Baja California Regional,,,No Match,no_corridor_match
unmapped,recl15LiUjPywxMkz,Slaviero Londrina Flat Hotel,Brazil,Londrina,Brazil South Regional,,,No Match,no_corridor_match
unmapped,recl2mpQDllCmgEw4,Easy Hotel Cachoeiro de Itapemirim by Atlantica,Brazil,Cachoeiro de Itapemirim,Brazil Southeast Regional,,,No Match,no_corridor_match
unmapped,recl6LIKtWb9rL3RF,ibis Betim,Brazil,Betim,Brazil Southeast Regional,,,No Match,no_corridor_match
unmapped,reclBR9z1NejkoieD,Wyndham Costa del Sol Pucallpa,Peru,Pucallpa,Peru Regional,,,No Match,no_corridor_match
unmapped,reclDHW5egge7kaoe,Hotel Waya Guajira,Colombia,Albania,Colombia Regional,,,No Match,no_corridor_match
mappable,reclDR6gFaLQUTC5X,Nayara Gardens,Costa Rica,La Fortuna,Costa Rica Regional,,Arenal / La Fortuna,High,name_keyword_arenal
unmapped,reclO4rBE368AiBv6,Transamerica FIT Rondonopolis,Brazil,Rondonopolis,Brazil Central & West Regional,,,No Match,no_corridor_match
unmapped,reclXw8gWJrPCTFxU,Hotel Ana Mary,Panama,Santiago,Panama Regional,,,No Match,no_corridor_match
unmapped,reclrnvkJ6VGqaa23,ibis Contagem Ceasa,Brazil,Contagem,Brazil Southeast Regional,,,No Match,no_corridor_match
unmapped,reclynUfZnCi1kiSh,Prodigy Gramado,Brazil,Gramado,Brazil South Regional,,,No Match,no_corridor_match
unmapped,reclz7kJwj8ingYtd,Radisson Hotel Guayaquil,Ecuador,Guayaquil,Ecuador Regional,,,No Match,no_corridor_match
unmapped,recm0F2rjuAEZGgSu,Go Inn Betim,Brazil,Betim,Brazil Southeast Regional,,,No Match,no_corridor_match
