applyRank,legacyRecordId,legacyHotelName,targetBrand,candidateRecordId,osmSourceRecordId,osmName,osmCountry,osmLatitude,osmLongitude,matchScore,matchReason,verifiedHotelName,verifiedCountry,verifiedLatitude,verifiedLongitude,verifiedDedupeKey,promotionRiskNote
1,rec1WblO8rnicymJF,Quality Hotel Pampulha,Quality Inn,recq59806hxMIo9Sx,node/4268053095,Quality Hotel Pampulha,Brazil,-19.8570971,-43.95995,90,"Strong name (100%), same country, 21m",Quality Hotel Pampulha,Brazil,-19.8570971,-43.95995,quality hotel pampulha|-19.8571|-43.9599,High-confidence geo/name OSM match; add Choice sitemap URL evidence before Verified apply (preferred)
2,rec7zHsAFkU4rgdye,Sleep Inn Culiacan,Sleep Inn,recz7iNa9ohtmKVEu,node/9683623609,Sleep Inn Culiacan,MX,24.8130151,-107.4131866,100,"Strong name (100%), same country, 11m",Sleep Inn Culiacan,MX,24.8130151,-107.4131866,sleep inn culiacan|culiacan|mx,High-confidence geo/name OSM match; add Choice sitemap URL evidence before Verified apply (preferred)
3,recIkCWtNd1CHHym0,Comfort Inn Cordoba,Comfort Inn & Suites,reccocfAnMJ2bgplu,node/10004981396,Comfort Inn Cordoba,Mexico,18.9012523,-96.9472562,100,"Strong name (100%), same country, 10m",Comfort Inn Cordoba,Mexico,18.9012523,-96.9472562,comfort inn cordoba|cordoba|mexico,High-confidence geo/name OSM match; add Choice sitemap URL evidence before Verified apply (preferred)
4,recRJCsqWdTRChk7s,Sleep Inn Mazatlan,Sleep Inn,recSEdorZxoW2xYNT,node/9682880538,Sleep Inn Mazatlan,Mexico,23.2838381,-106.444839,100,"Strong name (100%), same country, 21m",Sleep Inn Mazatlan,Mexico,23.2838381,-106.444839,sleep inn mazatlan|mazatlan|mexico,High-confidence geo/name OSM match; add Choice sitemap URL evidence before Verified apply (preferred)
5,reckXdxL9QjSPDM0m,Comfort Inn Monterrey Norte,Comfort Inn & Suites,recjVsrhXYr6VTrWb,node/9571801019,Comfort Inn Monterrey Norte,Mexico,25.7236431,-100.2597816,100,"Strong name (100%), same country, 5m",Comfort Inn Monterrey Norte,Mexico,25.7236431,-100.2597816,comfort inn monterrey norte|monterrey|mexico,High-confidence geo/name OSM match; add Choice sitemap URL evidence before Verified apply (preferred)
6,recEVAyuUgQqrsAa6,Comfort Inn Monterrey Valle,Comfort Inn & Suites,reczi7gOPUyFStDJV,node/2643089204,Comfort Inn Monterrey Valle,Mexico,25.6588289,-100.343239,98,"Strong name (100%), same country, 12m",Comfort Inn Monterrey Valle,Mexico,25.6588289,-100.343239,comfort inn monterrey valle|san pedro garza garcia|mexico,High-confidence geo/name OSM match; add Choice sitemap URL evidence before Verified apply (preferred)
7,recCrrLjUcaghScfX,Radisson Hotel Panama Canal,Radisson by Choice,rec3iSlkSdZP8tRJc,way/179076721,Radisson Hotel Panama Canal,Panama,8.9411019,-79.5558396,98,"Strong name (100%), same country, 10m",Radisson Hotel Panama Canal,Panama,8.9411019,-79.5558396,radisson hotel panama canal|8.9411|-79.5558,High-confidence geo/name OSM match; add Choice sitemap URL evidence before Verified apply (preferred)
