censusRecordId,name,country,Affiliation,status,reasonBucket,suggestedNextAction,nearMissPropertyId,nearMissDirectoryName,nearMissNameSim,nearMissBoostedSim,nearMissScore,nearMissConfidence,nearMissBrandOk,nearMissSharedTokens,nearMissClaimedByRecordId,nearMissClaimedByName,nearMissPropertyUrl
rec3DSwHG0hAb19Rj,Holiday Inn Cancun Campestre Epic Center,Mexico,Holiday Inn,Pipeline,pipeline_or_unopened,Treat as pipeline/unopened until an official ihg.com hoteldetail URL appears; then re-run directory sync.,MEXTC,Holiday Inn Ciudad de Mexico-Trade Center,0.333,0.52,24,none,true,center,recmyatzg2wvAxOG4,Holiday Inn Ciudad de Mexico - Trade Center,https://www.ihg.com/holidayinn/hotels/us/en/mexico/mextc/hoteldetail
rec3iVNqadtMhos2N,Holiday Inn Express & Suites Cancun Centro,Mexico,Holiday Inn Express,Pipeline,pipeline_or_unopened,Treat as pipeline/unopened until an official ihg.com hoteldetail URL appears; then re-run directory sync.,TIJEN,Holiday Inn Express & Suites Ensenada Centro,0.714,0.714,62,low,true,,recS41bcztxwbMSS7,Holiday Inn Express & Suites Ensenada Centro,https://www.ihg.com/holidayinnexpress/hotels/us/en/ensenada/tijen/hoteldetail
rec01m3hRVIOamDDu,Holiday Inn Express & Suites Nuevo Vallarta,Mexico,Holiday Inn Express,Pipeline,pipeline_or_unopened,Treat as pipeline/unopened until an official ihg.com hoteldetail URL appears; then re-run directory sync.,BJXCE,Holiday Inn Express & Suites Celaya,0.571,0.571,62,low,true,,recUyehvysSvvc4O8,Holiday Inn Express & Suites Celaya,https://www.ihg.com/holidayinnexpress/hotels/us/en/celaya/bjxce/hoteldetail
rec09hIMClfPpoSb1,Holiday Inn Express & Suites Puerto Penasco,Mexico,Holiday Inn Express,Pipeline,pipeline_or_unopened,Treat as pipeline/unopened until an official ihg.com hoteldetail URL appears; then re-run directory sync.,BJXCE,Holiday Inn Express & Suites Celaya,0.571,0.571,62,low,true,,recUyehvysSvvc4O8,Holiday Inn Express & Suites Celaya,https://www.ihg.com/holidayinnexpress/hotels/us/en/celaya/bjxce/hoteldetail
recfB8jROzTuG8eKe,Holiday Inn Express & Suites Tecate,Mexico,Holiday Inn Express,Pipeline,pipeline_or_unopened,Treat as pipeline/unopened until an official ihg.com hoteldetail URL appears; then re-run directory sync.,BJXCE,Holiday Inn Express & Suites Celaya,0.667,0.667,62,low,true,,recUyehvysSvvc4O8,Holiday Inn Express & Suites Celaya,https://www.ihg.com/holidayinnexpress/hotels/us/en/celaya/bjxce/hoteldetail
recGAMXJonD3YlRCf,Holiday Inn Express Ciudad Valles,Mexico,Holiday Inn Express,Pipeline,pipeline_or_unopened,Treat as pipeline/unopened until an official ihg.com hoteldetail URL appears; then re-run directory sync.,CENAR,Holiday Inn Express & Suites Ciudad Obregon,0.571,0.571,62,low,true,,reccUeaGdDYeHpi00,Holiday Inn Express & Suites Ciudad Obregon,https://www.ihg.com/holidayinnexpress/hotels/us/en/ciudad-obregon/cenar/hoteldetail
recWj4CTJksSqety1,Holiday Inn Express Santa Catarina,Mexico,Holiday Inn Express,Pipeline,pipeline_or_unopened,Treat as pipeline/unopened until an official ihg.com hoteldetail URL appears; then re-run directory sync.,MEXSF,Holiday Inn Express Mexico Santa Fe,0.571,0.571,62,low,true,santa,rec5UoftMhxsvAJ1P,Holiday Inn Express Mexico Santa Fe,https://www.ihg.com/holidayinnexpress/hotels/us/en/mexico/mexsf/hoteldetail
recWHQBBbIYkaMzgC,Holiday Inn Express Tijuana Zona Rio,Mexico,Holiday Inn Express,Pipeline,pipeline_or_unopened,Treat as pipeline/unopened until an official ihg.com hoteldetail URL appears; then re-run directory sync.,TIJZR,Holiday Inn Tijuana Zona Rio,0.833,0.833,42,none,false,tijuana|zona|tijuana_zona|zona_rio,recFXXAvcL5OJM4bG,Holiday Inn Tijuana Zona Rio,https://www.ihg.com/holidayinn/hotels/us/en/tijuana/tijzr/hoteldetail
recmeh7w7mtk7Q5Yv,Holiday Inn Guadalajara Aeropuerto,Mexico,Holiday Inn,Pipeline,pipeline_or_unopened,Treat as pipeline/unopened until an official ihg.com hoteldetail URL appears; then re-run directory sync.,GDLOP,Holiday Inn Express Guadalajara Aeropuerto,0.8,0.8,42,none,false,,recJg34u33FUGW2ka,Holiday Inn Express Guadalajara Aeropuerto,https://www.ihg.com/holidayinnexpress/hotels/us/en/guadalajara/gdlop/hoteldetail
reczroBSFt9pz7maU,Holiday Inn San Miguel de Allende,Mexico,Holiday Inn,Pipeline,pipeline_or_unopened,Treat as pipeline/unopened until an official ihg.com hoteldetail URL appears; then re-run directory sync.,,,,,,,,,,,
recmn5Ou1ZCM6CKbx,Hotel Indigo Guadalajara Providencia,Mexico,Hotel Indigo,Pipeline,pipeline_or_unopened,Treat as pipeline/unopened until an official ihg.com hoteldetail URL appears; then re-run directory sync.,GDLAL,Hotel Indigo Guadalajara Expo,0.6,0.6,70,medium,true,,recf84h5fbsatWAQq,Hotel Indigo Guadalajara Expo,https://www.ihg.com/hotelindigo/hotels/us/en/guadalajara/gdlal/hoteldetail
recCz76fzl1oqVWNl,Hotel Indigo Mexico City Downtown,Mexico,Hotel Indigo,Pipeline,pipeline_or_unopened,Treat as pipeline/unopened until an official ihg.com hoteldetail URL appears; then re-run directory sync.,TIJGC,Hotel Indigo Tijuana Downtown,0.5,0.5,36,none,true,,recktat7ilgC8aYKI,Hotel Indigo Tijuana Downtown,https://www.ihg.com/hotelindigo/hotels/us/en/tijuana/tijgc/hoteldetail
recolsId21MYHi0rr,Hotel Indigo San Miguel de Allende,Mexico,Hotel Indigo,Pipeline,pipeline_or_unopened,Treat as pipeline/unopened until an official ihg.com hoteldetail URL appears; then re-run directory sync.,,,,,,,,,,,
recYXD5LOOKVPTFCy,Hotel Indigo Tulum,Mexico,Hotel Indigo,Pipeline,pipeline_or_unopened,Treat as pipeline/unopened until an official ihg.com hoteldetail URL appears; then re-run directory sync.,BJXGD,Hotel Indigo Guanajuato,0.5,0.5,36,none,true,,receuZwHWeFIeMRfB,Hotel Indigo Guanajuato,https://www.ihg.com/hotelindigo/hotels/us/en/guanajuato/bjxgd/hoteldetail
reckgvzarJCy4tlxg,Kimpton East Cape Los Cabos,Mexico,Kimpton,Pipeline,pipeline_or_unopened,Treat as pipeline/unopened until an official ihg.com hoteldetail URL appears; then re-run directory sync.,,,,,,,,,,,
rec9jrrYJYiWe0BCH,Kimpton Hotel Monterrey Rise Tower,Mexico,Kimpton,Pipeline,pipeline_or_unopened,Treat as pipeline/unopened until an official ihg.com hoteldetail URL appears; then re-run directory sync.,,,,,,,,,,,
rec0hAss1MVvoaOBE,Staybridge Suites Guadalajara Sur,Mexico,Staybridge Suites,Pipeline,pipeline_or_unopened,Treat as pipeline/unopened until an official ihg.com hoteldetail URL appears; then re-run directory sync.,GDLPI,Staybridge Suites Guadalajara Novena,0.6,0.6,70,medium,true,,recadydPIeI95Wtg9,Staybridge Suites Guadalajara Novena,https://www.ihg.com/staybridge/hotels/us/en/guadalajara/gdlpi/hoteldetail
rec1qGDrIVxqAZ5CM,Staybridge Suites Leon City Center,Mexico,Staybridge Suites,Pipeline,pipeline_or_unopened,Treat as pipeline/unopened until an official ihg.com hoteldetail URL appears; then re-run directory sync.,,,,,,,,,,,
rec2ec9kmJpQfns9j,Staybridge Suites Monterrey Sendero,Mexico,Staybridge Suites,Pipeline,pipeline_or_unopened,Treat as pipeline/unopened until an official ihg.com hoteldetail URL appears; then re-run directory sync.,MTYSP,Staybridge Suites Monterrey - San Pedro,0.5,0.62,70,medium,true,monterrey|suites_monterrey,recIRKdwlGFcG31VN,Staybridge Suites Monterrey - San Pedro,https://www.ihg.com/staybridge/hotels/us/en/monterrey/mtysp/hoteldetail
recGWv5d1qmte2hKi,Vignette Collection Ciudad de Mexico Reforma,Mexico,Vignette Collection,Pipeline,pipeline_or_unopened,Treat as pipeline/unopened until an official ihg.com hoteldetail URL appears; then re-run directory sync.,,,,,,,,,,,
