bucket,recordId,strId,fieldsUpdated
DUPLICATE_WINNER,recw9rNYAmoBAvHf1,297277,Market; Submarket; city; country; name; Development Cost
AUTO_CONFLICT,rec04I6BUvG8FZ48L,137052,Market; Submarket; city; country; name; Development Cost
AUTO_CONFLICT,recGvOoNftYQ9w7fp,140983,Market; Submarket; city; country; name; Development Cost
AUTO_CONFLICT,recaoWMpssie9QQjV,268294,Market; Submarket; city; country; name; Development Cost
DUPLICATE_WINNER,recI0diSXPicHUwUb,293797,Market; Submarket; city; country; name; Development Cost
DUPLICATE_WINNER,recy5vv0a3sGia5Fn,294421,Market; Submarket; city; country; name; Development Cost
AUTO_CONFLICT,recE6QDoq1xtuncTD,137930,Market; Submarket; city; country; name; Development Cost
AUTO_CONFLICT,recJU0nYMGHhIvNiF,142311,Market; Submarket; city; country; name; Development Cost
AUTO_CONFLICT,recA5P1iS2LbV3TSy,291044,Market; Submarket; city; country; name; Development Cost
AUTO_CONFLICT,recTMY4D6OUSvQzDs,153212,Market; Submarket; city; country; name; Development Cost
DUPLICATE_WINNER,recLYRUiZoSkWLUjh,308113,Market; Submarket; city; country; name; Development Cost
AUTO_CONFLICT,recPFhsFhcy2fQWxy,313897,Market; Submarket; city; country; name; Development Cost
AUTO_CONFLICT,recEWc1XRpPwB3Y1U,268731,Market; Submarket; city; country; name; Development Cost
AUTO_CONFLICT,recXp9YtK3j4Keep6,218254,Market; Submarket; city; country; name; Development Cost
AUTO_CONFLICT,recdbOyZvBMkzELOJ,163944,Market; Submarket; city; country; name; Development Cost
AUTO_CONFLICT,rechmcqczIUFxQsn3,109090,Market; Submarket; city; country; name; Development Cost
AUTO_CONFLICT,reckaUB0TwG0Cb6wW,162678,Market; Submarket; city; country; name; Development Cost
AUTO_CONFLICT,rec3yMdpjiGdM1Qgi,108383,Market; Submarket; city; country; name; Development Cost
AUTO_CONFLICT,recG3IT2FzTvMnaio,258603,Market; Submarket; city; country; name; Development Cost
DUPLICATE_WINNER,recxSlHDupQS5H0ob,108414,Market; Submarket; city; country; name; Development Cost
AUTO_CONFLICT,rec4XmszjZC1sZApU,109867,Market; Submarket; city; country; name; Development Cost
AUTO_CONFLICT,recoPnulss0N2edFd,115820,Market; Submarket; city; country; name; Development Cost
AUTO_CONFLICT,reckSimiSJvh1KXHS,213316,Market; Submarket; city; country; name; Development Cost
AUTO_CONFLICT,rec2Uiq3u93QvI3Dw,289441,Market; Submarket; city; country; name; Development Cost
DUPLICATE_WINNER,recckXNz1deEBkFP0,298158,Market; Submarket; city; country; name; Development Cost
AUTO_CONFLICT,recD9GyVRgnr8kZcl,230512,Market; Submarket; city; country; name; Development Cost
AUTO_CONFLICT,recg27JkR5rJjaneZ,163213,Market; Submarket; city; country; name; Development Cost
AUTO_CONFLICT,recIWF9rEH4JKO7pp,150085,Market; Submarket; city; country; name; Development Cost
DUPLICATE_WINNER,recsmX6Kdgkys5T9f,292093,Market; Submarket; city; country; name; Development Cost
AUTO_CONFLICT,rec25YZu8RaUfK0yd,186107,Market; Submarket; city; country; name; Development Cost
