sourceRecordId,rawHotelName,rawCity,rawCountry,rawBrand,rawWebsite,qualityScore,qualityTier,missingFields,route,reason,matchedBrand,matchedFamily,independentLaneEligible,censusMatchConfidence,censusRecommendedAction,matchedCensusName,signalKinds
node/9829772,Bohio Cabarete,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/270997923,Breezes,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,route_known_chain_not_active,known_chain_name,Breezes (SuperClubs),Breezes (SuperClubs),false,none,likely_new_candidate,,known_chain_name
node/287032841,Dreams Palm Beach Resort,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,route_known_chain_not_active,known_chain_name,Dreams (Hyatt Inclusive Collection),Dreams (Hyatt Inclusive Collection),false,none,likely_new_candidate,,known_chain_name
node/302771731,Natura Park Beach Eco Resort & Spa,Punta Cana,Dominican Republic,Blau Hotels,https://www.blaunaturapark.com/en/,100,high,missingPhone,route_known_chain_not_active,osm_brand_tag_known_chain,Blau Hotels,,false,none,likely_new_candidate,,osm_brand_tag_unresolved
node/302771860,Catalonia Punta Cana,,Dominican Republic,Catalonia,,65,medium,missingCity|missingWebsite|missingPhone,route_known_chain_not_active,known_chain_name,Catalonia,Catalonia,false,none,likely_new_candidate,,osm_brand_tag_unresolved|known_chain_name
node/302771929,Be Live Grand Bavaro,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,route_known_chain_not_active,known_chain_name,Be Live,Be Live,false,none,likely_new_candidate,,known_chain_name
node/302800763,Wyndham Alltra Punta Cana,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,route_known_chain_not_active,known_chain_name,Wyndham,Wyndham,false,medium,likely_existing,Wyndham Alltra Punta Cana All Inclusive Resort,known_chain_name
node/314357718,Paraiso Caño Hondo,,Dominican Republic,,https://www.paraisocanohondo.com/home.aspx,80,high,missingCity,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/314446408,Hamaca,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/340092385,Natura Cabañas,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,medium,likely_existing,Natura Cabanas Boutique Hotel & Spa,
node/349121944,Camp David Ranch,Santiago,DO,,https://www.campdavidranch.com/,100,high,,independent_unaffiliated_candidate,no_active_brand_signal,,,true,medium,likely_existing,Camp David Ranch Hotel Resort,
node/349126361,Cabaña Touristicá,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/349129742,Hotel RIU Mambo,Maimón,DO,RIU,http://www.riu.com/de/clubhotel-riu-mambo-puerto-plata-dominikanische-republik.html,100,high,,route_known_chain_not_active,known_chain_domain,RIU,RIU,false,none,likely_new_candidate,,osm_brand_tag_unresolved|known_chain_domain|known_chain_name
node/349134300,Hotel Llave Del Mar,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/349174881,Hotel Ambar,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/353014054,Hotel Monterrey,Santiago,DO,,,75,high,missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/354626498,Hotel Sun Village,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/354627440,Hotel RIU Merengue,Maimón,DO,RIU,http://www.riu.com/de/clubhotel-riu-merengue-puerto-plata-dominikanische-republik.html,100,high,,route_known_chain_not_active,known_chain_domain,RIU,RIU,false,none,likely_new_candidate,,osm_brand_tag_unresolved|known_chain_domain|known_chain_name
node/354627549,Hotel RIU Bachata,Maimón,DO,RIU,http://www.riu.com/de/clubhotel-riu-bachata-puerto-plata-dominikanische-republik.html,100,high,,route_known_chain_not_active,known_chain_domain,RIU,RIU,false,none,likely_new_candidate,,osm_brand_tag_unresolved|known_chain_domain|known_chain_name
node/370189077,Hostal del Cibao,Santiago,DO,,,75,high,missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/373851323,Hotel Europa,Sosua,DO,,http://www.hotelplazaeuropa.com,100,high,,independent_unaffiliated_candidate,no_active_brand_signal,,,true,low,needs_research,Hotel Plaza Europa,
node/374309471,Hotel Luperón,Ciudad Marina,DO,,,85,high,missingWebsite,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/431025349,Barceló Bávaro Palace Deluxe,,Dominican Republic,,http://www.barcelobavarocaribe.com/,70,high,missingCity|missingPhone,route_known_chain_not_active,known_chain_domain,Barceló,Barceló,false,low,needs_research,Barcelo Bavaro Palace - All Inclusive,known_chain_domain|known_chain_name
node/587971075,Sosua by the sea Boutique Beach Resort,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,medium,likely_existing,Sosua By The Sea,
node/593861352,Hotel Casa Cayena Club,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,medium,likely_existing,Hotel Casa Cayena,
node/593861356,Hotel El Rancho Sosua,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,low,needs_research,Hotel El Colibri Sosua,
node/593861357,Hotel Sea Breeze,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,low,needs_research,Sea Breeze Suites,
node/593865998,Hotel Central,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/596663088,Hotel Crowne Plaza,Santo Domingo,Dominican Republic,,,85,high,missingWebsite,route_branded_active_setup,name_alias_match,Crowne Plaza,,false,none,likely_new_candidate,,name_alias_match|known_chain_name
node/596733948,Hotel Dorado,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/596733953,Hotel Colonial Delux,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/596733956,Hotel Colonial,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/597453526,Hostal Nicolas De Ovando,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,low,needs_research,Hodelpa Nicolas De Ovando,
node/597456591,Hodelpa Novus Plaza,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,route_known_chain_not_active,known_chain_name,Hodelpa,Hodelpa,false,high,likely_existing,Novus Plaza Hodelpa,known_chain_name
node/635204441,Club Med,,Dominican Republic,Club Med,,65,medium,missingCity|missingWebsite|missingPhone,route_known_chain_not_active,known_chain_name,Club Med,Club Med,false,medium,likely_existing,Club Med Punta Cana,osm_brand_tag_unresolved|known_chain_name
node/711144134,Ecocampo La Sangría,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/735974664,Tierra Plana Hostal,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/862661684,Hotel La Mansion,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,low,needs_research,Hotel Club Spa La Mansion,
node/928315117,Apartahotel Drake,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/988991741,Costa Las Ballenas,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/989009324,Acaya,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/1069945606,Hotel Atarazana,,Dominican Republic,,http://www.hotel-atarazana.com,85,high,missingCity,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/1188149592,Hotel Pinar Dorado,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,high,likely_existing,Hotel Pinar Dorado,
node/1207422127,Be Live Grand Marien Hotel,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,route_known_chain_not_active,known_chain_name,Be Live,Be Live,false,none,likely_new_candidate,,known_chain_name
node/1234382123,Emotion By Hodelpa.,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,route_known_chain_not_active,known_chain_name,Hodelpa,Hodelpa,false,none,likely_new_candidate,,known_chain_name
node/1238948840,hotel arcardo,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/1238959353,"ALJIBE CAFE, Cocktail",,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/1249539089,Hotel Salinas,,Dominican Republic,,,65,medium,missingCity|missingWebsite,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/1249982946,Ocean resort,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/1259953316,Hotel Playazul,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/1259992880,Hotel Casablanca,,Dominican Republic,,http://www.hotelcasablanca.com.do/de-ch/,80,high,missingCity,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/1259992888,Hotel Quemaito,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/1391142503,terra linda,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/1391142506,Casa Valeria,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/1391142519,Hotel Orchidee,,Dominican Republic,,http://www.hotelorchidee.ch,70,high,missingCity|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/1391142522,New Garden,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/1405141122,Lifestyle Holidays Vacation Club,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/1414756925,Aventura,La Canela,DO,,,75,high,missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/1454279355,Aladino,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/1600567851,Hotel,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,medium,likely_existing,Riviera Beach Hotel,
node/1635256169,Coconut Palms Resort,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/1643715292,Eva Luna,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/1650284822,Hotel Palapa,,Dominican Republic,,https://www.palapabeachclub.com/,70,high,missingCity|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/1653013577,Secrets Royal Beach Punta Cana,Punta Cana,Dominican Republic,,https://www.hyatt.com/en-US/hotel/dominican-republic/secrets-royal-beach/serpc,100,high,,route_known_chain_not_active,known_chain_domain,Hyatt,Hyatt,false,medium,possible_duplicate_review,Dreams Royal Beach Punta Cana,known_chain_domain|known_chain_name
node/1739578195,Hotel Las Caobas,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/1745039683,Aparta Hotel Plaza del Sol,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/1825887426,Sivory Punta Cana,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,medium,likely_existing,Sivory Punta Cana Hotel,
node/1837180673,Hotel Dilenia,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/1837180781,Hotel Colinas del Valle,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/1837226525,Hote Mi Casa,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/1846307890,Hotel Vista del Valle,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/1853487108,AltoCerro,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/1857882814,Rancho Wendy,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/1869448927,Rancho Guaraguao,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/1869448950,Rancho Guaraguao,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/1882822690,Hostal Condo Parque,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/1888636757,Las Canas,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/1923936533,Habitaciones Don Pedro,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/1923964921,Fior Di Loto,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/1982167840,Hotel Piedra Marron,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/2020735712,Hotel Gran Jimenoa,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,high,likely_existing,Gran Jimenoa Hotel,
node/2088794004,Casa Cosón,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/2099118549,Hotel Coco Plaza,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/2100292687,Hotel Rancho La Cueva,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/2101999280,Hotel San Ramon,Azua,Dominican Republic,,,85,high,missingWebsite,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/2106184527,Hard Rock Hotel & Casino Punta Cana - All inclusive,Punta Cana,Dominican Republic,Hard Rock Hotel,https://hotel.hardrock.com/punta-cana,100,high,,route_known_chain_not_active,known_chain_name,Hard Rock Hotels,Hard Rock Hotels,false,medium,likely_existing,Hard Rock Hotel & Casino Punta Cana,osm_brand_tag_unresolved|known_chain_name
node/2106239024,Hostal Kevin,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/2110576737,Casa de Campo,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,low,needs_research,Casa de Campo Resort & Villas,
node/2172701438,Casa Bonita,,Dominican Republic,,https://www.slh.com/,70,high,missingCity|missingPhone,route_branded_official_domain,official_brand_domain,,SLH,false,none,likely_new_candidate,,official_brand_domain
node/2175061135,Hotel San Jose,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/2175099044,Hotel Santa Clara,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/2175099050,Master Hotel La Ceiba,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/2178758745,Cacique Hotel,,Dominican Republic,,,70,high,missingCity|missingWebsite,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/2223972849,Centro de Servicios Comunitarios,Santo Domingo Oeste,Dominican Republic,,,75,high,missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/2262714721,Dreams Royal Beach Punta Cana,Punta Cana,Dominican Republic,,https://www.dreamsresorts.com/en/resorts-hotels/dreams/,100,high,,route_known_chain_not_active,known_chain_domain,Dreams (Hyatt Inclusive Collection),Dreams (Hyatt Inclusive Collection),false,high,possible_duplicate_review,Dreams Royal Beach Punta Cana,known_chain_domain|known_chain_name
node/2290696239,Principe Bahia Cayo Levantado,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/2333150150,Caliente Caribe,Cabrera,Dominican Republic,,,75,high,missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/2340839097,Consejo Nacional para la Niñez y la Adolescencia,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/2365189081,Hotel Brisas del Yaque,,Dominican Republic,,,60,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/2377448089,Aurora del Sol Hotel y Casino,Santo Domingo Este,Dominican Republic,,,75,high,missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/2554070792,Independencia,,Dominican Republic,,,70,high,missingCity|missingWebsite,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/2590998150,Cabana Elke,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/2613933314,Los Gringos,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/2613949124,Four Points by Sheraton,Punta Cana,Dominican Republic,Four Points by Sheraton,,95,high,missingWebsite,route_branded_active_setup,name_alias_match,Four Points by Sheraton,,false,medium,likely_existing,Four Points by Sheraton Punta Cana Village,osm_brand_tag_unresolved|name_alias_match|known_chain_name
node/2720148366,New Parisian,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/2724424280,Cabaña Anwis,SAN FRANCISCO DE MACORIS,Dominican Republic,,,75,high,missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/2724999922,Hotel Libano,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/2778735252,Sheraton,,Dominican Republic,Sheraton,,65,medium,missingCity|missingWebsite|missingPhone,route_branded_active_setup,osm_brand_tag,Sheraton,,false,medium,likely_existing,Sheraton Santo Domingo Hotel,osm_brand_tag|name_alias_match|known_chain_name
node/2836668830,Las Olas Luxury Villas,,Dominican Republic,,https://www.dominicana.life/,70,high,missingCity|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/2866813906,Sensimar Punta Cana Villas & Suites,,Dominican Republic,RIU,,65,medium,missingCity|missingWebsite|missingPhone,route_known_chain_not_active,osm_brand_tag_known_chain,RIU,,false,none,likely_new_candidate,,osm_brand_tag_unresolved
node/2955259538,Hotel Villa Colonial,Santo Domingo,DO,,,75,high,missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/2966028861,Hotel Alegria,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/2998189889,Hotel Occidental Allegro Playa Dorada,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,route_known_chain_not_active,known_chain_name,Occidental,Occidental,false,low,needs_research,Allegro Resort Playa Dorada,known_chain_name
node/2998191668,Barceló Puerto Plata,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,route_known_chain_not_active,known_chain_name,Barceló,Barceló,false,low,needs_research,Puerto Plata Village,known_chain_name
node/2998191669,Hotel Gran Ventana,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/2998196506,Sunshade Puerto Plata All Inclusive,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/2998208193,Celuisma Playa Dorada Beach Hotel,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/3015649822,Occidental Caribe (former Barcelo Punta Cana),,Dominican Republic,Occidental,,65,medium,missingCity|missingWebsite|missingPhone,route_known_chain_not_active,known_chain_name,Barceló,Barceló,false,medium,likely_existing,Occidental Caribe,osm_brand_tag_unresolved|known_chain_name
node/3051207800,Castillo Romano,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/3066001703,312 by Estancia,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/3073004437,Hotel Del Valle,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/3076134847,Ultravioleta Boutique Residences,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/3125134748,Hotel Restaurante El Barcon,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/3145200062,Royalton hotel punta cana,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/3145204521,Occidental Caribe (former Barcelo Punta Cana),Bavaro,Dominican Republic,Occidental,,85,high,missingWebsite|missingPhone,route_known_chain_not_active,known_chain_name,Barceló,Barceló,false,medium,likely_existing,Occidental Caribe,osm_brand_tag_unresolved|known_chain_name
node/3145252104,Grand Bahia Principe Punta Cana,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,route_known_chain_not_active,known_chain_name,Bahía Príncipe,Bahía Príncipe,false,high,likely_existing,Bahia Principe Grand Punta Cana,known_chain_name
node/3145261362,Riu Palace Punta Cana,Punta Cana,Dominican Republic,RIU,,85,high,missingWebsite|missingPhone,route_known_chain_not_active,known_chain_name,RIU,RIU,false,high,likely_existing,RIU Palace Punta Cana,osm_brand_tag_unresolved|known_chain_name
node/3154070396,Excellence Punta Cana,Punta Cana,Dominican Republic,,https://www.excellenceresorts.com/resorts/excellence-punta-cana/destination/,100,high,,route_known_chain_not_active,known_chain_domain,Excellence Resorts,Excellence Resorts,false,medium,likely_existing,Excellence Punta Cana Resort,known_chain_domain|known_chain_name
node/3154071208,Zoetry Agua,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,medium,likely_existing,Zoetry Agua Punta Cana,
node/3154209897,TIPICAS CASETAS HOTEL,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/3158269100,Hotel Plaza Coral,,Dominican Republic,,http://hotel.plazacoral.net,80,high,missingCity,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/3159460065,Sanctuary Cap Cana,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,medium,likely_existing,Sanctuary Cap Cana a Luxury Collection Resort Dominican Republic Adult All-Inclusive,
node/3161538019,Real Intercontinental,"Santo Domingo , Rep Dominicana",Dominican Republic,,,75,high,missingWebsite|missingPhone,route_known_chain_not_active,known_chain_name,InterContinental,InterContinental,false,low,needs_research,InterContinental Real Santo Domingo,known_chain_name
node/3198643977,Villa Serena Hotel,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,high,likely_existing,Villa Serena Hotel,
node/3216771022,Radisson Hotel Santo Domingo,Santo Domingo,Dominican Republic,Radisson,https://www.radisson.com/santo-domingo-hotel-do-10124/domsddr,100,high,,route_branded_active_setup,osm_brand_tag,Radisson by Choice,,false,high,likely_existing,Radisson Hotel Santo Domingo,osm_brand_tag|name_alias_match|known_chain_name
