sourceRecordId,rawHotelName,rawCity,rawCountry,rawBrand,rawWebsite,qualityScore,qualityTier,missingFields,route,reason,matchedBrand,matchedFamily,independentLaneEligible,censusMatchConfidence,censusRecommendedAction,matchedCensusName,signalKinds
node/4449225891,Mi Frontera,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/4455315990,Hotel Valle Nuevo,,Dominican Republic,,,60,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/4463815191,El Viajante,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/4476137645,Chronos Aparta Hotel,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/4478889890,hotel,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/4481983591,Casa de Evans,,Dominican Republic,,,60,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/4483195390,kapi,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/4494584099,La Estancia Golf Resort,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/4511839291,Yonu,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/4543399590,Mi casa,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/4557149392,14 de junio,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/4559226076,Centro Educativo Albergue Divino Niño Jesús,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/4573520294,El Mundo del Amor,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/4574256090,Res. Kamila,,Dominican Republic,,,60,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/4574256989,Res. Porto Bello,,Dominican Republic,,,60,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/4576227595,fata morgana,,Dominican Republic,Edit de jong,http://fatamorganalasterrenas.com,90,high,missingCity,steward_possible_branded,osm_brand_tag_not_in_active_dictionary,Edit de jong,,false,none,likely_new_candidate,,osm_brand_tag_unresolved
node/4580475290,Las Galeras Island Hostel,,Dominican Republic,Jose Miguel,http://tropicalislandbb.com/LasGalerasIslandHostel.htm,90,high,missingCity,steward_possible_branded,osm_brand_tag_not_in_active_dictionary,Jose Miguel,,false,none,likely_new_candidate,,osm_brand_tag_unresolved
node/4581697230,Kite Boarding School Cabarete,,Dominican Republic,,,60,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/4590930889,Defensa civil,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/4595203289,Apartamento,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/4599759989,Chino Restaurant & Hotel,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/4602678989,Villa Alegría,,Dominican Republic,,,60,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/4610643992,Hotel Kaoba,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,high,likely_existing,Hotel Kaoba,
node/4638810890,La Isabela,,Dominican Republic,,,60,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/4660748798,Grand Bahia Principe Bavaro,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,route_known_chain_not_active,known_chain_name,Bahía Príncipe,Bahía Príncipe,false,medium,likely_existing,Bahia Principe Grand Bavaro,known_chain_name
node/4660748808,Grand Bahia Principe Aquamarine,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,route_known_chain_not_active,known_chain_name,Bahía Príncipe,Bahía Príncipe,false,low,needs_research,Bahia Principe Grand Bavaro,known_chain_name
node/4665843493,Maunaloa Hotel y casino,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,low,needs_research,Hotel Hispaniola & Casino,
node/4674062489,hotel Navarro,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/4687866270,Villa Diana,,Dominican Republic,,https://www.cariway.com/,80,high,missingCity,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/4687868978,Villa Maxime,,Dominican Republic,,https://www.cariway.com/,85,high,missingCity,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/4694290991,Aunt's House,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/4696009189,Miyoue's House,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/4698253090,El Caribeño,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,medium,likely_existing,Hotel Caribeno,
node/4699506992,La casa,,Dominican Republic,,,70,high,missingCity|missingWebsite,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/4702442791,El Caribeño,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,medium,likely_existing,Hotel Caribeno,
node/4712643689,Moricete House,,Dominican Republic,,,60,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/4713495592,Casa edwardp,,Dominican Republic,,,70,high,missingCity|missingWebsite,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/4713682901,Brisas de la Montaña,,Dominican Republic,,,60,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/4713827691,Hotel Brisas del Yaque,,Dominican Republic,,,60,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/4715193291,Francis house,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/4719222390,Glamourus Salon de eventos,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/4719780492,Dany's House,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/4719836692,Hantz 's House,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/4721514190,tolentino PN,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/4724610560,Villa Caribeña,,Dominican Republic,,https://www.cariway.com/,80,high,missingCity,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/4725033690,Esmeralda,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/4728384589,Cabañas Turísticas Dominicantica Spanish,,Dominican Republic,,,60,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/4734649323,Punta Rucia Lodge,,Dominican Republic,,,70,high,missingCity|missingWebsite,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/4737380481,Hotel Puerto Plaza,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/4739029122,Sol Azul,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/4740698628,Hotel sol de verano,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/4742281821,Barrio los quemao bonao,,Dominican Republic,,,60,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/4744188329,La cueva,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/4744190221,Estancia Principe,,Dominican Republic,,,60,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/4744190223,Laguna Park Hostel,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/4744190224,La iguana,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/4753601222,Palmetto Hotel,,Dominican Republic,,,70,high,missingCity|missingWebsite,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/4756073823,Solazul,,Dominican Republic,,http://www.elsolazul.com,80,high,missingCity,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/4756935032,Sassoue 's House,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/4768918344,Llave Del Mar Hotel,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/4777950921,Maria 's House,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/4785388022,Sol Azul,,Dominican Republic,,http://www.elsolazul.com,70,high,missingCity|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/4787082928,Maria ' s House,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/4787293524,Villa Baya,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/4788290621,Todo blanco,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/4790764821,Casa bella caribe,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/4793271688,White Sands Aparta Hotel,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/4794193227,Don Olivo,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/4819701721,Home,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/4840627721,Eco hotel Centro Verde,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/4844011423,White Sands B&B,,Dominican Republic,Lance & Marianna,,80,high,missingCity|missingWebsite,steward_possible_branded,osm_brand_tag_not_in_active_dictionary,Lance & Marianna,,false,none,likely_new_candidate,,osm_brand_tag_unresolved
node/4850900022,Bayahibe Guest House,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/4856382922,Cutty's House,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/4864427224,Casa de minda,,Dominican Republic,,,60,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/4867339721,hotel central,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/4880615522,Angee,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/4882910121,Primaveral,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/4889719121,La Casa Amarilla,,Dominican Republic,,http://www.la-casa-amarilla.com,75,high,missingCity|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/4896032821,Blas 33,,Dominican Republic,,,70,high,missingCity|missingWebsite,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/4901757124,Asilo de Ancianos,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/4901959222,Hotel Riu República,,Dominican Republic,,https://www.riu.com/,85,high,missingCity,route_known_chain_not_active,known_chain_domain,RIU,RIU,false,medium,likely_existing,RIU Republica,known_chain_domain|known_chain_name
node/4906431721,Hostal Casa 51,,Dominican Republic,Bless Diaz,http://www.casa51guesthouse.com,95,high,missingCity,steward_possible_branded,osm_brand_tag_not_in_active_dictionary,Bless Diaz,,false,none,likely_new_candidate,,osm_brand_tag_unresolved
node/4918991365,Paradisus Punta cana,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/4938248923,Finca Yajaira,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/4938256423,Finca tío rico,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/4943248421,Seminario Nuestra Señora Las Mercedes,,Dominican Republic,,,60,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/4944858821,Club havana house renta de habitacion por noche,,Dominican Republic,,,65,medium,missingCity|missingWebsite,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/4946633123,casa Mari karina,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/4947065426,Sharon Palm beach,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/4950101005,Grand Palladium Bavaro Suites Resort & Spa,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,low,needs_research,Grand Palladium Punta Cana Resort & Spa,
node/4967005421,Hotel Al Mare,,Dominican Republic,,https://www.booking.com/hotel/do/al-mare-barahona.es.html,85,high,missingCity,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/4978572049,Hôtel Atabey,,Dominican Republic,,,60,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/4978573527,Hotel Brenda,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/5002266421,hotel guacamayos,,Dominican Republic,,,60,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/5002268121,Rancho Guacamayos,BONAO,Dominican Republic,,,75,high,missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/5007285024,Casa lisbeth,,Dominican Republic,,,60,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/5017189124,Mena House,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/5025787021,Hotel Esmeralda,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/5029505780,Santo Domingo Bed & Breakfast,Santo Domingo,Dominican Republic,,http://santodomingobb.com/,100,high,,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/5037222221,Los Corales Village RECEPTION,,Dominican Republic,Los Corales Village - Grupo Dos,https://www.loscoralesvillage.com,90,high,missingCity,steward_possible_branded,osm_brand_tag_not_in_active_dictionary,Los Corales Village - Grupo Dos,,false,none,likely_new_candidate,,osm_brand_tag_unresolved
node/5037222222,Hotel Tropicana Deluxe,Punta Cana,DO,,tropicana-deluxe-do.book.direct,100,high,,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/5047214658,HOTEL METROPOLITANO,,Dominican Republic,,,60,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/5047235080,Hotel Marién,,Dominican Republic,,,60,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/5047235081,HOTEL DON CHUCHO,,Dominican Republic,,,60,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/5047243323,HOTEL LA PLAZA,,Dominican Republic,,,60,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/5060398041,Plaza Lusitania,,Dominican Republic,,https://www.cariway.com/,85,high,missingCity,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/5082013621,Mxnc,,Dominican Republic,,,60,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/5103798423,El Señorial,,Dominican Republic,,,70,high,missingCity|missingWebsite,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/5113439323,Hotel Carmen,,Dominican Republic,,,70,high,missingCity|missingWebsite,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/5133859195,Hotel Mercedes,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/5169979322,Casa dylan,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/5169980221,Casa jazmin tía,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/5180976697,Plaza Lusitania,,Dominican Republic,,https://www.cariway.com/,80,high,missingCity,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/5181801658,Amhsa Marina Grand Paradise Playa Dorada,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,route_known_chain_not_active,known_chain_name,Amhsa Marina Hotels,Amhsa Marina Hotels,false,none,likely_new_candidate,,known_chain_name
node/5207508821,Villa los Gorgones,,Dominican Republic,Hans De Schryver,,80,high,missingCity|missingWebsite,steward_possible_branded,osm_brand_tag_not_in_active_dictionary,Hans De Schryver,,false,none,likely_new_candidate,,osm_brand_tag_unresolved
node/5210894623,Capi festival,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/5213115020,Hotel Bohío,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/5217259622,Cadaques Weare,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/5249076522,Casa Cayuco,,Dominican Republic,Elodie Prader,http://www.praderinmo.com,95,high,missingCity,steward_possible_branded,osm_brand_tag_not_in_active_dictionary,Elodie Prader,,false,none,likely_new_candidate,,osm_brand_tag_unresolved
node/5250624222,"Calle 7, #4",,Dominican Republic,,,70,high,missingCity|missingWebsite,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/5261898622,Casa de vilca (el toro),,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/5277775422,Casa de mami,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/5280875644,Hostal Rural Backpackers,Polo,Dominican Republic,Vicente Sempere,https://web.facebook.com/hostalpolo/,100,high,,steward_possible_branded,osm_brand_tag_not_in_active_dictionary,Vicente Sempere,,false,none,likely_new_candidate,,osm_brand_tag_unresolved
node/5324749024,casa de raque,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/5326175222,Hostal Plaza Yu,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/5326175226,Rancho Platón,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/5329844221,Hostel laguna park,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/5332349322,korona hotel,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/5335310822,Parador El Cachimbo de Mama,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/5340908321,sunset,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/5343543031,AHNVEE Resorts Spa,,Dominican Republic,,https://ahnveeresort.com/,75,high,missingCity|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/5354918621,Rancho Platón,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/5399147196,Hotel Zapata,,Dominican Republic,,,60,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/5405414236,Casa Ruso,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/5411042221,Villa Alexandra,,Dominican Republic,,http://juandolio.ru,75,high,missingCity|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/5434970048,El Morro Eco Adventure Hotel,,Dominican Republic,,https://www.elmorro.com.do/,70,high,missingCity|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/5435064148,Hotel La Saladilla Beach Club,,Dominican Republic,,http://www.hotellasaladilla.com/,70,high,missingCity|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/5435135971,Hotel Casa Hemingway,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,high,likely_existing,Hotel Casa Hemingway,
node/5513968241,The Reserve at Paradisus Palma Real,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/5565305910,El Beaterio Guest House,,Dominican Republic,,,60,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,medium,likely_existing,El Beaterio,
node/5595144823,Swell Surf Camp,,Dominican Republic,,https://swellsurfcamp.com/,75,high,missingCity|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/5614046221,Casa,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/5648139622,Hostal Mendez,,Dominican Republic,,,70,high,missingCity|missingWebsite,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/5688089045,"Lopesan Costa Bávaro Resort, Spa & Casino",Punta Cana,DO,Lopesan,https://www.lopesan.com/es/hoteles/republica-dominicana/punta-cana/playa-bavaro/costa-bavaro/,100,high,,route_known_chain_not_active,known_chain_domain,Lopesan,Lopesan,false,medium,likely_existing,Lopesan Costa Bavaro Resort Spa & Casino,osm_brand_tag_unresolved|known_chain_domain|known_chain_name
node/5848180986,San Martin,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
node/5867352185,San Martin,,Dominican Republic,,,55,medium,missingCity|missingWebsite|missingPhone,independent_unaffiliated_candidate,no_active_brand_signal,,,true,none,likely_new_candidate,,
