candidateAirtableRecordId,sourceRecordId,osmSourceUrl,choicePropertyUrl,choicePropertyId,candidateHotelName,choiceBrandSetupBrand,parentCompany,candidateCountry,candidateCity,candidateLatitude,candidateLongitude,candidateWebsite,candidatePhone,candidateBrand,candidateMatchConfidence,matchScore,matchReason,evidenceCount,sourceCount,promotionEligibility,promotionRecommendation,reviewRiskLevel,humanReviewNotes,proposedDealalityHotelId,proposedVerifiedHotelName,proposedVerifiedBrandLabel,proposedPrimarySourceUrl,proposedVerificationStatus
recqbBwg4XpRea80l,node/8719705863,https://www.openstreetmap.org/node/8719705863,https://www.choicehotels.com/mexico/resville/quality-inn-hotels/tr821,tr821,Quality Inn,Quality Inn,Choice Hotels International,Mexico,Mazatlán,23.2422737,-106.449201,https://www.choicehotels.com/es-mx/sinaloa/mazatlan/quality-inn-hotels/mx071,+52 669 989 2300,Quality Inn,high,83,country; name=0.75; brand; website=choicehotels.com,5,2,possible_duplicate,do_not_promote_yet,high,Multiple Choice property URLs linked to same OSM candidate.,dh-me-quality-inn-19705863,Quality Inn,Quality Inn,https://www.choicehotels.com/mexico/resville/quality-inn-hotels/tr821,pending_review
recSEdorZxoW2xYNT,node/9682880538,https://www.openstreetmap.org/node/9682880538,https://www.choicehotels.com/mexico/cuajimalpa-de-morelos/sleep-inn-hotels/mx108,mx108,Sleep Inn Mazatlan,Sleep Inn,Choice Hotels International,Mexico,Mazatlan,23.2838381,-106.444839,https://www.choicehotels.com/sinaloa/mazatlan/sleep-inn-hotels/mx091,+52 669 478 0100,Sleep Inn,medium,65,country; brand; website=choicehotels.com,1,2,eligible_for_review,promote_after_review,low,Two-source OSM+Choice brand-directory validation present; human sign-off required.,dh-me-sleep-inn-mazatlan-82880538,Sleep Inn Mazatlan,Sleep Inn,https://www.choicehotels.com/mexico/cuajimalpa-de-morelos/sleep-inn-hotels/mx108,pending_review
rec0Tbi1AYlJwkALE,node/3788008101,https://www.openstreetmap.org/node/3788008101,https://www.choicehotels.com/mexico/playa-del-carmen/ascend-hotels/mx153,mx153,Quality Inn Monterrey La Fe,Ascend Hotel Collection,Choice Hotels International,Mexico,Guadalupe,25.7061302,-100.224838,https://www.choicehotels.com/nuevo-leon/guadalupe-nuevo-leon/quality-inn-hotels/mx075,+52 818 1311000,Quality Inn,medium,50,country; website=choicehotels.com,9,2,possible_duplicate,do_not_promote_yet,high,Multiple Choice property URLs linked to same OSM candidate.,dh-me-quality-inn-monterrey-la-fe-88008101,Quality Inn Monterrey La Fe,Ascend Hotel Collection,https://www.choicehotels.com/mexico/playa-del-carmen/ascend-hotels/mx153,pending_review
rec5U58kxxzPtcGzn,way/967407022,https://www.openstreetmap.org/way/967407022,https://www.choicehotels.com/chile/concon/radisson-blu-hotels/cl009,cl009,Radisson Blu Acqua Hotel & Spa Concón,Radisson Blu (Choice),Choice Hotels International,Chile,Concón,-32.9187507,-71.5235038,https://www.radissonblu.com/en/hotel-acqua-concon,32-254-6400,Radisson Blu,medium,49,country; city; name=0.43; brand,1,2,needs_manual_research,review_before_promote,medium,Medium-confidence match (score 49); verify OSM ↔ Choice alignment. OSM website host (radissonblu.com) differs from Choice official URL.,dh-ch-radisson-blu-acqua-hotel-spa-concon-67407022,Radisson Blu Acqua Hotel & Spa Concón,Radisson Blu (Choice),https://www.choicehotels.com/chile/concon/radisson-blu-hotels/cl009,pending_review
