appliedAt,censusRecordId,censusName,censusCountry,propertyUrl,matchReason,fieldsJson
2026-07-22T21:16:02.761Z,recXjnLb3bk2M4G8u,"Barracuda Hotel & Villas",Brazil,https://slh.com/hotels/barracuda-hotel-and-villas,name_exact,"{""Affiliation"":""Small Luxury Hotels of the World"",""Parent Company"":""Small Luxury Hotels of the World"",""Website"":""https://slh.com/hotels/barracuda-hotel-and-villas""}"
2026-07-22T21:16:03.044Z,rec9Vgc8k5yBcDQhK,"Casa De Uco Vineyards & Wine Resort",Argentina,https://slh.com/hotels/casa-de-uco-vineyards-and-wine-resort,name_exact,"{""Affiliation"":""Small Luxury Hotels of the World"",""Parent Company"":""Small Luxury Hotels of the World"",""Website"":""https://slh.com/hotels/casa-de-uco-vineyards-and-wine-resort""}"
2026-07-22T21:16:03.338Z,rec5zlNcSF13TGGto,"Itz'ana Resort",Belize,https://slh.com/hotels/itz'ana-resort-and-residences,name_medium_city,"{""Affiliation"":""Small Luxury Hotels of the World"",""Parent Company"":""Small Luxury Hotels of the World"",""Website"":""https://slh.com/hotels/itz'ana-resort-and-residences""}"
2026-07-22T21:16:03.622Z,recxAtcgigxa1O6pe,"S Hotel Kingston",Jamaica,https://slh.com/hotels/s-hotel-kingston,name_exact,"{""Affiliation"":""Small Luxury Hotels of the World"",""Parent Company"":""Small Luxury Hotels of the World"",""Website"":""https://slh.com/hotels/s-hotel-kingston""}"
2026-07-22T21:16:03.890Z,recpgmOZsXM8aemjr,"Debaines Hotel Santiago",Chile,https://slh.com/hotels/debaines-hotel-santiago,name_exact,"{""Affiliation"":""Small Luxury Hotels of the World"",""Parent Company"":""Small Luxury Hotels of the World"",""Website"":""https://slh.com/hotels/debaines-hotel-santiago""}"
2026-07-22T21:16:04.218Z,recttc41tw0N8R13e,"Mi Amor",Mexico,https://slh.com/hotels/mi-amor,name_exact,"{""Affiliation"":""Small Luxury Hotels of the World"",""Parent Company"":""Small Luxury Hotels of the World"",""Website"":""https://slh.com/hotels/mi-amor""}"
2026-07-22T21:16:04.467Z,recFZlvhXQzwMwNHl,"Brick Hotel",Mexico,https://slh.com/hotels/brick-hotel,name_exact,"{""Affiliation"":""Small Luxury Hotels of the World"",""Parent Company"":""Small Luxury Hotels of the World"",""Website"":""https://slh.com/hotels/brick-hotel""}"
2026-07-22T21:16:04.718Z,recnLV6h5Uyph0CV2,"Rio Perdido",Costa Rica,https://slh.com/hotels/rio-perdido,name_exact,"{""Affiliation"":""Small Luxury Hotels of the World"",""Parent Company"":""Small Luxury Hotels of the World"",""Website"":""https://slh.com/hotels/rio-perdido""}"
2026-07-22T21:16:04.966Z,recsbgqxbBjYTDutB,"Ka'ana Resort",Belize,https://slh.com/hotels/ka-ana-resort,name_exact,"{""Affiliation"":""Small Luxury Hotels of the World"",""Parent Company"":""Small Luxury Hotels of the World"",""Website"":""https://slh.com/hotels/ka-ana-resort""}"
2026-07-22T21:16:05.289Z,recKSBUuR2ia26Fje,"Alta Las Palomas Hotel",Costa Rica,https://slh.com/hotels/alta-las-palomas,name_exact,"{""Affiliation"":""Small Luxury Hotels of the World"",""Parent Company"":""Small Luxury Hotels of the World"",""Website"":""https://slh.com/hotels/alta-las-palomas""}"
2026-07-22T21:16:05.564Z,recjPxdigAUXtmo8s,"Spice Island Beach Resort",Grenada,https://slh.com/hotels/spice-island-beach-resort,name_exact,"{""Affiliation"":""Small Luxury Hotels of the World"",""Parent Company"":""Small Luxury Hotels of the World"",""Website"":""https://slh.com/hotels/spice-island-beach-resort""}"
2026-07-22T21:16:06.117Z,recxHP9BmsuYn4xYF,"Hotel Three Sixty",Costa Rica,https://slh.com/hotels/hotel-three-sixty,name_exact,"{""Affiliation"":""Small Luxury Hotels of the World"",""Parent Company"":""Small Luxury Hotels of the World"",""Website"":""https://slh.com/hotels/hotel-three-sixty""}"
2026-07-22T21:16:06.361Z,rec4EQ8Sz4GMLEgdB,"Royal Park Lima Hotel",Peru,https://slh.com/hotels/royal-park-hotel,name_exact,"{""Affiliation"":""Small Luxury Hotels of the World"",""Parent Company"":""Small Luxury Hotels of the World"",""Website"":""https://slh.com/hotels/royal-park-hotel""}"
