issueType,strId,occurrenceCount,sources,notes
Duplicate Hotel+City+Country in Excel (different STR IDs),236389 | 155261,2,Existing - Mexico.xls:1067; Existing - Mexico.xls:1068,city express by marriott san luis potosi zona industrial|san luis potosi|mexico
Duplicate Hotel+City+Country in Excel (different STR IDs),212397 | 220109,2,Existing - Mexico.xls:1290; Existing - Mexico.xls:1291,city express by marriott villahermosa|villahermosa|mexico
