portfolioKey,recordId,name,status,previousRooms,newRooms,detail
terra-nova,recUF12aRBJxaDdIU,Terra Nova BW Premier Collection,ok,47,41,Property website lists 41 suites; census had 47. | https://www.terranovajamaica.com/suites
hacienda-tres-rios,recscC7og2NEHYfbr,"Hacienda Tres Rios Resort, Spa & Nature Park",ok,255,273,Published suite inventory 273 keys (Kimpton/Hacienda era); census had 255. | https://www.oyster.com/playa-del-carmen/hotels/hacienda-tres-rios/
