propertyId,name,city,country,countryCode,brand,propertyUrl
MTYZV,Holiday Inn Monterrey Valle,Nuevo Leon,Mexico,MX,holidayinn,https://www.ihg.com/holidayinn/hotels/us/en/monterrey/mtyzv/hoteldetail
SLWZO,Holiday Inn Express Saltillo Zona Aeropuerto,Coahuila de Zaragoza,Mexico,MX,holidayinnexpress,https://www.ihg.com/holidayinnexpress/hotels/us/en/saltillo/slwzo/hoteldetail
MEXRE,Holiday Inn Express Mexico Reforma,Ciudad de México,Mexico,MX,holidayinnexpress,https://www.ihg.com/holidayinnexpress/hotels/us/en/mexico/mexre/hoteldetail
ZIHHA,Holiday Inn Resort Ixtapa All-Inclusive,Guerrero,Mexico,MX,holidayinnresorts,https://www.ihg.com/holidayinnresorts/hotels/us/en/ixtapa-zihuatanejo/zihha/hoteldetail
TIJZR,Holiday Inn Tijuana Zona Rio,Baja California Nort,Mexico,MX,holidayinn,https://www.ihg.com/holidayinn/hotels/us/en/tijuana/tijzr/hoteldetail
MEXSF,Holiday Inn Express Mexico Santa Fe,Ciudad de México,Mexico,MX,holidayinnexpress,https://www.ihg.com/holidayinnexpress/hotels/us/en/mexico/mexsf/hoteldetail
GDLMX,Holiday Inn Guadalajara Expo,Jalisco,Mexico,MX,holidayinn,https://www.ihg.com/holidayinn/hotels/us/en/zapopan/gdlmx/hoteldetail
PAZTU,Holiday Inn Tuxpan - Convention Center,Veracruz,Mexico,MX,holidayinn,https://www.ihg.com/holidayinn/hotels/us/en/tuxpan/paztu/hoteldetail
MTYEG,Holiday Inn Express Monterrey Tecnologico,Nuevo Leon,Mexico,MX,holidayinnexpress,https://www.ihg.com/holidayinnexpress/hotels/us/en/monterrey/mtyeg/hoteldetail
MEXPL,Kimpton Virgilio Polanco,Ciudad de México,Mexico,MX,kimptonhotels,https://www.ihg.com/kimptonhotels/hotels/us/en/virgilio-mexico-city/mexpl/hoteldetail
GDLAL,Hotel Indigo Guadalajara Expo,Jalisco,Mexico,MX,hotelindigo,https://www.ihg.com/hotelindigo/hotels/us/en/guadalajara/gdlal/hoteldetail
GDLET,avid hotels Guadalajara Aeropuerto Norte,Jalisco,Mexico,MX,avidhotels,https://www.ihg.com/avidhotels/hotels/us/en/tlaquepaque/gdlet/hoteldetail
MLMCH,Holiday Inn Express Morelia Centro Historico,Michoacán de Ocampo,Mexico,MX,holidayinnexpress,https://www.ihg.com/holidayinnexpress/hotels/us/en/morelia/mlmch/hoteldetail
GDLUN,Holiday Inn Guadalajara Patria-Universidad,Jalisco,Mexico,MX,holidayinn,https://www.ihg.com/holidayinn/hotels/us/en/zapopan/gdlun/hoteldetail
PBCPL,voco Royalty Puebla Downtown,Puebla,Mexico,MX,voco,https://www.ihg.com/voco/hotels/us/en/puebla/pbcpl/hoteldetail
TUYDT,Holiday Inn Tulum,Quintana Roo,Mexico,MX,holidayinn,https://www.ihg.com/holidayinn/hotels/us/en/tulum/tuydt/hoteldetail
MEXCA,Holiday Inn Express Mexico City Satelite,Ciudad de México,Mexico,MX,holidayinnexpress,https://www.ihg.com/holidayinnexpress/hotels/us/en/mexico-city/mexca/hoteldetail
PMADM,Iberostar Waves Paraíso del Mar,Quintana Roo,Mexico,MX,iberostar-waves,https://www.ihg.com/iberostar-waves/hotels/us/en/riviera-maya/pmadm/hoteldetail
SLWVC,voco Saltillo Suites,Coahuila de Zaragoza,Mexico,MX,voco,https://www.ihg.com/voco/hotels/us/en/saltillo/slwvc/hoteldetail
TCUCL,Iberostar Selection​ Coral Cancún,Quintana Roo,Mexico,MX,iberostar-selection,https://www.ihg.com/iberostar-selection/hotels/us/en/cancun/tcucl/hoteldetail
PBEPB,Iberostar Waves Paraíso Beach,Quintana Roo,Mexico,MX,iberostar-waves,https://www.ihg.com/iberostar-waves/hotels/us/en/riviera-maya/pbepb/hoteldetail
LMMLS,Holiday Inn Express & Suites Los Mochis Centro,Sinaloa,Mexico,MX,holidayinnexpress,https://www.ihg.com/holidayinnexpress/hotels/us/en/los-mochis/lmmls/hoteldetail
CUNSC,Iberostar Selection​ Cancún,Quintana Roo,Mexico,MX,iberostar-selection,https://www.ihg.com/iberostar-selection/hotels/us/en/cancun/cunsc/hoteldetail
TIJGC,Hotel Indigo Tijuana Downtown,Baja California Nort,Mexico,MX,hotelindigo,https://www.ihg.com/hotelindigo/hotels/us/en/tijuana/tijgc/hoteldetail
PLIPL,Iberostar Selection​ Paraíso Lindo,Quintana Roo,Mexico,MX,iberostar-selection,https://www.ihg.com/iberostar-selection/hotels/us/en/riviera-maya/plipl/hoteldetail
MEXKM,Kimpton El Castelar Polanco,Ciudad de México,Mexico,MX,kimptonhotels,https://www.ihg.com/kimptonhotels/hotels/us/en/ciudad-de-mexico/mexkm/hoteldetail
MITPM,Iberostar Selection​ Playa Mita,Nayarit,Mexico,MX,iberostar-selection,https://www.ihg.com/iberostar-selection/hotels/us/en/riviera-nayarit/mitpm/hoteldetail
MEXMC,InterContinental Presidente Mexico City Miyana,Ciudad de México,Mexico,MX,intercontinental,https://www.ihg.com/intercontinental/hotels/us/en/ciudad-de-mexico/mexmc/hoteldetail
TIJCG,Holiday Inn & Suites Tijuana Downtown,Baja California Nort,Mexico,MX,holidayinn,https://www.ihg.com/holidayinn/hotels/us/en/tijuana/tijcg/hoteldetail
CJSJZ,voco Ciudad Juárez,Chihuahua,Mexico,MX,voco,https://www.ihg.com/voco/hotels/us/en/ciudad-juarez/cjsjz/hoteldetail
MIDSJ,Hacienda San Jose Cholul,Yucatan,Mexico,MX,spnd,https://www.ihg.com/spnd/hotels/us/en/tixkokob/midsj/hoteldetail
MIDSR,Hacienda Santa Rosa de Lima,Yucatan,Mexico,MX,spnd,https://www.ihg.com/spnd/hotels/us/en/santa-rosa/midsr/hoteldetail
MTYSN,Holiday Inn Express & Suites Monterrey Sendero,Nuevo Leon,Mexico,MX,holidayinnexpress,https://www.ihg.com/holidayinnexpress/hotels/us/en/escobedo/mtysn/hoteldetail
MTYSA,Holiday Inn Resort Monterrey - Santiago,Nuevo Leon,Mexico,MX,holidayinnresorts,https://www.ihg.com/holidayinnresorts/hotels/us/en/santiago/mtysa/hoteldetail
ACAAM,Holiday Inn Acapulco Amarea,Guerrero,Mexico,MX,holidayinn,https://www.ihg.com/holidayinn/hotels/us/en/acapulco/acaam/hoteldetail
COZZM,Iberostar Waves Cozumel,Quintana Roo,Mexico,MX,iberostar-waves,https://www.ihg.com/iberostar-waves/hotels/us/en/cozumel/cozzm/hoteldetail
GDLEA,voco Guadalajara Expo,Jalisco,Mexico,MX,voco,https://www.ihg.com/voco/hotels/us/en/guadalajara/gdlea/hoteldetail
PCMHT,Kimpton Tres Rios - All Inclusive,Quintana Roo,Mexico,MX,kimptonhotels,https://www.ihg.com/kimptonhotels/hotels/us/en/tres-rios-riviera-maya/pcmht/hoteldetail
CUNCN,voco Cancún Zona Hotelera,Quintana Roo,Mexico,MX,voco,https://www.ihg.com/voco/hotels/us/en/cancun/cuncn/hoteldetail
PCMCF,Iberostar Selection​ Riviera Cancun,Quintana Roo,Mexico,MX,iberostar-selection,https://www.ihg.com/iberostar-selection/hotels/us/en/puerto-morelos/pcmcf/hoteldetail
CUNSD,Holiday Inn Club Vacations The Royal Sands All Inclusive,Quintana Roo,Mexico,MX,holidayinnclubvacations,https://www.ihg.com/holidayinnclubvacations/hotels/us/en/cancun/cunsd/hoteldetail
CUNRN,Holiday Inn Club Vacations The Royal Cancun All Inclusive,Quintana Roo,Mexico,MX,holidayinnclubvacations,https://www.ihg.com/holidayinnclubvacations/hotels/us/en/cancun/cunrn/hoteldetail
QTZQC,Iberostar Waves Quetzal,Quintana Roo,Mexico,MX,iberostar-waves,https://www.ihg.com/iberostar-waves/hotels/us/en/playa-del-carmen/qtzqc/hoteldetail
PCMPM,Holiday Inn Club Vacations Grand Residences All Inclusive,Quintana Roo,Mexico,MX,holidayinnclubvacations,https://www.ihg.com/holidayinnclubvacations/hotels/us/en/puerto-morelos/pcmpm/hoteldetail
PCMRH,Holiday Inn Club Vacations Royal Haciendas All Inclusive,Quintana Roo,Mexico,MX,holidayinnclubvacations,https://www.ihg.com/holidayinnclubvacations/hotels/us/en/playa-del-carmen/pcmrh/hoteldetail
PCYEX,Holiday Inn Panama Distrito Financiero,Panama,Panama,PA,holidayinn,https://www.ihg.com/holidayinn/hotels/us/en/panama/pcyex/hoteldetail
PCYHI,Holiday Inn Panama Canal,Panama,Panama,PA,holidayinn,https://www.ihg.com/holidayinn/hotels/us/en/panama/pcyhi/hoteldetail
PCYHA,InterContinental Miramar Panama,Panama City,Panama,PA,intercontinental,https://www.ihg.com/intercontinental/hotels/us/en/panama-city/pcyha/hoteldetail
PCYAP,Crowne Plaza Panama Airport,Panama,Panama,PA,crowneplaza,https://www.ihg.com/crowneplaza/hotels/us/en/panama/pcyap/hoteldetail
PANHB,Crowne Plaza Panama,Panama City,Panama,PA,crowneplaza,https://www.ihg.com/crowneplaza/hotels/us/en/panama-city/panhb/hoteldetail
SJOAP,Holiday Inn Express San Jose Costa Rica Airport,195-4003,Costa Rica,CR,holidayinnexpress,https://www.ihg.com/holidayinnexpress/hotels/us/en/san-jose/sjoap/hoteldetail
SJOCP,Crowne Plaza San Jose La Sabana,2443-100,Costa Rica,CR,crowneplaza,https://www.ihg.com/crowneplaza/hotels/us/en/san-jose/sjocp/hoteldetail
SJOIN,Holiday Inn Express San Jose Forum,San Jose,Costa Rica,CR,holidayinnexpress,https://www.ihg.com/holidayinnexpress/hotels/us/en/san-jose/sjoin/hoteldetail
SJOHA,InterContinental Costa Rica at Multiplaza Mall,11856-1000,Costa Rica,CR,intercontinental,https://www.ihg.com/intercontinental/hotels/us/en/san-jose/sjoha/hoteldetail
SJOEC,Holiday Inn San Jose La Sabana,San Jose,Costa Rica,CR,holidayinn,https://www.ihg.com/holidayinn/hotels/us/en/san-jose/sjoec/hoteldetail
LIMMD,Hotel Indigo Lima Miraflores,Lima,Peru,PE,hotelindigo,https://www.ihg.com/hotelindigo/hotels/us/en/lima/limmd/hoteldetail
PIUPR,Holiday Inn Piura,Piura,Peru,PE,holidayinn,https://www.ihg.com/holidayinn/hotels/us/en/piura/piupr/hoteldetail
LIMMI,Holiday Inn Lima Miraflores,Lima18,Peru,PE,holidayinn,https://www.ihg.com/holidayinn/hotels/us/en/lima/limmi/hoteldetail
LIMAP,Holiday Inn Lima Airport,Lima,Peru,PE,holidayinn,https://www.ihg.com/holidayinn/hotels/us/en/lima/limap/hoteldetail
LIMMP,Vignette Collection SOUMA Hotel,Lima,Peru,PE,vignettecollection,https://www.ihg.com/vignettecollection/hotels/us/en/lima/limmp/hoteldetail
LIMSI,Holiday Inn Express Lima San Isidro,Lima,Peru,PE,holidayinnexpress,https://www.ihg.com/holidayinnexpress/hotels/us/en/lima/limsi/hoteldetail
LIMHA,InterContinental Real Lima Miraflores,Lima,Peru,PE,intercontinental,https://www.ihg.com/intercontinental/hotels/us/en/lima/limha/hoteldetail
LMAMI,Crowne Plaza Lima,Lima,Peru,PE,crowneplaza,https://www.ihg.com/crowneplaza/hotels/us/en/lima/lmami/hoteldetail
ZCOEX,Holiday Inn Express Temuco,Temuco,Chile,CL,holidayinnexpress,https://www.ihg.com/holidayinnexpress/hotels/us/en/temuco/zcoex/hoteldetail
CCNCH,Holiday Inn Express Concepcion,Concepcion,Chile,CL,holidayinnexpress,https://www.ihg.com/holidayinnexpress/hotels/us/en/concepcion/ccnch/hoteldetail
ANFCL,Holiday Inn Express Antofagasta,Antofagasta,Chile,CL,holidayinnexpress,https://www.ihg.com/holidayinnexpress/hotels/us/en/antofagasta/anfcl/hoteldetail
SCLEX,Holiday Inn Express Santiago Las Condes,Santiago,Chile,CL,holidayinnexpress,https://www.ihg.com/holidayinnexpress/hotels/us/en/santiago/sclex/hoteldetail
SCLAP,Holiday Inn Santiago - Airport Terminal,Santiago,Chile,CL,holidayinn,https://www.ihg.com/holidayinn/hotels/us/en/santiago/sclap/hoteldetail
IQQEX,Holiday Inn Express Iquique,Iquique,Chile,CL,holidayinnexpress,https://www.ihg.com/holidayinnexpress/hotels/us/en/iquique/iqqex/hoteldetail
SCLHA,InterContinental Santiago,Santiago,Chile,CL,intercontinental,https://www.ihg.com/intercontinental/hotels/us/en/santiago/sclha/hoteldetail
GHRGR,JOIA Rose Hall by Iberostar,Montego Bay,Jamaica,JM,joia-iberostar,https://www.ihg.com/joia-iberostar/hotels/us/en/montego-bay/ghrgr/hoteldetail
ROHHB,Iberostar Waves Rose Hall Beach,Montego Bay,Jamaica,JM,iberostar-waves,https://www.ihg.com/iberostar-waves/hotels/us/en/montego-bay/rohhb/hoteldetail
ROARH,Iberostar Selection​ Rose Hall Suites,Montego Bay,Jamaica,JM,iberostar-selection,https://www.ihg.com/iberostar-selection/hotels/us/en/montego-bay/roarh/hoteldetail
CXJFA,Holiday Inn Express Farroupilha,95170-272,Brazil,BR,holidayinnexpress,https://www.ihg.com/holidayinnexpress/hotels/us/en/farroupilha/cxjfa/hoteldetail
BHZBH,Holiday Inn Belo Horizonte Savassi,30150-370,Brazil,BR,holidayinn,https://www.ihg.com/holidayinn/hotels/us/en/belo-horizonte/bhzbh/hoteldetail
SAOHA,InterContinental Sao Paulo,01419-001,Brazil,BR,intercontinental,https://www.ihg.com/intercontinental/hotels/us/en/sao-paulo/saoha/hoteldetail
GYNBR,Holiday Inn Goiania,74120-130,Brazil,BR,holidayinn,https://www.ihg.com/holidayinn/hotels/us/en/goiania/gynbr/hoteldetail
MAOCC,Holiday Inn Manaus,69073-177,Brazil,BR,holidayinn,https://www.ihg.com/holidayinn/hotels/us/en/manaus/maocc/hoteldetail
FRLBR,Holiday Inn Fortaleza,60165-050,Brazil,BR,holidayinn,https://www.ihg.com/holidayinn/hotels/us/en/fortaleza/frlbr/hoteldetail
SAOSB,Staybridge Suites Sao Paulo,04532-011,Brazil,BR,staybridge,https://www.ihg.com/staybridge/hotels/us/en/sao-paulo/saosb/hoteldetail
SAOCC,Holiday Inn Sao Paulo Parque Anhembi,02009-040,Brazil,BR,holidayinn,https://www.ihg.com/holidayinn/hotels/us/en/sao-paulo/saocc/hoteldetail
BPREX,Holiday Inn Express Belém Ananindeua,67.013-000,Brazil,BR,holidayinnexpress,https://www.ihg.com/holidayinnexpress/hotels/us/en/belem/bprex/hoteldetail
PRAPF,Iberostar Selection​ Praia do Forte,48280-000,Brazil,BR,iberostar-selection,https://www.ihg.com/iberostar-selection/hotels/us/en/praia-do-forte/prapf/hoteldetail
BAHCB,Iberostar Waves Bahia,48280-000,Brazil,BR,iberostar-waves,https://www.ihg.com/iberostar-waves/hotels/us/en/praia-do-forte/bahcb/hoteldetail
RSRAR,Holiday Inn Rosario,S2000DHJ,Argentina,AR,holidayinn,https://www.ihg.com/holidayinn/hotels/us/en/rosario/rsrar/hoteldetail
RSREX,Holiday Inn Express Rosario,S2000AIR,Argentina,AR,holidayinnexpress,https://www.ihg.com/holidayinnexpress/hotels/us/en/rosario/rsrex/hoteldetail
CBAAR,Holiday Inn Cordoba,Cordoba,Argentina,AR,holidayinn,https://www.ihg.com/holidayinn/hotels/us/en/cordoba/cbaar/hoteldetail
BUEHA,InterContinental Buenos Aires,C1091AAQ,Argentina,AR,intercontinental,https://www.ihg.com/intercontinental/hotels/us/en/buenos-aires/bueha/hoteldetail
BUEPT,Holiday Inn Express Puerto Madero,Buenos Aires,Argentina,AR,holidayinnexpress,https://www.ihg.com/holidayinnexpress/hotels/us/en/buenos-aires/buept/hoteldetail
NASBA,Holiday Inn Express & Suites Nassau,Nassau,Bahamas,BS,holidayinnexpress,https://www.ihg.com/holidayinnexpress/hotels/us/en/nassau/nasba/hoteldetail
AUAAN,Holiday Inn Resort Aruba-Beach Resort & Casino,Aruba,Aruba,AW,holidayinnresorts,https://www.ihg.com/holidayinnresorts/hotels/us/en/aruba/auaan/hoteldetail
AUAEB,JOIA Aruba by Iberostar,Oranjestad,Aruba,AW,joia-iberostar,https://www.ihg.com/joia-iberostar/hotels/us/en/oranjestad/auaeb/hoteldetail
AUALB,voco Surfside Aruba,Oranjestad,Aruba,AW,voco,https://www.ihg.com/voco/hotels/us/en/aruba/aualb/hoteldetail
BGIID,Hotel Indigo Bridgetown Barbados,Bridgetown Christ Church,Barbados,BB,hotelindigo,https://www.ihg.com/hotelindigo/hotels/us/en/bridgetown-christchurch/bgiid/hoteldetail
GCMSE,Kimpton Seafire Resort + Spa,KY1-1303,Cayman Islands,KY,kimptonhotels,https://www.ihg.com/kimptonhotels/hotels/us/en/seafire-resort-and-spa-grand-cayman/gcmse/hoteldetail
GCMSM,Hotel Indigo Grand Cayman,KY1-1301,Cayman Islands,KY,hotelindigo,https://www.ihg.com/hotelindigo/hotels/us/en/grand-cayman/gcmsm/hoteldetail
GCMHI,Holiday Inn Resort Grand Cayman,KY1-1206,Cayman Islands,KY,holidayinnresorts,https://www.ihg.com/holidayinnresorts/hotels/us/en/grand-cayman/gcmhi/hoteldetail
SKBLG,InterContinental Grenada - La Sagesse,St.David's,Grenada,GD,intercontinental,https://www.ihg.com/intercontinental/hotels/us/en/la-sagesse/skblg/hoteldetail
DOMPR,InterContinental Dominica Cabrits Resort & Spa,Portsmouth,Dominica,DM,intercontinental,https://www.ihg.com/intercontinental/hotels/us/en/portsmouth/dompr/hoteldetail
POSHI,Holiday Inn Express & Suites Trincity Trinidad Airport,Trincity,Trinidad and Tobago,TT,holidayinnexpress,https://www.ihg.com/holidayinnexpress/hotels/us/en/trincity/poshi/hoteldetail
GUAHA,InterContinental Real Guatemala,Guatemala City,Guatemala,GT,intercontinental,https://www.ihg.com/intercontinental/hotels/us/en/guatemala-city/guaha/hoteldetail
GUACT,Holiday Inn Guatemala,Ciudad De Guatemala,Guatemala,GT,holidayinn,https://www.ihg.com/holidayinn/hotels/us/en/ciudad-de-guatemala/guact/hoteldetail
SSLRC,Holiday Inn San Salvador,San Salvador,El Salvador,SV,holidayinn,https://www.ihg.com/holidayinn/hotels/us/en/san-salvador/sslrc/hoteldetail
SSLHB,InterContinental San Salvador-Metrocentro Mall,San Salvador,El Salvador,SV,intercontinental,https://www.ihg.com/intercontinental/hotels/us/en/san-salvador/sslhb/hoteldetail
TGUEX,Holiday Inn Express Tegucigalpa,Tegucigalpa,Honduras,HN,holidayinnexpress,https://www.ihg.com/holidayinnexpress/hotels/us/en/tegucigalpa/tguex/hoteldetail
TGUHA,InterContinental Tegucigalpa at Multiplaza Mall,Tegucigalpa,Honduras,HN,intercontinental,https://www.ihg.com/intercontinental/hotels/us/en/tegucigalpa/tguha/hoteldetail
SAPHA,InterContinental Real San Pedro Sula,San Pedro Sula,Honduras,HN,intercontinental,https://www.ihg.com/intercontinental/hotels/us/en/san-pedro-sula/sapha/hoteldetail
RTBGR,Kimpton Grand Roatan Resort and Spa,Bay Islands,Honduras,HN,kimptonhotels,https://www.ihg.com/kimptonhotels/hotels/us/en/grand-roatan-resort-spa-roatan-honduras/rtbgr/hoteldetail
MGAGD,voco Lake Nicaragua - Granada,Granada,Nicaragua,NI,voco,https://www.ihg.com/voco/hotels/us/en/granada/mgagd/hoteldetail
MGANI,Holiday Inn Express Managua,Managua,Nicaragua,NI,holidayinnexpress,https://www.ihg.com/holidayinnexpress/hotels/us/en/managua/mgani/hoteldetail
MGAHB,InterContinental Managua at Metrocentro Mall,Managua,Nicaragua,NI,intercontinental,https://www.ihg.com/intercontinental/hotels/us/en/managua/mgahb/hoteldetail
MGAHA,Crowne Plaza Managua,Managua,Nicaragua,NI,crowneplaza,https://www.ihg.com/crowneplaza/hotels/us/en/managua/mgaha/hoteldetail
MGAJS,Holiday Inn Managua - Convention Center,Managua,Nicaragua,NI,holidayinn,https://www.ihg.com/holidayinn/hotels/us/en/managua/mgajs/hoteldetail
UIOAP,Holiday Inn Quito Airport,Quito,Ecuador,EC,holidayinn,https://www.ihg.com/holidayinn/hotels/us/en/quito/uioap/hoteldetail
QITEX,Holiday Inn Express Quito,Quito,Ecuador,EC,holidayinnexpress,https://www.ihg.com/holidayinnexpress/hotels/us/en/quito/qitex/hoteldetail
GYEAP,Holiday Inn Guayaquil Airport,Guayaquil,Ecuador,EC,holidayinn,https://www.ihg.com/holidayinn/hotels/us/en/guayaquil/gyeap/hoteldetail
GPSPB,Hotel Indigo Galapagos,Puerto Baquerizo Moreno,Ecuador,EC,hotelindigo,https://www.ihg.com/hotelindigo/hotels/us/en/puerto-baquerizo-moreno/gpspb/hoteldetail
MVDUY,Holiday Inn Montevideo,Montevideo,Uruguay,UY,holidayinn,https://www.ihg.com/holidayinn/hotels/us/en/montevideo/mvduy/hoteldetail
MLMFO,Holiday Inn Morelia,Michoacán de Ocampo,Mexico,MX,holidayinn,https://www.ihg.com/holidayinn/hotels/us/en/morelia/mlmfo/hoteldetail
SVDDM,Holiday Inn Express & Suites St. Vincent - Grenadines,diamond,Saint Vincent and the Grenadines,,holidayinnexpress,https://www.ihg.com/holidayinnexpress/hotels/us/en/diamond/svddm/hoteldetail
PTYPC,District Hotel,panama,Panama,,spnd,https://www.ihg.com/spnd/hotels/us/en/panama/ptypc/hoteldetail
SDQCD,Vignette Collection Casas del XVI,santo domingo,Dominican Republic,,vignettecollection,https://www.ihg.com/vignettecollection/hotels/us/en/santo-domingo/sdqcd/hoteldetail
NATAR,Holiday Inn Natal,natal,Brazil,,holidayinn,https://www.ihg.com/holidayinn/hotels/us/en/natal/natar/hoteldetail
