priority,stewardPath,brandName,parentCompany,censusRecordId,censusName,country,city,website,propertyId,blankFieldsJoined,instruction
1,browser_save_property_page,Radisson by Choice,Choice Hotels International,rec99PlN1Z4j0pSZj,Radisson Hotel & Convention Center Toluca,Mexico,Toluca,https://www.choicehotels.com/mexico/toluca/radisson-hotels/mx185,MX185,Amenities; Hotel Description,Open Website in browser → save complete HTML → extract Amenities/Description from official page only (no invent).
1,browser_save_property_page,Radisson by Choice,Choice Hotels International,recDLgo6qnMMm44Kr,Radisson Hotel Barra Rio De Janeiro,Brazil,Rio de Janeiro,https://www.choicehotels.com/rio-de-janeiro/barra-de-tijuca/radisson-hotels/br153,BR153,Amenities; Hotel Description,Open Website in browser → save complete HTML → extract Amenities/Description from official page only (no invent).
1,browser_save_property_page,Radisson by Choice,Choice Hotels International,recoJUXtur0QtOKhH,Radisson Hotel Colonia Del Sacramento,Uruguay,Colonia Del Sacramento,https://www.choicehotels.com/uruguay/colonia-del-sacramento/radisson-hotels/uy003,UY003,Amenities; Hotel Description,Open Website in browser → save complete HTML → extract Amenities/Description from official page only (no invent).
1,browser_save_property_page,Radisson by Choice,Choice Hotels International,recnOOi1m9szzaCZO,Radisson Hotel Decapolis Miraflores,Peru,Miraflores,https://www.choicehotels.com/peru/miraflores/radisson-hotels/pe004,PE004,Amenities; Hotel Description,Open Website in browser → save complete HTML → extract Amenities/Description from official page only (no invent).
1,browser_save_property_page,Radisson by Choice,Choice Hotels International,reclz7kJwj8ingYtd,Radisson Hotel Guayaquil,Ecuador,Guayaquil,https://www.choicehotels.com/ecuador/guayaquil/radisson-hotels/ec003,EC003,Amenities; Hotel Description,Open Website in browser → save complete HTML → extract Amenities/Description from official page only (no invent).
1,browser_save_property_page,Radisson by Choice,Choice Hotels International,recrPx45Dd2EMY3TH,Radisson Hotel Maiorana Belem,Brazil,Belem,https://www.choicehotels.com/para/belem/radisson-hotels/br155,BR155,Amenities; Hotel Description,Open Website in browser → save complete HTML → extract Amenities/Description from official page only (no invent).
1,browser_save_property_page,Radisson by Choice,Choice Hotels International,recKsMXA0bk9sxztJ,Radisson Hotel Monterrey San Jeronimo,Mexico,Monterrey,https://www.choicehotels.com/nuevo-leon/monterrey/radisson-hotels/mx182,MX182,Amenities; Hotel Description,Open Website in browser → save complete HTML → extract Amenities/Description from official page only (no invent).
1,browser_save_property_page,Radisson by Choice,Choice Hotels International,rec8VbiatJup4g2ZI,Radisson Hotel Puerto Varas,Chile,Puerto Varas,https://www.choicehotels.com/chile/puerto-varas/radisson-hotels/cl013,CL013,Amenities; Hotel Description,Open Website in browser → save complete HTML → extract Amenities/Description from official page only (no invent).
1,browser_save_property_page,Radisson by Choice,Choice Hotels International,recB0sjy8eQbw7IkO,"Radisson Hotel Sao Paulo, Pinheiros",Brazil,São Paulo,https://www.choicehotels.com/sao-paulo/sao-paulo/radisson-hotels/br183,BR183,Amenities; Hotel Description,Open Website in browser → save complete HTML → extract Amenities/Description from official page only (no invent).
1,browser_save_property_page,Radisson by Choice,Choice Hotels International,recwGtRq733LfHvaH,Radisson Montevideo Victoria Plaza Hotel,Uruguay,Montevideo,https://www.choicehotels.com/uruguay/montevideo/radisson-hotels/uy004,UY004,Amenities; Hotel Description,Open Website in browser → save complete HTML → extract Amenities/Description from official page only (no invent).
1,browser_save_property_page,Radisson by Choice,Choice Hotels International,recwmqTUKqPmsjElm,Radisson San Jose-Costa Rica,Costa Rica,San Jose,https://www.choicehotels.com/costa-rica/san-jose/radisson-hotels/cr025,CR025,Amenities; Hotel Description,Open Website in browser → save complete HTML → extract Amenities/Description from official page only (no invent).
1,browser_save_property_page,Radisson Individuals by Choice,Choice Hotels International,recW9oKmmNs3gswgb,Hotel Faranda Bolivar Cucuta A Member Of Radisson Individuals,Colombia,Cucuta,https://www.choicehotels.com/colombia/cucuta/radisson-individuals-hotels/cb010,CB010,Amenities; Hotel Description,Open Website in browser → save complete HTML → extract Amenities/Description from official page only (no invent).
1,browser_save_property_page,Radisson RED by Choice,Choice Hotels International,recywhDndKbSG8pjY,Radisson RED Funes,Argentina,Funes,https://www.choicehotels.com/argentina/rosario/radisson-red-hotels/aa024,aa024,Amenities; Hotel Description,Open Website in browser → save complete HTML → extract Amenities/Description from official page only (no invent).
1,browser_save_property_page,Radisson RED by Choice,Choice Hotels International,rec5CiGXwcQVyFsVM,Radisson RED Ibirapuera,Brazil,Sao Paulo,https://www.choicehotels.com/sao-paulo/sao-paulo/radisson-red-hotels/br185,br185,Hotel Description,Open Website in browser → save complete HTML → extract Amenities/Description from official page only (no invent).
1,browser_save_property_page,Small Luxury Hotels of the World,Small Luxury Hotels of the World,recuOos2XRhZw3svY,M/Y Kontiki Wayra,Costa Rica,Quepos,https://slh.com/hotels/my-kontiki-wayra,46065,Amenities,Open Website in browser → save complete HTML → extract Amenities/Description from official page only (no invent).
1,browser_save_property_page,Tapestry Collection by Hilton,Hilton Worldwide,recnV6adKBfss0VfR,"Elephant Tree Resort and Villas Tobago, Tapestry Collection by Hilton",Trinidad and Tobago,Roxborough,https://www.elephanttreebeachclub.com/,,Property ID; Amenities; Hotel Description,Open Website in browser → save complete HTML → extract Amenities/Description from official page only (no invent).
1,browser_save_property_page,Tapestry Collection by Hilton,Hilton Worldwide,recgeikvPO8zuKTyJ,"ONE True Blue Beach Hotel & Residences, Tapestry Collection by Hilton",Grenada,St George's,https://1truebluebeach.com/,,Property ID; Amenities; Hotel Description,Open Website in browser → save complete HTML → extract Amenities/Description from official page only (no invent).
1,browser_save_property_page,Trademark Collection by Wyndham,Wyndham Hotels & Resorts,recZNErMGc19WkqIU,Acanto Playa del Carmen Trademark Collection by Wyndham,Mexico,Playa Del Carmen,https://www.wyndhamhotels.com/trademark/playa-del-carmen-mexico/acanto-playa-del-carmen/overview,ACANTO-PLAYA-DEL-CAR,Amenities,Open Website in browser → save complete HTML → extract Amenities/Description from official page only (no invent).
1,browser_save_property_page,Trademark Collection by Wyndham,Wyndham Hotels & Resorts,rec6K2UCVqRXOAkid,CHN Hotel Monterrey Aeropuerto Trademark by Wyndham,Mexico,Apodaca,https://www.wyndhamhotels.com/trademark/monterrey-mexico/chn-hotel-monterrey-aeropuerto-trademark/overview,CHN-HOTEL-MONTERREY-,Amenities,Open Website in browser → save complete HTML → extract Amenities/Description from official page only (no invent).
1,browser_save_property_page,Trademark Collection by Wyndham,Wyndham Hotels & Resorts,recsE1OMt5fekFiI5,CHN Hotel Monterrey Centro Trademark Collection by Wyndham,Mexico,Monterrey,https://www.wyndhamhotels.com/trademark/monterrey-mexico/chn-hotel-monterrey-centro-trademark/overview,CHN-HOTEL-MONTERREY-,Amenities,Open Website in browser → save complete HTML → extract Amenities/Description from official page only (no invent).
1,browser_save_property_page,Trademark Collection by Wyndham,Wyndham Hotels & Resorts,recAmMsu2AiE1kKo2,CHN Hotel Monterrey Norte Trademark Collection by Wyndham,Mexico,Monterrey,https://www.wyndhamhotels.com/trademark/monterrey-mexico/chn-hotel-monterrey-norte/overview,CHN-HOTEL-MONTERREY-,Amenities,Open Website in browser → save complete HTML → extract Amenities/Description from official page only (no invent).
1,browser_save_property_page,Trademark Collection by Wyndham,Wyndham Hotels & Resorts,recR0UaYgSuPRBNaE,Gran Hotel Europa Santo Domingo Trademark by Wyndham,Dominican Republic,Santo Domingo,https://www.wyndhamhotels.com/trademark/santo-domingo-dominican-republic/gran-hotel-europa-santo-domingo-trademark/overview,GRAN-HOTEL-EUROPA-SA,Amenities,Open Website in browser → save complete HTML → extract Amenities/Description from official page only (no invent).
1,browser_save_property_page,Trademark Collection by Wyndham,Wyndham Hotels & Resorts,recx9i5munGZbC4ff,Kunuku Resort All Inclusive Curacao Trademark by Wyndham,Curaçao,Kashutuin,https://www.wyndhamhotels.com/trademark/willemstad-curacao/kunuku-resort-all-inclusive-curacao/overview,KUNUKU-RESORT-ALL-IN,Amenities,Open Website in browser → save complete HTML → extract Amenities/Description from official page only (no invent).
1,browser_save_property_page,Trademark Collection by Wyndham,Wyndham Hotels & Resorts,recE18aN7Fq9ZNtV5,Los Cabos Golf Resort Trademark Collection by Wyndham,Mexico,Cabo San Lucas,https://www.wyndhamhotels.com/trademark/cabo-san-lucas-mexico/los-cabos-golf-resort-trademark-collection/overview,LOS-CABOS-GOLF-RESOR,Amenities,Open Website in browser → save complete HTML → extract Amenities/Description from official page only (no invent).
1,browser_save_property_page,Trademark Collection by Wyndham,Wyndham Hotels & Resorts,recQf1SJuvQMCecbY,Trademark Collection by Wyndham Viva Maya,Mexico,Playa Del Carmen,https://www.wyndhamhotels.com/trademark/playa-del-carmen-mexico/viva-maya-a-trademark-all-inclusive-resort/overview,VIVA-MAYA-A-TRADEMAR,Amenities,Open Website in browser → save complete HTML → extract Amenities/Description from official page only (no invent).
1,browser_save_property_page,Trademark Collection by Wyndham,Wyndham Hotels & Resorts,rec2RN8C6ITLhqlmz,"Viva Azteca by Wyndham, A Trademark All Inclusive Resort",Mexico,Playa Del Carmen,https://www.wyndhamhotels.com/en-ca/trademark/playa-del-carmen-mexico/viva-azteca-a-trademark-all-inclusive-resort/overview,PLAYA-DEL-CARMEN-MEX,Amenities,Open Website in browser → save complete HTML → extract Amenities/Description from official page only (no invent).
1,browser_save_property_page,Tribute Portfolio,"Marriott International, Inc.",recYsXAHYbLBPAj3c,Arelauquen Lodge a Tribute Portfolio Hotel San Carlos de Bariloch,Argentina,San Carlos de Bariloche,https://www.marriott.com/en-us/hotels/brctx-arelauquen-lodge-a-tribute-portfolio-hotel-san-carlos-de-bariloche/overview,BRCTX,Amenities,Open Website in browser → save complete HTML → extract Amenities/Description from official page only (no invent).
1,browser_save_property_page,Tribute Portfolio,"Marriott International, Inc.",recD9GyVRgnr8kZcl,Auberge du Vin a Tribute Portfolio Hotel Tupungato,Argentina,Tupungato,https://www.marriott.com/en-us/hotels/mdzav-auberge-du-vin-a-tribute-portfolio-hotel-tupungato/overview,MDZAV,Amenities,Open Website in browser → save complete HTML → extract Amenities/Description from official page only (no invent).
1,browser_save_property_page,Tribute Portfolio,"Marriott International, Inc.",recOIzFTFK8vTDTJp,"Tulum, a Tribute Portfolio Hotel",Mexico,Tulum,https://www.marriott.com/en-us/hotels/tqoxt-xela-tulum-a-member-of-design-hotels/overview,TQOXT,Hotel Description,Open Website in browser → save complete HTML → extract Amenities/Description from official page only (no invent).
1,browser_save_property_page,Vignette Collection,InterContinental Hotels Group,recrmwxQMhxkCYT05,Vignette Collection Casas del XVI,Dominican Republic,Santo Domingo,https://www.ihg.com/vignettecollection/hotels/us/en/santo-domingo/sdqcd/hoteldetail,SDQCD,Amenities,Open Website in browser → save complete HTML → extract Amenities/Description from official page only (no invent).
1,browser_save_property_page,Vignette Collection,InterContinental Hotels Group,recjsU593pZbIEQjd,Vignette Collection SOUMA Hotel,Peru,Lima,https://www.ihg.com/vignettecollection/hotels/us/en/lima/limmp/hoteldetail,LIMMP,Amenities,Open Website in browser → save complete HTML → extract Amenities/Description from official page only (no invent).
2,extract_id_from_url,Hotel Indigo,InterContinental Hotels Group,recL3YWf9gpYYeqYy,Hotel Indigo Grand Cayman,Cayman Islands,Grand Cayman,https://www.ihg.com/hotelindigo/hotels/us/en/grand-cayman/gcmsm/hoteldetail,,Property ID,Confirm Property ID from official URL/path (slug or brand code); fill-blank only.
2,extract_id_from_url,Kimpton Hotels,InterContinental Hotels Group,recv0hUqXSWVmBBaD,Kimpton Virgilio,Mexico,Mexico City,https://www.ihg.com/kimptonhotels/hotels/us/en/virgilio-mexico-city/mexpl/hoteldetail,,Property ID,Confirm Property ID from official URL/path (slug or brand code); fill-blank only.
3,directory_research,Autograph Collection,"Marriott International, Inc.",recPs2seUgXXeGzNi,"Anichi Resort & Spa, Autograph Collection",Dominica,Roseau,,,Website; Property ID; Amenities; Hotel Description,Find official open listing on brand directory; do not invent Pipeline IDs or URLs.
3,directory_research,Autograph Collection,"Marriott International, Inc.",rec7qgPfujkhQSvTd,Autograph Collection Marina Golfito,Costa Rica,Golfito,,,Website; Property ID; Amenities; Hotel Description,Find official open listing on brand directory; do not invent Pipeline IDs or URLs.
3,directory_research,Autograph Collection,"Marriott International, Inc.",recsn48RbhQGS0TB5,"Casa Francia, Autograph Collection",Mexico,Mexico City,,,Website; Property ID; Amenities; Hotel Description,Find official open listing on brand directory; do not invent Pipeline IDs or URLs.
3,directory_research,Autograph Collection,"Marriott International, Inc.",recM0YDyiyuP9TlRu,"Hotel Dos Santos, Autograph Collection",Mexico,Playa del Carmen,,,Website; Property ID; Amenities; Hotel Description,Find official open listing on brand directory; do not invent Pipeline IDs or URLs.
3,directory_research,Autograph Collection,"Marriott International, Inc.",rec5hNGXNBzhfWXFQ,"Hotel Vetta, Autograph Collection",Mexico,Chihuahua,,,Website; Property ID,Find official open listing on brand directory; do not invent Pipeline IDs or URLs.
3,directory_research,Autograph Collection,"Marriott International, Inc.",recX6L3pi26O0Rou0,"Punta Islita, Autograph Collection",Costa Rica,Punta Islita,,,Website; Property ID; Amenities; Hotel Description,Find official open listing on brand directory; do not invent Pipeline IDs or URLs.
3,directory_research,BW Premier Collection,BWH Hotels,recKWu1bOro2W96Im,Best Western Premier St. Mary's Court,Antigua and Barbuda,St Mary's,,,Website; Property ID; Amenities; Hotel Description,Find official open listing on brand directory; do not invent Pipeline IDs or URLs.
3,directory_research,BW Premier Collection,BWH Hotels,recYrJJQuxljzM7rS,La Estancia Hotel BW Premier Collection,Dominican Republic,La Romana,,,Website; Property ID; Amenities; Hotel Description,Find official open listing on brand directory; do not invent Pipeline IDs or URLs.
3,directory_research,Comfort Inn & Suites,Choice Hotels International,recTkv8cbk8MZW9pt,Comfort Hotel & Suites Natal,Brazil,Natal,,,Website; Property ID; Amenities; Hotel Description,Find official open listing on brand directory; do not invent Pipeline IDs or URLs.
3,directory_research,Curio Collection by Hilton,Hilton Worldwide,rec1X6pphTLTJMsHw,"Atolon Hotel Cartagena Tierra Bomba, Curio Collection by Hilton",Colombia,Cartagena,,,Website; Property ID; Amenities; Hotel Description,Find official open listing on brand directory; do not invent Pipeline IDs or URLs.
3,directory_research,Curio Collection by Hilton,Hilton Worldwide,rec98VJxLKvtDtVll,"Botanika Osa Peninsula, Curio Collection by Hilton",Costa Rica,Puerto Jimenez,,,Website; Property ID; Amenities,Find official open listing on brand directory; do not invent Pipeline IDs or URLs.
3,directory_research,Curio Collection by Hilton,Hilton Worldwide,recZDon2IJp4CUuGi,"EOS Tulum, Curio Collection by Hilton",Mexico,Tulum,,,Website; Property ID; Amenities; Hotel Description,Find official open listing on brand directory; do not invent Pipeline IDs or URLs.
3,directory_research,Curio Collection by Hilton,Hilton Worldwide,recKLvUHJCL77N3RJ,"Garcha Palace Santiago, Curio Collection by Hilton",Chile,Santiago,,,Website; Property ID; Amenities; Hotel Description,Find official open listing on brand directory; do not invent Pipeline IDs or URLs.
3,directory_research,Curio Collection by Hilton,Hilton Worldwide,recJVheMdCGoKM0Eg,"Hotel Koti Gramado, Curio Collection by Hilton",Brazil,Gramado,,,Website; Property ID; Amenities; Hotel Description,Find official open listing on brand directory; do not invent Pipeline IDs or URLs.
3,directory_research,Curio Collection by Hilton,Hilton Worldwide,recNRwEkGwEFm2Fyu,Jean Hotel Polanco Curio Collection by Hilton,Mexico,Mexico City,,,Website; Property ID; Amenities; Hotel Description,Find official open listing on brand directory; do not invent Pipeline IDs or URLs.
3,directory_research,Curio Collection by Hilton,Hilton Worldwide,recgcOVunMPjXkJIH,"Kailani Grand Cayman, Curio Collection by Hilton",Cayman Islands,George Town,,,Website; Property ID; Amenities; Hotel Description,Find official open listing on brand directory; do not invent Pipeline IDs or URLs.
3,directory_research,Curio Collection by Hilton,Hilton Worldwide,recBYT2thdlopl8Wr,Tranquility Beach Resort Dominica,Dominica,Salisbury,,,Website; Property ID; Amenities; Hotel Description,Find official open listing on brand directory; do not invent Pipeline IDs or URLs.
3,directory_research,Curio Collection by Hilton,Hilton Worldwide,rec5jtMpYE4mJAnHc,"Zacatecas Centro Historico, Curio Collection by Hilton",Mexico,Zacatecas,,,Website; Property ID; Amenities; Hotel Description,Find official open listing on brand directory; do not invent Pipeline IDs or URLs.
3,directory_research,Dazzler by Wyndham,Wyndham Hotels & Resorts,reccyaISIKTUSsUOH,"Caribbean Suites Juan Dolio, Dazzler by Wyndham",Dominican Republic,Juan Dolio,,,Website; Property ID; Amenities; Hotel Description,Find official open listing on brand directory; do not invent Pipeline IDs or URLs.
3,directory_research,Dazzler by Wyndham,Wyndham Hotels & Resorts,recLeP1XQb1YUiWzq,Dazzler by Wyndham Colonia,Uruguay,Colonia Del Sacramento,,,Website; Property ID; Amenities; Hotel Description,Find official open listing on brand directory; do not invent Pipeline IDs or URLs.
3,directory_research,Dazzler by Wyndham,Wyndham Hotels & Resorts,recbQvH39pa1pTn1C,Dazzler by Wyndham La Plata,Argentina,La Plata,,,Website; Property ID; Amenities; Hotel Description,Find official open listing on brand directory; do not invent Pipeline IDs or URLs.
3,directory_research,Dazzler by Wyndham,Wyndham Hotels & Resorts,recXjbcoRFIlUkQJL,Dazzler by Wyndham Puerto Madryn,Argentina,Puerto Madryn,,,Website; Property ID; Amenities; Hotel Description,Find official open listing on brand directory; do not invent Pipeline IDs or URLs.
3,directory_research,Dazzler by Wyndham,Wyndham Hotels & Resorts,recIB4r6qI6gWzZr7,Dazzler by Wyndham Rosario,Argentina,Rosario,,,Website; Property ID; Amenities; Hotel Description,Find official open listing on brand directory; do not invent Pipeline IDs or URLs.
3,directory_research,Design Hotels,"Marriott International, Inc.",recQbYjfuuWjrrw2P,Ahorita,Mexico,Ciudad de México,,,Website; Property ID; Amenities; Hotel Description,Find official open listing on brand directory; do not invent Pipeline IDs or URLs.
3,directory_research,Design Hotels,"Marriott International, Inc.",recSkF02UHFcGNR2A,Otro Oaxaca,Mexico,Oaxaca De Juárez,,OAXOO,Website,Find official open listing on brand directory; do not invent Pipeline IDs or URLs.
3,directory_research,Hotel Indigo,InterContinental Hotels Group,recmn5Ou1ZCM6CKbx,Hotel Indigo Guadalajara Providencia,Mexico,Guadalajara,,,Website; Property ID; Amenities; Hotel Description,Find official open listing on brand directory; do not invent Pipeline IDs or URLs.
3,directory_research,Hotel Indigo,InterContinental Hotels Group,recCz76fzl1oqVWNl,Hotel Indigo Mexico City Downtown,Mexico,Mexico City,,,Website; Property ID; Amenities; Hotel Description,Find official open listing on brand directory; do not invent Pipeline IDs or URLs.
3,directory_research,Hotel Indigo,InterContinental Hotels Group,recolsId21MYHi0rr,Hotel Indigo San Miguel de Allende,Mexico,San Miguel de Allende,,,Website; Property ID; Amenities; Hotel Description,Find official open listing on brand directory; do not invent Pipeline IDs or URLs.
3,directory_research,Hotel Indigo,InterContinental Hotels Group,reclkst8umMbWRTmk,Hotel Indigo St. Kitts,Saint Kitts and Nevis,Basseterre,,,Website; Property ID; Amenities; Hotel Description,Find official open listing on brand directory; do not invent Pipeline IDs or URLs.
3,directory_research,Hotel Indigo,InterContinental Hotels Group,recYXD5LOOKVPTFCy,Hotel Indigo Tulum,Mexico,Tulum,,,Website; Property ID; Amenities; Hotel Description,Find official open listing on brand directory; do not invent Pipeline IDs or URLs.
3,directory_research,Kimpton Hotels,InterContinental Hotels Group,recyBf7nk9LrbXfb6,Kimpton Aluna Resort Tulum,Mexico,Tulum,,,Website; Property ID; Amenities; Hotel Description,Find official open listing on brand directory; do not invent Pipeline IDs or URLs.
3,directory_research,Kimpton Hotels,InterContinental Hotels Group,reckgvzarJCy4tlxg,Kimpton East Cape Los Cabos,Mexico,Los Cabos,,,Website; Property ID; Amenities; Hotel Description,Find official open listing on brand directory; do not invent Pipeline IDs or URLs.
3,directory_research,Kimpton Hotels,InterContinental Hotels Group,rec9jrrYJYiWe0BCH,Kimpton Hotel Monterrey Rise Tower,Mexico,Monterrey,,,Website; Property ID; Amenities; Hotel Description,Find official open listing on brand directory; do not invent Pipeline IDs or URLs.
3,directory_research,Kimpton Hotels,InterContinental Hotels Group,rec2wBLvM5jklw2Fd,Kimpton Kawana Bay,Grenada,St George's,,,Website; Property ID; Amenities; Hotel Description,Find official open listing on brand directory; do not invent Pipeline IDs or URLs.
3,directory_research,MGallery Collection,AccorHotels,reczvYYy7Inhk5JND,D´Hotels Jeri MGallery Collection,Brazil,Jericoacoara,,,Website; Property ID; Amenities; Hotel Description,Find official open listing on brand directory; do not invent Pipeline IDs or URLs.
3,directory_research,MGallery Collection,AccorHotels,recGPznfyJnHRqj0a,Mayaliah Tulum - MGallery Collection,Mexico,Cancun,,,Website; Property ID; Amenities; Hotel Description,Find official open listing on brand directory; do not invent Pipeline IDs or URLs.
3,directory_research,MGallery Collection,AccorHotels,recaoXd7A67dJa5Ga,Sofitel Valle Sagrado Cusco- MGallery Collection,Peru,Cusco,,,Website; Property ID; Amenities; Hotel Description,Find official open listing on brand directory; do not invent Pipeline IDs or URLs.
3,directory_research,Quality Inn,Choice Hotels International,recqAsAbHmJ5Vg2j7,Quality Hotel Real Aeropuerto Santo Domingo,Dominican Republic,Santo Domingo,,,Website; Property ID; Amenities; Hotel Description,Find official open listing on brand directory; do not invent Pipeline IDs or URLs.
3,directory_research,Quality Inn,Choice Hotels International,recp21Xe2exhYCQLi,Quality Hotel Real San Jose,Costa Rica,San Jose,,,Website; Property ID; Amenities; Hotel Description,Find official open listing on brand directory; do not invent Pipeline IDs or URLs.
3,directory_research,Radisson Blu by Choice,Choice Hotels International,recjdH2Tyu2VzuGlu,"Radisson Blu Hotel & Residences, Punta Blanca",Ecuador,Punta Blanca,,,Website; Property ID; Amenities; Hotel Description,Find official open listing on brand directory; do not invent Pipeline IDs or URLs.
3,directory_research,Radisson Blu by Choice,Choice Hotels International,recSUnFspVNPm8Zt7,"Radisson Blu Hotel Resort & Spa, Papagayo, Costa Rica",Costa Rica,Guanacaste,,,Website; Property ID; Amenities; Hotel Description,Find official open listing on brand directory; do not invent Pipeline IDs or URLs.
3,directory_research,Radisson by Choice,Choice Hotels International,recioal2ei61BfUlU,Radisson Hotel Espirito Santo do Pinhal,Brazil,Espirito Santo Do Pinha,,,Website; Property ID; Amenities; Hotel Description,Find official open listing on brand directory; do not invent Pipeline IDs or URLs.
3,directory_research,Radisson by Choice,Choice Hotels International,recekU5u0u05pxpLd,Radisson Hotel Flecheiras,Brazil,Flecheiras,,,Website; Property ID; Amenities; Hotel Description,Find official open listing on brand directory; do not invent Pipeline IDs or URLs.
3,directory_research,Radisson by Choice,Choice Hotels International,rec3VuBaUE93xPcfE,Radisson Hotel Vale dos Vinhedos,Brazil,Monte Belo Do Sul,,,Website; Property ID; Amenities; Hotel Description,Find official open listing on brand directory; do not invent Pipeline IDs or URLs.
3,directory_research,Tapestry Collection by Hilton,Hilton Worldwide,rec2rt7LWirHlEIrZ,"Cabos Resort Fajardo, Tapestry Collection by Hilton",Puerto Rico,Fajardo,,,Website; Property ID; Amenities; Hotel Description,Find official open listing on brand directory; do not invent Pipeline IDs or URLs.
3,directory_research,Tapestry Collection by Hilton,Hilton Worldwide,rec8y62lRCjSu1e6f,"Hotel Museo de Osma Lima, Tapestry Collection by Hilton",Peru,Lima,,,Website; Property ID; Amenities; Hotel Description,Find official open listing on brand directory; do not invent Pipeline IDs or URLs.
3,directory_research,Tapestry Collection by Hilton,Hilton Worldwide,rectfLvMQpQiU459M,"Qarib Hotel Bombinhas, Tapestry Collection by Hilton",Brazil,Bombinhas,,,Website; Property ID; Amenities; Hotel Description,Find official open listing on brand directory; do not invent Pipeline IDs or URLs.
3,directory_research,Trademark Collection by Wyndham,Wyndham Hotels & Resorts,recuvEZhfVLFiU4nS,"Bel Air Business Mexico City WTC, Trademark by Wyndham",Mexico,Mexico City,,,Website; Property ID; Amenities; Hotel Description,Find official open listing on brand directory; do not invent Pipeline IDs or URLs.
3,directory_research,Trademark Collection by Wyndham,Wyndham Hotels & Resorts,recfZgiH9lFb4n5UY,Bel Air Business Salamanca Trademark Collection by Wyndham,Mexico,Salamanca,,,Website; Property ID; Amenities; Hotel Description,Find official open listing on brand directory; do not invent Pipeline IDs or URLs.
3,directory_research,Trademark Collection by Wyndham,Wyndham Hotels & Resorts,recJROJvj17XEEiZ9,"Bel Air Unique Mexico City WTC, Trademark by Wyndham",Mexico,Mexico City,,,Website; Property ID; Amenities; Hotel Description,Find official open listing on brand directory; do not invent Pipeline IDs or URLs.
3,directory_research,Trademark Collection by Wyndham,Wyndham Hotels & Resorts,recJxAzBqjxgxlnhG,"Belanova Punta Cana, Trademark Collection by Wyndham",Dominican Republic,Punta Cana,,,Website; Property ID; Amenities; Hotel Description,Find official open listing on brand directory; do not invent Pipeline IDs or URLs.
3,directory_research,Trademark Collection by Wyndham,Wyndham Hotels & Resorts,recNmhqBXKyQeg11t,"Brickell Bay Hotel Aruba, Trademark by Wyndham Only Adults",Aruba,Palm Beach,,,Website; Property ID; Amenities; Hotel Description,Find official open listing on brand directory; do not invent Pipeline IDs or URLs.
3,directory_research,Trademark Collection by Wyndham,Wyndham Hotels & Resorts,recNQMR3q9YIDmyx2,Cozumel Hotel & Resort,Mexico,Cozumel,,,Website; Property ID; Amenities; Hotel Description,Find official open listing on brand directory; do not invent Pipeline IDs or URLs.
3,directory_research,Trademark Collection by Wyndham,Wyndham Hotels & Resorts,recg8vj1jvMVTL8hN,Trademark by Wyndham Quintana Roo,Mexico,Quantana Roo,,,Website; Property ID; Amenities; Hotel Description,Find official open listing on brand directory; do not invent Pipeline IDs or URLs.
3,directory_research,Trademark Collection by Wyndham,Wyndham Hotels & Resorts,recM99B5yiOCxZUPK,Trademark Collection by Wyndham Miches,Dominican Republic,Miches,,,Website; Property ID; Amenities; Hotel Description,Find official open listing on brand directory; do not invent Pipeline IDs or URLs.
3,directory_research,Trademark Collection by Wyndham,Wyndham Hotels & Resorts,recJautrPQ0a1g2tG,"Viva Dominicus Beach by Wyndham, A Trademark All Inclusive",Dominican Republic,La Romana,,,Website; Property ID; Amenities; Hotel Description,Find official open listing on brand directory; do not invent Pipeline IDs or URLs.
3,directory_research,Trademark Collection by Wyndham,Wyndham Hotels & Resorts,recdZMomvMJtchMxI,"Viva Heavens by Wyndham, A Trademark All Inclusive",Dominican Republic,Puerto Plata,,,Website; Property ID; Amenities; Hotel Description,Find official open listing on brand directory; do not invent Pipeline IDs or URLs.
3,directory_research,Trademark Collection by Wyndham,Wyndham Hotels & Resorts,recrxVdnHZPtrIgiJ,Viva Miches by Wyndham a Trademark All Inclusive Resort,Dominican Republic,Miches,,,Website; Property ID; Amenities; Hotel Description,Find official open listing on brand directory; do not invent Pipeline IDs or URLs.
3,directory_research,Trademark Collection by Wyndham,Wyndham Hotels & Resorts,recbW2uYbCDEvXPlq,Viva Tangerine by Wyndham A Trademark All Inclusive,Dominican Republic,Cabarete,,,Website; Property ID; Amenities; Hotel Description,Find official open listing on brand directory; do not invent Pipeline IDs or URLs.
3,directory_research,Trademark Collection by Wyndham,Wyndham Hotels & Resorts,reckqsNQIpZ9jmHqJ,"Viva V Samana by Wyndham, A Trademark Adults All Inclusive",Dominican Republic,Las Terrenas,,,Website; Property ID; Amenities; Hotel Description,Find official open listing on brand directory; do not invent Pipeline IDs or URLs.
3,directory_research,Vignette Collection,InterContinental Hotels Group,recOgbpJnpceafD9x,El Gran Encomendero,Mexico,Valladolid,,,Website; Property ID; Amenities; Hotel Description,Find official open listing on brand directory; do not invent Pipeline IDs or URLs.
3,directory_research,Vignette Collection,InterContinental Hotels Group,recGWv5d1qmte2hKi,Vignette Collection Ciudad de Mexico Reforma,Mexico,Ciudad De México,,,Website; Property ID; Amenities; Hotel Description,Find official open listing on brand directory; do not invent Pipeline IDs or URLs.
