brand,brandCode,status,censusRecordId,censusName,directoryName,directoryBrandPropertyCode,matchConfidence,matchScore,fieldsToApply
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Kintele,BZVKTDI,none,53,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Kitchener,YHMCMDT,none,53,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Kosice,KSCDTDI,none,53,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Krakow Hotel & Convention Center,KRKCCDI,none,48,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Kuala Lumpur,KULDTDI,none,48,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Kyoto Higashiyama,ITMHADI,none,48,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Kyoto Station,ITMKSDI,none,48,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton La Torre Golf & Spa Resort,MJVLTDI,none,38,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Lagoa Azores,PDLLADI,none,48,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Leeds City Centre,LBACCDI,none,44,
DoubleTree by Hilton,DT,no_changes,recvQ61LspBBZxM0t,DoubleTree by Hilton Lima San Isidro,DoubleTree by Hilton Lima San Isidro,LIMALDT,high,98,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Lincoln,HUYLNDI,none,53,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Lisbon - Fontana Park,LISFPDI,none,44,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Ljubljana,LJUSLDI,none,53,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Lodz,LCJDLDI,none,53,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Luxembourg,LXMHIDI,none,53,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Lyon Eurexpo,LYSLEDI,none,48,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Madinah Gate,MEDMGDI,none,48,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Madrid Principe de Vergara,MADPVDI,none,41,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Madrid-Prado,MADPRDI,none,53,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Makkah Aziziyah,MAKDTDI,none,48,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Malta,MLASPDI,none,53,
DoubleTree by Hilton,DT,no_changes,recKSKfFK4qyFdsoz,DoubleTree by Hilton Managua,DoubleTree by Hilton Managua,MGANADT,high,98,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Manchester - Piccadilly,MANPDDI,none,48,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Manchester Airport,MANHIDI,none,48,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Mangroovy El Gouna Resort,HRGEGDI,none,42,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Manhattan,MHKRDDT,none,53,
DoubleTree by Hilton,DT,no_changes,recIKOxkqgylexSGR,DoubleTree by Hilton Mazatlan,DoubleTree by Hilton Mazatlan,MZTDTDT,high,98,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Melaka,MKZMMDI,none,53,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Milan,MILDTDI,none,53,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Milan Malpensa Solbiate Olona,MXPSODI,none,41,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Minsk,MSQDTDI,none,53,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Montreal,YMQDTDT,none,53,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Montreal Airport,YQBDADT,none,48,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Moscow - Vnukovo Airport,VKOAPDI,none,44,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Muscat Al Waha,MCTAWDI,none,44,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Muscat Qurum,MCTQUDI,none,48,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Naha,OKANADI,none,53,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Naha Shuri Castle,OKANJDI,none,44,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Nairobi Hurlingham,NBOHUDI,none,48,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Naples Oriente,NAPINDI,none,48,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Nathiagali,ISBNADI,none,53,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Newcastle International Airport,NCLNADI,none,44,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Nice Centre Iconic,NCEFRDI,none,44,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton North Vancouver,YVRXZDT,none,48,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Nottingham - Gateway,EMANUDI,none,48,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Noumea Ilot Maitre Resort,NOUDIDI,none,41,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Novosibirsk,OVBDTDI,none,53,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Okinawa Chatan Resort,OKADIDI,none,44,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Omaha Southwest,OMASTDT,none,48,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Oradea,OMRDTDI,none,53,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Osaka Castle,OSAOCDI,none,48,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Ottawa Downtown,YOWODDT,none,51,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Paris Bougival,CDGPBDI,none,48,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Paris Boulogne,PARPBDI,none,48,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Perth Northbridge,PERDTDI,none,48,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Perth Waterfront,PERBSDI,none,48,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Phuket Banthai Resort,HKTPADI,none,44,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Plovdiv Center,PDVDTDI,none,48,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Pointe Claire Montreal Airport West,YULANDT,none,38,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Pointe-Noire,PNRPNDI,none,53,
DoubleTree by Hilton,DT,no_changes,rec4bSVPjrcRfLaSk,DoubleTree by Hilton Porto Alegre,DoubleTree by Hilton Porto Alegre,POABRDT,high,98,
DoubleTree by Hilton,DT,no_changes,recL1iqX67rD9Im1Y,DoubleTree by Hilton Punta Cana Downtown,DoubleTree by Hilton Punta Cana Downtown,PUJOYDT,high,98,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Putrajaya Lakeside,KULPRDI,none,48,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Qingdao Oriental Movie Metropolis,TAOMMDI,none,41,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Quebec Resort,YQBQCDT,none,48,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Resort & Spa Marjan Island,RKTMIDI,none,41,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Riyadh - Al Muroj Business Gate,RUHAMDI,none,38,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Riyadh Financial District Hotel & Suites,RUHFDDI,none,44,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Rome Monti,FCOMODI,none,48,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Rotterdam Centre,RTMDTDI,none,48,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Royal Parc Soestduinen,SPLSODI,none,44,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Rugao,RUGDTDI,none,53,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Sanliurfa,GNYDTDI,none,53,
DoubleTree by Hilton,DT,no_changes,recKKU7o2QlPqaSCe,DoubleTree by Hilton Santiago Kennedy,DoubleTree by Hilton Santiago Kennedy,SCLSKDT,high,98,
DoubleTree by Hilton,DT,no_changes,recZt66WxPF4ZyobF,DoubleTree by Hilton Sao Paulo Itaim,DoubleTree by Hilton Sao Paulo Itaim,SAODTDT,high,98,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Seoul Pangyo,SELSEDI,none,48,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Seoul Pangyo Residences,SELPYDI,none,44,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Seychelles - Allamanda Resort and Spa,SEZDTDI,none,38,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Shah Alam i-City,SZBSADI,none,44,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Sharjah Waterfront Hotel & Residences,SHJAWDI,none,48,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Sharm El Sheikh - Sharm Bay,SSHSBDI,none,42,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Sheffield City,DSASDDI,none,48,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Shenmu,UYNYNDI,none,53,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Shymkent,CITCSDI,none,53,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Sighisoara - Cavaler,TGMSCDI,none,48,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Singapore Robertson Quay,SINDIDI,none,44,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Sioux City,SUXGODT,none,48,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Sittard,MSTSIDI,none,53,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Skopje,SKPABDI,none,53,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Southampton,SOUHNDI,none,53,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton St. John's Harbourview,YYTCADT,none,44,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Stoke on Trent,MANDIDI,none,44,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Stratford-upon-Avon,BHXSADI,none,53,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Suites Trabzon Yomra,TZXONDI,none,44,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Surabaya,SUBINDI,none,53,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Swindon,SWIHNDI,none,53,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree By Hilton Taipei Zhongshan,TSATPDI,none,48,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Tashkent,TASDIDI,none,53,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Tokyo Ariake,TYOARDI,none,48,
DoubleTree by Hilton,DT,no_changes,rec4fpErb1WQoRS8N,DoubleTree by Hilton Toluca,DoubleTree by Hilton Toluca,TLCTLDT,high,98,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Toronto Airport,YTOAPDT,none,48,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Toyama,TOYSHDI,none,53,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Trabzon,TZXGIDI,none,53,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Trieste,TRSDTDI,none,53,
DoubleTree by Hilton,DT,no_changes,rechcNXNRIUaRNE8V,DoubleTree by Hilton Trujillo,DoubleTree by Hilton Trujillo,TRUEEDT,high,98,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Turin Lingotto,TRNTLDI,none,48,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Tyumen,TJMOSDI,none,53,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Varanasi,VNSDIDI,none,53,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Vienna Bosei,VIEWIDI,none,48,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Vienna Schonbrunn,VIESCDI,none,48,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Vientiane,VTEVLDI,none,53,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Weerawila Rajawarna Resort,WRZRJDI,none,44,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Weihai,WEHWHDI,none,53,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Wellington,WLGNTDI,none,53,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton West Kelowna,YLMWKDT,none,48,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Wroclaw,WRODTDI,none,53,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Yancheng Dayangwan,YNZYDDI,none,48,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Yangzhou,YTYDTDI,none,53,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Yantai Golden Coast Hotel & Suites,YNTGBDI,none,44,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Yerevan City Centre,EVNYEDI,none,44,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton York,LBAYKDI,none,53,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Zagreb,ZAGCRDI,none,53,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Zhengzhou Airport Aerotropolis,CGOZUDI,none,44,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree by Hilton Zhengzhou East,CGODIDI,none,48,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree Resort by Hilton Benxi,SHEBCDI,none,48,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree Resort by Hilton Hotel Fiji - Sonaisali Island,NANSIDI,none,44,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree Resort by Hilton Penang,PENMBDI,none,48,
DoubleTree by Hilton,DT,unmatched_directory,,,DoubleTree Suites by Hilton Bengaluru Outer Ring Road,BLRORDI,none,38,
DoubleTree by Hilton,DT,no_changes,rec8Kr5nKdrODSdDp,DoubleTree by Hilton Lima Miraflores El Pardo,El Pardo Lima - A DoubleTree by Hilton Hotel,LIMPUDT,high,98,
DoubleTree by Hilton,DT,unmatched_directory,,,the Curtis Denver - a DoubleTree by Hilton Hotel,DENCHDT,none,48,
Embassy Suites by Hilton,ES,unmatched_directory,,,Embassy Suites by Hilton Amarillo Downtown,AMADOES,none,48,
Embassy Suites by Hilton,ES,no_changes,recM0yKCzuvWNXEIo,Embassy Suites by Hilton Aruba Resort,Embassy Suites by Hilton Aruba Resort,AUAJMES,high,98,
Embassy Suites by Hilton,ES,unmatched_directory,,,Embassy Suites by Hilton Berkeley Heights,EWRBEES,none,48,
Embassy Suites by Hilton,ES,no_changes,recK7HUdZD07gIqMF,Embassy Suites by Hilton Bogota Rosales,Embassy Suites by Hilton Bogotá Rosales,BOGESES,high,98,
Embassy Suites by Hilton,ES,unmatched_directory,,,Embassy Suites by Hilton Boston at Logan Airport,BOSAPES,none,42,
Embassy Suites by Hilton,ES,unmatched_directory,,,Embassy Suites by Hilton Boston Marlborough,BOSMAES,none,48,
Embassy Suites by Hilton,ES,unmatched_directory,,,Embassy Suites by Hilton Boston Waltham,BOSWSES,none,48,
Embassy Suites by Hilton,ES,unmatched_directory,,,Embassy Suites by Hilton Boulder,DENBOES,none,51,
Embassy Suites by Hilton,ES,unmatched_directory,,,Embassy Suites by Hilton Colorado Springs,COSCCES,none,48,
Embassy Suites by Hilton,ES,unmatched_directory,,,Embassy Suites by Hilton Denver Central Park,DENARES,none,44,
Embassy Suites by Hilton,ES,unmatched_directory,,,Embassy Suites by Hilton Denver Downtown Convention Center,DENESES,none,42,
Embassy Suites by Hilton,ES,unmatched_directory,,,Embassy Suites by Hilton Denver International Airport,DENIAES,none,44,
Embassy Suites by Hilton,ES,unmatched_directory,,,Embassy Suites by Hilton Denver Tech Center,DENTCES,none,44,
Embassy Suites by Hilton,ES,unmatched_directory,,,Embassy Suites by Hilton Des Moines Downtown,DSMDNES,none,44,
Embassy Suites by Hilton,ES,unmatched_directory,,,Embassy Suites by Hilton Doha Old Town,DOHEMES,none,44,
Embassy Suites by Hilton,ES,no_changes,recO0tYz62oDVOjW4,Embassy Suites by Hilton Dorado Del Mar Beach Resort,Embassy Suites by Hilton Dorado del Mar Beach Resort,DORPRES,high,98,
Embassy Suites by Hilton,ES,unmatched_directory,,,Embassy Suites by Hilton Dubai Business Bay,DXBAIES,none,44,
Embassy Suites by Hilton,ES,unmatched_directory,,,Embassy Suites by Hilton Hampton Convention Center,PHFCCES,none,44,
Embassy Suites by Hilton,ES,unmatched_directory,,,Embassy Suites by Hilton Kansas City International Airport,MKCPDES,none,42,
Embassy Suites by Hilton,ES,unmatched_directory,,,Embassy Suites by Hilton Kansas City Olathe,MCIKOES,none,44,
Embassy Suites by Hilton,ES,unmatched_directory,,,Embassy Suites by Hilton Kansas City Overland Park,MKCMCES,none,42,
Embassy Suites by Hilton,ES,unmatched_directory,,,Embassy Suites by Hilton Lincoln,LNKESES,none,51,
Embassy Suites by Hilton,ES,unmatched_directory,,,Embassy Suites by Hilton Loveland Conference Center,FNLESES,none,44,
Embassy Suites by Hilton,ES,unmatched_directory,,,Embassy Suites by Hilton Montreal,YULDNES,none,51,
Embassy Suites by Hilton,ES,unmatched_directory,,,Embassy Suites by Hilton Montreal Airport,YULESES,none,48,
Embassy Suites by Hilton,ES,unmatched_directory,,,Embassy Suites by Hilton New York Manhattan Times Square,NYCMIES,none,40,
Embassy Suites by Hilton,ES,unmatched_directory,,,Embassy Suites by Hilton Newark Airport,EWRELES,none,48,
Embassy Suites by Hilton,ES,unmatched_directory,,,Embassy Suites by Hilton Newark Wilmington South,NEWDEES,none,44,
Embassy Suites by Hilton,ES,unmatched_directory,,,Embassy Suites by Hilton Norman Hotel & Conference Center,OKCESES,none,45,
Embassy Suites by Hilton,ES,unmatched_directory,,,Embassy Suites by Hilton Oklahoma City Downtown Medical Center,OKCOKES,none,40,
Embassy Suites by Hilton,ES,unmatched_directory,,,Embassy Suites by Hilton Oklahoma City Northwest,OKCONES,none,44,
Embassy Suites by Hilton,ES,unmatched_directory,,,Embassy Suites by Hilton Oklahoma City Will Rogers Airport,OKCMRES,none,40,
Embassy Suites by Hilton,ES,unmatched_directory,,,Embassy Suites by Hilton Omaha Downtown Old Market,OMADTES,none,42,
Embassy Suites by Hilton,ES,unmatched_directory,,,Embassy Suites by Hilton Omaha La Vista Hotel & Conference Center,OMAESES,none,41,
Embassy Suites by Hilton,ES,unmatched_directory,,,Embassy Suites by Hilton Parsippany,PRNNJES,none,51,
Embassy Suites by Hilton,ES,unmatched_directory,,,Embassy Suites by Hilton Philadelphia Airport,PHLAPES,none,48,
Embassy Suites by Hilton,ES,unmatched_directory,,,Embassy Suites by Hilton Philadelphia Valley Forge,PHLVLES,none,44,
Embassy Suites by Hilton,ES,unmatched_directory,,,Embassy Suites by Hilton Piscataway Somerset,PISNJES,none,48,
Embassy Suites by Hilton,ES,unmatched_directory,,,Embassy Suites by Hilton Portland Maine,PWMAPES,none,48,
Embassy Suites by Hilton,ES,no_changes,recLQoyNuoJL6CbjB,Embassy Suites by Hilton San Juan Hotel & Casino,Embassy Suites by Hilton San Juan Hotel & Casino,SJUESES,high,98,
Embassy Suites by Hilton,ES,no_changes,recuzI4Vhe1Mu1pjQ,Embassy Suites by Hilton Santo Domingo,Embassy Suites by Hilton Santo Domingo,SDQSDES,high,98,
Embassy Suites by Hilton,ES,unmatched_directory,,,Embassy Suites by Hilton Saratoga Springs,ALBESES,none,48,
Embassy Suites by Hilton,ES,unmatched_directory,,,Embassy Suites by Hilton Toronto Airport,YYZESES,none,48,
Embassy Suites by Hilton,ES,unmatched_directory,,,Embassy Suites by Hilton Tulsa I-44,TULESES,none,48,
Embassy Suites by Hilton,ES,unmatched_directory,,,Embassy Suites by Hilton Virginia Beach Oceanfront Resort,ORFANES,none,51,
Hampton by Hilton,HP,unmatched_directory,,,Hampton by Hilton Aachen Tivoli,AAHHXHX,none,48,
Hampton by Hilton,HP,no_changes,recAvnmqhNiLe9Dje,Hampton by Hilton Aquascalientes Downtown,Hampton by Hilton Aguascalientes Downtown,AGUMXHX,high,98,
Hampton by Hilton,HP,unmatched_directory,,,Hampton by Hilton Alcobendas Madrid,MCVHXHX,none,48,
Hampton by Hilton,HP,ready,recAqIScZSS3ODiLy,Hampton by Hilton Guanacaste Airport,Hampton by Hilton Alicante Airport,ALCORHX,high,57,Postal Code; Telephone
Hampton by Hilton,HP,unmatched_directory,,,Hampton by Hilton Amsterdam / Arena Boulevard,AMSZUHX,none,44,
Hampton by Hilton,HP,unmatched_directory,,,Hampton by Hilton Amsterdam Airport Schiphol,AMSAAHX,none,51,
Hampton by Hilton,HP,unmatched_directory,,,Hampton by Hilton Amsterdam Centre East,AMSHXHX,none,44,
Hampton by Hilton,HP,unmatched_directory,,,Hampton by Hilton Antalya Airport,AYTAAHX,none,57,
Hampton by Hilton,HP,no_changes,recns9k9Wnvl3gHNU,Hampton by Hilton Antofagasta,Hampton by Hilton Antofagasta,ANFACHX,high,98,
Hampton by Hilton,HP,unmatched_directory,,,Hampton by Hilton Antwerp Central Station,ANRCSHX,none,44,
Hampton by Hilton,HP,no_changes,recjVB7A0jclbqsis,Hampton by Hilton Arequipa,Hampton by Hilton Arequipa,AQPPEHX,high,98,
Hampton by Hilton,HP,unmatched_directory,,,Hampton by Hilton Astana Triumphal Arch,TSEKZHX,none,44,
Hampton by Hilton,HP,unmatched_directory,,,Hampton by Hilton Barcelona Fira Gran Via,BCNGVHX,none,41,
Hampton by Hilton,HP,no_changes,recUpdB7gyQPf7Ncp,Hampton by Hilton Bariloche,Hampton by Hilton Bariloche,BRCHXHX,high,98,
Hampton by Hilton,HP,no_changes,recTh8yjp8TKdigcP,Hampton by Hilton Barranquilla,Hampton by Hilton Barranquilla,BAQHXHX,high,98,
Hampton by Hilton,HP,unmatched_directory,,,Hampton by Hilton Batumi Center,BUSBYHX,none,48,
Hampton by Hilton,HP,unmatched_directory,,,Hampton by Hilton Beijing Bird's Nest,PEKANHX,none,44,
Hampton by Hilton,HP,unmatched_directory,,,Hampton by Hilton Beijing Capital Airport CIECC,BJSPCHX,none,48,
Hampton by Hilton,HP,unmatched_directory,,,Hampton by Hilton Beijing Changping,PEKINHX,none,48,
Hampton by Hilton,HP,unmatched_directory,,,Hampton by Hilton Beijing CIEC New Venue,NAYNAHX,none,41,
Hampton by Hilton,HP,unmatched_directory,,,Hampton by Hilton Beijing Communication Univ of China Station,BJSUCHX,none,37,
Hampton by Hilton,HP,unmatched_directory,,,Hampton by Hilton Beijing Conference Center,BJSIGHX,none,44,
Hampton by Hilton,HP,unmatched_directory,,,Hampton by Hilton Beijing Daxing BioPark,NAYARHX,none,44,
Hampton by Hilton,HP,unmatched_directory,,,Hampton by Hilton Beijing Daxing World Flower Plaza,BJSPAHX,none,38,
Hampton by Hilton,HP,unmatched_directory,,,Hampton by Hilton Beijing Fangshan,BJSFHHX,none,48,
Hampton by Hilton,HP,unmatched_directory,,,Hampton by Hilton Beijing Guomao CBD,NAYJIHX,none,44,
Hampton by Hilton,HP,unmatched_directory,,,Hampton by Hilton Beijing Shahe Higher Education Park,BJSSMHX,none,40,
Hampton by Hilton,HP,unmatched_directory,,,Hampton by Hilton Beijing Shijingshan Amusement Park,BJSWSHX,none,42,
Hampton by Hilton,HP,unmatched_directory,,,Hampton by Hilton Beijing South Railway Station,BJSSSHX,none,41,
Hampton by Hilton,HP,unmatched_directory,,,Hampton by Hilton Beijing Wangjing,PEKWAHX,none,48,
Hampton by Hilton,HP,unmatched_directory,,,Hampton by Hilton Beijing West Railway Station Lize Business District,PEKLXHX,none,35,
Hampton by Hilton,HP,unmatched_directory,,,Hampton by Hilton Beijing Wuzi Xueyuan Road,BJSWXHX,none,41,
Hampton by Hilton,HP,unmatched_directory,,,Hampton by Hilton Beijing Yizhuang Economic Development Area,BJSONHX,none,38,
Hampton by Hilton,HP,unmatched_directory,,,Hampton by Hilton Beijing Yizhuang New Town Industrial Park,PEKAAHX,none,40,
Hampton by Hilton,HP,unmatched_directory,,,Hampton by Hilton Beijing Yunhe Business District,PEKBXHX,none,41,
Hampton by Hilton,HP,unmatched_directory,,,Hampton by Hilton Beijing Zhongguancun Software Park,BJSBEHX,none,42,
Hampton by Hilton,HP,unmatched_directory,,,Hampton by Hilton Ben Guerir,RAKMOHX,none,48,
Hampton by Hilton,HP,unmatched_directory,,,Hampton by Hilton Berlin City Centre Alexanderplatz,BERHXHX,none,44,
Hampton by Hilton,HP,unmatched_directory,,,Hampton by Hilton Berlin City East Side Gallery,BERMUHX,none,42,
Hampton by Hilton,HP,no_changes,recrHckQP55XZ9T9G,Hampton Inn by Hilton Chihuahua City,Hampton by Hilton Berlin City West,TXLBCHX,high,48,
Hampton by Hilton,HP,no_changes,rec2czX5DMGw8Ovmt,Hampton by Hilton Saltillo,Hampton by Hilton Bialystok,WMIBIHX,high,53,
Hampton by Hilton,HP,unmatched_directory,,,Hampton by Hilton Birmingham Broad Street,BHXBSHX,none,44,
Hampton by Hilton,HP,unmatched_directory,,,Hampton by Hilton Birmingham Jewellery Quarter,BHXBNHX,none,44,
Hampton by Hilton,HP,ready,reco6uZTYF8hdpjjJ,Hampton by Hilton Panama,Hampton by Hilton Blackburn,MANUBHX,high,53,Postal Code
Hampton by Hilton,HP,ready,recAmOOcKJUQGN4Fo,Hampton by Hilton Monterrey Tecnologico,Hampton by Hilton Blackpool,BLKPLHX,high,48,Address 1; Postal Code; Telephone; Restaurant (Y/N); Conference (Y/N)
Hampton by Hilton,HP,no_changes,recPH5LiNI6mJ0C6Z,Hampton by Hilton Bogota Usaquen,Hampton by Hilton Bogotá - Usaquén,BOGUSHX,high,98,
Hampton by Hilton,HP,no_changes,recjvQh52k0iRrhYL,Hampton By Hilton Bogota Airport,Hampton by Hilton Bogota Airport,BOGHXHX,high,98,
Hampton by Hilton,HP,no_changes,recbdedl2JBYhgHJY,Hampton by Hilton Santiago Las Condes,Hampton by Hilton Bolu,KCOBOHX,high,44,
