brand,brandCode,status,censusRecordId,censusName,directoryName,directoryBrandPropertyCode,matchConfidence,matchScore,fieldsToApply
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Bengaluru Whitefield,BLRWFGI,none,48,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Birmingham Airport,BHXBIGI,none,57,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Birmingham Brindleyplace,BHXBPGI,none,48,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Bishkek Akhunbaeva,FRUBSGI,none,48,
Hilton Garden Inn,GI,no_changes,recq8Rg8upSJf92vL,Hilton Garden Inn Boca Del Rio Veracruz,Hilton Garden Inn Boca del Rio Veracruz,VERBRGI,high,98,
Hilton Garden Inn,GI,no_changes,recrQn2SaH08gIknY,Hilton Garden Inn Bogota Airport,Hilton Garden Inn Bogota Airport,BOGATGI,high,98,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Bologna North,BLQQIGI,none,48,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Bordeaux Centre,BODGIGI,none,48,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Brasov,OTPBRGI,none,53,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Bristol City Centre,BRSCCGI,none,51,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Brussels Airport,BRUINGI,none,57,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Brussels City Centre,BRUGIGI,none,51,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Bucharest Airport,BUHCHGI,none,57,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Bucharest Old Town,BUHGIGI,none,44,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Budapest City Centre,BUDCCGI,none,51,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Busselton,BQBGIGI,none,53,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Calgary Airport,YYCAHGI,none,57,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Calgary Downtown,YYCDTGI,none,51,
Hilton Garden Inn,GI,no_changes,recKuSgfGpKNKEo8N,Hilton Garden Inn Cali Ciudad Junction,Hilton Garden Inn Cali Ciudad Jardin,CLOCCGI,high,98,
Hilton Garden Inn,GI,no_changes,recbwfCdvb9eM7QXh,Hilton Garden Inn Cancun Airport,Hilton Garden Inn Cancun Airport,CUNROGI,high,98,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Casablanca Sud,CASASGI,none,48,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Chania City,HERGIGI,none,57,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Chengde High-Tech Zone,CDEHTGI,none,44,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Chengde Mountain Resort,CDEGIGI,none,44,
Hilton Garden Inn,GI,no_changes,recJsK3w0b6dHSTXj,Hilton Garden Inn Chihuahua,Hilton Garden Inn Chihuahua,CUUCMGI,high,98,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Corlu,TEQCOGI,none,53,
Hilton Garden Inn,GI,no_changes,rec4aiFJ2Dr5F6Za7,Hilton Garden Inn Cusco,Hilton Garden Inn Cusco,CUZGIGI,high,98,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Da Nang,DADDAGI,none,48,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Darwin,DRWDDGI,none,53,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Davos,ZDVGIGI,none,53,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Debrecen City Center,DEBBEGI,none,51,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Doncaster Racecourse,DSADRGI,none,48,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Dubai Business Bay,DXBPIGI,none,44,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Dubai Deira,DXBGIGI,none,48,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Dubai Jumeirah,DXBAMGI,none,48,
Hilton Garden Inn,GI,unmatched_directory,,,"Hilton Garden Inn Dubai, Mall Avenue",DXBMEGI,none,44,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Dublin City Centre,DUBCHGI,none,51,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Edmonton International Airport,YEGGIGI,none,51,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Erzincan,ERCGIGI,none,53,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Erzurum,ERZYKGI,none,53,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Eskisehir,ESKESGI,none,53,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Evora,LISEAGI,none,53,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Faroe Islands,FAETHGI,none,48,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Florence Novoli,FLRNVGI,none,48,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Frankfurt Airport,FRAAPGI,none,57,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Frankfurt City Centre,FRACEGI,none,51,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Gaborone,GBEGIGI,none,53,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Glasgow City Centre,GLACCGI,none,51,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Goa Calangute,GOICAGI,none,48,
Hilton Garden Inn,GI,ready,recstmPTvHzDCYdCY,Hilton Garden Inn Guadalajara Airport,Hilton Garden Inn Guadalajara Airport,GDLAPGI,high,98,State; Address 1; Postal Code; Telephone
Hilton Garden Inn,GI,no_changes,rec172h7kVbwOoUwD,Hilton Garden Inn Guanacaste Airport,Hilton Garden Inn Guanacaste Airport,SJOLAGI,high,98,
Hilton Garden Inn,GI,no_changes,reck4i7JuuTqy8hPt,Hilton Garden Inn Guatemala City,Hilton Garden Inn Guatemala City,GUAGCGI,high,98,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Hanoi,HANOPGI,none,53,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Hays,HYSIIGI,none,53,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Hong Kong Mongkok,HKGMSGI,none,44,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Hutchinson,HUTWSGI,none,53,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Independence,MCIINGI,none,53,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Innsbruck Tivoli,INNSBGI,none,48,
Hilton Garden Inn,GI,no_changes,recbVuvzXs4Ql6eVS,Hilton Garden Inn Iquique,Hilton Garden Inn Iquique,IQQCLGI,high,98,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Isparta,ISEGIGI,none,53,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Istanbul Ataturk Airport,ISTIAGI,none,51,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Istanbul Beylikduzu,ISTBEGI,none,48,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Istanbul Pendik,ISTONGI,none,48,
Hilton Garden Inn,GI,no_changes,recWYEaasdglayvsS,Hilton Garden Inn Itajai Praia Brava,Hilton Garden Inn Itajaí Praia Brava,NVTJSGI,high,98,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Jabalpur,JLRGIGI,none,53,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Jakarta Taman Palem,JKTJKGI,none,44,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Kaluga,KLFSSGI,none,53,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Kampala,KLAKRGI,none,53,
Hilton Garden Inn,GI,ready,recvRQ6pgTaVqXr6y,Hilton Garden Inn San Jose Airport City Mall,Hilton Garden Inn Kansas City Airport,MKCARGI,high,51,Postal Code
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Kansas City Riverside,MCIRIGI,none,51,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Kansas City/Kansas,MCIKCGI,none,48,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Kelowna,YLWKEGI,none,53,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Kitchener/Cambridge,YYZCMGI,none,53,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Kocaeli Dilovasi,KCOTRGI,none,48,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Kocaeli Sekerpinar,VASKSGI,none,48,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Konya,KYAGIGI,none,53,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Kota Kinabalu Tuaran,BKITNGI,none,44,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Krakow,KRKGIGI,none,53,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Krakow Airport,KRKAPGI,none,57,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Krasnodar,KRRGIGI,none,53,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Krasnoyarsk,KJAMSGI,none,53,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Kuala Lumpur Jalan Tuanku Abdul Rahman North,KULUMGI,none,41,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Kuala Lumpur Jalan Tuanku Abdul Rahman South,KULMYGI,none,41,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Kutahya,ESKGIGI,none,53,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Kuwait,KWIGIGI,none,53,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Kyoto Shijo Karasuma,ITMKYGI,none,44,
Hilton Garden Inn,GI,ready,recXn9OjqYwHfWBou,Hilton Garden Inn La Romana,Hilton Garden Inn La Romana,LRMLMGI,high,98,Address 1; Postal Code; Telephone
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Le Havre Centre,LEHLHGI,none,44,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Lecce,LCCGIGI,none,53,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Leiden,AMSLNGI,none,53,
Hilton Garden Inn,GI,no_changes,recvFI0CWUThIwUTS,Hilton Garden Inn Leon Poliforum,Hilton Garden Inn Leon,BJXADGI,high,98,
Hilton Garden Inn,GI,no_changes,rec0ASKS5YOZBYYnc,Hilton Garden Inn Lima Miraflores,Hilton Garden Inn Lima Miraflores,LIMLMGI,high,98,
Hilton Garden Inn,GI,no_changes,reciEMhEl62tszmhZ,Hilton Garden Inn Lima Surco,Hilton Garden Inn Lima Surco,LIMSSGI,high,98,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Lincoln Downtown/Haymarket,LNKDHGI,none,48,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn London Heathrow Airport,LHREPGI,none,51,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn London Heathrow Terminals 2 and 3,LHRHEGI,none,41,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Lucknow,LKOGIGI,none,53,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Lusaka Society Business Park,LUNCCGI,none,41,
Hilton Garden Inn,GI,no_changes,recmFSGlsmUfjjfVN,Hilton Garden Inn Maceio,Hilton Garden Inn Maceio,MCZHGGI,high,98,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Malaga,AGPGIGI,none,53,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Manchester Emirates Old Trafford,MANESGI,none,41,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Manhattan,MANGIGI,none,53,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Mannheim,FRAMAGI,none,53,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Mardin,MQMGIGI,none,53,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Marseille Provence Airport,MRSMAGI,none,51,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Massy,ORYMAGI,none,53,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Mbabane,QMNGIGI,none,53,
Hilton Garden Inn,GI,no_changes,rec0Dy7kkF5Wi8HTD,Hilton Garden Inn Merida,Hilton Garden Inn Mexico City Polanco,MEXPLGI,high,54,
Hilton Garden Inn,GI,no_changes,rec9XpDuhx43nBfaJ,Hilton Garden Inn Mexico City Santa Fe,Hilton Garden Inn Mexico City Santa Fe,SAFGIGI,high,98,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Milan Malpensa,MXPANGI,none,48,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Milan North,MILGIGI,none,48,
Hilton Garden Inn,GI,no_changes,recP4HW9GeBifcrDu,Hilton Garden Inn Monterrey Airport,Hilton Garden Inn Monterrey Airport,MTYAIGI,high,98,
Hilton Garden Inn,GI,no_changes,recuWLICx9WtOrSvh,Hilton Garden Inn Monterrey Obispado,Hilton Garden Inn Monterrey Obispado,MTYGIGI,high,98,
Hilton Garden Inn,GI,no_changes,recnScFPB3hSmdxjR,Hilton Garden Inn Montevideo,Hilton Garden Inn Montevideo,MVDMVGI,high,98,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Moscow New Riga,MOWNRGI,none,44,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Mumbai International Airport,BOMAIGI,none,51,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Munich City West,MUCGIGI,none,51,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Munich Messe,MUCFBGI,none,48,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Muscat Al Khuwair,MCTAKGI,none,44,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Nairobi Airport,NBOAPGI,none,57,
Hilton Garden Inn,GI,no_changes,recACse1lXEo5YfOm,Hilton Garden Inn Neuquen,Hilton Garden Inn Neuquen,NQNGIGI,high,98,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn New Delhi/Saket,DELSKGI,none,48,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Novorossiysk,NOICLGI,none,53,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Olathe,MCIOLGI,none,53,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Omaha Aksarben Village,OMAAVGI,none,44,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Omaha Downtown/Old Market Area,OMADMGI,none,41,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Omaha East/Council Bluffs,OMAEAGI,none,44,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Omaha West,OMAWEGI,none,48,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Orenburg,RENORGI,none,53,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Ottawa Airport,YOWAPGI,none,57,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Ottawa Downtown,YOWCDGI,none,51,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Overland Park,MCIOPGI,none,48,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Padova City Centre,TSFPAGI,none,51,
Hilton Garden Inn,GI,no_changes,rec3SDNEVxMCJaBpG,Hilton Garden Inn Panama City Downtown,Hilton Garden Inn Panama City Downtown,PTYDNGI,high,98,
Hilton Garden Inn,GI,no_changes,recZUCo7AVnTGfDBC,Hilton Garden Inn La Romana,Hilton Garden Inn Paris La Villette,ORYGIGI,high,51,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Paris Orly Airport,ORYORGI,none,51,
Hilton Garden Inn,GI,no_changes,recONWBAFUADzHmFz,Hilton Garden Inn Pereira,Hilton Garden Inn Pereira,PEIPAGI,high,98,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Peterborough City Centre,YQPUKGI,none,51,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Phuket Bang Tao,HKTBTGI,none,44,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Puchong,KULPUGI,none,53,
Hilton Garden Inn,GI,no_changes,reczdjyhPCOlyIHgw,Hilton Garden Inn Puebla Angelopolis,Hilton Garden Inn Puebla Angelópolis,PBCGIGI,high,98,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Pune Hinjawadi,PNQHPGI,none,48,
Hilton Garden Inn,GI,no_changes,rec0CaettSIncDMg7,Hilton Garden Inn Queretaro,Hilton Garden Inn Queretaro,QROPIGI,high,98,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Radom,RDORAGI,none,53,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Ras Al Khaimah,RKTHIGI,none,44,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Rayong,UTPRAGI,none,53,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Riga Old Town,RIXRLGI,none,44,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Riyadh Financial District,RUHSKGI,none,44,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Rome Airport,FCOAPGI,none,57,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Rome Claridge,ROMRCGI,none,48,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Rome Colosseum,CIAIYGI,none,48,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Rzeszow,RZEGIGI,none,53,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Safranbolu,KFSKAGI,none,53,
Hilton Garden Inn,GI,no_changes,recO8UEivz9QgCKwd,Hilton Garden Inn Salamanca,Hilton Garden Inn Salamanca,BJXSAGI,high,98,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Salina,SLNTCGI,none,53,
Hilton Garden Inn,GI,no_changes,recxEvJftgktdI6oE,Hilton Garden Inn Salta,Hilton Garden Inn Salta,SLACKGI,high,98,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Samarkand,SKDDBGI,none,53,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Samarkand Afrosiyob,SKDSAGI,none,48,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Samarkand Sogd,SKDSSGI,none,48,
Hilton Garden Inn,GI,no_changes,recmnQNMFWsCvLlxc,Hilton Garden Inn San Jose Airport City Mall,Hilton Garden Inn San Jose Airport City Mall,SJOACGI,high,98,
Hilton Garden Inn,GI,no_changes,recn8YF4gllYW9ijZ,Hilton Garden Inn San Jose La Sabana,Hilton Garden Inn San Jose La Sabana,SJOLSGI,high,98,
Hilton Garden Inn,GI,no_changes,recoCJxA2Qem4vxnX,Hilton Garden Inn San Juan Condado,Hilton Garden Inn San Juan Condado,SJUSJGI,high,98,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Sanliurfa,SFQGIGI,none,53,
Hilton Garden Inn,GI,no_changes,recVkD7AvbN5HFiep,Hilton Garden Inn Santa Ana San Jose,Hilton Garden Inn Santa Ana San Jose,SJOGSGI,high,98,
Hilton Garden Inn,GI,no_changes,recxwqV4cQPaaT3T0,Hilton Garden Inn Santa Marta,Hilton Garden Inn Santa Marta,SMRGIGI,high,98,
Hilton Garden Inn,GI,no_changes,reci3EBLJU1VCdyvA,Hilton Garden Inn Santiago Airport,Hilton Garden Inn Santiago Airport,SCLGIGI,high,98,
Hilton Garden Inn,GI,no_changes,rec0MLxIzT3tmzOCH,Hilton Garden Inn Santiago del Estero,Hilton Garden Inn Santiago del Estero,SDEGIGI,high,98,
Hilton Garden Inn,GI,no_changes,recNP4X6l4mQKq3SU,Hilton Garden Inn Santo Andre,Hilton Garden Inn Santo Andre,CGHGIGI,high,98,
Hilton Garden Inn,GI,no_changes,recJrtBtBMqaECXdL,Hilton Garden Inn Sao Jose do Rio Preto,Hilton Garden Inn Sao Jose do Rio Preto,SAODLGI,high,98,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Saskatoon Downtown,YXESDGI,none,51,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Seoul Gangnam,SELGIGI,none,48,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Sevilla,SVQGIGI,none,53,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Shijiazhuang High-Tech Zone,SJWSCGI,none,44,
Hilton Garden Inn,GI,no_changes,recaVvZSMGbd1rHpU,Hilton Garden Inn Silao Aeropuerto Bajio,Hilton Garden Inn Silao Aeropuerto Bajio,BJXBAGI,high,98,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Silverstone,BHXSSGI,none,53,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Singapore Serangoon,SINGIGI,none,48,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Sioux City Riverfront,SUXGIGI,none,51,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn St. John's Newfoundland,YSJFDGI,none,44,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Stoke on Trent,MANSTGI,none,44,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Stuttgart NeckarPark,STRPKGI,none,48,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Sudbury,YSBSOGI,none,53,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Sunderland,NCLGIGI,none,53,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Surat City Centre,STVGIGI,none,51,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Suva,SUVBUGI,none,53,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Tabuk,TUUGIGI,none,53,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Tanger City Center,TNGGIGI,none,51,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Tashkent Alfraganus,TASKEGI,none,48,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Tbilisi Chavchavadze,TBSGIGI,none,48,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Tbilisi Riverview,TBSRVGI,none,48,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Termez Airitom,TMJUZGI,none,48,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Tianjin Five Great Avenues,TSNFWGI,none,41,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Tianjin Huayuan,TSNYSGI,none,48,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Tianjin Jinnan,TSNNNGI,none,48,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Tianjin Railway Station,TSNJIGI,none,44,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Tianjin Tuanbo Lake,TSNTLGI,none,44,
Hilton Garden Inn,GI,no_changes,reczeUpJMc6uiCfGw,Hilton Garden Inn Guadalajara Airport,Hilton Garden Inn Tijuana Airport,TIJOTGI,high,67,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Tirana,TIAGIGI,none,53,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Topeka,TOPGIGI,none,53,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Toronto Airport,YYZTAGI,none,57,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Toronto Airport West/Mississauga,YYZMTGI,none,51,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Toronto Brampton West,YYZBWGI,none,44,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Toronto/Ajax,YYZAJGI,none,53,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Toronto/Brampton,YTOBRGI,none,53,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Toronto/Markham,YYZMAGI,none,53,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Toronto/Mississauga,YYZMSGI,none,53,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Toronto/Oakville,YTOTVGI,none,53,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Tours Centre,TUFGIGI,none,48,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Trivandrum,TRVGIGI,none,53,
Hilton Garden Inn,GI,no_changes,recOIDGuz5GkN50j1,Hilton Garden Inn Tucuman,Hilton Garden Inn Tucuman,TUCGIGI,high,98,
Hilton Garden Inn,GI,no_changes,recW6b1Ka8EAtiFkt,Hilton Garden Inn Tuxtla Gutierrez,Hilton Garden Inn Tuxtla Gutierrez,TGZGIGI,high,98,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Umhlanga Arch,DURGIGI,none,48,
Hilton Garden Inn,GI,no_changes,recXcBj5m93CwTjvc,Hilton Garden Inn Uruapan,Hilton Garden Inn Uruapan,UPNMTGI,high,98,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Vaughan Toronto,YYZTVGI,none,48,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Venice Mestre San Giuliano,VCEGIGI,none,44,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Vilnius City Centre,VNOGIGI,none,51,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Volgograd,VOGGIGI,none,53,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn West Edmonton,YEGWEGI,none,48,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Wichita,ICTWHGI,none,53,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Wichita Airport,ICTKAGI,none,57,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Wichita Downtown,ICTDTGI,none,51,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Wiener Neustadt,VIEWNGI,none,48,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Windhoek,WDHWGGI,none,53,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Winnipeg South,YWGMNGI,none,48,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Yalova,SAWYVGI,none,53,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Yokohama Minatomirai,HNDMIGI,none,48,
Hilton Garden Inn,GI,unmatched_directory,,,Hilton Garden Inn Zagreb - Radnicka,ZAGPAGI,none,48,
