status,recordId,name,country,city,currentSubmarket,strRegional,proposedSubmarket,confidence,source,reason
ready,rec0ZZS3WRQNfTqFc,Dreams Macao Beach Punta Cana,Dominican Republic,Punta Cana,Dominican Republic Regional,yes,Punta Cana / Bávaro / Cap Cana,High,dealality_keyword_corridor_map,name_keyword_punta_cana
ready,rec0bdN8mI2bu40d2,Decameron Isleno,Colombia,San Andres,Colombia Regional,yes,San Andrés,High,dealality_keyword_corridor_map,name_keyword_san_andres
ready,rec0rCjxu1LWCgXNj,Holiday Inn Ponce & Tropical Casino,Puerto Rico,Ponce,Puerto Rico Regional,yes,South Coast Regional City,High,dealality_keyword_corridor_map,name_keyword_ponce
ready,rec1zQLVUub7IxO5I,Fairfield by Marriott Medellin Sabaneta,Colombia,Medellin,Colombia Regional,yes,Medellín,High,dealality_city_corridor_map,exact_city_map
ready,rec20lvfCqQmpmhVM,Sonesta Posadas Del Inca-Sacred Valley-Yucay,Peru,Urubamba,Peru Regional,yes,Sacred Valley,Medium,dealality_keyword_corridor_map,name_keyword_sacred_valley
ready,rec25YZu8RaUfK0yd,Rio Sagrado a Belmond Hotel Sacred Valley,Peru,Valle Sagrado,Peru Regional,yes,Sacred Valley,Medium,dealality_keyword_corridor_map,name_keyword_sacred_valley
ready,rec2JjHjxDIt5SubN,AC Hotel Santiago de los Caballeros,Dominican Republic,Santiago de los Caballeros,Dominican Republic Regional,yes,Santiago / Cibao,Medium,dealality_keyword_corridor_map,name_keyword_santiago
ready,rec2RUkZ1isVgLSuM,W Punta Cana Adult All-Inclusive,Dominican Republic,Punta Cana,Dominican Republic Regional,yes,Punta Cana / Bávaro / Cap Cana,High,dealality_keyword_corridor_map,name_keyword_punta_cana
ready,rec2ihaWDf0mqtnaa,Casa Andina Premium Arequipa,Peru,Arequipa,Peru Regional,yes,Arequipa,Medium,dealality_keyword_corridor_map,exact_city_submarket_label
ready,rec30RgNl0ReqOtYx,Zemi Miches All-Inclusive Resort Curio Collection by Hilton,Dominican Republic,Miches,Dominican Republic Regional,yes,Miches / Costa Esmeralda,High,dealality_keyword_corridor_map,name_keyword_miches
ready,rec3DZvUzCrj2bvhv,Lopesan Costa Bavaro Resort Spa & Casino,Dominican Republic,Punta Cana,Dominican Republic Regional,yes,Punta Cana / Bávaro / Cap Cana,High,dealality_keyword_corridor_map,name_keyword_punta_cana
ready,rec3iWXJqvkOpxLIq,Arenal Observatory Lodge,Costa Rica,La Fortuna,Costa Rica Regional,yes,Arenal / La Fortuna,High,dealality_keyword_corridor_map,name_keyword_arenal
ready,rec3mSWGY848HmO62,Paradisus Palma Real Golf & Spa Resort,Dominican Republic,Punta Cana,Dominican Republic Regional,yes,Punta Cana / Bávaro / Cap Cana,High,dealality_keyword_corridor_map,name_keyword_punta_cana
ready,rec3nJY4DT5IUOlv8,Caribe Hotel Ponce,Puerto Rico,Mercedita,Puerto Rico Regional,yes,South Coast Regional City,High,dealality_keyword_corridor_map,name_keyword_ponce
ready,rec4zD1OeSK9UM90V,Sonesta Hotel Pereira,Colombia,Pereira,Colombia Regional,yes,Coffee Region / Pereira,High,dealality_keyword_corridor_map,name_keyword_coffee_region
ready,rec54jkFM0zveGu7P,AC Hotel Punta Cana,Dominican Republic,Punta Cana,Dominican Republic Regional,yes,Punta Cana / Bávaro / Cap Cana,High,dealality_keyword_corridor_map,name_keyword_punta_cana
ready,rec5WnVTArxJZhXyr,Hyatt Zilara Cap Cana,Dominican Republic,Punta Cana,Dominican Republic Regional,yes,Punta Cana / Bávaro / Cap Cana,High,dealality_keyword_corridor_map,name_keyword_punta_cana
ready,rec5dxAfX2AE913Mt,Dreams Royal Beach Punta Cana,Dominican Republic,Punta Cana,Dominican Republic Regional,yes,Punta Cana / Bávaro / Cap Cana,High,dealality_keyword_corridor_map,name_keyword_punta_cana
ready,rec5hgcXSq2nQpJxG,Iberostar Selection Hacienda Dominicus,Dominican Republic,Bayahibe,Dominican Republic Regional,yes,La Romana / Bayahibe,High,dealality_keyword_corridor_map,name_keyword_la_romana
ready,rec5lVgTIhrxEuWyk,Arenas Del Mar Beachfront & Rainforest Resort,Costa Rica,Manuel Antonio,Costa Rica Regional,yes,Manuel Antonio / Central Pacific,High,dealality_keyword_corridor_map,name_keyword_manuel_antonio
ready,rec6JyqgDUj6gzPWi,Wyndham Costa Del Sol Arequipa,Peru,Arequipa,Peru Regional,yes,Arequipa,Medium,dealality_keyword_corridor_map,exact_city_submarket_label
ready,rec6aUiqKl87vRVXG,Emotions All Inclusive Juan Dolio Ascend Hotel Collection,Dominican Republic,Juan Dolio Beach,Dominican Republic Regional,yes,Boca Chica / Juan Dolio,Medium,dealality_keyword_corridor_map,name_keyword_boca_chica
ready,rec6jbpbNMBMzFYCj,Sonesta Hotel Arequipa,Peru,Arequipa,Peru Regional,yes,Arequipa,Medium,dealality_keyword_corridor_map,exact_city_submarket_label
ready,rec6roc0SCx2qIheM,Monteverde Lodge & Gardens,Costa Rica,Monteverde,Costa Rica Regional,yes,Monteverde,High,dealality_keyword_corridor_map,name_keyword_monteverde
ready,rec6xqJxoMshj5gMt,El Conquistador Resort,Puerto Rico,Fajardo,Puerto Rico Regional,yes,East Coast / Island Access,High,dealality_keyword_corridor_map,name_keyword_east_coast
ready,rec76rpSrgJ5cEwfk,Dreams Onyx Resorts & Spa,Dominican Republic,Punta Cana,Dominican Republic Regional,yes,Punta Cana / Bávaro / Cap Cana,High,dealality_keyword_corridor_map,name_keyword_punta_cana
ready,rec7Mm2ZQipuuX4B0,Catalonia Royal La Romana Adults Only,Dominican Republic,Bayahibe,Dominican Republic Regional,yes,La Romana / Bayahibe,High,dealality_keyword_corridor_map,name_keyword_la_romana
ready,rec7Pl5KZWvZ17B1n,Los Suenos Marriott Ocean & Golf Resort,Costa Rica,Herradura,Costa Rica Regional,yes,Jacó / Herradura,Medium,dealality_keyword_corridor_map,name_keyword_jaco
ready,rec7u40aCGFMjzgXQ,Iberostar Selection Coral Bavaro,Dominican Republic,Punta Cana,Dominican Republic Regional,yes,Punta Cana / Bávaro / Cap Cana,High,dealality_keyword_corridor_map,name_keyword_punta_cana
