masterId,companyName,governanceRecordId,existingRows,proposedRows,action,reason,legacySources
recWPKu5laVZxsvpn,Hotel Equities (CALA),reczlC69KVdzLEUxs,0,42,applied,,infra_signal_uptime; infra_signal_incident; infra_signal_adoption; infra_signal_refresh; risk_signal_audit; risk_signal_bcp; risk_signal_control; risk_signal_insurance; infra_kpi_exec; infra_technology_maturity_level; infra_technology_stack_json; infra_services_offered_json; infra_data_domains_json; infra_data_governance_json; infra_analytics_support_json; systems_inventory_lines; infra_asset_management_reporting
