source_record_id,property_name,current_brand,city,lane,intake_class,decision,identity_confidence,human_review_required,production_writable_insert,queue_autopilot_enrichment,reasons,checks_passed
node/3145261362,Riu Palace Punta Cana,RIU,Punta Cana,known_brand_census_intake,known_chain_census_backlog_not_active_setup,auto_insert,High,true,true,false,known_chain_backlog_gates_passed_hr,has_name|not_hostel_or_hostal|has_country|hpc_not_duplicate|has_non_denylist_website|website_not_weak_or_corroborated|has_resolved_brand|known_brand_quality_ok|has_city
node/3154070396,Excellence Punta Cana,Excellence Resorts,Punta Cana,known_brand_census_intake,known_chain_census_backlog_not_active_setup,auto_insert,High,true,true,false,known_chain_backlog_gates_passed_hr,has_name|not_hostel_or_hostal|has_country|hpc_not_duplicate|has_non_denylist_website|website_not_weak_or_corroborated|has_resolved_brand|known_brand_quality_ok|has_city
node/3161538019,Real Intercontinental,InterContinental,"Santo Domingo , Rep Dominicana",known_brand_census_intake,known_chain_census_backlog_not_active_setup,steward_hold,Medium,true,false,false,missing_official_property_url,has_name|not_hostel_or_hostal|has_country|hpc_not_duplicate
node/3216771022,Radisson Hotel Santo Domingo,Radisson by Choice,Santo Domingo,known_brand_census_intake,active_or_soft_brand_census_plus_autopilot,auto_insert,High,false,true,true,active_or_soft_brand_gates_passed,has_name|not_hostel_or_hostal|has_country|hpc_not_duplicate|has_non_denylist_website|website_not_weak_or_corroborated|has_resolved_brand|known_brand_quality_ok|has_city
node/3287789561,Breathless Resort,Breathless (Hyatt Inclusive Collection),Playas,known_brand_census_intake,known_chain_census_backlog_not_active_setup,steward_hold,Medium,true,false,false,missing_official_property_url,has_name|not_hostel_or_hostal|has_country|hpc_not_duplicate
node/3501119758,Viva Dominicus Palace by Wyndham,Wyndham,Unknown,known_brand_census_intake,known_chain_census_backlog_not_active_setup,auto_insert,Medium,true,true,false,known_chain_backlog_insert_city_unknown_hr,has_name|not_hostel_or_hostal|has_country|hpc_not_duplicate|has_non_denylist_website|website_not_weak_or_corroborated|has_resolved_brand|known_brand_quality_ok|city_unknown_allowed_with_hr
node/3681551947,Embassy Suites by Hilton,Hilton Hotels & Resorts,Santo Domingo,known_brand_census_intake,active_or_soft_brand_census_plus_autopilot,auto_insert,High,false,true,true,active_or_soft_brand_gates_passed,has_name|not_hostel_or_hostal|has_country|hpc_not_duplicate|has_non_denylist_website|website_not_weak_or_corroborated|has_resolved_brand|known_brand_quality_ok|has_city
node/3831572259,Chaykovsky Boutique h,Chaykovsky Boutique h,Unknown,known_brand_census_intake,steward_brand_tag_review,steward_hold,Hold,true,false,false,steward_unresolved_osm_brand_tag,has_name|not_hostel_or_hostal|has_country|hpc_not_duplicate
node/4023347101,Excellence El Carmen,Excellence Resorts,Punta Cana,known_brand_census_intake,known_chain_census_backlog_not_active_setup,auto_insert,High,true,true,false,known_chain_backlog_gates_passed_hr,has_name|not_hostel_or_hostal|has_country|hpc_not_duplicate|has_non_denylist_website|website_not_weak_or_corroborated|has_resolved_brand|known_brand_quality_ok|has_city
node/4037102403,Kasablanka,LAS AHU ENAS,Unknown,known_brand_census_intake,steward_brand_tag_review,steward_hold,Hold,true,false,false,steward_unresolved_osm_brand_tag,has_name|not_hostel_or_hostal|has_country|hpc_not_duplicate
node/4214864111,Las Galeras Village,Sergio Boschetti,Las Galeras,known_brand_census_intake,steward_brand_tag_review,steward_hold,Hold,true,false,false,steward_unresolved_osm_brand_tag,has_name|not_hostel_or_hostal|has_country|hpc_not_duplicate
node/4268870091,Melia Caribe Tropical,Meliá,Unknown,known_brand_census_intake,known_chain_census_backlog_not_active_setup,steward_hold,Medium,true,false,false,missing_official_property_url,has_name|not_hostel_or_hostal|has_country|hpc_not_duplicate
node/4419741355,Villa Ibiscus,ibis,Unknown,known_brand_census_intake,known_chain_census_backlog_not_active_setup,auto_insert,Medium,true,true,false,known_chain_backlog_insert_city_unknown_hr,has_name|not_hostel_or_hostal|has_country|hpc_not_duplicate|has_non_denylist_website|website_not_weak_or_corroborated|has_resolved_brand|known_brand_quality_ok|city_unknown_allowed_with_hr
node/4576227595,fata morgana,Edit de jong,Unknown,known_brand_census_intake,steward_brand_tag_review,steward_hold,Hold,true,false,false,steward_unresolved_osm_brand_tag,has_name|not_hostel_or_hostal|has_country|hpc_not_duplicate
node/4580475290,Las Galeras Island Hostel,Jose Miguel,Unknown,known_brand_census_intake,steward_brand_tag_review,reject,Low,true,false,false,hostel_or_hostal_out_of_scope,has_name
node/4660748798,Grand Bahia Principe Bavaro,Bahía Príncipe,Unknown,known_brand_census_intake,known_chain_census_backlog_not_active_setup,steward_hold,Medium,true,false,false,missing_official_property_url,has_name|not_hostel_or_hostal|has_country|hpc_not_duplicate
node/4660748808,Grand Bahia Principe Aquamarine,Bahía Príncipe,Unknown,known_brand_census_intake,known_chain_census_backlog_not_active_setup,auto_insert,Medium,true,true,false,known_chain_backlog_insert_city_unknown_hr,has_name|not_hostel_or_hostal|has_country|hpc_not_duplicate|has_non_denylist_website|website_not_weak_or_corroborated|has_resolved_brand|known_brand_quality_ok|city_unknown_allowed_with_hr
node/4844011423,White Sands B&B,Lance & Marianna,Unknown,known_brand_census_intake,steward_brand_tag_review,steward_hold,Hold,true,false,false,steward_unresolved_osm_brand_tag,has_name|not_hostel_or_hostal|has_country|hpc_not_duplicate
node/4901959222,Hotel Riu República,RIU,Unknown,known_brand_census_intake,known_chain_census_backlog_not_active_setup,auto_insert,Medium,true,true,false,known_chain_backlog_insert_city_unknown_hr,has_name|not_hostel_or_hostal|has_country|hpc_not_duplicate|has_non_denylist_website|website_not_weak_or_corroborated|has_resolved_brand|known_brand_quality_ok|city_unknown_allowed_with_hr
node/4906431721,Hostal Casa 51,Bless Diaz,Unknown,known_brand_census_intake,steward_brand_tag_review,reject,Low,true,false,false,hostel_or_hostal_out_of_scope,has_name
node/5037222221,Los Corales Village RECEPTION,Los Corales Village - Grupo Dos,Unknown,known_brand_census_intake,steward_brand_tag_review,steward_hold,Hold,true,false,false,steward_unresolved_osm_brand_tag,has_name|not_hostel_or_hostal|has_country|hpc_not_duplicate
node/5181801658,Amhsa Marina Grand Paradise Playa Dorada,Amhsa Marina Hotels,Unknown,known_brand_census_intake,known_chain_census_backlog_not_active_setup,auto_insert,Medium,true,true,false,known_chain_backlog_insert_city_unknown_hr,has_name|not_hostel_or_hostal|has_country|hpc_not_duplicate|has_non_denylist_website|website_not_weak_or_corroborated|has_resolved_brand|known_brand_quality_ok|city_unknown_allowed_with_hr
node/5207508821,Villa los Gorgones,Hans De Schryver,Unknown,known_brand_census_intake,steward_brand_tag_review,steward_hold,Hold,true,false,false,steward_unresolved_osm_brand_tag,has_name|not_hostel_or_hostal|has_country|hpc_not_duplicate
node/5249076522,Casa Cayuco,Elodie Prader,Unknown,known_brand_census_intake,steward_brand_tag_review,steward_hold,Hold,true,false,false,steward_unresolved_osm_brand_tag,has_name|not_hostel_or_hostal|has_country|hpc_not_duplicate
node/5280875644,Hostal Rural Backpackers,Vicente Sempere,Polo,known_brand_census_intake,steward_brand_tag_review,reject,Low,true,false,false,hostel_or_hostal_out_of_scope,has_name
node/5688089045,"Lopesan Costa Bávaro Resort, Spa & Casino",Lopesan,Punta Cana,known_brand_census_intake,known_chain_census_backlog_not_active_setup,auto_insert,High,true,true,false,known_chain_backlog_gates_passed_hr,has_name|not_hostel_or_hostal|has_country|hpc_not_duplicate|has_non_denylist_website|website_not_weak_or_corroborated|has_resolved_brand|known_brand_quality_ok|has_city
node/6020419629,The Circle by Meliá,Meliá,Unknown,known_brand_census_intake,known_chain_census_backlog_not_active_setup,reject,Hold,true,false,false,official_url_denylisted_ota_or_social,has_name|not_hostel_or_hostal|has_country
node/6186383052,Casa Gio Las Terrenas,Affitta camere,Las Terrenas,known_brand_census_intake,steward_brand_tag_review,steward_hold,Hold,true,false,false,steward_unresolved_osm_brand_tag,has_name|not_hostel_or_hostal|has_country|hpc_not_duplicate
node/6314999313,Catalonia Bavaro Royal,Catalonia,Unknown,known_brand_census_intake,known_chain_census_backlog_not_active_setup,steward_hold,Medium,true,false,false,missing_official_property_url,has_name|not_hostel_or_hostal|has_country|hpc_not_duplicate
node/6468314516,Hotel Emotions by Hodelpa,Hodelpa,Unknown,known_brand_census_intake,known_chain_census_backlog_not_active_setup,auto_insert,Medium,true,true,false,known_chain_backlog_insert_city_unknown_hr,has_name|not_hostel_or_hostal|has_country|hpc_not_duplicate|has_non_denylist_website|website_not_weak_or_corroborated|has_resolved_brand|known_brand_quality_ok|city_unknown_allowed_with_hr
node/6561542253,Cabrera Chalet,Boutique Hotel,Cabrera,known_brand_census_intake,steward_brand_tag_review,steward_hold,Hold,true,false,false,steward_unresolved_osm_brand_tag,has_name|not_hostel_or_hostal|has_country|hpc_not_duplicate
