resolution,recommendedAction,excelStrId,excelHotelName,censusHotelName,excelCity,censusCity,excelCountry,censusCountry,excelStrMarket,excelStrSubmarket,recordId,sourceFile,rowNumber,nameEquivalent,locationEquivalent
NAME_MISMATCH,Manual: different hotel name at same STR ID — verify same property,139124,Hacienda Buenaventura Hotel & Mexican Charm - Puerto Vallarta,Hacienda Hotel & Spa,Puerto Vallarta,Puerto Vallarta,Mexico,Mexico,Pacific Central,Puerto Vallarta,recENFX7xITlBUtcZ,Existing - Mexico.xls,936,no,yes
LOCATION_MISMATCH,Manual: city/country differ — confirm which is correct before apply,293906,Hotel Queretaro,OYO Hotel Querétaro,Queretaro,Santiago de Querétaro,Mexico,Mexico,Mexico Central/Bajio,Queretaro,recxMUmCeUSY66m4D,Existing - Mexico.xls,986,yes,no
NAME_MISMATCH,Manual: different hotel name at same STR ID — verify same property,146255,CASAMAYOR Hotel Hacienda,Quinta Real Saltillo,Saltillo,Saltillo,Mexico,Mexico,Mexico Northeast,Saltillo,rechjRltwzsdOk2c3,Existing - Mexico.xls,1014,no,yes
NAME_MISMATCH,Manual: different hotel name at same STR ID — verify same property,107793,Tru by Hilton Saltillo,Quality Inn & Suites Saltillo Eurotel,Saltillo,Saltillo,Mexico,Mexico,Mexico Northeast,Saltillo,recBId5NOA64PCIBO,Existing - Mexico.xls,1028,no,yes
NAME_MISMATCH,Manual: different hotel name at same STR ID — verify same property,148265,Barcelo Monterrey Valle,Camino Real Monterrey,San Pedro Garza Garcia,San Pedro Garza García,Mexico,Mexico,Monterrey,Monterrey Valle Area,reczlTN0OATA2AuYt,Existing - Mexico.xls,1109,no,yes
NAME_MISMATCH,Manual: different hotel name at same STR ID — verify same property,161522,Habita Monterrey,Habita MTY,San Pedro Garza Garcia,San Pedro Garza Garcia,Mexico,Mexico,Monterrey,Monterrey Valle Area,recCUDmLr86jmBlYa,Existing - Mexico.xls,1111,no,yes
NAME_AND_LOCATION,Manual: name and location both differ,235009,Hotel Ex hacienda Chautla Puebla Trademark by Wyndham,Hotel Mision Grand Ex Hacienda De Chautla,San Salvador El Verde,San Lucas El Grande,Mexico,Mexico,Mexico Central South,Mexico Central South Regional,recucODhMXIvpHkOv,Existing - Mexico.xls,1122,no,no
NAME_MISMATCH,Manual: different hotel name at same STR ID — verify same property,305278,Hacienda Santa Rosa de Lima,Six Senses Santa Rosa,Santa Rosa,Santa Rosa,Mexico,Mexico,Yucatan/Campeche,Yucatan/Campeche Regional,recJsxSIDuZdbg7M5,Existing - Mexico.xls,1125,no,yes
NAME_AND_LOCATION,Manual: name and location both differ,139874,Fiesta Americana Hacienda Ixtapan de la Sal,Ixtapan de la Sal Marriott Hotel & Spa,State Of Mexico,Ixtapan De La Sal,Mexico,Mexico,Mexico Central South,Mexico Central South Regional,recfJ7abf8fRFlZ1z,Existing - Mexico.xls,1140,no,no
NAME_MISMATCH,Manual: different hotel name at same STR ID — verify same property,230680,Hilton Garden Inn Tijuana Airport,Gamma Tijuana,Tijuana,Tijuana,Mexico,Mexico,Baja California,Tijuana,rec50lBLqD9uS88HG,Existing - Mexico.xls,1177,no,yes
NAME_MISMATCH,Manual: different hotel name at same STR ID — verify same property,230167,Days Inn by Wyndham Tuxtepec,Best Western Plus Tuxtepec,Tuxtepec,Tuxtepec,Mexico,Mexico,Pacific South,Oaxaca/Chiapas Regional,recuf8wyGooFQRo3v,Existing - Mexico.xls,1262,no,yes
NAME_MISMATCH,Manual: different hotel name at same STR ID — verify same property,193817,OYO Hotel Plaza Veracruz Centro Historico,Hotel Casa Blanca,Veracruz,Veracruz,Mexico,Mexico,Gulf of Mexico,Boca Del Rio & Veracruz,recesbpr64oD7QXT3,Existing - Mexico.xls,1286,no,yes
NAME_MISMATCH,Manual: different hotel name at same STR ID — verify same property,261612,Centric Suite,Sleep Inn Villahermosa,Villahermosa,Villahermosa,Mexico,Mexico,Gulf of Mexico,Villahermosa,rechzUcoFTnygeEwK,Existing - Mexico.xls,1289,no,yes
NAME_MISMATCH,Manual: different hotel name at same STR ID — verify same property,273158,OYO Hotel Museo,"Hotel Museo, Xalapa",Xalapa,Xalapa,Mexico,Mexico,Gulf of Mexico,Xalapa,recc9bVQqbTjsKWgS,Existing - Mexico.xls,1309,no,yes
NAME_MISMATCH,Manual: different hotel name at same STR ID — verify same property,158297,Hotel Argento Zacatecas,Mission Argento,Zacatecas,Zacatecas,Mexico,Mexico,Mexico Central/Bajio,Zacatecas,recF0fIUN0kwMuNRg,Existing - Mexico.xls,1317,no,yes
NAME_MISMATCH,Manual: different hotel name at same STR ID — verify same property,224979,Courtyard by Marriott Guadalajara Andares,Wyndham Garden Hotel Guadalajara Acueducto,Zapopan,Zapopan,Mexico,Mexico,Pacific Central,Guadalajara,recGz2Fp1PgOmLgFc,Existing - Mexico.xls,1323,no,yes
