recordId,name,country,city,currentMarket,currentSubmarket,proposedMarket,proposedSubmarket,reason,confidence,source,issues
recPYrR8BEyhlH8Y8,La Casa de la Abuela,Panama,Boquete,Panama Provincial,Boquete / Highlands,Panama,,city_country_mode_market,Medium,census_city_mode,provincial_market_with_specific_submarket; market_not_dominant_for_submarket
recfRSvAWDabo8cyM,"The Haven, Boquete",Panama,Boquete,Panama Provincial,Boquete / Highlands,Panama,,city_country_mode_market,Medium,census_city_mode,provincial_market_with_specific_submarket; market_not_dominant_for_submarket
