censusRecordId,censusName,country,matchScore,matchReason,propertyId,propertyUrl,patchKeys,validation
rec6sn8qZJU1Kl0VF,Marival Distinct Riviera Nayarit,Mexico,94,marival_distinct_same_market,C280,https://all.accor.com/hotel/C280/index.en.shtml,Affiliation|Parent Company|Website|Property ID,pass
