recordId,name,country,fieldsUpdated,sources,proposed
recGRXm1BiAkw7UyJ,Hotel Playa Vista Azul Varadero,Cuba,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Varadero""}"
recGSgtTmXEw2pGGn,Hostal San Martin,Mexico,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Oaxaca""}"
recGT6aEVs5fQSxjg,OYO Pousada Horizonte,Brazil,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Fortaleza""}"
recGT9DQm3HkyJXBT,Ocean Arc Decameron Resort,Dominican Republic,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""San Pedro De Macoris""}"
recGTKAcnYpxXI5l1,Praiamar Express Hotel,Brazil,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Natal""}"
recGTSUb1qpN0JPEx,Mona Hotel,Brazil,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Teresina""}"
recGTYysbnGI3dkt4,Hotel Viareggio,Brazil,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Niteroi""}"
recGTrTsVldRm8iis,Hotel Villa Colonial,Colombia,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Cartagena""}"
recGU8qW8dxb1eImx,Sandos Cancun Luxury Experience Resort,Mexico,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Cancun""}"
recGUniV3JPX8qEWP,Hotel Bello,Mexico,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Cordoba""}"
recGUoPtBodRRaBoF,Pueblo Bonito Vantage San Miguel de Allende,Mexico,Market; Submarket,"{""Market"":""census_city_country_mode_market"",""Submarket"":""city_when_market_present""}","{""Market"":""Mexico Central/Bajio"",""Submarket"":""San Miguel de Allende""}"
recGVL6KIFed6RNXM,Village Cay Hotel & Marina,British Virgin Islands,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Road Town""}"
recGVVImnLvIqxp2K,Hotel El Paseo,Venezuela (Bolivarian Republic of),Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Maracaibo""}"
recGWhINkBc2MMeVh,Hotel Chinauta Real,Colombia,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Fusagasuga""}"
recGWv5d1qmte2hKi,Vignette Collection Ciudad de Mexico Reforma,Mexico,Market; Submarket,"{""Market"":""census_city_country_mode_market"",""Submarket"":""city_when_market_present""}","{""Market"":""Mexico City"",""Submarket"":""Ciudad De México""}"
recGXDNNUQmKShc13,Hotel Casa Salome,Colombia,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Cartagena""}"
recGYE2mv911QNwP1,Real Del Lago Hotel & Suites,Mexico,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Villahermosa""}"
recGYGh8LCHsDEq6L,Mama Shelter Santiago,Chile,Market; Submarket,"{""Market"":""census_city_country_mode_market"",""Submarket"":""city_when_market_present""}","{""Market"":""Santiago"",""Submarket"":""Santiago""}"
recGYjRmRa3VWaHxY,Del Norte Hotel,Mexico,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Monterrey""}"
recGZ1bu6sKwRPAxf,Whitehouse Village & Spa,Jamaica,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Montego Bay""}"
recGZ52LjwBN3SRnA,Casa Villa Colonial,Colombia,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Cartagena""}"
recGa3gEOz1G9PPiS,Scuba Club Cozumel,Mexico,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Cozumel""}"
recGaAoeDFQHnLoxA,Hotel Jardines Del Centro,Mexico,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""San Cristobal De Las Casas""}"
recGb7XMxaK08faai,Bohemia Hotel Boutique,Argentina,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Mendoza""}"
recGbP67OxCmto1G7,Tower Hotel,Brazil,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Niteroi""}"
recGbudyat8bm3RUX,Hotel Casino Acaray,Paraguay,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Ciudad Del Este""}"
recGbxu4EBH6GbRe6,Le Grand Courlan Spa Resort,Trinidad and Tobago,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Scarborough""}"
recGcF3CvZxcp6kSI,Hotel Tibagi,Brazil,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Curitiba""}"
recGcSf3La3DLW9jo,Gran Hotel Royal,Argentina,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Resistencia""}"
recGd6Fzw239F8FsZ,Selina Bariloche,Argentina,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""San Carlos de Bariloche""}"
recGdetge9hVQid25,Mercury Inn,Mexico,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Queretaro""}"
recGe3iRRHE5JxaV7,The Rolsons Hotel,Belize,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""San Ignacio""}"
recGeB2yWwXGooOsa,Silver Sands Villas Hotel,Jamaica,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Negril""}"
recGeCP9m7HHBGCyL,Gran Hotel Del Paraguay,Paraguay,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Asuncion""}"
recGeXO85H9hij4xI,San Diego Suites Pampulha,Brazil,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Belo Horizonte""}"
recGez0YSXGY5O3ZD,Diamante K Hotel,Mexico,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Tulum""}"
recGfXiQQK6umgwj0,Casa Bonita Tropical Lodge,Dominican Republic,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Bahoruco""}"
recGfpVDhsbewC6TP,Allamanda Beach Club,Anguilla,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Shoal Bay""}"
recGfrqG4lMLnfHJ9,Hotel Consulado Inn,Mexico,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Ciudad Juárez""}"
recGg2242Tgr0hJRp,Hotel Torremolinos,Mexico,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Mexico City""}"
recGg6az5jvzlLN2l,Hotel Las Rosas,Mexico,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Jiquipilas""}"
recGgSOSP4FpSxsVs,Tivoli Hotel,Brazil,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Curitiba""}"
recGgY7h15fR4RnOf,Hotel La Casa Del Turista,Colombia,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Cartagena""}"
recGgdJEcY4h5703k,Grand Hotel Santa Teresita,Argentina,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Mar Del Plata""}"
recGggjFrTiqLA0EN,RIU Palace Antillas,Aruba,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Palm Beach""}"
recGgyegMP2U9HnLJ,Grand Aston La Habana,Cuba,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Havana""}"
recGh1GUBeopoosXJ,Hotel Soratama,Colombia,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Pereira""}"
recGh8RH6P89jZvHU,Divi Village Golf & Beach Resort,Aruba,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Oranjestad""}"
recGhGAYcv7kmOaKs,Villa Morra Suites,Paraguay,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Asuncion""}"
recGhOn4Jl2APutZq,Shambala Petit Tulum,Mexico,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Tulum""}"
recGhbZzlarBQzhai,Hotel Presidente,Argentina,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""San Miguel De Tucuman""}"
recGiJPZMAe3KdQSa,Siesta Inn,Belize,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Belize City""}"
recGiZ9GVXNt2PWwm,Sonesta ES Suites ELEMENTS Jarabacoa,Dominican Republic,Market; Submarket,"{""Market"":""census_city_country_mode_market"",""Submarket"":""city_when_market_present""}","{""Market"":""Dominican Republic"",""Submarket"":""Jarabacoa""}"
recGifE75sEo9beyU,Hotel Mariel,Peru,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Lima""}"
recGikfZgAOAerJ0B,Aspen Hotel & Apart,Paraguay,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Asuncion""}"
recGjnJX0TSkAZzZf,Hotel Amazonia,French Guiana,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Cayenne""}"
recGjpC33nO0j2NSu,Mayan Princess Beach Resort,Honduras,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Roatan""}"
recGkIXQKayUUDFPo,Hyatt Regency Grand Reserve Puerto Rico,Puerto Rico,Market; Submarket,"{""Market"":""str_excel_str_id"",""Submarket"":""str_excel_str_id""}","{""Market"":""Puerto Rico"",""Submarket"":""Puerto Rico Regional""}"
recGkIclZ2hV8Tokg,Punta Norte,Argentina,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""El Calafate""}"
recGkOztj3jAnYU0o,Hotel Euro Suite Poços de Caldas,Brazil,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Poços de Caldas""}"
recGkyrmOWsD1996a,Hotel Irapuato,Mexico,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Irapuato""}"
recGl7FnMghStfkiY,Cotlamani Hotel Aventura,Mexico,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Jalcomulco""}"
recGl8eRhqXzP4m8g,Ak'bol Yoga Retreat & Eco Resort,Belize,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""San Pedro""}"
recGl9In6F0dz3AN8,Hotel Fiesta Versalles,Mexico,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Monterrey""}"
recGl9dMHgLYUnYOj,Clara Ibiuna Resort,Brazil,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Vicinal Campo Verde de Baixo""}"
recGlWVvCFx64EK17,Hotel Terrabella,Chile,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Talca""}"
recGlb8KjepPERIM9,Hotel Porto Do Mar,Brazil,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Natal""}"
recGliY0lbyc3zbkq,Casa Del Virrey Hotel & Suites,Mexico,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Morelia""}"
recGmGQ1Etoh06RGs,La Maison D'Elise,Peru,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Arequipa""}"
recGmKUwoKiu5oCAw,Hotel Tapachula,Mexico,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Tapachula""}"
recGnLZK24av3ayRc,Design Hotels Elena de Cobre,Mexico,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""León""}"
recGnS7ndDrFQvg2Y,Apartahotel Del Rio,Colombia,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Cali""}"
recGniAUf6mzm5ubQ,Couples Swept Away Resort,Jamaica,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Negril""}"
recGnuzUmoC9RlpO7,Laghetto Viverone Rio Grande,Brazil,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Rio Grande""}"
recGnvH5OmEBO6Z6z,Sol De Piedra Apart Suites & Spa,Argentina,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Cordoba""}"
recGo3FbrpympHRwT,Villa Lodge Hotel,Saint Vincent and the Grenadines,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Indian Bay""}"
recGouviBZ722Mrdz,Roomo Itaim Bibi,Brazil,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Sao Paulo""}"
recGpoCnbdUdvS7Ec,Txai Resort Bahia,Brazil,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Praia de Itacarezinho""}"
recGq9tSCSwVLBLXz,Memories Caribe Beach Resort,Cuba,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Cayo Coco""}"
recGqFjv7YgoQko1v,Hotel Vermont,Brazil,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Rio de Janeiro""}"
recGqMTR69IvpaoMj,Serra Alta Hotel,Brazil,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""São Bento do Sul""}"
recGr7kvLyJWEMxvK,"The Ocean Club, A Four Seasons Resort, Bahamas",Bahamas,Market; Submarket,"{""Market"":""str_excel_str_id"",""Submarket"":""str_excel_str_id""}","{""Market"":""Bahamas Regional"",""Submarket"":""Bahamas Regional""}"
recGrOpC7Yw7shljp,Paraiso Del Desierto Express Hotel,Mexico,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Torreon""}"
recGrel9muhrMfSSm,Taypikala Hotel & Spa Puno,Peru,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Chucuito""}"
recGsaDgzINTB4bDQ,Palacio Real,Mexico,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Ixmiquilpan""}"
recGt00zc40HBY283,Lavas Tacotal,Costa Rica,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""La Fortuna""}"
recGtHjSSvzu4vRZv,Hacienda El Carmen Resort & Spa,Mexico,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""El Carmen""}"
recGtIfo2xJahjOa0,St Christopher Club Hotel,Saint Kitts and Nevis,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Frigate Bay""}"
recGucZtS24D8siJH,Xandari Resort & Spa Costa Rica,Costa Rica,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Alajuela""}"
recGuzdvraYz0MPIC,Hotel Palmas De Cortez,Mexico,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Los Barriles""}"
recGvUKzP6DickKCY,Hotel Los Barriles,Mexico,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Los Barriles""}"
recGvbm9XRfUZkuao,"Hideaway at Royalton Saint Lucia, An Autograph Collection All-Inclusive Resort - Adults Only",Saint Lucia,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Castries""}"
recGvk8OZEwRd3Zam,Hotel San Fernando Plaza Medellin,Colombia,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Medellin""}"
recGwEJXZN9dw1HoV,Hotel Villa Mercedes San Cristobal,Mexico,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""San Cristobal De Las Casas""}"
recGwHI592LI9d8lm,Hotel Rondo,Chile,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Vina Del Mar""}"
recGwWYzN8AYedNhA,Hotel Horizontes Villa La Granjita,Cuba,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Santa Clara""}"
recGwa23kj08w3p5d,Catussaba Resort Hotel,Brazil,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Salvador""}"
recGwcct4mybbHe5o,Sures Belgrano Suites,Argentina,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Buenos Aires""}"
recGwrB0bz3j045Bc,Turtle Beach Towers Resort,Jamaica,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Ocho Rios""}"
recGx2c2bqoa9BlxV,Internacional Palace Hotel,Brazil,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Recife""}"
recGx2tdbZAuIWAox,Utz Tzaba Hotel,Guatemala,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Taxisco""}"
recGxXYFZdlsNnVr2,Chateau Blanc Apartments,Barbados,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Christ Church""}"
recGy2pSwA6eTVXPm,1 Hotel San Miguel de Allende,Mexico,Market; Submarket,"{""Market"":""census_city_country_mode_market"",""Submarket"":""city_when_market_present""}","{""Market"":""Mexico Central/Bajio"",""Submarket"":""San Miguel de Allende""}"
recGyIcahjqpC8UfL,Hotel Aguamarina Los Cabo,Mexico,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""San Jose Del Cabo""}"
recGye1F8IBENxODJ,Lagos Inn Hotel,Mexico,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Lagos De Moreno""}"
recGz2Fp1PgOmLgFc,Wyndham Garden Hotel Guadalajara Acueducto,Mexico,Submarket,"{""Submarket"":""str_excel_str_id""}","{""Submarket"":""Guadalajara""}"
recGzMcfHqqLtFA4t,DoubleTree by Hilton Canela,Brazil,Market; Submarket,"{""Market"":""census_city_country_mode_market"",""Submarket"":""city_when_market_present""}","{""Market"":""Brazil South"",""Submarket"":""Canela""}"
recGzc9b1XaVYISua,Don Lino Club Resort,Cuba,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Holguin""}"
recH05P6dhxbAitHs,Daisy's Guest House,Belize,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Belize City""}"
recH084yzeMhxVrZS,Hotel Plaza Morelos,Mexico,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Toluca""}"
recH0UqiZYuIpWRFW,Hotel Concorde,Chile,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Arica""}"
recH0dgRzmrTUJPJp,Diamant les Bains,Martinique,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Le Diamant""}"
recH19ZPkyqIygMLi,Hotel Real Del Sur,Mexico,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Mexico City""}"
recH1La1aZiMDDNjl,Piazza Navona by InterCity,Brazil,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Porto Alegre""}"
recH1UflbkQTuRhFs,Port St Charles,Barbados,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""St Peter""}"
recH3NIhNlB8waXbX,Pompeu Rio Hotel,Brazil,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Rio de Janeiro""}"
recH3cJoamSjUwzDB,Nomaa Hotel,Brazil,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Curitiba""}"
recH3oUkqG0RsPyb8,Casben Hotel,Ecuador,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Loja""}"
recH3p4xm4Ig91LEN,Bristol Costa Victoria,Brazil,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Vitoria""}"
recH3rhiXfk9928Pv,Hotel Roma,Mexico,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Durango""}"
recH3rnZmego10R3o,Zagaia Eco Resort,Brazil,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Bonito""}"
recH3u4LHyR6tQHNA,Portal Da Cidade Hotel,Brazil,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Salvador""}"
recH4LvFrYoPv1bBR,Tamarind Tree Hotel & Restaurant,Dominica,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Salisbury""}"
recH4O3ULBg8KT0vC,Hotel Parador San Agustin,Mexico,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Oaxaca""}"
recH4UTOAodTCZ7D3,Jovel Hotel,Mexico,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""San Cristobal De Las Casas""}"
recH4YOmMJ9vTR9Sr,Casa Yuma,Mexico,Market; Submarket,"{""Market"":""census_city_country_mode_market"",""Submarket"":""city_when_market_present""}","{""Market"":""Pacific South"",""Submarket"":""Ventanilla""}"
recH4bq9c026CZHNm,Hidden Valley Inn & Reserve,Belize,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Belize City""}"
recH4lX1yhRMCQFHg,The Luxury Collection Macao All Inclusive Punta Cana,Dominican Republic,Market; Submarket,"{""Market"":""census_city_country_mode_market"",""Submarket"":""city_when_market_present""}","{""Market"":""Dominican Republic"",""Submarket"":""Punta Cana""}"
recH5KQwj3naUkgHG,Del Bosque Hotel,Argentina,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Pinamar""}"
recH5LLT1jVsi7Bgi,Gran Hotel Hacienda De La Nori,Mexico,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Aguascalientes""}"
recH5bEleAPkF5Cdg,Caribbean Village Playa Dora,Dominican Republic,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Puerto Plata""}"
recH5jVzKZ9QWIh6C,Hotel Posada De Villa,Mexico,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Morelia""}"
recH6ODrJSI9Ryx5p,Hotel Lago Grey,Chile,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Manantiales""}"
recH6bGxBZYBIrT4q,Apart Hotel Mendoza,Argentina,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Mendoza""}"
recH6uvohQJOkSo5g,Hotel El Dorado Inn,Mexico,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Delicias""}"
recH72H9TJyMIMJEf,Casablanca Hotel,Puerto Rico,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""San Juan""}"
recH7kEiGRR3cRgsh,Hotel Pavon,Argentina,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Mendoza""}"
recH7krgedJabeYEB,Hideaway at Royalton Negril All-Inclusive Resort & Spa - Adults Only,Jamaica,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Negril""}"
recH8GOo5H4wNNF8b,Pantanal Mato Grosso Hotel,Brazil,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Pocone""}"
recH8NTZ73hiuiOWh,Hotel Riviera,Venezuela (Bolivarian Republic of),Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Puerto La Cruz""}"
recH8QmHqiQUtMaQX,Apart Hotel Casino,Argentina,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Neuquen""}"
recH8XS78DKKu1k5C,Mora Suites & Apartments,Mexico,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Playa Del Carmen""}"
recH8fA1CJH2L6gBd,Hotel Suites Havre,Mexico,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Mexico City""}"
recH8nobluU0KGSNq,Loi Suites Chapelco Hotel,Argentina,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""San Martin De Los Andes""}"
recH8sFdLRC7F8UtM,Hotel Parador Zacatecas,Mexico,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Zacatecas""}"
recH91pnyBvZd2JCc,Hotel SJV Groningen,Suriname,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Groningen""}"
recH9At2A9AkJmsJD,Best Hotel Sobral,Brazil,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Sobral""}"
recH9PE8ek8XcJZVG,Refugio Del Bosque,Argentina,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Carilo""}"
recH9QyGOnwVJZz2l,Rione Hotel Boutique,Ecuador,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Cuenca""}"
recH9p5DQ4dA0pvxd,Hotel Las Monas,Mexico,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Mérida""}"
recH9xvo3Wrk5w4ej,Romora Bay Resort & Marina,Bahamas,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Dunmore Town""}"
recH9y8wrt4hGzizm,Hotel Turismo Temuco,Chile,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Temuco""}"
recHA3rm4kGMUS9hQ,Unique Luxury Park Plaza,Argentina,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Buenos Aires""}"
recHABC4rQUXqjMCt,Jujuy Palace Hotel,Argentina,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""San Salvador de Jujuy""}"
recHALVCyKnuC0TC5,La Cascada Hotel,Argentina,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""San Carlos de Bariloche""}"
recHAUcFvIPSAvooq,Hosteria Miramar,Uruguay,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Piriapolis""}"
recHBPkiAlM4JZow8,Hotel Fleur D'Epee,Guadeloupe,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Gosier""}"
recHBSH0k1Sm7vzOm,Hotel Monaco,Mexico,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Ciudad Juárez""}"
recHBlZjOlEVWY3Cs,Hotel Marina Puerto Dorado,Mexico,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Manzanillo""}"
recHBwl2Vyja0kCQP,Hotel Los Leones,Mexico,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Palenque""}"
recHC9f5ER0smRYoY,Hotel Tafi,Argentina,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Tafi Del Valle""}"
recHCHqMu1Gk29Dl1,Hotel Santana Beach Resort,Dominican Republic,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""La Romana""}"
recHCI7G582DROFvG,Hotel Italia,Argentina,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Neuquen""}"
recHDLFo3xbVEqpLe,Hotel Manutara,Chile,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Hanga Roa""}"
recHDPAFjzMdW9HAH,Hotel El Marques,Mexico,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Cozumel""}"
recHDeEmmsahaTpoH,Hotel Gloria,Brazil,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Blumenau""}"
recHDo47y7UozS4Co,Hotel Ricadi,Uruguay,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Piriapolis""}"
recHEvMvrLVuJ3COk,Coral Reef Guest House,Trinidad and Tobago,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Scarborough""}"
recHEyztOhii4ObrD,Natal Ladeira Do Sol,Brazil,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Natal""}"
recHFTrXKzbyhjtr0,Selina Jaco,Costa Rica,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Jaco""}"
recHG8k1uvyyJ0Tcv,OYO Hotel Diamante Negro - Salvador,Brazil,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Salvador""}"
recHGSny9SitS8CS8,Alcala Hotel,Panama,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""David""}"
recHH034XGySHxphu,Hotel El Bambu,Costa Rica,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Sarapiqui""}"
recHHJG6FvSBArXiQ,Bahia Manzanillo Hotel,Mexico,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Manzanillo""}"
recHHn2EgxPQ9vDXL,Bristol Regent Suites,Brazil,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Porto Alegre""}"
