recordId,name,country,fieldsUpdated,sources,proposed
rec009x8NneB7azpM,Aparthotel Maria Alexandra,Costa Rica,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""San Miguel De Escazu""}"
rec00NJhff5GN3n23,Motto by Hilton Guadalajara Centro Historico,Mexico,Market; Submarket,"{""Market"":""census_city_country_mode_market"",""Submarket"":""city_when_market_present""}","{""Market"":""Pacific Central"",""Submarket"":""Guadalajara""}"
rec00PoeTvMEGbyNU,St Andrews Gramado,Brazil,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Gramado""}"
rec00kxD7Ib3Et0E6,Windsong Resort,Turks and Caicos Islands,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Providenciales""}"
rec00oEFhgmhXrgI2,Club Del Mar,Costa Rica,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Jaco""}"
rec01NOwXLdRbCSys,Providencia Bed & Breakfast,Chile,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Santiago""}"
rec01bHwoA7xWtQDS,"Selina Miraflores, Lima",Peru,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Miraflores""}"
rec01m3hRVIOamDDu,Holiday Inn Express & Suites Nuevo Vallarta,Mexico,Market; Submarket,"{""Market"":""census_city_country_mode_market"",""Submarket"":""city_when_market_present""}","{""Market"":""Pacific Central"",""Submarket"":""Bahia de Banderas""}"
rec01ogLX7mddtD50,Casablanca Beach Hotel,Jamaica,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Montego Bay""}"
rec020A9XEypsxgKS,Hotel El Costeno,Nicaragua,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Masaya""}"
rec020eCvfQVcS1XA,Klee International Hotel,Uruguay,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Montevideo""}"
rec022VIYxisrXAgH,ibis Bogota Calle 80,Colombia,Market; Submarket,"{""Market"":""census_city_country_mode_market"",""Submarket"":""city_when_market_present""}","{""Market"":""Bogota"",""Submarket"":""Bogota""}"
rec02DxnQ308RjJPR,Hotel Vasco,Mexico,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Cuautla""}"
rec02E7xPBIQlPdqZ,Hilton Garden Inn Ica,Peru,Market; Submarket,"{""Market"":""census_city_country_mode_market"",""Submarket"":""city_when_market_present""}","{""Market"":""Peru Provincial"",""Submarket"":""Ica""}"
rec02Fl5fQw6Pct3O,ibis Barra Dos Garcas,Brazil,Market; Submarket,"{""Market"":""str_excel_str_id"",""Submarket"":""str_excel_str_id""}","{""Market"":""Brazil Central & West"",""Submarket"":""Brazil Central & West Regional""}"
rec02I8V3qaZerECv,Hotel Marquez Del Sol,Mexico,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Acapulco""}"
rec02R8IjABu0WrMs,Hotel Lossandes,Mexico,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Ciudad Del Carmen""}"
rec02YLC3ikzYumzU,Hotel America,Argentina,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Mar Del Plata""}"
rec02gkdLLUcRhnZ9,Confort Ejecutivo Suites Valle,Mexico,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Monterrey""}"
rec02xliVdekC0QlF,Memories Jibacoa Resort,Cuba,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Santa Cruz Del Norte""}"
rec03VLoPzB8QyORx,Selina Paratay,Brazil,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Paraty""}"
rec03ZiG2RZXZOyEs,Playabachata Spa Resort,Dominican Republic,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Puerto Plata""}"
rec03qQi9P0HOMOJI,Amazon Walker Hostel,Peru,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Iquitos""}"
rec03qpAv1PaeX29G,Alsol Tiara Cap Cana,Dominican Republic,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Punta Cana""}"
rec03u3fVAw26j8Ys,Tamarind Reef Resort Spa & Marina,US Virgin Islands,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Christiansted""}"
rec03xQpLdBPXVviF,Excel Hotel,Guatemala,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Guatemala City""}"
rec04d4esAuk0GY8i,Selina Bocas Del Toro,Panama,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Bocas Del Toro""}"
rec04u1lL9DhwUPnP,Hotel Continental Altamira,Venezuela (Bolivarian Republic of),Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Caracas""}"
rec05DGCtWsiG8yRJ,Hostal Loanka,Peru,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Trujillo""}"
rec05TpYZNgiBPhKp,Bahia Chac Chi,Mexico,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Isla Mujeres""}"
rec05XiZxVtUNdrCl,Novum Hotel,Argentina,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Cordoba""}"
rec05cccjFepUbJLc,Comodoro Apartmentos,Argentina,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Comodoro Rivadavia""}"
rec05syRtQavFtJWQ,Parador Del Cortijo,Mexico,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""San Miguel De Allende""}"
rec0672UkSDEZzWMo,San Agustin Plaza Hotel,Peru,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Cusco""}"
rec06JGiRTnf8WnHB,Posada 21 Oranges,Argentina,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Puerto Iguazu""}"
rec071FD2qpY3Bi6h,Hospedaje Jairito,Peru,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Machu Picchu""}"
rec07KXegtmhxUre9,El Maragato,Costa Rica,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""San Jose""}"
rec07hHA9DxXuyPj2,Hotel San Jose Plaza,Colombia,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Bucaramanga""}"
rec07kR41m8VH0b57,Aruba's Life Vacation Residences,Aruba,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Noord""}"
rec08BnIKFhhWhuzm,Hotel Rural La Esperanza,Colombia,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Suesca""}"
rec08lPYwFcObKPl7,La Cangreja Lodge,Costa Rica,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""San Carlos""}"
rec08r4SVNycTJzDt,Sugar Mill Hotel,British Virgin Islands,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Road Town""}"
rec08tcDFwbq9PF3D,Hotel Caribe Princess by Cyan,Colombia,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Barranquilla""}"
rec09INI6rQQHdHqF,Airam Hotel Brasilia,Brazil,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Brasilia""}"
rec09Rq9xls2lhxW0,Venit Mio Hotel,Brazil,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Rio de Janeiro""}"
rec09UhJu8wD6JPHP,Lake Side Apart Hotel,Brazil,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Brasilia""}"
rec09gltEF10dvTy8,Olimpo Court Hotel,Puerto Rico,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Miramar""}"
rec09hIMClfPpoSb1,Holiday Inn Express & Suites Puerto Penasco,Mexico,Market; Submarket,"{""Market"":""census_city_country_mode_market"",""Submarket"":""city_when_market_present""}","{""Market"":""Mexico Northwest"",""Submarket"":""Puerto Peñasco""}"
rec0AJKnN5GefNlmn,Hotel Zalmedina,Colombia,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Cartagena""}"
rec0Bz6PcgvXTti4z,Hotel Prim,Mexico,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Mexico City""}"
rec0BzvEN4aZhA5Oz,Carmelita's Village Caraibe,Guadeloupe,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""St Felix""}"
rec0C75NQ3Jvw7KTe,Mammee Bay Villas,Jamaica,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Ocho Rios""}"
rec0CMNdZMZ8VfjyL,Rio Serrano Hotel + Spa,Chile,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Torres del Paine""}"
rec0CfiRs1VI9QiTi,Hotel Horizontes Los Jazmines,Cuba,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Vinales""}"
rec0Cj4T6ohsri0J6,Hotel Central Cordoba,Argentina,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Buenos Aires""}"
rec0Ct1YQeMREb0KA,Belem Soft Hotel,Brazil,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Belem""}"
rec0CtlFrpIouqhhH,Rancho Hotel,Mexico,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Cerocahui""}"
rec0DNmH1FrWTwfGv,Don Giovanni Balinese Suites Y Gelateria,Peru,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Mancora""}"
rec0DeJ2QKwzRMvec,Park Hyatt Cancun,Mexico,Market; Submarket,"{""Market"":""census_city_country_mode_market"",""Submarket"":""city_when_market_present""}","{""Market"":""Mexican Caribbean"",""Submarket"":""Cancun""}"
rec0Dy7kkF5Wi8HTD,Hilton Garden Inn  Merida,Mexico,Submarket,"{""Submarket"":""str_excel_str_id""}","{""Submarket"":""Merida""}"
rec0EIAO6lh7xUkSM,Hotel Verde Mar,Colombia,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""San Andres""}"
rec0EIAxddL40SDg1,Hotel Mision Patzcuaro Centro Historico,Mexico,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Patzcuaro""}"
rec0EaAIrokgmuAJH,Casona D Usaquen Hotel Boutique,Colombia,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Bogotá""}"
rec0EsdUkXiVjfdLF,Hotel Villa De Leon,Mexico,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Oaxaca""}"
rec0EtlgUPwXkle9R,Hotel Loberias del Sur,Chile,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Puerto Chacabuco""}"
rec0FOvvWhaCML8TP,Hotel EL Gran Marques,Peru,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Trujillo""}"
rec0Fe4m0j6ihtm3z,Del Prado Inn,Peru,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Cusco""}"
rec0FprPHKudKfreK,Taua Resort & Convention Atibaia,Brazil,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Atibaia""}"
rec0Fz0CzYMEX7Aui,Melia Habana,Cuba,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Havana""}"
rec0GCeWJdhNWYxlO,A Stones Throw Away,Bahamas,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Nassau""}"
rec0GGjEzWVAN2gKo,Farol da Ilha Hotel,Brazil,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Florianopolis""}"
rec0GZJ42zUyXO9iv,Hotel Ker Alberte,French Guiana,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Cayenne""}"
rec0HOcTlWtRuBKES,Dan Inn Premium Campos do Jordão,Brazil,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Campos do Jordao""}"
rec0Hhvvtzi7kKV94,Casa Morales Hotel Internacional y Centro de Convenciones,Colombia,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Ibague""}"
rec0HlTvnPXQ81tuO,Lang Palace Hotel,Brazil,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Chapecó""}"
rec0IJkGwTkWEwWeq,Hotel San Jose Plaza,Colombia,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Bucaramanga""}"
rec0IOc8TdmuT4YGS,Turrance Green Hotel,Brazil,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Foz do Iguaçu""}"
rec0Ip0kM400gsUMI,Novo Grande Hotel,Brazil,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Ribeirao Preto""}"
rec0JFduRjcBhHhgj,Hotel Libertad,Cuba,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Santiago De Cuba""}"
rec0JIZ67hrChoD90,Posada San Pablo,Mexico,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Guadalajara""}"
rec0JTDomaba2zwdw,Hotel Penasco Del Sol,Mexico,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Puerto Peñasco""}"
rec0JdHJ51txgXaOW,"Delta Hotels Riviera Nayarit, An All-Inclusive Resort",Mexico,Market; Submarket,"{""Market"":""str_excel_str_id"",""Submarket"":""str_excel_str_id""}","{""Market"":""Pacific Central"",""Submarket"":""Riviera Nayarit""}"
rec0JfzzyjTbkY1kj,whala!bavaro,Dominican Republic,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Punta Cana""}"
rec0Jh4iG9oQDS3gb,Sumaq Machu Picchu Hotel,Peru,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Machu Picchu""}"
rec0KFfggoQ1cNiPq,Smart Hotel Montevideo,Uruguay,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Montevideo""}"
rec0KV3UdY5HqCNrA,Hotel San Miguel,Mexico,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Reynosa""}"
rec0KWqivebRoDMTb,Hosteria Linares,Argentina,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Ushuaia""}"
rec0KtpDHEP3pg3R9,Las Dunas Hotel Suites,Mexico,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Ensenada""}"
rec0LQx3L8udhMQ6Y,Hostel Sosa Haus,Argentina,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Mendoza""}"
rec0LhZgbkkhiRiUB,Kanantik Reef & Jungle Resort,Belize,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Dangriga""}"
rec0LnjolCKM6Kq0V,Country Country,Jamaica,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Negril""}"
rec0MWwlPiU6hYJqY,InterCity Manaus,Brazil,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Manaus""}"
rec0NiMmKw7oNFNiG,Da Espera Pousada,Brazil,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Camaçari""}"
rec0OIheZh5mbHK1b,Hotel Mision Express Merida Altabrisa,Mexico,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Mérida""}"
rec0Oc4EyUoZ6R4K9,Hotel Del Angel,Mexico,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Apizaco""}"
rec0OtHUa4LbqMG1U,San Agustin Riviera Hotel,Peru,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Lima""}"
rec0P9lJwQkNpjDHS,Hotel El Raizon,Nicaragua,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Masaya""}"
rec0PBlFbWfk6FfFv,Hotel Suites Jordan,Mexico,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Coatzacoalcos""}"
rec0PuUq4dag2PY13,Melia Marina Varadero Hotel,Cuba,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Varadero""}"
rec0Pva6H4fgxGDXW,Mashpi Lodge,Ecuador,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Mashpi""}"
rec0Q3DtvmU7vOtxN,Balcon Del Mar,Costa Rica,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Jaco""}"
rec0QCpahQsWpv6bl,Hotel Mio,Panama,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Panama City""}"
rec0QrYdFkt2gZlJq,Hotel Yare Hotel,Costa Rica,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Puerto Viejo""}"
rec0QxzOwybDCYZcP,Hotel Santiago,Brazil,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Salvador""}"
rec0RANglIWIAoBwm,We Hotel Acapulco,Mexico,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Acapulco""}"
rec0RQrqmB3xfDqcy,Barcelo Solymar,Cuba,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Varadero""}"
rec0Rcguy4VZ8hqoB,Beach Class Residence,Brazil,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Recife""}"
rec0Re2gNQAHyHwuc,Hotel Yuldama Rodadero Inn,Colombia,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Santa Marta""}"
rec0RtswOba6inGAb,Hotel Catama Real,Colombia,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Villavicencio""}"
rec0RwaOPw3C8Yw2c,Victoria Villa Curitiba,Brazil,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Curitiba""}"
rec0SrgsSvbl62Hgp,Hotel Marbella,Mexico,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Mexico City""}"
rec0TJXu89bzNaiPG,Sunscape Sabor Cozumel Resort & Spa,Mexico,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Cozumel""}"
rec0Tm8fSkzsJ16mk,San Carlos Plaza Hotel Beach & Convencion Center,Mexico,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""San Carlos""}"
rec0VggMjn258s9pU,Condo Casa Inn Aparthotel,Costa Rica,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""San Jose""}"
rec0WBj2bFEGDEXrM,Hotel Mousai Cancun,Mexico,Market; Submarket,"{""Market"":""census_city_country_mode_market"",""Submarket"":""city_when_market_present""}","{""Market"":""Mexican Caribbean"",""Submarket"":""Cancun""}"
rec0WWuSstmemCD91,Sandyport Beaches Hotel & Resort,Bahamas,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Nassau""}"
rec0WZgqrSukO7QR7,Hotel & Mirador Los Apus,Peru,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Cusco""}"
rec0WcZ8ViaAORvjl,Himmelblau Palace Hotel,Brazil,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Blumenau""}"
rec0Wf2DPlAiVDJjm,Craggy Nook Villas,Barbados,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Bridgetown""}"
rec0X0HTIqfT8Zxyf,Hotel Montejo Palace,Mexico,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Mérida""}"
rec0X1PiSSYzc6Ur5,Be Trimos Hotel Buenos Aires,Argentina,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Buenos Aires""}"
rec0X2vHvSqQRh18F,Aristos Express Huejotzingo,Mexico,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Huejotzingo""}"
rec0XMXaXzlE0A49F,Courtyard by Marriott Roseau Dominica,Dominica,Market; Submarket,"{""Market"":""census_city_country_mode_market"",""Submarket"":""city_when_market_present""}","{""Market"":""Dominica"",""Submarket"":""Roseau""}"
rec0XTHnOdX9x1jT2,Ambergris Lake Villas,Belize,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""San Pedro""}"
rec0XZ5WjqaIZL6Cy,New Life Piracicaba by Atlantica,Brazil,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Piracicaba""}"
rec0XrUZsGvKhEk8x,Bocawina Rainforest Resort & Adventures,Belize,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Silk Grass""}"
rec0Y4n4RjqgwFk63,El Presidente Acapulco Hotel,Mexico,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Acapulco""}"
rec0YGDukPUg0BPKc,Hotel Cubanacan Comodoro,Cuba,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Havana""}"
rec0YiU1dDLDUItIS,Hacienda Suites,Dominican Republic,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Puerto Plata""}"
rec0Ylbcx3jnGNBnk,Steel Valley Hotel,Brazil,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Ipatinga""}"
rec0Yn6EOwW7u1jfu,Barbados Beach Club,Barbados,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Christ Church""}"
rec0YqLR4c475kcVH,Hotel Cristal Palace,Brazil,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Rio de Janeiro""}"
rec0YsvcIPTwBQ9fY,Australis Paradise Carilo,Argentina,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Carilo""}"
rec0Z4Mw5MwNRclJD,Jandal Hotel,Mexico,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Monterrey""}"
rec0ZOAXMmltzGCIo,Little Cayman Beach Resort,Cayman Islands,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Blossom Village""}"
rec0ZkjfOydOz7eqT,St Christopher's Hotel,Belize,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Orange Walk Town""}"
rec0a0ReRaeFiagMH,El Castillo Hotel,Argentina,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Valle Hermoso""}"
rec0a2qbDPJNQJkOt,Gran Hotel Colonial del Sureste,Mexico,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Escarcega""}"
rec0aGaS532FdlBLw,Best Western Centro Cadereyta,Mexico,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Cadereyta Jimenez""}"
rec0aSFDee5jfbJbt,Celebration Resort Olímpia,Brazil,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Olímpia""}"
rec0aZdqroWMH5Y1U,Be Mate Medellín,Colombia,Submarket,"{""Submarket"":""str_excel_str_id""}","{""Submarket"":""Medellín""}"
rec0avI2bPcokx5NC,Puerta Del Mar Hotel,Mexico,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Ixtapa""}"
rec0b8O7mzKstxHU6,Prospect Reef Resort,British Virgin Islands,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Road Town""}"
rec0bRabrIAmrBAQY,George V Alto De Pinheiros Hotel,Brazil,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Sao Paulo""}"
rec0bfWH3owSpSyGg,Hotel Casa Lidia,Mexico,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Mérida""}"
rec0cEgWjitXrhOsM,Indian Creek Lodge,Belize,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Belize City""}"
rec0cFMj49H9A3UVv,Mantovani Hotel,Brazil,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Águas de Lindóia""}"
rec0cXhMpVuZBINzj,Gran Corona Hotel,Brazil,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Sao Paulo""}"
rec0dFiTfBENiiOCk,Hotel Suites Reforma 374,Mexico,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Mexico City""}"
rec0dd2rE42W2y6BN,Apart Hotel Continental,Argentina,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""San Miguel De Tucuman""}"
rec0ddaReQzZrYnhT,Hotel Ritz Continental,Guatemala,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Guatemala City""}"
rec0dkSyfIy7Mz6L1,The Prestige Hotel,Jamaica,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Kingston""}"
rec0dyAAd0Yk9zHiV,Hoteles MS Ciudad Jardin,Colombia,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Cali""}"
rec0e3PJ7s5jIEdZq,Hotel Tenda,Brazil,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Sao Paulo""}"
rec0e7KysKVeoviVE,Ritz Apart Hotel,Bolivia,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""La Paz""}"
rec0ehS6HU2lUPWSt,Sonder Aria,Mexico,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Ciudad De México""}"
rec0etVuY69aqFKSm,Slaviero São Paulo Moema,Brazil,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Sao Paulo""}"
rec0eyu7dG53MubrE,Maison Du Soleil,Peru,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Arequipa""}"
rec0f4BKfNltGwB1w,Rancho Grande Inn,Guatemala,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Panajachel""}"
rec0fDRnXbfkLaBIC,Hotel Genova Centro,Colombia,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Barranquilla""}"
rec0fTRQAiDmbdB79,Hostal San Javier,Mexico,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Guanajuato""}"
rec0fg0gyWVJPltoh,Hotel Ordono,Cuba,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Gibara""}"
rec0gMcPIOIQ6zZvH,Hostel Park Iguazu,Argentina,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Puerto Iguazu""}"
rec0gY2AlLNDx0Jbc,Hotel Villa Ines,Argentina,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Mendoza""}"
rec0gjjMp69OYK06x,Quinta Real Acapulco,Mexico,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Acapulco""}"
rec0h0lXohVWmGv0F,Hotel Real Rex,Mexico,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""León""}"
rec0h9R9VCVrbDrA9,Hotel Pueblo Dorado,Costa Rica,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Santa Cruz""}"
rec0hPizSxAw3vA9N,Nacional Inn São Carlos,Brazil,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""São Carlos""}"
rec0ha4cHKAQ9eZrT,Hotel Guadalupe Express,Mexico,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Guadalupe""}"
rec0hbrjqZPDO8vFs,Hotel Piscis & Spa,Argentina,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Valle de Las Lenas""}"
rec0hmx2Ce8IUSD6C,Hotel Marques Del Mar,Argentina,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Mar Del Plata""}"
rec0iA66XFtOTABhM,Hotel Vila Rica Porto Velho,Brazil,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Porto Velho""}"
rec0iBRzajZUzl58N,Capital O Los Angeles,Mexico,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Chiapa De Corzo""}"
rec0iLWjbn56Av46p,Hotel Meridano,Mexico,Submarket,"{""Submarket"":""city_when_market_present""}","{""Submarket"":""Mérida""}"
