recordId,name,parentCompany,status,country
rec5qfL3bTnTegi0C,"Maria Do Mar Hotel","(blank parent)",Open,Brazil
rec5rJOxOFamdiLEb,"La Casa De Elvia","(blank parent)",Open,Mexico
rec5rsJxOc54o7DgI,"Hotel Costa Del Sol","(blank parent)",Open,Mexico
rec5rzOufL4C57v9b,"Royal Village Guest House","(blank parent)",Open,Peru
rec5s9hAk5fUkBHwj,"Fujitaya Queretaro","(blank parent)",Open,Mexico
rec5sKWsYfhiKJtNn,"Best Western El Dorado Panama Hotel","BWH Hotels",Open,Panama
rec5suuk1u5nXrsuM,"Hotel Chachapoyas","(blank parent)",Open,Peru
rec5tKlBF3Nz6znSr,"Hotel Casa Real","(blank parent)",Open,Mexico
rec5tO6xcuuRUK8z3,"Viva Wyndham Dominicus Palace","Wyndham Hotels & Resorts",Open,Dominican Republic
rec5tqgt2TzbW54z9,"Villa Bejar Y Spa","(blank parent)",Open,Mexico
rec5ukkpX303Y3urF,"Hotel Avenida","(blank parent)",Open,Bolivia
rec5uu6lx5Ranu0Sy,"Residencial Uno","(blank parent)",Open,Argentina
rec5v5t5k3NfFh080,"Hotel Ankara","(blank parent)",Open,Chile
rec5vHOClasBnNQre,"Hotel Jequitimar Guaruja Resort & SPA by Accor","(blank parent)",Open,Brazil
rec5vJT7voozmSQq9,"Hotel Terra","(blank parent)",Open,Chile
rec5vPtkSkdaPbO0o,"Mercure Brasilia Leader","AccorHotels",Open,Brazil
rec5vQZGReHMlhEec,"Hotel Boutique Rocio","(blank parent)",Open,Ecuador
rec5vwBwrAjBG0hpt,"Hotel Nao De Acapulco","(blank parent)",Open,Mexico
rec5vwwMXFrk5BUpi,"Hotel San Carlos","(blank parent)",Open,Mexico
rec5w1mZodF17dHV2,"Esplendor by Wyndham Montevideo Cervantes","Wyndham Hotels & Resorts",Open,Uruguay
rec5w83E8540xou5f,"Days Inn by Wyndham Dolores Hotel Termal","Wyndham Hotels & Resorts",Open,Argentina
rec5wFkkvk7p07NPj,"Gran Bourbon Asuncion Hotel","Bourbon Hotels & Resorts",Open,Paraguay
rec5wX96GLNWEbpKr,"Plaza Hotel & Casino Curacao","(blank parent)",Open,Curaçao
rec5wmmrmkEZYx9xh,"Howard Johnson Hotel & Convention Center Ezeiza","Wyndham Hotels & Resorts",Open,Argentina
rec5wp5dosYAe496L,"Hotel Tierra Colorada","(blank parent)",Open,Argentina
rec5x4HFIJkjChY4b,"ibis budget Bogota Marly","AccorHotels",Open,Colombia
rec5xIyLIwjeC6OAQ,"Desert Inn Ensenada","(blank parent)",Open,Mexico
rec5xnIXrBnOszBMI,"Laguna Suites Hotel","(blank parent)",Open,Mexico
rec5xr5EggwnBV0oV,"Wyndham Grand Everest","Wyndham Hotels & Resorts",Pipeline,Dominican Republic
rec5xtOmy3XJZjWdT,"Nima Local House Hotel","(blank parent)",Open,Mexico
rec5y9aCnf6u9OK2s,"Little Arches Hotel","(blank parent)",Open,Barbados
rec5yCJCqpR1i2fiq,"Hotel Plaza Colonial","(blank parent)",Open,Mexico
rec5yJdw8JgGBjUQQ,"Clan Le Flamboyant Home Service","(blank parent)",Open,Brazil
rec5ysBxdukacsrL7,"Holiday Inn Guayaquil Airport","IHG Hotels & Resorts",Open,Ecuador
rec5zBMR1TTvK2OHw,"Real De Minas Leon Express","Hotel Real de Minas",Open,Mexico
rec5zlNcSF13TGGto,"Itz'ana Resort","(blank parent)",Open,Belize
rec602Ohk09agUyth,"Hotel Lancaster","(blank parent)",Open,Uruguay
rec60PBK7azbV4KTx,"Playa Dorada Hotel","(blank parent)",Open,Mexico
rec60ctqc3geAZVTO,"Hotel Mi Valle","(blank parent)",Open,Panama
rec60fdKgix2rIHP4,"Iberostar Origin Tainos","Iberostar Hotels & Resorts",Open,Cuba
rec60lJZSp2HJWrmt,"Dunes Beach Resort","(blank parent)",Open,Venezuela (Bolivarian Republic of)
rec60sPmYlCtT43By,"Coco Reef Resort & Spa","(blank parent)",Open,Trinidad and Tobago
rec61JImqXRZlHLmg,"Ti Kaye Resort & Spa","(blank parent)",Open,Saint Lucia
rec61SKcrIDTKckpF,"Fildi Hotel & Events","(blank parent)",Open,Brazil
rec61WHUcChb7A5GA,"OYO Hotel El Mineral Tlalpujahua","OYO Rooms",Open,Mexico
rec61kke39gFSPXKr,"Plaza Blumenau Hotel","(blank parent)",Open,Brazil
rec62hVgV5HdvxIpL,"Toluca Aeropuerto Inn","(blank parent)",Open,Mexico
rec63D5CUkvFKxDzY,"Casa de la Loma Hotel & Suites","(blank parent)",Open,Mexico
rec63JZ8667q0151w,"Hotel Rivoli","(blank parent)",Open,Mexico
rec649oueq1a4jf3X,"The Normandie Hotel","(blank parent)",Open,Trinidad and Tobago
rec64BhMf7PCug9IU,"Tikal Futura Hotel & Convention Center","(blank parent)",Open,Guatemala
rec64HInBPW8GQlTj,"Starfish Resort Cayo Santa Maria","(blank parent)",Open,Cuba
rec64HZOQvr5MNNQm,"Hotel Nael","(blank parent)",Open,Argentina
rec64LtBjYaV6jmWv,"Altamer","(blank parent)",Open,Anguilla
rec64mcCx1PwXSXNy,"La Puertecita Boutique Hotel","(blank parent)",Open,Mexico
rec64wJPI7a0YquEo,"Red Mangrove Aventure Lodge","(blank parent)",Open,Ecuador
rec65FEAHr5sN1S4G,"La Plaza Arequipa Hotel Boutique","(blank parent)",Open,Peru
rec65IHdR5DuZU8Aw,"RIU Palace Tropical Bay","Riu Hotels & Resorts",Open,Jamaica
rec661Qvaw5oAMzui,"Hotel Cocoon","(blank parent)",Open,Brazil
rec66Emj92p8H9wwp,"Hotel Litavira","(blank parent)",Open,Colombia
rec66iWJURWMTpeD2,"La Mansion Del Sol","(blank parent)",Open,Mexico
rec67eAItqkpEOUdq,"Lacovia Condominiums","(blank parent)",Open,Cayman Islands
rec67qLjVsNFf0xJK,"Voyager Sun and Reef Hotel","(blank parent)",Open,Belize
rec6829xBKGFAJqdW,"Villa Serena Villager Premier","(blank parent)",Open,Mexico
rec68PS4jjqEZusGm,"Banyan Tree Veya Bacalar","Banyan Tree Hotels & Resorts",Pipeline,Mexico
rec68auZZpWvaBulG,"Flamingos Motel","(blank parent)",Open,Mexico
rec69AjRty7kO6RuO,"Jazz Hotel Apartments","(blank parent)",Open,Colombia
rec69xBiZO2XvFW4u,"Capcana Hotel Sao Paulo Jardins","(blank parent)",Open,Brazil
rec69yAZLQ74R9XiO,"Hotel Rainha do Brasil","(blank parent)",Open,Brazil
rec6A32nf6jUyejPJ,"Hostal El Remanso","(blank parent)",Open,Peru
rec6ABtBgYjSI3oO4,"Apart Hotel Monteverde","(blank parent)",Open,Chile
rec6AIqgXx78D5vBv,"Hotel Tekuani Kal","(blank parent)",Open,El Salvador
rec6AaYO2nJWZBGfa,"Jatoba Praia Hotel","(blank parent)",Open,Brazil
rec6B7nlGSmsy1DBp,"Hotel GYA Express","(blank parent)",Open,Mexico
rec6BHa2dnT86Zf6V,"Solace Hotel Puerto Varas","(blank parent)",Open,Chile
rec6BL7ByIqpvl0dv,"Hotel Tulipan","(blank parent)",Open,Cuba
rec6BNubWBFc3OLdh,"Intersur Recoleta","(blank parent)",Open,Argentina
rec6BSBCy4wddrjDv,"La Joya Hotel Pachuca","(blank parent)",Open,Mexico
rec6Bb3lXPnvo9QMX,"Mariners Hotel","(blank parent)",Open,Saint Vincent and the Grenadines
rec6BzrMf7METepLd,"Hotel Parian","(blank parent)",Open,Mexico
rec6CNvtkv2DQJvrd,"Fiesta Inn Villahermosa Cencali","Grupo Posadas, S.A.B. DE C.V.",Open,Mexico
rec6DaLKOt3xA9lBb,"Hosteria Duran","(blank parent)",Open,Ecuador
rec6DnoyolDPeToc1,"Hotel Santafe Real","(blank parent)",Open,Colombia
rec6Dnyj59QLaaUSH,"ibis Lorena","AccorHotels",Open,Brazil
rec6E2tHg9Ut8sjDD,"Andaz Turks & Caicos Residences at Grace Bay","Hyatt Hotels Corporation",Pipeline,Turks and Caicos Islands
rec6EP2MnH3BTejoF,"Residencial Rio De Janeiro","(blank parent)",Open,Argentina
rec6EQzYunGUeaq8y,"Hotel Orly","(blank parent)",Open,Chile
rec6EUxK51BWrreYI,"Sol Arrayan Resort & Spa","(blank parent)",Open,Argentina
rec6ElKFjDUNL749C,"Mercure Camboriu","AccorHotels",Open,Brazil
rec6Eo0XKVcKBLeXg,"Hotel Plaza Huatulco","(blank parent)",Open,Mexico
rec6ErRo5w5Q3jqD9,"Hotel Madero","(blank parent)",Open,Mexico
rec6F8N5N43u6eiEX,"Sonesta Hotel Cusco","Sonesta International Hotels Corp",Open,Peru
rec6FBvXAqcW9pVv0,"Parayso Hotel & Spa","(blank parent)",Open,Mexico
rec6FOHTvMCdvT7EM,"Manhattan Porto Alegre by Mercure","AccorHotels",Open,Brazil
rec6FPdBOv0nxCen0,"Hotel Zirahuen","(blank parent)",Open,Mexico
rec6Fed3AtJLxsoQJ,"Casa Grande Mountain Retreat","(blank parent)",Open,Puerto Rico
rec6FxJ0OWfNhb01l,"Hotel Casa Margarita","(blank parent)",Open,Mexico
rec6GLvHASLzGmMFN,"Arakur Ushuaia Resort & Spa","(blank parent)",Open,Argentina
rec6GS5aI5m6Nt39c,"Hotel Boutique City Center","(blank parent)",Open,Colombia
rec6GYmBCOEjkvW4V,"Hotel Horizontes Villa Guama","(blank parent)",Open,Cuba
rec6H1qv7BGYauUkf,"Wyndham Garden Santiago Kennedy","Wyndham Hotels & Resorts",Open,Chile
rec6H2Pqil6qM5Wu0,"Dubai Macae by Atlantica","(blank parent)",Open,Brazil
rec6HHFhRwB1yJh17,"Laghetto Premio","Laghetto Hoteis",Open,Brazil
rec6HU3m6ma8hwkTm,"Hotel Monaguillo de Getsemani","(blank parent)",Open,Colombia
rec6IENvVru2ydUwr,"Casa Andina Select Pucallpa","Casa Andina Hoteles",Open,Peru
rec6IMg62NkxRCchQ,"Hotel Boutique Casa Carolina","(blank parent)",Open,Colombia
rec6JNjhrusrm15TY,"Travel Inn Bras","Travel Inn Hotels",Open,Brazil
rec6JOCB8iaTBKKX3,"RIU Palace Aquarelle","Riu Hotels & Resorts",Pipeline,Jamaica
rec6JYsuRgyf22BHy,"Hotel Paris","(blank parent)",Open,Mexico
rec6JaQ48em5M44qm,"Hotel Tronador","(blank parent)",Open,Argentina
rec6JfZ4rvnoDCfhw,"Buena Vista Beach Resort","(blank parent)",Open,Mexico
rec6JhOmxpDLg3woq,"Hotel Cortez","(blank parent)",Open,Bolivia
rec6JyqgDUj6gzPWi,"Wyndham Costa Del Sol Arequipa","Wyndham Hotels & Resorts",Open,Peru
rec6K2UCVqRXOAkid,"CHN Hotel Monterrey Aeropuerto Trademark by Wyndham","Wyndham Hotels & Resorts",Open,Mexico
rec6KwX66v8DLlHCq,"Capri Hotel","(blank parent)",Open,Mexico
rec6L2fHtk7vOe02f,"Icaro Suites","(blank parent)",Open,Argentina
rec6LiuK0UuWlyYOL,"GHL Hotel Bioxury","(blank parent)",Open,Colombia
rec6LnssMCNnsFK7y,"Patios De Cafayate Hotel & Spa","(blank parent)",Open,Argentina
rec6LySfxGVRLJrRt,"Windsor Marapendi","(blank parent)",Open,Brazil
rec6M5PdAiw5ZFnEb,"Watooka Guesthouse","(blank parent)",Open,Guyana
rec6MUCErMJZ10sSj,"Hotel Paraiso Del Cocodrilo","(blank parent)",Open,Costa Rica
rec6MYFqqnRnyuaLz,"Windsor Plaza Hotel","(blank parent)",Open,Brazil
rec6MaVPNAApaSXry,"Hostal Pakarina","(blank parent)",Open,Peru
rec6MfAAxTSAOUrm4,"Hotel La Nueva Estancia","(blank parent)",Open,Mexico
rec6MfgjiRb90thyB,"Hotel Astor","(blank parent)",Open,Mexico
rec6MjjsAU98wT9Jh,"Golden Tree Motel","(blank parent)",Open,Belize
rec6N5AEI8QZQ5AbU,"Waman Hotel","(blank parent)",Open,Peru
rec6NZAoQ92IOeEew,"Casa Pestagua Hotel","(blank parent)",Open,Colombia
rec6OJSlAd50L4WlP,"Villa La Estancia Villa 1105","(blank parent)",Open,Mexico
rec6OMEVmkDQkWm2k,"The Palms @ Pelican Cove","(blank parent)",Open,US Virgin Islands
rec6OREHZgx2xko7D,"Hotel Laura","(blank parent)",Open,Argentina
rec6PICnHMFOaDJTa,"Iberostar Selection Paraiso Lindo","Iberostar Hotels & Resorts",Open,Mexico
rec6PU9JbZGOyVk2O,"CCT","(blank parent)",Open,Venezuela (Bolivarian Republic of)
rec6PVPh40Pr6XpH0,"Garden Park Hotel","(blank parent)",Open,Argentina
rec6PfQ8xmOOFwL97,"Holiday Inn Express & Suites Tijuana Otay","IHG Hotels & Resorts",Open,Mexico
rec6PiJDI6WZmMCEV,"Apua Brava Hotel","(blank parent)",Open,Brazil
rec6QJlFwfWxQxire,"Grand Sirenis Riviera Maya","(blank parent)",Open,Mexico
rec6QYp8JKuNMSoO8,"Hotel Alejandro I International","(blank parent)",Open,Argentina
rec6R5ko0MPobge1e,"Hafersons Inn Tampico","(blank parent)",Open,Mexico
rec6RD5jqrByB3gwe,"Tierra Viva Cusco Machu Picchu","Tierra Viva Hoteles",Open,Peru
rec6RHibIjKygmYDT,"Lazy Parrot Inn & Restaurant","(blank parent)",Open,Puerto Rico
rec6RKNOQ1HgCuCIk,"Hotel Casa Dulce Maria","(blank parent)",Open,Mexico
rec6S97vjqU5NFHvN,"Hotel Villa Del Bosque","(blank parent)",Open,Mexico
rec6SE7ZLwt9YNBHU,"Hotel El Diplomatico","(blank parent)",Open,Mexico
rec6SneFIyoue79CQ,"Maria Del Lourdes Hotel","(blank parent)",Open,Mexico
rec6Te06e4pQoq8GQ,"Inkanto Hotel","(blank parent)",Open,Peru
rec6UI4CXyISUCLSx,"Hotel Posada Del Mar","(blank parent)",Open,Mexico
rec6UPdsjknVHUw26,"St Trpoez Praia Hotel","(blank parent)",Open,Brazil
rec6UX16kJkjyKro9,"ibis Paulinia","AccorHotels",Open,Brazil
rec6UcdBSrpp71onP,"Fiesta Inn Monterrey Fundidora","Grupo Posadas, S.A.B. DE C.V.",Open,Mexico
rec6UvaKjBkOVpnGL,"Bungalo Sungarden Resort","(blank parent)",Open,Jamaica
rec6UwBQKafFtZdEN,"Blue Beach Hotel","(blank parent)",Open,Mexico
rec6VVy1R16AQz6G2,"Bamboo Bali Bonaire","(blank parent)",Open,Bonaire, Sint Eustatius and Saba
rec6WRdHlNSzEhOi8,"Sunrise Villavicencio Hotel","(blank parent)",Open,Colombia
rec6WbKw5dIplaNoS,"Hotel La Victoria","(blank parent)",Open,Panama
rec6WckGw7RBxGHzn,"Hotel San Diego Suites Rio Grande Passos","(blank parent)",Open,Brazil
rec6WgARjhfCB0vfO,"Mystique Casa Perla by Royalton","Blue Diamond Resorts",Open,Cuba
rec6WxRIezP4IYRTA,"ibis Pilar","AccorHotels",Open,Argentina
rec6X0ye0z3B0gei9,"La Torre Isla Sol","(blank parent)",Open,Ecuador
rec6XCO96eI7zjRfj,"Hotel Dos Reyes","(blank parent)",Open,Argentina
rec6XFkdyRyEgQv1F,"Plaza Paradiso Petit Hotel","(blank parent)",Open,Argentina
rec6XOxP96U9TcgiX,"Hotel La Amistad","(blank parent)",Open,Costa Rica
rec6XetwUEJQOKHI4,"Hotel Roma Guadalajara","(blank parent)",Open,Mexico
rec6Y2K2vLemvi9pw,"La Villa Del Ensueno","(blank parent)",Open,Mexico
rec6YG2J7ml37Rquj,"El Canario By The Lagoon","(blank parent)",Open,Puerto Rico
rec6YrgCfU0cLF0GV,"Courtyard by Marriott Castries","Marriott International",Pipeline,Saint Lucia
rec6YzmlxWUMeAXO8,"Rancho Santana","(blank parent)",Open,Nicaragua
rec6ZSXmd3eWbLruP,"Hard Rock Hotel Caldas Novas","Hard Rock Cafe International",Pipeline,Brazil
rec6ZZMFnX8GcltA0,"Holiday Inn Guadalajara Patria-Universidad","IHG Hotels & Resorts",Open,Mexico
rec6ZtXa7slOTcolW,"Selina Palomino","Selina Management Panama, S.A.",Open,Colombia
rec6Zv2lH4uht5DYp,"Hotel San Cayetano","(blank parent)",Open,Argentina
rec6aIkhDopJU5j6T,"Dan Inn São Paulo Higienópolis","Nacional Inn Hotéis",Open,Brazil
rec6aRjC9hxzdLiD7,"La Araucana Parador Jamon Pan Y Vino","(blank parent)",Open,Chile
rec6aUR5T3byhpLIn,"Hotel Bosque de Renaca","(blank parent)",Open,Chile
rec6aUiqKl87vRVXG,"Emotions All Inclusive Juan Dolio Ascend Hotel Collection","Choice Hotels International, Inc.",Open,Dominican Republic
rec6agXXfkjG9DvYH,"Hotel Paris","(blank parent)",Open,Mexico
rec6b0bfaXLh9l5Cn,"Hotel Genoves","(blank parent)",Open,Uruguay
rec6bHsqfMY4w37tv,"Hotel Economico","(blank parent)",Open,Brazil
rec6bSpkYyhfRLOMH,"Hotel Kantu","(blank parent)",Open,Peru
rec6bnBJTnzkQJpoh,"Las Sirenas Beach Front Cabins","(blank parent)",Open,Panama
rec6buMLMG19uBMGA,"Mansion Merida On The Park","(blank parent)",Open,Mexico
rec6c2Izxo74RmEJ7,"Saade Hotel","(blank parent)",Open,Mexico
rec6cfMDtk73WXUxC,"House Inn & Suites","(blank parent)",Open,Bolivia
rec6cmXPATWP0CtgY,"Le Phare Bleu Grenada","(blank parent)",Open,Grenada
rec6d1hs0lSafHcRi,"La Dehesa House","(blank parent)",Open,Chile
rec6dBRcQKsIpSN27,"Renaissance Tower","(blank parent)",Open,Belize
rec6dC1132EhjMqJz,"Torarica Resort","(blank parent)",Open,Suriname
rec6dXHBguIbuuyA9,"Casa Isleno","(blank parent)",Open,Mexico
rec6dc6TjYu8i8R5N,"Pennsylvania Suites Home & Business","(blank parent)",Open,Mexico
rec6dr0BloiL9X8u8,"Hotel Covadonga","(blank parent)",Open,Panama
rec6dt0IGvJlrBV64,"Flamboyan on the Bay Resort & Villa","(blank parent)",Open,US Virgin Islands
rec6e8xFO5URpb1nt,"Canibis Hotel","(blank parent)",Open,Guadeloupe
rec6ePql9VMexmocS,"Hotel Las Golondrinas","(blank parent)",Open,Mexico
rec6eQIH2flvhQEMO,"Lakeview Manor Club Hotel","(blank parent)",Open,Bahamas
rec6eYVpflFwtgk7v,"Gentle Winds Condo","(blank parent)",Open,US Virgin Islands
rec6ef5RxsvzzJE0F,"The Hill Apart Suites","(blank parent)",Open,Brazil
rec6ewDukehXKVei0,"Hotel Lastra","(blank parent)",Open,Mexico
rec6f4vOC9thYYD0P,"Hotel Mirador","(blank parent)",Open,Mexico
rec6fA3VHRHS0F5pP,"Cabo De Hornos Hotel","(blank parent)",Open,Chile
rec6fiXySpaX7Fahg,"Hopkins Bay Resort","(blank parent)",Open,Belize
rec6gRsVkOMgrGGhd,"Regent Star Hotel","(blank parent)",Open,Trinidad and Tobago
rec6gVffhr5DhCPDB,"Carnetta's Inn Limited","(blank parent)",Open,Trinidad and Tobago
rec6gWVG11K5zUxsQ,"Motel Presidente","(blank parent)",Open,Mexico
rec6h9kn3fblbXNXf,"Turtle Cove Inn","(blank parent)",Open,Turks and Caicos Islands
rec6hEF8tl29fQK6J,"Hotel Portillo","(blank parent)",Open,Chile
rec6hJqcQaGBkxId2,"Cuixmala","(blank parent)",Open,Mexico
rec6hPR1rEQLDeHjZ,"Hotel Vista Pacifico","(blank parent)",Open,Peru
rec6hdUZUEIseHHRN,"Hacienda Del Bosque","(blank parent)",Open,Mexico
rec6hrPe3W76MEOk6,"Amhsa Marina Grand Paradise Playa Dorada","(blank parent)",Open,Dominican Republic
rec6i0yanguTlrTCY,"ibis Serra Talhada","AccorHotels",Pipeline,Brazil
rec6iD4NCV9NPcjed,"Hotel Noray","(blank parent)",Open,Mexico
rec6iQfIgkBLFsz6Q,"Le Manoir Bogota Hotel","(blank parent)",Open,Colombia
rec6ijqoAZ5Up52ck,"Hotel Quinta De Cabecera","(blank parent)",Open,Colombia
rec6il7haXHhyKUEp,"China Town Hotel","(blank parent)",Open,Belize
rec6jHNaDv0iT2Mal,"La Becasina Delta Lodge","(blank parent)",Open,Argentina
rec6jOnE72oDy6Gr5,"Wyndham Garden Los Mochis Plaza Inn","(blank parent)",Open,Mexico
rec6jRxGmflsDLXW4,"Hotel Plaza Campeche","(blank parent)",Open,Mexico
rec6jTYYXIoaRtKx9,"Playa Hotel","(blank parent)",Open,Argentina
rec6jbpbNMBMzFYCj,"Sonesta Hotel Arequipa","Sonesta International Hotels Corp",Open,Peru
rec6jxG3meCDQPIjZ,"The Patagonian Lodge","(blank parent)",Open,Chile
rec6kARmGoWlSxpJV,"Radisson Poliforum Plaza Hotel Leon","Choice Hotels International, Inc.",Open,Mexico
rec6kGVlmnLKoK99L,"ibis IJUi","AccorHotels",Pipeline,Brazil
rec6kJxStN6fTEEEf,"Hotel Sterling","(blank parent)",Open,Colombia
rec6kzilbJ68F9imR,"Hotel Nippon","(blank parent)",Open,Chile
rec6l9yc3VoirMk3E,"Mercure Sao Paulo Alamedas","AccorHotels",Open,Brazil
rec6lE6zCibSAkbCD,"Movich Las Lomas Hotel","(blank parent)",Open,Colombia
rec6lOoWLm0rH8M5a,"Casa Blanca By The Sea","(blank parent)",Open,Belize
rec6m3Oxu7f6UTasu,"Habitel Prime","(blank parent)",Open,Colombia
rec6m3smwUfNvjbRg,"Rio Design Hotel","(blank parent)",Open,Brazil
rec6mQ7Ckdq6dvHgV,"Hotel Santino","(blank parent)",Open,Chile
rec6mRuB2thYBcO4L,"Comfort Hotel Goiania","Choice Hotels International, Inc.",Open,Brazil
rec6mqSKFqz9X41Il,"Hotel Madan Cardenas","(blank parent)",Open,Mexico
rec6nBm7CKu5qGMQY,"My Father's House Bed & Breakfast","(blank parent)",Open,Chile
rec6nGIgKG0eJlGPi,"Holiday Inn Express & Suites Monterrey Sendero","IHG Hotels & Resorts",Pipeline,Mexico
rec6nd4oC6TKftFjI,"Suites Antique","(blank parent)",Open,Peru
rec6oUFgmdtEYEuuB,"Hotel Village","(blank parent)",Open,Panama
rec6onzq8L23o2Dy3,"Coralita Beach Hotel","(blank parent)",Open,Saint-Martin (French part)
rec6pKkvKpn6quAWM,"Hotel Casablanca Salinas","(blank parent)",Open,Ecuador
rec6pLtDF34IQlaYO,"Holiday Inn Campeche","IHG Hotels & Resorts",Open,Mexico
rec6pZjJjDXWRxPvB,"Hotel Paisamar","(blank parent)",Open,Colombia
rec6pcCh0XT161ovX,"Riu Cancun","Riu Hotels & Resorts",Open,Mexico
rec6q0CVcwBEZKvRg,"Hotel Imperio De Angeles","(blank parent)",Open,Mexico
rec6qQt3aTC083Cfr,"Point Village Resort","(blank parent)",Open,Jamaica
rec6qTLfxM1MjR6aX,"Hotel Marimar","(blank parent)",Open,Mexico
rec6qc15saPnWjFCm,"Select by Time","(blank parent)",Open,Chile
rec6qc4Da2jWO8JAw,"Top Apart Hotel","(blank parent)",Open,Chile
rec6rAQ6vG2SoiDCX,"Hispano Hotel","(blank parent)",Open,Uruguay
rec6rXgKYZu9Tk0Lx,"Rendez-Vous Hotel Buenos Aires","(blank parent)",Open,Argentina
rec6roc0SCx2qIheM,"Monteverde Lodge & Gardens","(blank parent)",Open,Costa Rica
rec6sAUd2u0LPm15j,"Plaza Pelicanos Club Beach Resort","(blank parent)",Open,Mexico
rec6sOO2xcLb5XBHg,"Ren Santa Rita Aparthotel","(blank parent)",Open,Bolivia
rec6sUlF7UkF1bfsw,"Cormier Beach Resort","(blank parent)",Open,Haiti
rec6sVPgm8E8UNHTA,"Radisson Hotel Trinidad","Choice Hotels International, Inc.",Open,Trinidad and Tobago
rec6sewItEwF8Nzdj,"ibis budget Osasco","AccorHotels",Open,Brazil
rec6slVCfd1xNAUFW,"Hotel Sevilla","(blank parent)",Open,Mexico
rec6sn8qZJU1Kl0VF,"Marival Distinct Riviera Nayarit","(blank parent)",Open,Mexico
rec6tIZ0gzbRDeCIJ,"Blue Tree Premium Verbo Divino","Blue Tree Hotels & Resorts do Brasil S/A",Open,Brazil
rec6tdkvr1BcPbgZI,"Abaco Inn","(blank parent)",Open,Bahamas
rec6u85LQzxt3FQiH,"Mision Express Irapuato","(blank parent)",Open,Mexico
rec6u8H4dKVsm2ZGu,"Posada Porlamar Guest House","(blank parent)",Open,Puerto Rico
rec6ufnC1t2mJiQw3,"TRYP by Wyndham Mexico City World Trade Center Area","Wyndham Hotels & Resorts",Open,Mexico
rec6umCDn7j6REupS,"Calalou Hotel","(blank parent)",Open,Martinique
rec6uvtP4JewNV2f9,"Coral Cove Marina Hotel","(blank parent)",Open,Trinidad and Tobago
rec6uxmqgt8Kmq4sz,"Hotel Niquero","(blank parent)",Open,Cuba
rec6vDE1P7043OPzM,"Fiesta Inn Ciudad Obregon","Grupo Posadas, S.A.B. DE C.V.",Open,Mexico
rec6vjZyQB947yvHj,"Hotel Estancia Barra Bonita","(blank parent)",Open,Brazil
rec6vzXRaxQSqYvJL,"Hotel San Francisco De Asis","(blank parent)",Open,Colombia
rec6w6h6tfQUrn2uO,"Quality Hotel Vitoria","Choice Hotels International, Inc.",Open,Brazil
rec6wHJH1RDHvejQ1,"Palm Bay Beach Club Resort","(blank parent)",Open,Bahamas
rec6xSNcBDxVxBEwi,"Hotel Ritmo Del Caribe","(blank parent)",Open,Costa Rica
rec6xqJxoMshj5gMt,"El Conquistador Resort","(blank parent)",Pipeline,Puerto Rico
rec6yH6EJCLeqvDjj,"Hotel Dasanto","(blank parent)",Open,Colombia
rec6ylHIi3J36GdLD,"Love Kiss Motel","(blank parent)",Open,Belize
rec6z4Lu4z8EQio0i,"Hotel Playa Club","(blank parent)",Open,Colombia
rec6z7QoNZuWkZMo0,"Leblon Palace Hotel","(blank parent)",Open,Brazil
rec6zNcZ8qewV2tp6,"Hotel Hacienda Del Valle","(blank parent)",Open,Peru
rec6zeQuZCKSbGYZN,"Tamarind Hotel","(blank parent)",Open,Sint Maarten (Dutch part)
rec700GOIjUsHM0FY,"Hotel Lina","(blank parent)",Open,Mexico
rec70CPLoUhHk1FLu,"Orquideas Palace","(blank parent)",Open,Argentina
rec70thPgzDzkHYbu,"Bungalows De La Prairie","(blank parent)",Open,Martinique
rec7136ZbN70fX7yd,"Residencia Polanco","(blank parent)",Open,Mexico
rec71CoP2czu0GyOZ,"Park Royal Beach Cancun","(blank parent)",Open,Mexico
rec71OWLzBrCagFvX,"Sofitel Legend Santa Clara Cartagena","AccorHotels",Open,Colombia
rec71aO19S0ZXrtsq,"Hotel Campo Largo Express","(blank parent)",Open,Brazil
rec71bh6FhlLIs2Yr,"La Provincia Hotel","(blank parent)",Open,Mexico
rec71qfnHfQOMA3Tj,"Hotel Frontera","(blank parent)",Open,Nicaragua
rec71rOgmRNJQ66pu,"Hotel Kyoto","(blank parent)",Open,Mexico
rec72CIT0TnjVBKNY,"San Agustin Paracas","(blank parent)",Open,Peru
rec72FphbG7okem3U,"OYO Stella Maris - Salvador","OYO Rooms",Open,Brazil
rec72QxSUbVpeOlrN,"Bambou Hotel","(blank parent)",Open,Martinique
rec730e4tHCBzbk1y,"Dazzler by Wyndham Asuncion","Wyndham Hotels & Resorts",Open,Paraguay
rec73BqojxA1blNjm,"Salt Raker Inn","(blank parent)",Open,Turks and Caicos Islands
rec73IsH6n5APbhcy,"Hotel Posada De La Aldea","(blank parent)",Open,Mexico
rec73SDYB3AzwoeeA,"Hotel Hacienda Real","(blank parent)",Open,Colombia
rec73gX2jUSIw6FaH,"Olas Altas Inn","(blank parent)",Open,Mexico
rec73ucM16RmbeExB,"Cahal Pech Village Resort","(blank parent)",Open,Belize
rec74DcdtrWMCwqsc,"Birds Eye View Lodge","(blank parent)",Open,Belize
rec74Qt2VDnOqAWHi,"Residencial Brio","(blank parent)",Open,Argentina
rec74Vhp19zoy4jyw,"Playa Coronado","(blank parent)",Open,Panama
