recordId,name,parentCompany,status,country
rec009x8NneB7azpM,"Aparthotel Maria Alexandra","(blank parent)",Open,Costa Rica
rec00PoeTvMEGbyNU,"St Andrews Gramado","(blank parent)",Open,Brazil
rec00kxD7Ib3Et0E6,"Windsong Resort","(blank parent)",Open,Turks and Caicos Islands
rec00oEFhgmhXrgI2,"Club Del Mar","(blank parent)",Open,Costa Rica
rec01NOwXLdRbCSys,"Providencia Bed & Breakfast","(blank parent)",Open,Chile
rec01U1n4ZdqLYgp4,"Innside by Melia Lima Miraflores","Melia Hotels International, S.A",Open,Peru
rec01bHwoA7xWtQDS,"Selina Miraflores, Lima","Selina Management Panama, S.A.",Open,Peru
rec01m3hRVIOamDDu,"Holiday Inn Express & Suites Nuevo Vallarta","IHG Hotels & Resorts",Pipeline,Mexico
rec01ogLX7mddtD50,"Casablanca Beach Hotel","(blank parent)",Open,Jamaica
rec020A9XEypsxgKS,"Hotel El Costeno","(blank parent)",Open,Nicaragua
rec020eCvfQVcS1XA,"Klee International Hotel","(blank parent)",Open,Uruguay
rec022VIYxisrXAgH,"ibis Bogota Calle 80","AccorHotels",Pipeline,Colombia
rec02DxnQ308RjJPR,"Hotel Vasco","(blank parent)",Open,Mexico
rec02E7xPBIQlPdqZ,"Hilton Garden Inn Ica","Hilton Worldwide",Pipeline,Peru
rec02Fl5fQw6Pct3O,"ibis Barra Dos Garcas","AccorHotels",Pipeline,Brazil
rec02I8V3qaZerECv,"Hotel Marquez Del Sol","(blank parent)",Open,Mexico
rec02R8IjABu0WrMs,"Hotel Lossandes","(blank parent)",Open,Mexico
rec02YLC3ikzYumzU,"Hotel America","(blank parent)",Open,Argentina
rec02gkdLLUcRhnZ9,"Confort Ejecutivo Suites Valle","(blank parent)",Open,Mexico
rec02xliVdekC0QlF,"Memories Jibacoa Resort","Blue Diamond Resorts",Open,Cuba
rec03VLoPzB8QyORx,"Selina Paratay","Selina Management Panama, S.A.",Open,Brazil
rec03ZiG2RZXZOyEs,"Playabachata Spa Resort","(blank parent)",Open,Dominican Republic
rec03qQi9P0HOMOJI,"Amazon Walker Hostel","(blank parent)",Open,Peru
rec03qpAv1PaeX29G,"Alsol Tiara Cap Cana","(blank parent)",Open,Dominican Republic
rec03u3fVAw26j8Ys,"Tamarind Reef Resort Spa & Marina","(blank parent)",Open,US Virgin Islands
rec03xQpLdBPXVviF,"Excel Hotel","(blank parent)",Open,Guatemala
rec04I6BUvG8FZ48L,"Gran Estanplaza Berrini","(blank parent)",Open,Brazil
rec04d4esAuk0GY8i,"Selina Bocas Del Toro","Selina Management Panama, S.A.",Open,Panama
rec04u1lL9DhwUPnP,"Hotel Continental Altamira","(blank parent)",Open,Venezuela (Bolivarian Republic of)
rec05DGCtWsiG8yRJ,"Hostal Loanka","(blank parent)",Open,Peru
rec05TpYZNgiBPhKp,"Bahia Chac Chi","(blank parent)",Open,Mexico
rec05XiZxVtUNdrCl,"Novum Hotel","(blank parent)",Open,Argentina
rec05cccjFepUbJLc,"Comodoro Apartmentos","(blank parent)",Open,Argentina
rec05syRtQavFtJWQ,"Parador Del Cortijo","(blank parent)",Open,Mexico
rec0672UkSDEZzWMo,"San Agustin Plaza Hotel","(blank parent)",Open,Peru
rec06JGiRTnf8WnHB,"Posada 21 Oranges","(blank parent)",Open,Argentina
rec06JsVpHaQ3xzOW,"Wyndham Alltra Playa del Carmen Adults Only All Inclusive","Wyndham Hotels & Resorts",Open,Mexico
rec071FD2qpY3Bi6h,"Hospedaje Jairito","(blank parent)",Open,Peru
rec07KXegtmhxUre9,"El Maragato","(blank parent)",Open,Costa Rica
rec07hHA9DxXuyPj2,"Hotel San Jose Plaza","(blank parent)",Open,Colombia
rec07kR41m8VH0b57,"Aruba's Life Vacation Residences","(blank parent)",Open,Aruba
rec07wghwoYaFhHMA,"H2O Life Style Resort","(blank parent)",Open,Turks and Caicos Islands
rec08BnIKFhhWhuzm,"Hotel Rural La Esperanza","(blank parent)",Open,Colombia
rec08cYUD0LYpiBwE,"Fiesta Inn Nogales","Grupo Posadas, S.A.B. DE C.V.",Open,Mexico
rec08lPYwFcObKPl7,"La Cangreja Lodge","(blank parent)",Open,Costa Rica
rec08r4SVNycTJzDt,"Sugar Mill Hotel","(blank parent)",Open,British Virgin Islands
rec08tcDFwbq9PF3D,"Hotel Caribe Princess by Cyan","(blank parent)",Open,Colombia
rec09INI6rQQHdHqF,"Airam Hotel Brasilia","(blank parent)",Open,Brazil
rec09Rq9xls2lhxW0,"Venit Mio Hotel","(blank parent)",Open,Brazil
rec09UhJu8wD6JPHP,"Lake Side Apart Hotel","(blank parent)",Open,Brazil
rec09gltEF10dvTy8,"Olimpo Court Hotel","(blank parent)",Open,Puerto Rico
rec09hIMClfPpoSb1,"Holiday Inn Express & Suites Puerto Penasco","IHG Hotels & Resorts",Pipeline,Mexico
rec0AJKnN5GefNlmn,"Hotel Zalmedina","(blank parent)",Open,Colombia
rec0Bz6PcgvXTti4z,"Hotel Prim","(blank parent)",Open,Mexico
rec0BzvEN4aZhA5Oz,"Carmelita's Village Caraibe","(blank parent)",Open,Guadeloupe
rec0C75NQ3Jvw7KTe,"Mammee Bay Villas","(blank parent)",Open,Jamaica
rec0CMNdZMZ8VfjyL,"Rio Serrano Hotel + Spa","(blank parent)",Open,Chile
rec0Ca6ZVCbIxkwDW,"Holiday Inn Express San Juan Condado","IHG Hotels & Resorts",Open,Puerto Rico
rec0CfiRs1VI9QiTi,"Hotel Horizontes Los Jazmines","(blank parent)",Open,Cuba
rec0Cj4T6ohsri0J6,"Hotel Central Cordoba","(blank parent)",Open,Argentina
rec0CnGSGAr6u6cYQ,"Sofitel Buenos Aires Recoleta","AccorHotels",Open,Argentina
rec0Ct1YQeMREb0KA,"Belem Soft Hotel","(blank parent)",Open,Brazil
rec0CtlFrpIouqhhH,"Rancho Hotel","(blank parent)",Open,Mexico
rec0DNmH1FrWTwfGv,"Don Giovanni Balinese Suites Y Gelateria","(blank parent)",Open,Peru
rec0DYGC1iA2IONfi,"ibis Uruguaiana","AccorHotels",Pipeline,Brazil
rec0DeJ2QKwzRMvec,"Park Hyatt Cancun","Hyatt Hotels Corporation",Pipeline,Mexico
rec0E7seor47USrCj,"ibis Styles Confins Aeroporto","AccorHotels",Open,Brazil
rec0EIAO6lh7xUkSM,"Hotel Verde Mar","(blank parent)",Open,Colombia
rec0EIAxddL40SDg1,"Hotel Mision Patzcuaro Centro Historico","(blank parent)",Open,Mexico
rec0EaAIrokgmuAJH,"Casona D Usaquen Hotel Boutique","(blank parent)",Open,Colombia
rec0EpqT5eOpSeqle,"Comfort Hotel Sao Caetano","Choice Hotels International, Inc.",Open,Brazil
rec0EsdUkXiVjfdLF,"Hotel Villa De Leon","(blank parent)",Open,Mexico
rec0EtlgUPwXkle9R,"Hotel Loberias del Sur","(blank parent)",Open,Chile
rec0FOvvWhaCML8TP,"Hotel EL Gran Marques","(blank parent)",Open,Peru
rec0Fe4m0j6ihtm3z,"Del Prado Inn","(blank parent)",Open,Peru
rec0FprPHKudKfreK,"Taua Resort & Convention Atibaia","(blank parent)",Open,Brazil
rec0Fz0CzYMEX7Aui,"Melia Habana","Melia Hotels International, S.A",Open,Cuba
rec0GCeWJdhNWYxlO,"A Stones Throw Away","(blank parent)",Open,Bahamas
rec0GGjEzWVAN2gKo,"Farol da Ilha Hotel","(blank parent)",Open,Brazil
rec0GZJ42zUyXO9iv,"Hotel Ker Alberte","(blank parent)",Open,French Guiana
rec0HOcTlWtRuBKES,"Dan Inn Premium Campos do Jordão","Nacional Inn Hotéis",Open,Brazil
rec0Hhvvtzi7kKV94,"Casa Morales Hotel Internacional y Centro de Convenciones","(blank parent)",Open,Colombia
rec0HlTvnPXQ81tuO,"Lang Palace Hotel","(blank parent)",Open,Brazil
rec0IJkGwTkWEwWeq,"Hotel San Jose Plaza","(blank parent)",Open,Colombia
rec0IOc8TdmuT4YGS,"Turrance Green Hotel","(blank parent)",Open,Brazil
rec0Ip0kM400gsUMI,"Novo Grande Hotel","(blank parent)",Open,Brazil
rec0JFduRjcBhHhgj,"Hotel Libertad","(blank parent)",Open,Cuba
rec0JIZ67hrChoD90,"Posada San Pablo","(blank parent)",Open,Mexico
rec0JTDomaba2zwdw,"Hotel Penasco Del Sol","(blank parent)",Open,Mexico
rec0JfzzyjTbkY1kj,"whala!bavaro","Horrach Moya (HM) Hotels",Open,Dominican Republic
rec0Jh4iG9oQDS3gb,"Sumaq Machu Picchu Hotel","(blank parent)",Open,Peru
rec0K7UUn2Fc2ODno,"ibis Styles Manaus","AccorHotels",Open,Brazil
rec0KFfggoQ1cNiPq,"Smart Hotel Montevideo","(blank parent)",Open,Uruguay
rec0KV3UdY5HqCNrA,"Hotel San Miguel","(blank parent)",Open,Mexico
rec0KWqivebRoDMTb,"Hosteria Linares","(blank parent)",Open,Argentina
rec0KlAjSzRM2Pnjp,"Isla Marisol Resort","(blank parent)",Open,Belize
rec0KtpDHEP3pg3R9,"Las Dunas Hotel Suites","(blank parent)",Open,Mexico
rec0LBMx6UVtAE3OM,"ibis Parauapebas","AccorHotels",Open,Brazil
rec0LQx3L8udhMQ6Y,"Hostel Sosa Haus","(blank parent)",Open,Argentina
rec0LhZgbkkhiRiUB,"Kanantik Reef & Jungle Resort","(blank parent)",Open,Belize
rec0LnjolCKM6Kq0V,"Country Country","(blank parent)",Open,Jamaica
rec0MWwlPiU6hYJqY,"InterCity Manaus","ICH administracao de hoteis SA",Open,Brazil
rec0NiMmKw7oNFNiG,"Da Espera Pousada","(blank parent)",Open,Brazil
rec0OIheZh5mbHK1b,"Hotel Mision Express Merida Altabrisa","(blank parent)",Open,Mexico
rec0Oc4EyUoZ6R4K9,"Hotel Del Angel","(blank parent)",Open,Mexico
rec0OtHUa4LbqMG1U,"San Agustin Riviera Hotel","(blank parent)",Open,Peru
rec0P9lJwQkNpjDHS,"Hotel El Raizon","(blank parent)",Open,Nicaragua
rec0PBlFbWfk6FfFv,"Hotel Suites Jordan","(blank parent)",Open,Mexico
rec0PuUq4dag2PY13,"Melia Marina Varadero Hotel","Melia Hotels International, S.A",Open,Cuba
rec0Pva6H4fgxGDXW,"Mashpi Lodge","(blank parent)",Open,Ecuador
rec0Q3DtvmU7vOtxN,"Balcon Del Mar","(blank parent)",Open,Costa Rica
rec0QCpahQsWpv6bl,"Hotel Mio","(blank parent)",Open,Panama
rec0QrYdFkt2gZlJq,"Hotel Yare Hotel","(blank parent)",Open,Costa Rica
rec0QxzOwybDCYZcP,"Hotel Santiago","(blank parent)",Open,Brazil
rec0RANglIWIAoBwm,"We Hotel Acapulco","(blank parent)",Open,Mexico
rec0RQrqmB3xfDqcy,"Barcelo Solymar","Barceló Hotel Group",Open,Cuba
rec0Rcguy4VZ8hqoB,"Beach Class Residence","(blank parent)",Open,Brazil
rec0Re2gNQAHyHwuc,"Hotel Yuldama Rodadero Inn","(blank parent)",Open,Colombia
rec0RhriqcCpFJs5o,"NH Monterrey La Fe","Minor Hotel Group Limited",Open,Mexico
rec0RtswOba6inGAb,"Hotel Catama Real","(blank parent)",Open,Colombia
rec0RwaOPw3C8Yw2c,"Victoria Villa Curitiba","(blank parent)",Open,Brazil
rec0SrgsSvbl62Hgp,"Hotel Marbella","(blank parent)",Open,Mexico
rec0TJXu89bzNaiPG,"Sunscape Sabor Cozumel Resort & Spa","Hyatt Hotels Corporation",Open,Mexico
rec0Tm8fSkzsJ16mk,"San Carlos Plaza Hotel Beach & Convencion Center","(blank parent)",Open,Mexico
rec0TuTep1BwKyW9M,"NH Buenos Aires City","Minor Hotel Group Limited",Open,Argentina
rec0UAuHTGVJ9AnDK,"Casa Andina Select Tacna","Casa Andina Hoteles",Open,Peru
rec0V5cNNtuM6RYJ3,"Pullman Hotel Casino City Center Rosario","AccorHotels",Open,Argentina
rec0VggMjn258s9pU,"Condo Casa Inn Aparthotel","(blank parent)",Open,Costa Rica
rec0WBj2bFEGDEXrM,"Hotel Mousai Cancun","(blank parent)",Open,Mexico
rec0WWuSstmemCD91,"Sandyport Beaches Hotel & Resort","(blank parent)",Open,Bahamas
rec0WZgqrSukO7QR7,"Hotel & Mirador Los Apus","(blank parent)",Open,Peru
rec0WcZ8ViaAORvjl,"Himmelblau Palace Hotel","(blank parent)",Open,Brazil
rec0Wf2DPlAiVDJjm,"Craggy Nook Villas","(blank parent)",Open,Barbados
rec0WzjFxqPddu9Mw,"TRYP by Wyndham Manaus","Wyndham Hotels & Resorts",Open,Brazil
rec0X0HTIqfT8Zxyf,"Hotel Montejo Palace","(blank parent)",Open,Mexico
rec0X1PiSSYzc6Ur5,"Be Trimos Hotel Buenos Aires","(blank parent)",Open,Argentina
rec0X2vHvSqQRh18F,"Aristos Express Huejotzingo","Aristos Hotels",Open,Mexico
rec0XMXaXzlE0A49F,"Courtyard by Marriott Roseau Dominica","Marriott International",Pipeline,Dominica
rec0XTHnOdX9x1jT2,"Ambergris Lake Villas","(blank parent)",Open,Belize
rec0XZ5WjqaIZL6Cy,"New Life Piracicaba by Atlantica","(blank parent)",Open,Brazil
rec0XrUZsGvKhEk8x,"Bocawina Rainforest Resort & Adventures","(blank parent)",Open,Belize
rec0Y4n4RjqgwFk63,"El Presidente Acapulco Hotel","(blank parent)",Open,Mexico
rec0YGDukPUg0BPKc,"Hotel Cubanacan Comodoro","(blank parent)",Open,Cuba
rec0YiU1dDLDUItIS,"Hacienda Suites","(blank parent)",Open,Dominican Republic
rec0Ylbcx3jnGNBnk,"Steel Valley Hotel","(blank parent)",Open,Brazil
rec0Yn6EOwW7u1jfu,"Barbados Beach Club","(blank parent)",Open,Barbados
rec0YqLR4c475kcVH,"Hotel Cristal Palace","(blank parent)",Open,Brazil
rec0YsvcIPTwBQ9fY,"Australis Paradise Carilo","(blank parent)",Open,Argentina
rec0Z3KDZDLYLjyQF,"Comfort Hotel Sertaozinho","Choice Hotels International, Inc.",Open,Brazil
rec0Z4Mw5MwNRclJD,"Jandal Hotel","(blank parent)",Open,Mexico
rec0ZOAXMmltzGCIo,"Little Cayman Beach Resort","(blank parent)",Open,Cayman Islands
rec0ZZS3WRQNfTqFc,"Dreams Macao Beach Punta Cana","Hyatt Hotels Corporation",Open,Dominican Republic
rec0ZbFhrgpAeK2Ml,"ibis budget Santos Gonzaga","AccorHotels",Open,Brazil
rec0ZkjfOydOz7eqT,"St Christopher's Hotel","(blank parent)",Open,Belize
rec0a0ReRaeFiagMH,"El Castillo Hotel","(blank parent)",Open,Argentina
rec0a2qbDPJNQJkOt,"Gran Hotel Colonial del Sureste","(blank parent)",Open,Mexico
rec0aAYvSo8RHTpMa,"Novotel Itu Terras de Sao Jose Golf & Resort","AccorHotels",Open,Brazil
rec0aGaS532FdlBLw,"Best Western Centro Cadereyta","BWH Hotels",Open,Mexico
rec0aSFDee5jfbJbt,"Celebration Resort Olímpia","(blank parent)",Open,Brazil
rec0aZdqroWMH5Y1U,"Be Mate Medellín","Be Mate Global S.L.",Open,Colombia
rec0aasxB3kfvUGk5,"Comfort Inn Queretaro Tecnologico","Choice Hotels International, Inc.",Open,Mexico
rec0avI2bPcokx5NC,"Puerta Del Mar Hotel","(blank parent)",Open,Mexico
rec0b8O7mzKstxHU6,"Prospect Reef Resort","(blank parent)",Open,British Virgin Islands
rec0bRabrIAmrBAQY,"George V Alto De Pinheiros Hotel","(blank parent)",Open,Brazil
rec0bdN8mI2bu40d2,"Decameron Isleno","Decameron All-Inclusive Hotels & Resorts",Open,Colombia
rec0bfWH3owSpSyGg,"Hotel Casa Lidia","(blank parent)",Open,Mexico
rec0cEgWjitXrhOsM,"Indian Creek Lodge","(blank parent)",Open,Belize
rec0cFMj49H9A3UVv,"Mantovani Hotel","(blank parent)",Open,Brazil
rec0cXhMpVuZBINzj,"Gran Corona Hotel","(blank parent)",Open,Brazil
rec0d8qAfiRSB0li7,"O2 Beach Club & Spa","(blank parent)",Open,Barbados
rec0dFiTfBENiiOCk,"Hotel Suites Reforma 374","(blank parent)",Open,Mexico
rec0dar0GlgAtCsYh,"Falling Leaves Lodge","(blank parent)",Open,Belize
rec0dd2rE42W2y6BN,"Apart Hotel Continental","(blank parent)",Open,Argentina
rec0ddaReQzZrYnhT,"Hotel Ritz Continental","(blank parent)",Open,Guatemala
rec0dkSyfIy7Mz6L1,"The Prestige Hotel","(blank parent)",Open,Jamaica
rec0dyAAd0Yk9zHiV,"Hoteles MS Ciudad Jardin","Hoteles MS",Open,Colombia
rec0e3PJ7s5jIEdZq,"Hotel Tenda","(blank parent)",Open,Brazil
rec0e7KysKVeoviVE,"Ritz Apart Hotel","(blank parent)",Open,Bolivia
rec0ehS6HU2lUPWSt,"Sonder Aria","(blank parent)",Open,Mexico
rec0etVuY69aqFKSm,"Slaviero São Paulo Moema","(blank parent)",Open,Brazil
rec0eyu7dG53MubrE,"Maison Du Soleil","(blank parent)",Open,Peru
rec0f4BKfNltGwB1w,"Rancho Grande Inn","(blank parent)",Open,Guatemala
rec0fDRnXbfkLaBIC,"Hotel Genova Centro","(blank parent)",Open,Colombia
rec0fTRQAiDmbdB79,"Hostal San Javier","(blank parent)",Open,Mexico
rec0fg0gyWVJPltoh,"Hotel Ordono","(blank parent)",Open,Cuba
rec0gMcPIOIQ6zZvH,"Hostel Park Iguazu","(blank parent)",Open,Argentina
rec0gMeyE9QhTaaQl,"Dreams Playa Mujeres Golf & Spa Resort","Hyatt Hotels Corporation",Open,Mexico
rec0gY2AlLNDx0Jbc,"Hotel Villa Ines","(blank parent)",Open,Argentina
rec0gjjMp69OYK06x,"Quinta Real Acapulco","Hoteles Camino Real",Open,Mexico
rec0h0lXohVWmGv0F,"Hotel Real Rex","(blank parent)",Open,Mexico
rec0h2JAAfd7qZilI,"Avid Fresnillo","IHG Hotels & Resorts",Open,Mexico
rec0h9R9VCVrbDrA9,"Hotel Pueblo Dorado","(blank parent)",Open,Costa Rica
rec0hAss1MVvoaOBE,"Staybridge Suites Guadalajara Sur","IHG Hotels & Resorts",Pipeline,Mexico
rec0hPizSxAw3vA9N,"Nacional Inn São Carlos","Nacional Inn Hotéis",Open,Brazil
rec0ha4cHKAQ9eZrT,"Hotel Guadalupe Express","(blank parent)",Open,Mexico
rec0hbrjqZPDO8vFs,"Hotel Piscis & Spa","(blank parent)",Open,Argentina
rec0hmx2Ce8IUSD6C,"Hotel Marques Del Mar","(blank parent)",Open,Argentina
rec0iA66XFtOTABhM,"Hotel Vila Rica Porto Velho","(blank parent)",Open,Brazil
rec0iBRzajZUzl58N,"Capital O Los Angeles","OYO Rooms",Open,Mexico
rec0iLWjbn56Av46p,"Hotel Meridano","(blank parent)",Open,Mexico
rec0iQYDhYUTScg10,"Hotel Pension Delfin","(blank parent)",Open,Mexico
rec0if6yRXdVBnxP4,"Salinas Maragogi All Inclusive Resort","(blank parent)",Open,Brazil
rec0ii2rB7cgaAE6s,"Esplendor Bavaro","Wyndham Hotels & Resorts",Pipeline,Dominican Republic
rec0in5Qna8oMxzuQ,"Radhoo Tulum","(blank parent)",Open,Mexico
rec0irO2NjqVg4h47,"Palace Le Blanc Los Cabos","Palace Resorts",Open,Mexico
rec0jBxP2IhRHAjZR,"Coco Beach Resort","(blank parent)",Open,Belize
rec0jPhZQl9iOoaUT,"Hotel Montealegre","(blank parent)",Open,Chile
rec0jQ1CymQ3M1GRi,"ibis Cuiaba Shopping Hotel","AccorHotels",Open,Brazil
rec0jjouWJTgweK9v,"Bogotá Plaza Hotel","(blank parent)",Open,Colombia
rec0joKURD0PVm0A6,"Guana Bay Beach Villas","(blank parent)",Open,Sint Maarten (Dutch part)
rec0k03CgJpUg6NNy,"Sol Ipanema Hotel","(blank parent)",Open,Brazil
rec0kCMGRAFmqzGHF,"Nuevo City Hotel","(blank parent)",Open,Argentina
rec0laZC6oJt8bmXo,"Golden Park Internacional Foz & Convenções","Nacional Inn Hotéis",Open,Brazil
rec0m0tXz92PiN0Fp,"Bristol Easy Hotel Reta Da Penha","Allia Hotels",Open,Brazil
rec0mAvDzQ9FxOhJP,"Sunshine Village Complex","(blank parent)",Open,Jamaica
rec0mqktE9ySxSbBC,"GIO Suites Bogota","(blank parent)",Open,Colombia
rec0mwr7EJqCW2ftV,"Hotel Bambito By Faranda Boutique, A Member Of Radisson Individuals","Choice Hotels International, Inc.",Open,Panama
rec0nY0f7EN6cJInQ,"Holiday Inn Express Tapachula","IHG Hotels & Resorts",Open,Mexico
rec0nr3go3duAiwne,"Hotel Des Roches","(blank parent)",Open,French Guiana
rec0nsHuBLGwGXdxP,"Apartotel Los Yoses","(blank parent)",Open,Costa Rica
rec0o4PhBb8UbK4ir,"Los Leones Hotel Boutique","(blank parent)",Open,Peru
rec0obcTlz50FguyL,"Red Carpet Inn Nassau","Hospitality International, Inc.",Open,Bahamas
rec0oe7a3AjRtlDh2,"El Hotel Del Lago Golf & Art Resort","(blank parent)",Open,Uruguay
rec0ou46JvsN29TeE,"La Fuente Hotel Saltillo","(blank parent)",Open,Mexico
rec0qBaP8Zef789WK,"LP Los Portales Hoteles Piura","(blank parent)",Open,Peru
rec0qZc0QaD4nCy4v,"Hyatt Centric Campestre Leon","Hyatt Hotels Corporation",Open,Mexico
rec0qlntC7f5945Bi,"Paraiso De Colon","(blank parent)",Open,Dominican Republic
rec0rCjxu1LWCgXNj,"Holiday Inn Ponce & Tropical Casino","IHG Hotels & Resorts",Open,Puerto Rico
rec0rP5TYaNyE03JH,"Tierra Viva Miraflores Mendiburu","Tierra Viva Hoteles",Open,Peru
rec0sGOuN5GW4cCPj,"The Bannister Hotel","(blank parent)",Open,Dominican Republic
rec0stj3r4d5Ep8sW,"Hotel Altos De Balcarce","(blank parent)",Open,Argentina
rec0tDucGjaHhdT8b,"HTL 9 De Julio Buenos Aires","(blank parent)",Open,Argentina
rec0tIVb0AjhOjA1U,"Tannenhof Hotel","(blank parent)",Open,Brazil
rec0tOlZg1ZkgkL1N,"Hotel Regal Pacific Buenos Aires","(blank parent)",Open,Argentina
rec0tPBG7k1lK6ECD,"Transamerica Fernandopolis","(blank parent)",Open,Brazil
rec0tquO6GDwBv6Ke,"Ramada Ushuaia","Wyndham Hotels & Resorts",Pipeline,Argentina
rec0ucWjrRvd1KNnu,"Fiesta Resort","(blank parent)",Open,Costa Rica
rec0upjcu66eH0vXl,"Hotel Portal Del Sol","(blank parent)",Open,Paraguay
rec0urn07sdi65W3g,"Hotel Casa Normandia","(blank parent)",Open,Colombia
rec0uvxUNkLqyH4cP,"Hotel Augustus","(blank parent)",Open,Argentina
rec0uwIG35tHcRglh,"Pietermaai Boutique Hotel","(blank parent)",Open,Curaçao
rec0vCx4z9LOw1rar,"Eden Roc at Cap Cana","(blank parent)",Open,Dominican Republic
rec0vMKARrW2XYW6O,"Marigot Beach Club Hotel","(blank parent)",Open,Saint Lucia
rec0ve2qdZVuDpnRY,"Nacional Inn Sorocaba","Nacional Inn Hotéis",Open,Brazil
rec0vf7PoiwI76ffK,"Hotel Bristol","(blank parent)",Open,Argentina
rec0vmLZuycN9b41V,"Estancia Fangio Balcarce By Hoteles","(blank parent)",Open,Argentina
rec0vo8PnnwwlT9Zu,"Hotel Raquel","(blank parent)",Open,Cuba
rec0wC8SZI1XcJOQo,"OYO Hotel Colon Express","(blank parent)",Open,Mexico
rec0wCn5EypYxatbS,"Ocean El Faro, Punta Cana","H10 Hotels",Open,Dominican Republic
rec0whHIOuwjHHc5y,"Hotel & Restaurant Pekin","(blank parent)",Open,Chile
rec0xtIp9YOsmNYBB,"Fiesta Inn Monterrey Valle","Grupo Posadas, S.A.B. DE C.V.",Open,Mexico
rec0y7VZmxUPEHeXp,"Privillage Praia","(blank parent)",Open,Brazil
rec0yaH8rxcyfbTt0,"Magic Palace Hotel","(blank parent)",Open,Brazil
rec0ytWI7Yi6OvdvD,"The Alexandria Marquis Hotel and Resort","(blank parent)",Open,Belize
rec1024vvRUtp2ijt,"Hampton by Hilton Trinidad Airport","Hilton Worldwide",Pipeline,Trinidad and Tobago
rec106oWWFtnjhsJq,"Twin Towers Flat","(blank parent)",Open,Brazil
rec1076ULncI8Zt7D,"Gran Hotel Monaco","(blank parent)",Open,Argentina
rec10Os2Dw2qBuUxj,"Crowne Plaza Panama","IHG Hotels & Resorts",Open,Panama
rec10QI4fn47kDVHm,"Oft San Conrado Hotel","(blank parent)",Open,Brazil
rec10VBVtQEQdw3xM,"Hotel 198","(blank parent)",Open,Chile
rec10soU9OWrEqsMF,"American Inn Hotel & Suites","(blank parent)",Open,Mexico
rec114Xlx8gYvaSQ9,"Mercedes Rambla Hotel","(blank parent)",Open,Uruguay
rec11CWllVKCf50ms,"Charlie Girassol Vila Madalena","(blank parent)",Open,Brazil
rec11PMI5ZsdllAfb,"Albrook Inn","(blank parent)",Open,Panama
rec11yRBgfLOIjnKl,"Hampton by Hilton Lima Miraflores","Hilton Worldwide",Pipeline,Peru
rec12CgZ33WShUBMK,"Hotel Gran Casa Xalisco","(blank parent)",Open,Mexico
rec12L3cPLZdH1zNC,"Hotel Virrey Central","(blank parent)",Open,Colombia
rec12gWl1DXeCbpGH,"Hotel Virginia","(blank parent)",Open,Mexico
rec12qRmO4wqjX2HP,"Krystal Grand Insurgentes Sur","(blank parent)",Open,Mexico
rec132WIeVdlpais2,"Hotel Casablanca","(blank parent)",Open,Nicaragua
rec136IfsLvsD8kFS,"Tierra Viva Trujillo","Tierra Viva Hoteles",Open,Peru
rec13J4OE3x5ZsYI0,"Bahiamarela Boutique Hotel","(blank parent)",Open,Brazil
rec13d7HzQMlid0vb,"Hotel San Martin","(blank parent)",Open,Colombia
rec13rRFzp0u4frpY,"Gamma Pachuca","Grupo Posadas, S.A.B. DE C.V.",Open,Mexico
rec13zSeRW0mlRmxi,"Costa Del Sol Wyndham Hotel Cajamarca","Wyndham Hotels & Resorts",Open,Peru
rec140BKMe7Qyop01,"Secrets St. James Montego Bay","Hyatt Hotels Corporation",Open,Jamaica
rec14D3dfT78qhiMY,"Morgans Rock Hotel","(blank parent)",Open,Nicaragua
rec14MzA4gWJ7XZNR,"Hotel Oro Viejo","(blank parent)",Open,Peru
rec14rO2PW7H6h2aH,"Serena Hotel & Spa","(blank parent)",Open,Mexico
rec15DjH0PtWGLx0F,"Cabanas Aldea Nevada","(blank parent)",Open,Argentina
rec15VGEDaFaW3IvU,"Brisamar Suite Hotel","(blank parent)",Open,Brazil
rec15YOuQwt0i07P2,"Hotel Plaza Solis","(blank parent)",Open,Mexico
rec15mdo9gsMgJjBO,"Hotel Santa Marta Real","(blank parent)",Open,Colombia
rec15urWqSS0SThE9,"Vilage Inn All Inclusive Pocos De Caldas","(blank parent)",Open,Brazil
rec16VvpnHFzqHFyK,"Hosteria Mola","(blank parent)",Open,Argentina
rec16ak3AbTv5BAM5,"Hotel Arenal","(blank parent)",Open,Bolivia
rec16fn7ARlvU2pFU,"Hotel Lagoa E Mar","(blank parent)",Open,Brazil
rec16v864HljtaGB0,"Hotel Harbor","(blank parent)",Open,Argentina
rec17BSMumNe79WZd,"Rosa's Hotel","(blank parent)",Open,Belize
rec17Vm8o5kIaslXB,"ibis Pouso Alegre","AccorHotels",Pipeline,Brazil
rec17kPGjQR1tMtIG,"Hotel La Casa De Mamapan","(blank parent)",Open,El Salvador
rec17tBz307FMJI6Q,"Foote Prints On The Sands Hotel","(blank parent)",Open,Jamaica
rec18FJqh5kpZaAdn,"Bogota Belle Epoque","(blank parent)",Open,Colombia
rec18FKMXPfw1kpck,"Captain Oliver's Hotel","(blank parent)",Open,Saint-Martin (French part)
rec19HmsYqezGPpwl,"Sunset Royal Resort","(blank parent)",Open,Mexico
rec19j4wfUV7QSmRK,"Amerian Executive Mendoza Hotel","Ambiente S.A",Open,Argentina
