recordId,name,country,city,currentMarket,currentSubmarket,proposedMarket,proposedSubmarket,reason,confidence,source,issues
rec7A7F7ry7GFIPDH,Hotel Ciudad De David,Panama,David,Panama Provincial,Boquete / Highlands,Panama,,city_country_mode_market_over_str_provincial,Medium,census_city_mode,
rec8L1Kc0D2S0hJTZ,Sand Diamond Hotel,Panama,Colon,Panama Provincial,Canal / Logistics Corridor,Panama,,city_country_mode_market_over_str_provincial,Medium,census_city_mode,
recG4fIejQRdfUNIm,Hampton by Hilton David,Panama,David,Panama Provincial,Boquete / Highlands,Panama,,city_country_mode_market_over_str_provincial,Medium,census_city_mode,
recLRpsVue5nfZtQn,Aranjuez Hotel & Suites,Panama,David,Panama Provincial,Boquete / Highlands,Panama,,city_country_mode_market_over_str_provincial,Medium,census_city_mode,
recNI8LorBx40W2Wg,Crowner Hotel David,Panama,David,Panama Provincial,Boquete / Highlands,Panama,,city_country_mode_market_over_str_provincial,Medium,census_city_mode,
recUos0waakyBIW56,La Casa Corazon,Panama,Bocas del Toro,Panama Provincial,Bocas del Toro,Panama,,city_country_mode_market_over_str_provincial,Medium,census_city_mode,market_not_dominant_for_submarket
recWS8UI4a3c9l2a9,Villa Marina Lodge & Condos,Panama,Panama,Panama Provincial,Panama City,Panama City,,city_country_mode_market_over_str_provincial,Medium,census_city_mode,
recZqanQH5Vcny0Yq,Grand Isle Resort & Spa,Bahamas,Georgetown,Bahamas Regional,Other,Bahamas,,city_country_mode_market_over_str_provincial,Medium,census_city_mode,market_not_dominant_for_submarket
receS73X2KHbJgJQJ,French Leave Resort Autograph Collection,Bahamas,Governor's Harbour,Bahamas Regional,Other,Bahamas,,city_country_mode_market_over_str_provincial,Medium,census_city_mode,market_not_dominant_for_submarket
rechxY4HNHwfCne17,Andaz Mexico City Condesa,Mexico,Cuauhtemoc,Mexico Central North,Mexico City,Mexico City,,str_excel_market_submarket,High,str_excel,market_not_dominant_for_submarket
reci3bR0tOtvGHTHK,Hotel F Sur Inn,Panama,Panama,Panama,Panama City,Panama City,,city_country_mode_market_over_str_provincial,Medium,census_city_mode,
reck6kndI098Zxnz7,Camberland Hotel & Suites Pilar,Argentina,Pilar,Argentina Provincial,Buenos Aires,Buenos Aires,,submarket_dominant_market,Medium,census_submarket_dominant_market,provincial_market_with_specific_submarket; market_not_dominant_for_submarket
recoGtHDVwFuuBngg,Hotel Boutique Finca Lerida,Panama,Boquete,Panama Provincial,Boquete / Highlands,Panama,,city_country_mode_market_over_str_provincial,Medium,census_city_mode,
rect6xTnJsjJyA6Ei,Radisson Colon 2000 Hotel & Casino,Panama,Colon,Panama Provincial,Canal / Logistics Corridor,Panama,,city_country_mode_market_over_str_provincial,Medium,census_city_mode,
