action,recordId,strId,sourceFile,rowNumber,fieldsUpdated,notes
updated,recnrgDoYQ0yvbN2o,298112,"Existing - Caribbean, South and Central America.xls:1112",,Market; Submarket; city; country; name,"{""Market"":""Dominican Republic"",""Submarket"":""Dominican Republic Regional"",""city"":""Manzanillo"",""country"":""Dominican Republic"",""name"":""Super 8 by Wyndham Manzanillo""}"
updated,recRHWxpwjJyWCaZ0,161227,"Existing - Caribbean, South and Central America.xls:1113",,Market; Submarket; city; country; name,"{""Market"":""Argentina Provincial"",""Submarket"":""Buenos Aires Provincial"",""city"":""Mar Del Plata"",""country"":""Argentina"",""name"":""NH Gran Hotel Provincial""}"
updated,recEYB9k2FUDda6YO,112365,"Existing - Caribbean, South and Central America.xls:1114",,Market; Submarket; city; country; name,"{""Market"":""Argentina Provincial"",""Submarket"":""Buenos Aires Provincial"",""city"":""Mar Del Plata"",""country"":""Argentina"",""name"":""Sheraton Hotel Mar Del Plata""}"
updated,recG75vaOGyIxXGJD,254968,"Existing - Caribbean, South and Central America.xls:1115",,Market; Submarket; city; country; name,"{""Market"":""Brazil Northeast"",""Submarket"":""Brazil Northeast Regional"",""city"":""Maracanau"",""country"":""Brazil"",""name"":""ibis Styles Maracanau""}"
updated,recaj7vAyxw3fkRZ9,236293,"Existing - Caribbean, South and Central America.xls:1116",,Market; Submarket; city; country; name,"{""Market"":""Venezuela"",""Submarket"":""Venezuela Regional"",""city"":""Maracay"",""country"":""Venezuela (Bolivarian Republic of)"",""name"":""Marriott Maracay Golf Resort""}"
updated,recs8E5zJp2ZE2bXX,309647,"Existing - Caribbean, South and Central America.xls:1117",,Market; Submarket; city; country; name,"{""Market"":""Brazil Northeast"",""Submarket"":""Brazil Northeast Regional"",""city"":""Maragogi"",""country"":""Brazil"",""name"":""Ibis Styles Maragogi""}"
updated,rec0if6yRXdVBnxP4,172650,"Existing - Caribbean, South and Central America.xls:1118",,Market; Submarket; city; country; name,"{""Market"":""Brazil Northeast"",""Submarket"":""Brazil Northeast Regional"",""city"":""Maragogi"",""country"":""Brazil"",""name"":""Salinas Maragogi All Inclusive Resort""}"
updated,recC8IRasSNRFrHBP,234101,"Existing - Caribbean, South and Central America.xls:1121",,Market; Submarket; city; country; name,"{""Market"":""Brazil Southeast"",""Submarket"":""São Paulo State Regional"",""city"":""Marilia"",""country"":""Brazil"",""name"":""ibis Marilia""}"
updated,rec5nO8M9tYocmFzi,156762,"Existing - Caribbean, South and Central America.xls:1122",,Market; Submarket; city; country; name,"{""Market"":""Brazil Southeast"",""Submarket"":""São Paulo State Regional"",""city"":""Marilia"",""country"":""Brazil"",""name"":""Sun Valley by Atlantica""}"
updated,recFhG9kOEsn9pliP,153862,"Existing - Caribbean, South and Central America.xls:1123",,Market; Submarket; city; country; name,"{""Market"":""Brazil South"",""Submarket"":""Brazil South Regional"",""city"":""Maringa"",""country"":""Brazil"",""name"":""Deville Business Maringa""}"
updated,rec7LFCNlA0nBflvh,140768,"Existing - Caribbean, South and Central America.xls:1124",,Market; Submarket; city; country; name,"{""Market"":""Brazil South"",""Submarket"":""Brazil South Regional"",""city"":""Maringa"",""country"":""Brazil"",""name"":""Ibis Maringa""}"
updated,recFUn7Tmkv6pVIrl,290028,"Existing - Caribbean, South and Central America.xls:1125",,Market; Submarket; city; country; name,"{""Market"":""Brazil South"",""Submarket"":""Brazil South Regional"",""city"":""Maringa"",""country"":""Brazil"",""name"":""Rio Hotel by Bourbon Maringa""}"
updated,recnXCxuwQEo6bMHC,164000,"Existing - Caribbean, South and Central America.xls:1126",,Market; Submarket; city; country; name,"{""Market"":""Belize"",""Submarket"":""Belize"",""city"":""Maskall"",""country"":""Belize"",""name"":""Abezza""}"
updated,reccVoQktnJnNAQNi,133485,"Existing - Caribbean, South and Central America.xls:1127",,Market; Submarket; city; country; name,"{""Market"":""Brazil Northeast"",""Submarket"":""Brazil Northeast Regional"",""city"":""Mata De Sao Joao"",""country"":""Brazil"",""name"":""Costa Do Sauipe""}"
updated,recUQBM5YVo1EdLNf,139059,"Existing - Caribbean, South and Central America.xls:1128",,Market; Submarket; city; country; name,"{""Market"":""Brazil Northeast"",""Submarket"":""Brazil Northeast Regional"",""city"":""Mata De Sao Joao"",""country"":""Brazil"",""name"":""Tivoli Ecoresort Praia do Forte""}"
updated,recoD3OvTkBFeDzFn,222659,"Existing - Caribbean, South and Central America.xls:1129",,Market; Submarket; city; country; name,"{""Market"":""Brazil Southeast"",""Submarket"":""São Paulo State Regional"",""city"":""Matao"",""country"":""Brazil"",""name"":""Matao by Mercure Hotel""}"
updated,recVONWdQFgfEs5G7,109085,"Existing - Caribbean, South and Central America.xls:1131",,Market; Submarket; city; country; name,"{""Market"":""Puerto Rico"",""Submarket"":""Puerto Rico Regional"",""city"":""Mayaguez"",""country"":""Puerto Rico"",""name"":""Holiday Inn Mayaguez & Tropical Casino""}"
updated,recKly8e46ovKaAEl,293174,"Existing - Caribbean, South and Central America.xls:1133",,Market; Submarket; city; country; name,"{""Market"":""Puerto Rico"",""Submarket"":""Puerto Rico Regional"",""city"":""Mayaguez"",""country"":""Puerto Rico"",""name"":""TRYP by Wyndham Mayaguez""}"
updated,recRxMMksm4OhtJoq,208401,"Existing - Caribbean, South and Central America.xls:1134",,Market; Submarket; city; country; name,"{""Market"":""Colombia Provincial"",""Submarket"":""Medellín"",""city"":""Medellin"",""country"":""Colombia"",""name"":""Art Hotel Medellin""}"
updated,recuLch5LxlcwSDBI,261667,"Existing - Caribbean, South and Central America.xls:1135",,Market; Submarket; city; country; name,"{""Market"":""Colombia Provincial"",""Submarket"":""Medellín"",""city"":""Medellin"",""country"":""Colombia"",""name"":""Binn Hotel""}"
updated,recU9enhuOHHG8oKL,236386,"Existing - Caribbean, South and Central America.xls:1137",,Market; Submarket; city; country; name,"{""Market"":""Colombia Provincial"",""Submarket"":""Medellín"",""city"":""Medellin"",""country"":""Colombia"",""name"":""City Express Plus by Marriott Medellin Colombia""}"
updated,recrXe92OxjU8ed2J,291019,"Existing - Caribbean, South and Central America.xls:1138",,Market; Submarket; city; country; name,"{""Market"":""Colombia Provincial"",""Submarket"":""Medellín"",""city"":""Medellin"",""country"":""Colombia"",""name"":""Elcielo Hotel & Restaurant""}"
updated,recrxRzZk6jpMShB7,208658,"Existing - Caribbean, South and Central America.xls:1139",,Market; Submarket; city; country; name,"{""Market"":""Colombia Provincial"",""Submarket"":""Medellín"",""city"":""Medellin"",""country"":""Colombia"",""name"":""Estelar Blue Hotel""}"
updated,recKH9aIgFwm3dLIj,208659,"Existing - Caribbean, South and Central America.xls:1140",,Market; Submarket; city; country; name,"{""Market"":""Colombia Provincial"",""Submarket"":""Medellín"",""city"":""Medellin"",""country"":""Colombia"",""name"":""Estelar Hotel Milla De Oro""}"
updated,recQVsqrsAaEN9pQs,255922,"Existing - Caribbean, South and Central America.xls:1142",,Market; Submarket; city; country; name,"{""Market"":""Colombia Provincial"",""Submarket"":""Medellín"",""city"":""Medellin"",""country"":""Colombia"",""name"":""ESTELAR Square Hotel""}"
updated,recjd6braWvL3gLgm,112371,"Existing - Caribbean, South and Central America.xls:1145",,Market; Submarket; city; country; name,"{""Market"":""Colombia Provincial"",""Submarket"":""Medellín"",""city"":""Medellin"",""country"":""Colombia"",""name"":""Four Points by Sheraton Medellin""}"
updated,recYeXrsdXxV3x8XV,317982,"Existing - Caribbean, South and Central America.xls:1146",,Market; Submarket; city; country; name,"{""Market"":""Colombia Provincial"",""Submarket"":""Medellín"",""city"":""Medellin"",""country"":""Colombia"",""name"":""Golden Valley Hotel""}"
updated,recdvilqvKRr4ZdBv,229739,"Existing - Caribbean, South and Central America.xls:1147",,Market; Submarket; city; country; name,"{""Market"":""Colombia Provincial"",""Submarket"":""Medellín"",""city"":""Medellin"",""country"":""Colombia"",""name"":""Hampton by Hilton Medellin""}"
updated,recVhLxT9bCB6YDr7,146830,"Existing - Caribbean, South and Central America.xls:1150",,Market; Submarket; city; country; name,"{""Market"":""Colombia Provincial"",""Submarket"":""Medellín"",""city"":""Medellin"",""country"":""Colombia"",""name"":""Holiday Inn Express Medellin""}"
updated,recYSyP3v3z564xH3,235220,"Existing - Caribbean, South and Central America.xls:1151",,Market; Submarket; city; country; name,"{""Market"":""Colombia Provincial"",""Submarket"":""Medellín"",""city"":""Medellin"",""country"":""Colombia"",""name"":""Hotel bh El Poblado""}"
updated,reccGPM9mgYiipLyB,164934,"Existing - Caribbean, South and Central America.xls:1152",,Market; Submarket; city; country; name,"{""Market"":""Colombia Provincial"",""Submarket"":""Medellín"",""city"":""Medellin"",""country"":""Colombia"",""name"":""Hotel Egina Medellin""}"
updated,recaGEJ1oCbw4q4Ul,208660,"Existing - Caribbean, South and Central America.xls:1153",,Market; Submarket; city; country; name,"{""Market"":""Colombia Provincial"",""Submarket"":""Medellín"",""city"":""Medellin"",""country"":""Colombia"",""name"":""Hotel Estelar Apartmentos Medellin""}"
updated,recVOpuNgjAQnqJSG,164479,"Existing - Caribbean, South and Central America.xls:1154",,Market; Submarket; city; country; name,"{""Market"":""Colombia Provincial"",""Submarket"":""Medellín"",""city"":""Medellin"",""country"":""Colombia"",""name"":""Hotel Poblado Alejandria""}"
updated,recnq8EEl2ftnCuLi,134313,"Existing - Caribbean, South and Central America.xls:1155",,Market; Submarket; city; country; name,"{""Market"":""Colombia Provincial"",""Submarket"":""Medellín"",""city"":""Medellin"",""country"":""Colombia"",""name"":""Hotel Poblado Plaza""}"
updated,reclQjYPz1vZAwFqy,233522,"Existing - Caribbean, South and Central America.xls:1156",,Market; Submarket; city; country; name,"{""Market"":""Colombia Provincial"",""Submarket"":""Medellín"",""city"":""Medellin"",""country"":""Colombia"",""name"":""Hotel Porton Medellin""}"
updated,recNP7nX7PXTxN1gS,217595,"Existing - Caribbean, South and Central America.xls:1158",,Market; Submarket; city; country; name,"{""Market"":""Colombia Provincial"",""Submarket"":""Medellín"",""city"":""Medellin"",""country"":""Colombia"",""name"":""ibis Medellin""}"
updated,rece6HZnm7ENxjj1k,236370,"Existing - Caribbean, South and Central America.xls:1164",,Market; Submarket; city; country; name,"{""Market"":""Colombia Provincial"",""Submarket"":""Medellín"",""city"":""Medellin"",""country"":""Colombia"",""name"":""Medellin Marriott Hotel""}"
updated,recGZ2PfYUyvkfp3T,164829,"Existing - Caribbean, South and Central America.xls:1165",,Market; Submarket; city; country; name,"{""Market"":""Colombia Provincial"",""Submarket"":""Medellín"",""city"":""Medellin"",""country"":""Colombia"",""name"":""NH Collection Medellin Royal Hotel""}"
updated,rec3gqiTjBYmryyrM,251533,"Existing - Caribbean, South and Central America.xls:1166",,Market; Submarket; city; country; name,"{""Market"":""Colombia Provincial"",""Submarket"":""Medellín"",""city"":""Medellin"",""country"":""Colombia"",""name"":""Novotel Medellin El Tesoro""}"
updated,rec7dPiNqzV0mmpGI,311440,"Existing - Caribbean, South and Central America.xls:1168",,Market; Submarket; city; country; name,"{""Market"":""Colombia Provincial"",""Submarket"":""Medellín"",""city"":""Medellin"",""country"":""Colombia"",""name"":""Selvario 36""}"
updated,recPx4UDmKqyPPm2k,226849,"Existing - Caribbean, South and Central America.xls:1169",,Market; Submarket; city; country; name,"{""Market"":""Colombia Provincial"",""Submarket"":""Medellín"",""city"":""Medellin"",""country"":""Colombia"",""name"":""The Charlee Hotel""}"
updated,recDm8Yd7cqY1NgLS,255969,"Existing - Caribbean, South and Central America.xls:1170",,Market; Submarket; city; country; name,"{""Market"":""Colombia Provincial"",""Submarket"":""Medellín"",""city"":""Medellin"",""country"":""Colombia"",""name"":""The Click Clack Hotel Medellin""}"
updated,recRaTHVABOuJMozH,290091,"Existing - Caribbean, South and Central America.xls:1175",,Market; Submarket; city; country; name,"{""Market"":""Colombia Provincial"",""Submarket"":""Medellín"",""city"":""Medellin"",""country"":""Colombia"",""name"":""TRIBE Medellin""}"
updated,recUUKbie4t0mxiQG,305550,"Existing - Caribbean, South and Central America.xls:1177",,Market; Submarket; city; country; name,"{""Market"":""Colombia Provincial"",""Submarket"":""Medellín"",""city"":""Medellin"",""country"":""Colombia"",""name"":""Wake""}"
updated,rec19j4wfUV7QSmRK,155763,"Existing - Caribbean, South and Central America.xls:1180",,Market; Submarket; city; country; name,"{""Market"":""Argentina Provincial"",""Submarket"":""Mendoza"",""city"":""Mendoza"",""country"":""Argentina"",""name"":""Amerian Executive Mendoza Hotel""}"
updated,recaibmQEjWFnKv6m,178092,"Existing - Caribbean, South and Central America.xls:1181",,Market; Submarket; city; country; name,"{""Market"":""Argentina Provincial"",""Submarket"":""Mendoza"",""city"":""Mendoza"",""country"":""Argentina"",""name"":""Diplomatic Hotel""}"
updated,recBx9uEYNGaknMdJ,199786,"Existing - Caribbean, South and Central America.xls:1182",,Market; Submarket; city; country; name,"{""Market"":""Argentina Provincial"",""Submarket"":""Mendoza"",""city"":""Mendoza"",""country"":""Argentina"",""name"":""Esplendor by Wyndham Mendoza""}"
updated,recL5AUBNnGkFGgrM,184935,"Existing - Caribbean, South and Central America.xls:1183",,Market; Submarket; city; country; name,"{""Market"":""Argentina Provincial"",""Submarket"":""Mendoza"",""city"":""Mendoza"",""country"":""Argentina"",""name"":""Hilton Mendoza""}"
updated,recjLSpBEWUP0s6TS,130775,"Existing - Caribbean, South and Central America.xls:1185",,Market; Submarket; city; country; name,"{""Market"":""Argentina Provincial"",""Submarket"":""Mendoza"",""city"":""Mendoza"",""country"":""Argentina"",""name"":""ibis Mendoza""}"
updated,recSBDEiCDyBIAKnL,135108,"Existing - Caribbean, South and Central America.xls:1186",,Market; Submarket; city; country; name,"{""Market"":""Argentina Provincial"",""Submarket"":""Mendoza"",""city"":""Mendoza"",""country"":""Argentina"",""name"":""NH Mendoza Cordillera""}"
updated,recWQkxeqX3iFXvvQ,136849,"Existing - Caribbean, South and Central America.xls:1187",,Market; Submarket; city; country; name,"{""Market"":""Argentina Provincial"",""Submarket"":""Mendoza"",""city"":""Mendoza"",""country"":""Argentina"",""name"":""Park Hyatt Mendoza""}"
updated,recr36OdTcgSpuMW6,152992,"Existing - Caribbean, South and Central America.xls:1188",,Market; Submarket; city; country; name,"{""Market"":""Argentina Provincial"",""Submarket"":""Mendoza"",""city"":""Mendoza"",""country"":""Argentina"",""name"":""Sheraton Hotel Mendoza""}"
updated,recIyvLhtv6j9K02A,140284,"Existing - Caribbean, South and Central America.xls:1189",,Market; Submarket; city; country; name,"{""Market"":""Argentina Provincial"",""Submarket"":""Argentina North Provincial"",""city"":""Merlo"",""country"":""Argentina"",""name"":""Howard Johnson Hotel & Convention Center by Wyndham Merlo""}"
updated,recaXHRBsrfec8NZa,266466,"Existing - Caribbean, South and Central America.xls:1190",,Market; Submarket; city; country; name,"{""Market"":""Dominican Republic"",""Submarket"":""Dominican Republic Regional"",""city"":""Miches"",""country"":""Dominican Republic"",""name"":""Club Med Miches Playa Esmeralda""}"
updated,recO0dqb6s8623LTI,305277,"Existing - Caribbean, South and Central America.xls:1191",,Market; Submarket; city; country; name,"{""Market"":""Dominican Republic"",""Submarket"":""Dominican Republic Regional"",""city"":""Miches"",""country"":""Dominican Republic"",""name"":""Dreams  Playa Esmeralda""}"
updated,rec27Gl2oh0ZpWTPx,285471,"Existing - Caribbean, South and Central America.xls:1197",,Market; Submarket; city; country; name,"{""Market"":""Lima"",""Submarket"":""Miraflores"",""city"":""Miraflores"",""country"":""Peru"",""name"":""Casa Andina Standard Benavides""}"
updated,recjBMuy4FI6bajCw,279240,"Existing - Caribbean, South and Central America.xls:1198",,Market; Submarket; city; country; name,"{""Market"":""Lima"",""Submarket"":""Miraflores"",""city"":""Miraflores"",""country"":""Peru"",""name"":""ibis budget Lima Miraflores""}"
updated,recSUtTbCWRjYhsUV,261541,"Existing - Caribbean, South and Central America.xls:1202",,Market; Submarket; city; country; name,"{""Market"":""Lima"",""Submarket"":""Miraflores"",""city"":""Miraflores"",""country"":""Peru"",""name"":""Radisson RED Miraflores""}"
updated,recwoBFjVxtFSuPs8,236147,"Existing - Caribbean, South and Central America.xls:1203",,Market; Submarket; city; country; name,"{""Market"":""Brazil Southeast"",""Submarket"":""São Paulo State Regional"",""city"":""Mogi das Cruzes"",""country"":""Brazil"",""name"":""Club Med Lake Paradise""}"
updated,reciPTc6ys4rNLn6t,214061,"Existing - Caribbean, South and Central America.xls:1204",,Market; Submarket; city; country; name,"{""Market"":""Brazil Southeast"",""Submarket"":""São Paulo State Regional"",""city"":""Mogi Das Cruzes"",""country"":""Brazil"",""name"":""ibis Mogi Das Cruzes""}"
updated,rec7O9qgI7zbuI7Pk,251222,"Existing - Caribbean, South and Central America.xls:1205",,Market; Submarket; city; country; name,"{""Market"":""Brazil Southeast"",""Submarket"":""São Paulo State Regional"",""city"":""Mogi Guacu"",""country"":""Brazil"",""name"":""Comfort Hotel Mogi Guacu""}"
updated,recYIYQJp4iCalwQE,259869,"Existing - Caribbean, South and Central America.xls:1206",,Market; Submarket; city; country; name,"{""Market"":""Brazil Southeast"",""Submarket"":""São Paulo State Regional"",""city"":""Mogi Mirim"",""country"":""Brazil"",""name"":""Bristol Zaniboni""}"
updated,rectoZPIWobWuiSyv,235302,"Existing - Caribbean, South and Central America.xls:1207",,Market; Submarket; city; country; name,"{""Market"":""Ecuador"",""Submarket"":""Ecuador Regional"",""city"":""Mompiche"",""country"":""Ecuador"",""name"":""Royal Decameron Mompiche""}"
updated,recGRbeNh9PnW7TCo,289916,"Existing - Caribbean, South and Central America.xls:1208",,Market; Submarket; city; country; name,"{""Market"":""Ecuador"",""Submarket"":""Ecuador Regional"",""city"":""Montanita"",""country"":""Ecuador"",""name"":""Howard Johnson by Wyndham Montanita""}"
updated,recdOb9sUDiDJZcLD,235303,"Existing - Caribbean, South and Central America.xls:1209",,Market; Submarket; city; country; name,"{""Market"":""Jamaica"",""Submarket"":""Jamaica"",""city"":""Montego Bay"",""country"":""Jamaica"",""name"":""Breathless Montego Bay Resort & Spa""}"
updated,rec8KsktMNIckF6CC,108830,"Existing - Caribbean, South and Central America.xls:1210",,Market; Submarket; city; country; name,"{""Market"":""Jamaica"",""Submarket"":""Jamaica"",""city"":""Montego Bay"",""country"":""Jamaica"",""name"":""Catalonia Montego Bay""}"
updated,recAbGPSHwsix0H9N,175184,"Existing - Caribbean, South and Central America.xls:1214",,Market; Submarket; city; country; name,"{""Market"":""Jamaica"",""Submarket"":""Jamaica"",""city"":""Montego Bay"",""country"":""Jamaica"",""name"":""Grand Palladium Jamaica Resort & Spa""}"
updated,reclk04I7lYcwgoJO,163538,"Existing - Caribbean, South and Central America.xls:1215",,Market; Submarket; city; country; name,"{""Market"":""Jamaica"",""Submarket"":""Jamaica"",""city"":""Montego Bay"",""country"":""Jamaica"",""name"":""Grand Palladium Lady Hamilton Resort & Spa""}"
updated,rectTtdrAHm9ZBQFs,219971,"Existing - Caribbean, South and Central America.xls:1216",,Market; Submarket; city; country; name,"{""Market"":""Jamaica"",""Submarket"":""Jamaica"",""city"":""Montego Bay"",""country"":""Jamaica"",""name"":""Hyatt Zilara Rose Hall""}"
updated,reco6ipevX5preizK,133189,"Existing - Caribbean, South and Central America.xls:1217",,Market; Submarket; city; country; name,"{""Market"":""Jamaica"",""Submarket"":""Jamaica"",""city"":""Montego Bay"",""country"":""Jamaica"",""name"":""Hyatt Ziva Rose Hall""}"
updated,recqMxr5LwTpR5WwG,108842,"Existing - Caribbean, South and Central America.xls:1218",,Market; Submarket; city; country; name,"{""Market"":""Jamaica"",""Submarket"":""Jamaica"",""city"":""Montego Bay"",""country"":""Jamaica"",""name"":""Round Hill Hotel & Villas""}"
updated,recqFnZyUXFb3OEX2,127970,"Existing - Caribbean, South and Central America.xls:1219",,Market; Submarket; city; country; name,"{""Market"":""Jamaica"",""Submarket"":""Jamaica"",""city"":""Montego Bay"",""country"":""Jamaica"",""name"":""S Hotel Montego Bay""}"
updated,rec140BKMe7Qyop01,177831,"Existing - Caribbean, South and Central America.xls:1220",,Market; Submarket; city; country; name,"{""Market"":""Jamaica"",""Submarket"":""Jamaica"",""city"":""Montego Bay"",""country"":""Jamaica"",""name"":""Secrets St. James Montego Bay""}"
updated,recm4uoNTQ0pQlvrM,177833,"Existing - Caribbean, South and Central America.xls:1221",,Market; Submarket; city; country; name,"{""Market"":""Jamaica"",""Submarket"":""Jamaica"",""city"":""Montego Bay"",""country"":""Jamaica"",""name"":""Secrets Wild Orchid Montego Bay""}"
updated,recsALGnFbJZtLc8B,109870,"Existing - Caribbean, South and Central America.xls:1222",,Market; Submarket; city; country; name,"{""Market"":""Jamaica"",""Submarket"":""Jamaica"",""city"":""Montego Bay"",""country"":""Jamaica"",""name"":""Zoetry Montego Bay Jamaica""}"
updated,recskKhqdqka5fUZK,212258,"Existing - Caribbean, South and Central America.xls:1223",,Market; Submarket; city; country; name,"{""Market"":""Brazil South"",""Submarket"":""Brazil South Regional"",""city"":""Montenegro"",""country"":""Brazil"",""name"":""ibis Montenegro""}"
updated,recVEQgGQ0Ae6vckb,222538,"Existing - Caribbean, South and Central America.xls:1224",,Market; Submarket; city; country; name,"{""Market"":""Colombia Provincial"",""Submarket"":""Colombia Regional"",""city"":""Monteria"",""country"":""Colombia"",""name"":""GHL Hotel Monteria""}"
updated,recsaFsJXcYBaMkR0,202868,"Existing - Caribbean, South and Central America.xls:1225",,Market; Submarket; city; country; name,"{""Market"":""Brazil Southeast"",""Submarket"":""Brazil Southeast Regional"",""city"":""Montes Claros"",""country"":""Brazil"",""name"":""ibis Montes Claros""}"
updated,recxJ6qUHdY99IMMR,167529,"Existing - Caribbean, South and Central America.xls:1226",,Market; Submarket; city; country; name,"{""Market"":""Costa Rica"",""Submarket"":""Costa Rica Regional"",""city"":""Monteverde"",""country"":""Costa Rica"",""name"":""Cloud Forest Lodge""}"
updated,recrMFJVF6BsLEvWw,274330,"Existing - Caribbean, South and Central America.xls:1227",,Market; Submarket; city; country; name,"{""Market"":""Costa Rica"",""Submarket"":""Costa Rica Regional"",""city"":""Monteverde"",""country"":""Costa Rica"",""name"":""Koora Hotel at Monteverde""}"
updated,rec6roc0SCx2qIheM,293265,"Existing - Caribbean, South and Central America.xls:1228",,Market; Submarket; city; country; name,"{""Market"":""Costa Rica"",""Submarket"":""Costa Rica Regional"",""city"":""Monteverde"",""country"":""Costa Rica"",""name"":""Monteverde Lodge & Gardens""}"
updated,recTVvWW1HdVOjn7y,269473,"Existing - Caribbean, South and Central America.xls:1229",,Market; Submarket; city; country; name,"{""Market"":""Costa Rica"",""Submarket"":""Costa Rica Regional"",""city"":""Monteverde"",""country"":""Costa Rica"",""name"":""Senda Monteverde Hotel""}"
updated,recez7ZbJT4GcPxVM,223244,"Existing - Caribbean, South and Central America.xls:1230",,Market; Submarket; city; country; name,"{""Market"":""Uruguay"",""Submarket"":""Montevideo"",""city"":""Montevideo"",""country"":""Uruguay"",""name"":""1.4 Merit Montevideo Apart & Suites""}"
updated,recSuEJI1WzOi5Tn9,229659,"Existing - Caribbean, South and Central America.xls:1231",,Market; Submarket; city; country; name,"{""Market"":""Uruguay"",""Submarket"":""Montevideo"",""city"":""Montevideo"",""country"":""Uruguay"",""name"":""After Hotel Montevideo""}"
updated,recMMKOFgIUQ8NVcV,210255,"Existing - Caribbean, South and Central America.xls:1233",,Market; Submarket; city; country; name,"{""Market"":""Uruguay"",""Submarket"":""Montevideo"",""city"":""Montevideo"",""country"":""Uruguay"",""name"":""Dazzler by Wyndham Montevideo""}"
updated,reccnr9ls6vsNqeTl,231662,"Existing - Caribbean, South and Central America.xls:1235",,Market; Submarket; city; country; name,"{""Market"":""Uruguay"",""Submarket"":""Montevideo"",""city"":""Montevideo"",""country"":""Uruguay"",""name"":""Hampton by Hilton Montevideo Carrasco""}"
updated,recnScFPB3hSmdxjR,225090,"Existing - Caribbean, South and Central America.xls:1236",,Market; Submarket; city; country; name,"{""Market"":""Uruguay"",""Submarket"":""Montevideo"",""city"":""Montevideo"",""country"":""Uruguay"",""name"":""Hilton Garden Inn Montevideo""}"
updated,reckpU09dtFFct9uq,110906,"Existing - Caribbean, South and Central America.xls:1237",,Market; Submarket; city; country; name,"{""Market"":""Uruguay"",""Submarket"":""Montevideo"",""city"":""Montevideo"",""country"":""Uruguay"",""name"":""Holiday Inn Montevideo""}"
updated,recCF42AfKLY69XmT,281003,"Existing - Caribbean, South and Central America.xls:1238",,Market; Submarket; city; country; name,"{""Market"":""Uruguay"",""Submarket"":""Montevideo"",""city"":""Montevideo"",""country"":""Uruguay"",""name"":""Hotel Costanero Montevideo - MGallery Collection""}"
updated,rece0H1yFbfTsyINa,228423,"Existing - Caribbean, South and Central America.xls:1239",,Market; Submarket; city; country; name,"{""Market"":""Uruguay"",""Submarket"":""Montevideo"",""city"":""Montevideo"",""country"":""Uruguay"",""name"":""Hyatt Centric Montevideo""}"
updated,recAUNeHQvtgfRFcg,140732,"Existing - Caribbean, South and Central America.xls:1240",,Market; Submarket; city; country; name,"{""Market"":""Uruguay"",""Submarket"":""Montevideo"",""city"":""Montevideo"",""country"":""Uruguay"",""name"":""Ibis Montevideo""}"
updated,reckNuNeSvy1TEbaR,259765,"Existing - Caribbean, South and Central America.xls:1241",,Market; Submarket; city; country; name,"{""Market"":""Uruguay"",""Submarket"":""Montevideo"",""city"":""Montevideo"",""country"":""Uruguay"",""name"":""ibis Styles Montevideo Biarritz""}"
updated,recNjg6qURkAMQxbT,212477,"Existing - Caribbean, South and Central America.xls:1242",,Market; Submarket; city; country; name,"{""Market"":""Uruguay"",""Submarket"":""Montevideo"",""city"":""Montevideo"",""country"":""Uruguay"",""name"":""Mercure Montevideo Punta Carretas""}"
updated,rec47JJ5Ce9tmQ1n9,127831,"Existing - Caribbean, South and Central America.xls:1243",,Market; Submarket; city; country; name,"{""Market"":""Uruguay"",""Submarket"":""Montevideo"",""city"":""Montevideo"",""country"":""Uruguay"",""name"":""NH Columbia Montevideo""}"
updated,recwGtRq733LfHvaH,120866,"Existing - Caribbean, South and Central America.xls:1244",,Market; Submarket; city; country; name,"{""Market"":""Uruguay"",""Submarket"":""Montevideo"",""city"":""Montevideo"",""country"":""Uruguay"",""name"":""Radisson Montevideo Victoria Plaza Hotel""}"
updated,recflvBPJMkY15aPz,229799,"Existing - Caribbean, South and Central America.xls:1245",,Market; Submarket; city; country; name,"{""Market"":""Uruguay"",""Submarket"":""Montevideo"",""city"":""Montevideo"",""country"":""Uruguay"",""name"":""Regency Golf Urban Hotel""}"
updated,recCdHbyWDKEHfGuw,208697,"Existing - Caribbean, South and Central America.xls:1246",,Market; Submarket; city; country; name,"{""Market"":""Uruguay"",""Submarket"":""Montevideo"",""city"":""Montevideo"",""country"":""Uruguay"",""name"":""Regency Park Hotel""}"
updated,reculLBAw73nnlvwZ,229798,"Existing - Caribbean, South and Central America.xls:1247",,Market; Submarket; city; country; name,"{""Market"":""Uruguay"",""Submarket"":""Montevideo"",""city"":""Montevideo"",""country"":""Uruguay"",""name"":""Regency Way Montevideo Hotel""}"
updated,rece0Vtyf1yzfgDxA,200611,"Existing - Caribbean, South and Central America.xls:1248",,Market; Submarket; city; country; name,"{""Market"":""Uruguay"",""Submarket"":""Montevideo"",""city"":""Montevideo"",""country"":""Uruguay"",""name"":""Sofitel Montevideo Casino Carrasco""}"
updated,recyq7cHeUFqDjPLs,266320,"Existing - Caribbean, South and Central America.xls:1249",,Market; Submarket; city; country; name,"{""Market"":""Uruguay"",""Submarket"":""Montevideo"",""city"":""Montevideo"",""country"":""Uruguay"",""name"":""SORO Montevideo Curio Collection by Hilton""}"
