appliedAt,censusRecordId,censusName,propertyId,propertyUrl,matchScore,nameSim,confidence,source
2026-07-06T08:28:17.195Z,rec6w6h6tfQUrn2uO,"Quality Hotel Vitoria",BR105,https://www.choicehotels.com/espirito-santo/vitoria/quality-inn-hotels/br105,88,1,high,choice_regional_enrichment
2026-07-06T08:28:17.599Z,rec2CuHxNh4pLUieN,"Quality Hotel Curitiba",BR072,https://www.choicehotels.com/parana/curitiba/quality-inn-hotels/br072,88,1,high,choice_regional_enrichment
2026-07-06T08:28:18.082Z,recBqjM7mQgCZIpqh,"Comfort Hotel Taguatinga",BR073,https://www.choicehotels.com/distrito-federal/taguatinga/comfort-inn-hotels/br073,88,1,high,choice_regional_enrichment
2026-07-06T08:28:18.500Z,recdMIRgh88xccup0,"Sleep Inn Paulinia",BR150,https://www.choicehotels.com/sao-paulo/paulinia/sleep-inn-hotels/br150,88,1,high,choice_regional_enrichment
2026-07-06T08:28:18.954Z,recJHMJ5eeqBvGzBt,"Comfort Hotel Franca",BR074,https://www.choicehotels.com/sao-paulo/franca/comfort-inn-hotels/br074,88,1,high,choice_regional_enrichment
2026-07-06T08:28:19.358Z,recBY6pWoJPO5SYYp,"Comfort Suites Sao Jose Do Rio Preto",BR151,https://www.choicehotels.com/sao-paulo/sao-jose-do-rio-preto/comfort-suites-hotels/br151,88,1,high,choice_regional_enrichment
2026-07-06T08:28:19.756Z,recLfJf5Y3l37uaMD,"Comfort Hotel Guarulhos Airport",BR152,https://www.choicehotels.com/sao-paulo/guarulhos/comfort-inn-hotels/br152,88,1,high,choice_regional_enrichment
2026-07-06T08:28:20.219Z,recDLgo6qnMMm44Kr,"Radisson Hotel Barra Rio De Janeiro",BR153,https://www.choicehotels.com/rio-de-janeiro/barra-de-tijuca/radisson-hotels/br153,88,1,high,choice_regional_enrichment
2026-07-06T08:28:20.625Z,recqjKt6MSUdEoo0t,"Comfort Serra da Canastra",BR179,https://www.choicehotels.com/minas-gerais/sao-joao-batista-do-gloria/comfort-inn-hotels/br179,78,0.8,high,choice_regional_enrichment
2026-07-06T08:28:21.033Z,recxeNGJrgFgfGWsY,"Radisson Blu Belo Horizonte",BR154,https://www.choicehotels.com/minas-gerais/belo-horizonte/radisson-blu-hotels/br154,78,0.75,high,choice_regional_enrichment
2026-07-06T08:28:21.404Z,rec2LMW5amO5Z7R7x,"Radisson Recife",BR165,https://www.choicehotels.com/pernambuco/recife/radisson-hotels/br165,68,0.6666666666666666,medium,choice_regional_enrichment
2026-07-06T08:28:21.777Z,recFm03giCXiSunLp,"Radisson Hotel Diamond Barranquilla",CB009,https://www.choicehotels.com/colombia/barranquilla/radisson-hotels/cb009,88,1,high,choice_regional_enrichment
2026-07-06T08:28:22.172Z,recIBD6ezsMUAfMg0,"Hotel Casa La Factoria by Faranda Boutique a member of Radisson Individuals",CB018,https://www.choicehotels.com/colombia/cartagena/radisson-individuals-hotels/cb018,88,1,high,choice_regional_enrichment
2026-07-06T08:28:22.545Z,recYAoPBUGOcs2ujj,"Radisson Bogota Metrotel",CB008,https://www.choicehotels.com/colombia/bogota/radisson-hotels/cb008,88,1,high,choice_regional_enrichment
2026-07-06T08:28:22.932Z,rechf9uLqHiVO2cHI,"Hotel Casa Don Luis by Faranda Boutique a member of Radisson Individuals",CB017,https://www.choicehotels.com/colombia/cartagena/radisson-individuals-hotels/cb017,88,1,high,choice_regional_enrichment
2026-07-06T08:28:23.316Z,recg3EvDwkdVHk6Yj,"Hotel Caribe By Faranda Grand A Member Of Radisson Individuals",CB014,https://www.choicehotels.com/colombia/cartagena/radisson-individuals-hotels/cb014,88,1,high,choice_regional_enrichment
2026-07-06T08:28:23.720Z,recI1Szkt2BtPnsnF,"Radisson Cartagena Ocean Pavillion Hotel",CB013,https://www.choicehotels.com/colombia/cartagena/radisson-hotels/cb013,88,1,high,choice_regional_enrichment
2026-07-06T08:28:24.137Z,recOlNJEBaMQZKvLH,"Hotel Bantu by Faranda Boutique a member of Radisson Individuals",CB011,https://www.choicehotels.com/colombia/cartagena/radisson-individuals-hotels/cb011,88,1,high,choice_regional_enrichment
2026-07-06T08:28:24.548Z,recqyAf5fPBAGDIcM,"Faranda Collection Medellin A Member Of Radisson Individuals",CB030,https://www.choicehotels.com/colombia/medellin/radisson-individuals-hotels/cb030,78,0.75,high,choice_regional_enrichment
2026-07-06T08:28:24.917Z,rec1s2tkTrKPi12Dg,"Hotel Faranda Express Puerta Del Sol Barranquilla A Member of Radisson Individuals",CB019,https://www.choicehotels.com/colombia/barranquilla/radisson-individuals-hotels/cb019,78,0.75,high,choice_regional_enrichment
2026-07-06T08:28:25.308Z,recID0aQJjjVchBOp,"Faranda Collection Barranquilla a member of Radisson Individuals",CB016,https://www.choicehotels.com/colombia/barranquilla/radisson-individuals-hotels/cb016,78,0.75,high,choice_regional_enrichment
2026-07-06T08:28:25.708Z,recImFmHWCO2hYUZM,"Faranda Collection Cali A Member Of Radisson Individuals",CB015,https://www.choicehotels.com/colombia/cali/radisson-individuals-hotels/cb015,78,0.75,high,choice_regional_enrichment
2026-07-06T08:28:26.091Z,recFA6L4WdVoUjeiI,"Faranda Collection Bogota A Member Of Radisson Individuals",CB012,https://www.choicehotels.com/colombia/bogota/radisson-individuals-hotels/cb012,78,0.75,high,choice_regional_enrichment
2026-07-06T08:28:26.538Z,recW9oKmmNs3gswgb,"Hotel Faranda Bolivar Cucuta A Member Of Radisson Individuals",CB010,https://www.choicehotels.com/colombia/cucuta/radisson-individuals-hotels/cb010,78,0.75,high,choice_regional_enrichment
2026-07-06T08:28:26.941Z,recbWQSUUQAme5zie,"Radisson Blu Hotel Acqua Hotel & Spa Concon",CL009,https://www.choicehotels.com/chile/concon/radisson-blu-hotels/cl009,88,1,high,choice_regional_enrichment
