appliedAt,censusRecordId,censusName,propertyId,propertyUrl,matchScore,nameSim,confidence,source
2026-07-06T08:28:09.829Z,recUQrkSxWLn01s92,"Comfort Hotel Fortaleza",BR010,https://www.choicehotels.com/ceara/fortaleza/comfort-inn-hotels/br010,88,1,high,choice_regional_enrichment
2026-07-06T08:28:10.271Z,recgsmZj8eX58oTd9,"Quality Hotel Manaus",BR099,https://www.choicehotels.com/amazonas/manaus/quality-inn-hotels/br099,88,1,high,choice_regional_enrichment
2026-07-06T08:28:10.667Z,recCFOVKqiBIfxfu5,"Clarion Hotel Faria Lima",BR013,https://www.choicehotels.com/sao-paulo/sao-paulo/clarion-hotels/br013,88,1,high,choice_regional_enrichment
2026-07-06T08:28:11.130Z,rec2hRrU0bZxd1AD4,"Quality Hotel & Suites Natal",BR058,https://www.choicehotels.com/rio-grande-do-sul/natal/quality-inn-hotels/br058,88,1,high,choice_regional_enrichment
2026-07-06T08:28:11.546Z,rec7O9qgI7zbuI7Pk,"Comfort Hotel Mogi Guacu",BR136,https://www.choicehotels.com/sao-paulo/mogi-guacu/comfort-inn-hotels/br136,88,1,high,choice_regional_enrichment
2026-07-06T08:28:11.941Z,reco9433E1Eco3RLW,"Quality Hotel & Suites Sao Salvador",BR139,https://www.choicehotels.com/bahia/salvador/quality-inn-hotels/br139,88,1,high,choice_regional_enrichment
2026-07-06T08:28:12.339Z,recUxlOxvAr3rrWb0,"Comfort Suites Londrina",BR063,https://www.choicehotels.com/parana/londrina/comfort-suites-hotels/br063,88,1,high,choice_regional_enrichment
2026-07-06T08:28:12.784Z,rec5JWoqtJQBQIGhO,"Comfort Hotel Maceio",BR140,https://www.choicehotels.com/rio-de-janeiro/maceio/comfort-inn-hotels/br140,88,1,high,choice_regional_enrichment
2026-07-06T08:28:13.193Z,recv3es2CjcAZmg5l,"Quality Hotel & Suites Brasilia",BR109,https://www.choicehotels.com/distrito-federal/brasilia-df/quality-inn-hotels/br109,88,1,high,choice_regional_enrichment
2026-07-06T08:28:13.576Z,recmwIu1CUPcrXKrt,"Radisson Hotel Alphaville",BR023,https://www.choicehotels.com/sao-paulo/barueri/radisson-hotels/br023,88,1,high,choice_regional_enrichment
2026-07-06T08:28:13.998Z,recguCs8MkHILsbxx,"Comfort Suites Alphaville",BR024,https://www.choicehotels.com/sao-paulo/barueri/comfort-suites-hotels/br024,88,1,high,choice_regional_enrichment
2026-07-06T08:28:14.388Z,rechguu4mPTdMLqKm,"Comfort Hotel Campos Dos Goytacazes",BR101,https://www.choicehotels.com/rio-de-janeiro/campos-dos-goytacazes/comfort-inn-hotels/br101,88,1,high,choice_regional_enrichment
2026-07-06T08:28:14.790Z,receraO6a2LBlAFS9,"Quality Hotel Blumenau",BR145,https://www.choicehotels.com/santa-catarina/blumenau/quality-inn-hotels/br145,88,1,high,choice_regional_enrichment
2026-07-06T08:28:15.203Z,recfJwzEQpnITOiLm,"Quality Suites Vila Olimpia",BR025,https://www.choicehotels.com/sao-paulo/sao-paulo/quality-inn-hotels/br025,88,1,high,choice_regional_enrichment
2026-07-06T08:28:15.624Z,recCZqZoIfrf7MKAZ,"Quality Hotel Aracaju",BR069,https://www.choicehotels.com/sergipe/aracaju/quality-inn-hotels/br069,88,1,high,choice_regional_enrichment
2026-07-06T08:28:16.026Z,recFODBnRGXiPIhWN,"Quality Suites Joao Pessoa",BR146,https://www.choicehotels.com/paraiba/joao-pessoa/quality-inn-hotels/br146,88,1,high,choice_regional_enrichment
2026-07-06T08:28:16.420Z,rec0Z3KDZDLYLjyQF,"Comfort Hotel Sertaozinho",BR103,https://www.choicehotels.com/sao-paulo/sertozinho/comfort-inn-hotels/br103,88,1,high,choice_regional_enrichment
2026-07-06T08:28:16.827Z,reccUca5e2ucKq8gs,"Quality Hotel Paulista Sao Paulo",BR147,https://www.choicehotels.com/sao-paulo/sao-paulo/quality-inn-hotels/br147,88,1,high,choice_regional_enrichment
