affiliation,suggestedBrandSetup,reason,censusTotal,censusCala,sampleRecordIds,sampleNames
Park Inn by Radisson (Choice),Radisson by Choice,near_active_brand_no_safe_alias,6,6,rec7wuYYenSfiKwIo|recABeu9m90R7W5xC|recAXPslFL4gB6JXi|recRvAnTquNCA2I5T|recg8zrORIFqjCXZn,"Park Inn Berrini || Park Inn by Radisson Mazatlan || Park Inn By Radisson San Jose, Costa Rica || Park Inn By Radisson Quito || Park Inn by Radisson Los Olivos de Vallenar"
