censusRecordId,censusName,regionalName,propertyId,propertyUrl,score,nameSim,confidence
recYq8Xdh6uHvdjsU,Radisson Hotel Santa Cruz,Radisson (Choice) santa cruz de la sierra,BO001,https://www.choicehotels.com/bolivia/santa-cruz-de-la-sierra/radisson-hotels/bo001,65,0.42857142857142855,low
