sourceRecordId,rawHotelName,rawCity,resolvedCity,rawWebsite,resolvedWebsite,qualityScore,route,reason,matchedBrand,censusRecommendedAction,wikidataQid,wikidataCity,wikidataWebsite,wikidataMatchConfidence,wikidataMatchScore,plan_tier,plan_next
node/4476137645,Chronos Aparta Hotel,,,,,55,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/4478889890,hotel,,,,,55,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/4481983591,Casa de Evans,,,,,60,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/4483195390,kapi,,,,,55,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/4494584099,La Estancia Golf Resort,,,,,55,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/4511839291,Yonu,,,,,55,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,Q112020357,,,medium,62,wikidata_matched_needs_website,official_site_lookup_or_webhound_hard_case
node/4543399590,Mi casa,,,,,55,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/4557149392,14 de junio,,,,,55,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/4559226076,Centro Educativo Albergue Divino Niño Jesús,,,,,55,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/4573520294,El Mundo del Amor,,,,,55,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/4574256090,Res. Kamila,,,,,60,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/4574256989,Res. Porto Bello,,,,,60,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/4576227595,fata morgana,,,http://fatamorganalasterrenas.com,http://fatamorganalasterrenas.com,90,steward_possible_branded,osm_brand_tag_not_in_active_dictionary,Edit de jong,likely_new_candidate,Q112020316,,,high,90,excluded_not_independent,route_to_branded_or_steward
node/4580475290,Las Galeras Island Hostel,,,http://tropicalislandbb.com/LasGalerasIslandHostel.htm,http://tropicalislandbb.com/LasGalerasIslandHostel.htm,90,steward_possible_branded,osm_brand_tag_not_in_active_dictionary,Jose Miguel,likely_new_candidate,Q112020338,,,none,20,excluded_not_independent,route_to_branded_or_steward
node/4581697230,Kite Boarding School Cabarete,,,,,60,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/4590930889,Defensa civil,,,,,55,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/4595203289,Apartamento,,,,,55,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/4599759989,Chino Restaurant & Hotel,,,,,55,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/4602678989,Villa Alegría,,,,,60,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/4610643992,Hotel Kaoba,,,,,55,independent_unaffiliated_candidate,no_active_brand_signal,,likely_existing,Q111884768,,,high,90,wikidata_matched_needs_website,official_site_lookup_or_webhound_hard_case
node/4638810890,La Isabela,,,,,60,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/4660748798,Grand Bahia Principe Bavaro,,,,,55,route_known_chain_not_active,known_chain_name,Bahía Príncipe,likely_existing,Q111414797,,,high,90,excluded_not_independent,route_to_branded_or_steward
node/4660748808,Grand Bahia Principe Aquamarine,,,,,55,route_known_chain_not_active,known_chain_name,Bahía Príncipe,needs_research,Q111414798,,,high,90,excluded_not_independent,route_to_branded_or_steward
node/4665843493,Maunaloa Hotel y casino,,,,,55,independent_unaffiliated_candidate,no_active_brand_signal,,needs_research,,,,,,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/4674062489,hotel Navarro,,,,,55,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/4687866270,Villa Diana,,,https://www.cariway.com/,https://www.cariway.com/,80,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,enrich_city_then_promote,city_from_wikidata_or_geocode_steward
node/4687868978,Villa Maxime,,,https://www.cariway.com/,https://www.cariway.com/,85,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,enrich_city_then_promote,city_from_wikidata_or_geocode_steward
node/4694290991,Aunt's House,,,,,55,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/4696009189,Miyoue's House,,,,,55,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/4698253090,El Caribeño,,,,,55,independent_unaffiliated_candidate,no_active_brand_signal,,likely_existing,,,,,,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/4699506992,La casa,,,,,70,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/4702442791,El Caribeño,,,,,55,independent_unaffiliated_candidate,no_active_brand_signal,,likely_existing,,,,,,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/4712643689,Moricete House,,,,,60,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/4713495592,Casa edwardp,,,,,70,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/4713682901,Brisas de la Montaña,,,,,60,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/4713827691,Hotel Brisas del Yaque,,,,,60,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/4715193291,Francis house,,,,,55,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/4719222390,Glamourus Salon de eventos,,,,,55,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/4719780492,Dany's House,,,,,55,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/4719836692,Hantz 's House,,,,,55,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/4721514190,tolentino PN,,,,,55,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/4724610560,Villa Caribeña,,,https://www.cariway.com/,https://www.cariway.com/,80,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,enrich_city_then_promote,city_from_wikidata_or_geocode_steward
node/4725033690,Esmeralda,,Santo Domingo,,,55,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,Q112020375,Santo Domingo,,medium,62,wikidata_matched_needs_website,official_site_lookup_or_webhound_hard_case
node/4728384589,Cabañas Turísticas Dominicantica Spanish,,,,,60,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/4734649323,Punta Rucia Lodge,,,,,70,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,Q111884805,,,high,90,wikidata_matched_needs_website,official_site_lookup_or_webhound_hard_case
node/4737380481,Hotel Puerto Plaza,,,,,55,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,Q112020321,,,low,45,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/4739029122,Sol Azul,,,,,55,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,Q112020346,,,medium,55,wikidata_matched_needs_website,official_site_lookup_or_webhound_hard_case
node/4740698628,Hotel sol de verano,,,,,55,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/4742281821,Barrio los quemao bonao,,,,,60,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/4744188329,La cueva,,,,,55,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/4744190221,Estancia Principe,,,,,60,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/4744190223,Laguna Park Hostel,,,,,55,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,Q111120312,,,high,75,wikidata_matched_needs_website,official_site_lookup_or_webhound_hard_case
node/4744190224,La iguana,,,,,55,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/4753601222,Palmetto Hotel,,Santiago de los Caballeros,,,70,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,Q112020336,Santiago de los Caballeros,,high,90,wikidata_matched_needs_website,official_site_lookup_or_webhound_hard_case
node/4756073823,Solazul,,,http://www.elsolazul.com,http://www.elsolazul.com,80,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,enrich_city_then_promote,city_from_wikidata_or_geocode_steward
node/4756935032,Sassoue 's House,,,,,55,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/4768918344,Llave Del Mar Hotel,,,,,55,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/4777950921,Maria 's House,,,,,55,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/4785388022,Sol Azul,,,http://www.elsolazul.com,http://www.elsolazul.com,70,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,enrich_city_then_promote,city_from_wikidata_or_geocode_steward
node/4787082928,Maria ' s House,,,,,55,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/4787293524,Villa Baya,,,,,55,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/4788290621,Todo blanco,,,,,55,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/4790764821,Casa bella caribe,,,,,55,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/4793271688,White Sands Aparta Hotel,,,,,55,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,Q111111826,,,low,45,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/4794193227,Don Olivo,,,,,55,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/4819701721,Home,,,,,55,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,Q111884819,,,low,40,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/4840627721,Eco hotel Centro Verde,,,,,55,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/4844011423,White Sands B&B,,,,,80,steward_possible_branded,osm_brand_tag_not_in_active_dictionary,Lance & Marianna,likely_new_candidate,,,,,,excluded_not_independent,route_to_branded_or_steward
node/4850900022,Bayahibe Guest House,,,,,55,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/4856382922,Cutty's House,,,,,55,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/4864427224,Casa de minda,,,,,60,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/4867339721,hotel central,,,,,55,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/4880615522,Angee,,,,,55,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/4882910121,Primaveral,,,,,55,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/4889719121,La Casa Amarilla,,,http://www.la-casa-amarilla.com,http://www.la-casa-amarilla.com,75,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,Q112020327,,,low,32,enrich_city_then_promote,city_from_wikidata_or_geocode_steward
node/4896032821,Blas 33,,,,,70,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/4901757124,Asilo de Ancianos,,,,,55,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/4901959222,Hotel Riu República,,,https://www.riu.com/,https://www.riu.com/,85,route_known_chain_not_active,known_chain_domain,RIU,likely_existing,,,,,,excluded_not_independent,route_to_branded_or_steward
node/4906431721,Hostal Casa 51,,,http://www.casa51guesthouse.com,http://www.casa51guesthouse.com,95,steward_possible_branded,osm_brand_tag_not_in_active_dictionary,Bless Diaz,likely_new_candidate,,,,,,excluded_not_independent,route_to_branded_or_steward
node/4918991365,Paradisus Punta cana,,,,,55,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,Q111414820,,,low,32,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/4938248923,Finca Yajaira,,,,,55,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/4938256423,Finca tío rico,,,,,55,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/4943248421,Seminario Nuestra Señora Las Mercedes,,,,,60,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/4944858821,Club havana house renta de habitacion por noche,,,,,65,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,Q111111829,,,none,20,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/4946633123,casa Mari karina,,,,,55,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/4947065426,Sharon Palm beach,,,,,55,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/4950101005,Grand Palladium Bavaro Suites Resort & Spa,,,,,55,independent_unaffiliated_candidate,no_active_brand_signal,,needs_research,Q111414813,,,low,40,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/4967005421,Hotel Al Mare,,,https://www.booking.com/hotel/do/al-mare-barahona.es.html,https://www.booking.com/hotel/do/al-mare-barahona.es.html,85,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,enrich_city_then_promote,city_from_wikidata_or_geocode_steward
node/4978572049,Hôtel Atabey,,,,,60,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/4978573527,Hotel Brenda,,,,,55,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/5002266421,hotel guacamayos,,,,,60,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/5002268121,Rancho Guacamayos,BONAO,BONAO,,,75,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,needs_research,manual_or_secondary_source
node/5007285024,Casa lisbeth,,,,,60,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/5017189124,Mena House,,,,,55,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/5025787021,Hotel Esmeralda,,,,,55,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/5029505780,Santo Domingo Bed & Breakfast,Santo Domingo,Santo Domingo,http://santodomingobb.com/,http://santodomingobb.com/,100,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,Q112020380,Santo Domingo,,low,47,promote_plan_l1_ready,dry_run_census_insert_affiliation_independent
node/5037222221,Los Corales Village RECEPTION,,,https://www.loscoralesvillage.com,https://www.loscoralesvillage.com,90,steward_possible_branded,osm_brand_tag_not_in_active_dictionary,Los Corales Village - Grupo Dos,likely_new_candidate,,,,,,excluded_not_independent,route_to_branded_or_steward
node/5037222222,Hotel Tropicana Deluxe,Punta Cana,Punta Cana,tropicana-deluxe-do.book.direct,tropicana-deluxe-do.book.direct,100,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,Q111111827,,,high,90,promote_plan_l1_ready,dry_run_census_insert_affiliation_independent
node/5047214658,HOTEL METROPOLITANO,,,,,60,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/5047235080,Hotel Marién,,,,,60,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/5047235081,HOTEL DON CHUCHO,,,,,60,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/5047243323,HOTEL LA PLAZA,,,,,60,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/5060398041,Plaza Lusitania,,,https://www.cariway.com/,https://www.cariway.com/,85,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,enrich_city_then_promote,city_from_wikidata_or_geocode_steward
node/5082013621,Mxnc,,,,,60,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/5103798423,El Señorial,,,,,70,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,Q112020383,,,high,75,wikidata_matched_needs_website,official_site_lookup_or_webhound_hard_case
node/5113439323,Hotel Carmen,,,,,70,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/5133859195,Hotel Mercedes,,,,,55,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/5169979322,Casa dylan,,,,,55,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/5169980221,Casa jazmin tía,,,,,55,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/5180976697,Plaza Lusitania,,,https://www.cariway.com/,https://www.cariway.com/,80,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,enrich_city_then_promote,city_from_wikidata_or_geocode_steward
node/5181801658,Amhsa Marina Grand Paradise Playa Dorada,,,,,55,route_known_chain_not_active,known_chain_name,Amhsa Marina Hotels,likely_new_candidate,,,,,,excluded_not_independent,route_to_branded_or_steward
node/5207508821,Villa los Gorgones,,,,,80,steward_possible_branded,osm_brand_tag_not_in_active_dictionary,Hans De Schryver,likely_new_candidate,,,,,,excluded_not_independent,route_to_branded_or_steward
node/5210894623,Capi festival,,,,,55,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/5213115020,Hotel Bohío,,,,,55,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/5217259622,Cadaques Weare,,,,,55,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/5249076522,Casa Cayuco,,,http://www.praderinmo.com,http://www.praderinmo.com,95,steward_possible_branded,osm_brand_tag_not_in_active_dictionary,Elodie Prader,likely_new_candidate,,,,,,excluded_not_independent,route_to_branded_or_steward
node/5250624222,"Calle 7, #4",,,,,70,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/5261898622,Casa de vilca (el toro),,,,,55,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/5277775422,Casa de mami,,,,,55,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/5280875644,Hostal Rural Backpackers,Polo,Polo,https://web.facebook.com/hostalpolo/,https://web.facebook.com/hostalpolo/,100,steward_possible_branded,osm_brand_tag_not_in_active_dictionary,Vicente Sempere,likely_new_candidate,,,,,,excluded_not_independent,route_to_branded_or_steward
node/5324749024,casa de raque,,,,,55,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/5326175222,Hostal Plaza Yu,,,,,55,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/5326175226,Rancho Platón,,,,,55,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/5329844221,Hostel laguna park,,,,,55,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/5332349322,korona hotel,,,,,55,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/5335310822,Parador El Cachimbo de Mama,,,,,55,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/5340908321,sunset,,,,,55,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/5343543031,AHNVEE Resorts Spa,,,https://ahnveeresort.com/,https://ahnveeresort.com/,75,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,Q111884779,,,low,45,enrich_city_then_promote,city_from_wikidata_or_geocode_steward
node/5354918621,Rancho Platón,,,,,55,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,Q112020329,,,none,20,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/5399147196,Hotel Zapata,,,,,60,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,Q111884786,,,medium,65,wikidata_matched_needs_website,official_site_lookup_or_webhound_hard_case
node/5405414236,Casa Ruso,,,,,55,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,Q112020328,,,low,45,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/5411042221,Villa Alexandra,,,http://juandolio.ru,http://juandolio.ru,75,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,Q111884801,,,none,20,enrich_city_then_promote,city_from_wikidata_or_geocode_steward
node/5434970048,El Morro Eco Adventure Hotel,,,https://www.elmorro.com.do/,https://www.elmorro.com.do/,70,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,enrich_city_then_promote,city_from_wikidata_or_geocode_steward
node/5435064148,Hotel La Saladilla Beach Club,,,http://www.hotellasaladilla.com/,http://www.hotellasaladilla.com/,70,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,Q112020299,,,high,90,enrich_city_then_promote,city_from_wikidata_or_geocode_steward
node/5435135971,Hotel Casa Hemingway,,,,,55,independent_unaffiliated_candidate,no_active_brand_signal,,likely_existing,,,,,,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/5513968241,The Reserve at Paradisus Palma Real,,,,,55,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/5565305910,El Beaterio Guest House,,,,,60,independent_unaffiliated_candidate,no_active_brand_signal,,likely_existing,,,,,,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/5595144823,Swell Surf Camp,,,https://swellsurfcamp.com/,https://swellsurfcamp.com/,75,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,Q111884769,,,low,32,enrich_city_then_promote,city_from_wikidata_or_geocode_steward
node/5614046221,Casa,,,,,55,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,Q111118062,,,low,40,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/5648139622,Hostal Mendez,,,,,70,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,hard_case_no_website_no_city,webhound_candidate_after_wikidata
node/5688089045,"Lopesan Costa Bávaro Resort, Spa & Casino",Punta Cana,Punta Cana,https://www.lopesan.com/es/hoteles/republica-dominicana/punta-cana/playa-bavaro/costa-bavaro/,https://www.lopesan.com/es/hoteles/republica-dominicana/punta-cana/playa-bavaro/costa-bavaro/,100,route_known_chain_not_active,known_chain_domain,Lopesan,likely_existing,,,,,,excluded_not_independent,route_to_branded_or_steward
node/5848180986,San Martin,,,,,55,independent_unaffiliated_candidate,no_active_brand_signal,,likely_new_candidate,,,,,,hard_case_no_website_no_city,webhound_candidate_after_wikidata
