status,recordId,name,country,city,strSubmarket,strRegional,existingDealality,proposedDealality,confidence,source,reason
ready,rec00oEFhgmhXrgI2,Club Del Mar,Costa Rica,Jaco,Jaco,no,,Jacó / Herradura,Medium,dealality_keyword_corridor_map,name_keyword_jaco
ready,rec01NOwXLdRbCSys,Providencia Bed & Breakfast,Chile,Santiago,Santiago,no,,Santiago Centro,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec01U1n4ZdqLYgp4,Innside by Melia Lima Miraflores,Peru,Lima,Miraflores,no,,Miraflores,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec01bHwoA7xWtQDS,"Selina Miraflores, Lima",Peru,Miraflores,Miraflores,no,,Miraflores,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec01ogLX7mddtD50,Casablanca Beach Hotel,Jamaica,Montego Bay,Montego Bay,no,,Montego Bay,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec020eCvfQVcS1XA,Klee International Hotel,Uruguay,Montevideo,Montevideo,no,,Montevideo,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec022VIYxisrXAgH,ibis Bogota Calle 80,Colombia,Bogota,Bogota,no,,Bogotá,High,dealality_keyword_corridor_map,name_keyword_bogota
ready,rec03ZiG2RZXZOyEs,Playabachata Spa Resort,Dominican Republic,Puerto Plata,Puerto Plata,no,,Puerto Plata / Sosúa / Cabarete,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec03qpAv1PaeX29G,Alsol Tiara Cap Cana,Dominican Republic,Punta Cana,Punta Cana,no,,Punta Cana / Bávaro / Cap Cana,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec03xQpLdBPXVviF,Excel Hotel,Guatemala,Guatemala City,Guatemala City,no,,Guatemala City,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec04d4esAuk0GY8i,Selina Bocas Del Toro,Panama,Bocas Del Toro,Bocas Del Toro,no,,Bocas del Toro,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec05TpYZNgiBPhKp,Bahia Chac Chi,Mexico,Isla Mujeres,Isla Mujeres,no,,Isla Mujeres,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec0672UkSDEZzWMo,San Agustin Plaza Hotel,Peru,Cusco,Cusco,no,,Cusco Historic Center,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec06JsVpHaQ3xzOW,Wyndham Alltra Playa del Carmen Adults Only All Inclusive,Mexico,Playa Del Carmen,Playa Del Carmen,no,,Riviera Maya / Playa del Carmen,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec071FD2qpY3Bi6h,Hospedaje Jairito,Peru,Machu Picchu,Machu Picchu,no,,Machu Picchu Access,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec07KXegtmhxUre9,El Maragato,Costa Rica,San Jose,San Jose,no,,San José Metro,High,dealality_city_corridor_map,exact_city_map
ready,rec07kR41m8VH0b57,Aruba's Life Vacation Residences,Aruba,Noord,Noord,no,,Noord,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec08tcDFwbq9PF3D,Hotel Caribe Princess by Cyan,Colombia,Barranquilla,Barranquilla,no,,Barranquilla,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec09Rq9xls2lhxW0,Venit Mio Hotel,Brazil,Rio de Janeiro,Rio de Janeiro,no,,Rio de Janeiro,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec0AIkq4zk4ZJySC,JW Marriott Cancun Resort & Spa,Mexico,Cancun,Cancun Coast,no,,Cancún Hotel Zone,Medium,dealality_city_corridor_map,exact_city_map
ready,rec0AJKnN5GefNlmn,Hotel Zalmedina,Colombia,Cartagena,Cartagena,no,,Cartagena,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec0ASKS5YOZBYYnc,Hilton Garden Inn Lima Miraflores,Peru,Lima,Miraflores,no,,Miraflores,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec0C75NQ3Jvw7KTe,Mammee Bay Villas,Jamaica,Ocho Rios,Ocho Rios,no,,Ocho Rios,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec0Ca6ZVCbIxkwDW,Holiday Inn Express San Juan Condado,Puerto Rico,San Juan,San Juan Area,no,,San Juan Metro,High,dealality_city_corridor_map,pr_city_inference_map
ready,rec0Cj4T6ohsri0J6,Hotel Central Cordoba,Argentina,Buenos Aires,Buenos Aires,no,,Buenos Aires,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec0CnGSGAr6u6cYQ,Sofitel Buenos Aires Recoleta,Argentina,Buenos Aires,Buenos Aires Centre,no,,Buenos Aires,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec0DeJ2QKwzRMvec,Park Hyatt Cancun,Mexico,Cancun,Cancun,no,,Cancún Hotel Zone,Medium,dealality_city_corridor_map,exact_city_map
ready,rec0EIAO6lh7xUkSM,Hotel Verde Mar,Colombia,San Andres,San Andres,no,,San Andrés,High,dealality_keyword_corridor_map,name_keyword_san_andres
ready,rec0EaAIrokgmuAJH,Casona D Usaquen Hotel Boutique,Colombia,Bogotá,Bogotá,no,,Bogotá,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec0Fe4m0j6ihtm3z,Del Prado Inn,Peru,Cusco,Cusco,no,,Cusco Historic Center,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec0GCeWJdhNWYxlO,A Stones Throw Away,Bahamas,Nassau,Nassau,no,,Nassau / New Providence,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec0JfzzyjTbkY1kj,whala!bavaro,Dominican Republic,Punta Cana,Punta Cana,no,,Punta Cana / Bávaro / Cap Cana,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec0Jh4iG9oQDS3gb,Sumaq Machu Picchu Hotel,Peru,Machu Picchu,Machu Picchu,no,,Machu Picchu Access,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec0KFfggoQ1cNiPq,Smart Hotel Montevideo,Uruguay,Montevideo,Montevideo,no,,Montevideo,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec0KlAjSzRM2Pnjp,Isla Marisol Resort,Belize,Glover's Reef Atoll,Belize,no,,Belize City,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec0LQx3L8udhMQ6Y,Hostel Sosa Haus,Argentina,Mendoza,Mendoza,no,,Mendoza,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec0LnjolCKM6Kq0V,Country Country,Jamaica,Negril,Negril,no,,Negril,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec0OtHUa4LbqMG1U,San Agustin Riviera Hotel,Peru,Lima,Lima,no,,Lima Historic Center,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec0Q3DtvmU7vOtxN,Balcon Del Mar,Costa Rica,Jaco,Jaco,no,,Jacó / Herradura,Medium,dealality_keyword_corridor_map,name_keyword_jaco
ready,rec0QCpahQsWpv6bl,Hotel Mio,Panama,Panama City,Panama City,no,,Panama City,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec0QrYdFkt2gZlJq,Hotel Yare Hotel,Costa Rica,Puerto Viejo,Puerto Viejo,no,,Caribbean Coast,Medium,dealality_keyword_corridor_map,name_keyword_caribbean
ready,rec0Re2gNQAHyHwuc,Hotel Yuldama Rodadero Inn,Colombia,Santa Marta,Santa Marta,no,,Santa Marta,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec0TJXu89bzNaiPG,Sunscape Sabor Cozumel Resort & Spa,Mexico,Cozumel,Cozumel,no,,Cozumel,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec0VggMjn258s9pU,Condo Casa Inn Aparthotel,Costa Rica,San Jose,San Jose,no,,San José Metro,High,dealality_city_corridor_map,exact_city_map
ready,rec0WBj2bFEGDEXrM,Hotel Mousai Cancun,Mexico,Cancun,Cancun,no,,Cancún Hotel Zone,Medium,dealality_city_corridor_map,exact_city_map
ready,rec0WWuSstmemCD91,Sandyport Beaches Hotel & Resort,Bahamas,Nassau,Nassau,no,,Nassau / New Providence,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec0WZgqrSukO7QR7,Hotel & Mirador Los Apus,Peru,Cusco,Cusco,no,,Cusco Historic Center,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec0Wf2DPlAiVDJjm,Craggy Nook Villas,Barbados,Bridgetown,Bridgetown,no,,Bridgetown,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec0X1PiSSYzc6Ur5,Be Trimos Hotel Buenos Aires,Argentina,Buenos Aires,Buenos Aires,no,,Buenos Aires,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec0XRZu2TracSjXG,AC Hotels by Marriott Panama City,Panama,Panama,Panama City,no,,Panama City,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec0YiU1dDLDUItIS,Hacienda Suites,Dominican Republic,Puerto Plata,Puerto Plata,no,,Puerto Plata / Sosúa / Cabarete,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec0YqLR4c475kcVH,Hotel Cristal Palace,Brazil,Rio de Janeiro,Rio de Janeiro,no,,Rio de Janeiro,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec0ZTSzuXPU3aiMK,Sheraton Bogota Hotel,Colombia,Bogota,Bogota South & Avenida El Dorado,no,,Bogotá,High,dealality_keyword_corridor_map,name_keyword_bogota
ready,rec0ZZS3WRQNfTqFc,Dreams Macao Beach Punta Cana,Dominican Republic,Punta Cana,Dominican Republic Regional,yes,,Punta Cana / Bávaro / Cap Cana,High,dealality_keyword_corridor_map,name_keyword_punta_cana
ready,rec0aSFDee5jfbJbt,Celebration Resort Olímpia,Brazil,Olímpia,Olímpia,no,,Vila Olímpia / Berrini,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec0aZdqroWMH5Y1U,Be Mate Medellín,Colombia,Medellín,Medellín,no,,Medellín,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec0bJzOb120B2jEc,DoubleTree by Hilton Bogota Salitre AR,Colombia,Bogota,Bogota South & Avenida El Dorado,no,,Bogotá,High,dealality_keyword_corridor_map,name_keyword_bogota
ready,rec0bdN8mI2bu40d2,Decameron Isleno,Colombia,San Andres,Colombia Regional,yes,,San Andrés,High,dealality_keyword_corridor_map,name_keyword_san_andres
ready,rec0cEgWjitXrhOsM,Indian Creek Lodge,Belize,Belize City,Belize City,no,,Belize City,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec0dar0GlgAtCsYh,Falling Leaves Lodge,Belize,San Ignacio,Belize,no,,Belize City,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec0ddaReQzZrYnhT,Hotel Ritz Continental,Guatemala,Guatemala City,Guatemala City,no,,Guatemala City,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec0dkSyfIy7Mz6L1,The Prestige Hotel,Jamaica,Kingston,Kingston,no,,Kingston,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec0dyAAd0Yk9zHiV,Hoteles MS Ciudad Jardin,Colombia,Cali,Cali,no,,Cali,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec0eyu7dG53MubrE,Maison Du Soleil,Peru,Arequipa,Arequipa,no,,Arequipa,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec0fDRnXbfkLaBIC,Hotel Genova Centro,Colombia,Barranquilla,Barranquilla,no,,Barranquilla,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec0gMeyE9QhTaaQl,Dreams Playa Mujeres Golf & Spa Resort,Mexico,Cancun,Cozumel/Isla Mujeres/Holbox,no,,Cozumel,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec0gY2AlLNDx0Jbc,Hotel Villa Ines,Argentina,Mendoza,Mendoza,no,,Mendoza,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec0ii2rB7cgaAE6s,Esplendor Bavaro,Dominican Republic,Bavaro,Bavaro,no,,Punta Cana / Bávaro / Cap Cana,High,dealality_keyword_corridor_map,name_keyword_punta_cana
ready,rec0in5Qna8oMxzuQ,Radhoo Tulum,Mexico,Tulum,Tulum,no,,Tulum,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec0jBxP2IhRHAjZR,Coco Beach Resort,Belize,Belize,Belize,no,,Belize City,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec0jjouWJTgweK9v,Bogotá Plaza Hotel,Colombia,Bogota,Bogota,no,,Bogotá,High,dealality_keyword_corridor_map,name_keyword_bogota
ready,rec0k03CgJpUg6NNy,Sol Ipanema Hotel,Brazil,Rio de Janeiro,Rio de Janeiro,no,,Rio de Janeiro,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec0ktRzhOW8OaYwn,Cali Marriott Hotel,Colombia,Cali,Cali,no,,Cali,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec0mAvDzQ9FxOhJP,Sunshine Village Complex,Jamaica,Negril,Negril,no,,Negril,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec0mqktE9ySxSbBC,GIO Suites Bogota,Colombia,Bogota,Bogota,no,,Bogotá,High,dealality_keyword_corridor_map,name_keyword_bogota
ready,rec0nsHuBLGwGXdxP,Apartotel Los Yoses,Costa Rica,San Jose,San Jose,no,,San José Metro,High,dealality_city_corridor_map,exact_city_map
ready,rec0o4PhBb8UbK4ir,Los Leones Hotel Boutique,Peru,Arequipa,Arequipa,no,,Arequipa,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec0obcTlz50FguyL,Red Carpet Inn Nassau,Bahamas,Nassau,Nassau,no,,Nassau / New Providence,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec0oe7a3AjRtlDh2,El Hotel Del Lago Golf & Art Resort,Uruguay,Punta Del Este,Punta Del Este,no,,Punta del Este,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec0qlntC7f5945Bi,Paraiso De Colon,Dominican Republic,Puerto Plata,Puerto Plata,no,,Puerto Plata / Sosúa / Cabarete,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec0rCjxu1LWCgXNj,Holiday Inn Ponce & Tropical Casino,Puerto Rico,Ponce,Puerto Rico Regional,yes,,South Coast Regional City,High,dealality_keyword_corridor_map,name_keyword_ponce
ready,rec0rP5TYaNyE03JH,Tierra Viva Miraflores Mendiburu,Peru,Lima,Lima,no,,Lima Historic Center,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec0tDucGjaHhdT8b,HTL 9 De Julio Buenos Aires,Argentina,Buenos Aires,Buenos Aires,no,,Buenos Aires,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec0tOlZg1ZkgkL1N,Hotel Regal Pacific Buenos Aires,Argentina,Buenos Aires,Buenos Aires,no,,Buenos Aires,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec0ucWjrRvd1KNnu,Fiesta Resort,Costa Rica,Puntarenas,Puntarenas,no,,Guanacaste / Papagayo,Medium,dealality_keyword_corridor_map,name_keyword_puntarenas_ferry
ready,rec0urn07sdi65W3g,Hotel Casa Normandia,Colombia,Bogota,Bogota,no,,Bogotá,High,dealality_keyword_corridor_map,name_keyword_bogota
ready,rec0uwIG35tHcRglh,Pietermaai Boutique Hotel,Curaçao,Willemstad,Willemstad,no,,Willemstad / Punda-Otrobanda,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec0vCx4z9LOw1rar,Eden Roc at Cap Cana,Dominican Republic,Punta Cana,Punta Cana,no,,Punta Cana / Bávaro / Cap Cana,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec0wCn5EypYxatbS,"Ocean El Faro, Punta Cana",Dominican Republic,Punta Cana,Punta Cana,no,,Punta Cana / Bávaro / Cap Cana,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec0yaH8rxcyfbTt0,Magic Palace Hotel,Brazil,Rio De Janeiro,Rio De Janeiro,no,,Rio de Janeiro,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec0ytWI7Yi6OvdvD,The Alexandria Marquis Hotel and Resort,Belize,Esperanza,Belize,no,,Belize City,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec10Os2Dw2qBuUxj,Crowne Plaza Panama,Panama,Panama,Panama City,no,,Panama City,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec10VBVtQEQdw3xM,Hotel 198,Chile,Santiago,Santiago,no,,Santiago Centro,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec11PMI5ZsdllAfb,Albrook Inn,Panama,Panama,Panama City,no,,Panama City,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec11yRBgfLOIjnKl,Hampton by Hilton Lima Miraflores,Peru,Miraflores,Miraflores,no,,Miraflores,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec12L3cPLZdH1zNC,Hotel Virrey Central,Colombia,Bogota,Bogota,no,,Bogotá,High,dealality_keyword_corridor_map,name_keyword_bogota
ready,rec132WIeVdlpais2,Hotel Casablanca,Nicaragua,San Juan Del Sur,San Juan Del Sur,no,,San Juan del Sur,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec13d7HzQMlid0vb,Hotel San Martin,Colombia,Cartagena,Cartagena,no,,Cartagena,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec140BKMe7Qyop01,Secrets St. James Montego Bay,Jamaica,Montego Bay,Jamaica,no,,Montego Bay,Medium,dealality_keyword_corridor_map,exact_city_submarket_label
ready,rec14D3dfT78qhiMY,Morgans Rock Hotel,Nicaragua,San Juan Del Sur,San Juan Del Sur,no,,San Juan del Sur,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec14rO2PW7H6h2aH,Serena Hotel & Spa,Mexico,Puerto Aventuras,Puerto Aventuras,no,,Akumal / Puerto Aventuras,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec15mdo9gsMgJjBO,Hotel Santa Marta Real,Colombia,Santa Marta,Santa Marta,no,,Santa Marta,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec172h7kVbwOoUwD,Hilton Garden Inn Guanacaste Airport,Costa Rica,Liberia,Guanacaste Area,no,,Guanacaste / Papagayo,High,dealality_keyword_corridor_map,name_keyword_liberia
ready,rec17tBz307FMJI6Q,Foote Prints On The Sands Hotel,Jamaica,Negril,Negril,no,,Negril,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec18FJqh5kpZaAdn,Bogota Belle Epoque,Colombia,Bogota,Bogota,no,,Bogotá,High,dealality_keyword_corridor_map,name_keyword_bogota
ready,rec19HmsYqezGPpwl,Sunset Royal Resort,Mexico,Cancun,Cancun,no,,Cancún Hotel Zone,Medium,dealality_city_corridor_map,exact_city_map
ready,rec19j4wfUV7QSmRK,Amerian Executive Mendoza Hotel,Argentina,Mendoza,Mendoza,no,,Mendoza,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec1B48LXX9t2B7yr,Portal De San Diego,Colombia,Cartagena,Cartagena,no,,Cartagena,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec1BJ3m8ct41bQCS,Hotel El Prado,Colombia,Barranquilla,Barranquilla,no,,Barranquilla,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec1CcLJIXpHPbeWY,Hotel Casa De Campo Cusco,Peru,Cusco,Cusco,no,,Cusco Historic Center,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec1D9RNE58F92DbU,ibis Santiago La Condes Manquehue,Chile,Santiago,Las Condes,no,,Las Condes,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec1DMihmDfxTlisC,Hotel Pepita,Mexico,Cozumel,Cozumel,no,,Cozumel,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec1EeDD0yqhgGg5p,Grand Royal Lagoon Hotel,Mexico,Cancun,Cancun,no,,Cancún Hotel Zone,Medium,dealality_city_corridor_map,exact_city_map
ready,rec1FzqbbC5ZVSZVm,Xeliter Vista Mare,Dominican Republic,Las Galeras,Las Galeras,no,,Samaná / Las Terrenas,Medium,dealality_city_corridor_map,exact_city_map
ready,rec1GpH4KKSOyzVHV,Santa Teresa Hotel RJ - MGallery Collection,Brazil,Rio de Janeiro,Rio de Janeiro Centre & Surrounding,no,,Rio de Janeiro,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec1Hy6uTvYV4dDv0,ibis budget RJ Copacabana,Brazil,Rio de Janeiro,Rio de Janeiro Centre & Surrounding,no,,Rio de Janeiro,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec1JQwxPZIZ1iMFd,Medallion Hall Hotel,Jamaica,Kingston,Kingston,no,,Kingston,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec1O8t5CtaUEDAOk,Mountain Paradise Hotel,Costa Rica,La Fortuna,La Fortuna,no,,Arenal / La Fortuna,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec1PVa7uKg5RUquL,Hotel Seru Coral,Curaçao,Willemstad,Willemstad,no,,Willemstad / Punda-Otrobanda,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec1PXkMUZKr5SvTO,Hotel Carlota,Ecuador,Quito,Quito,no,,Quito,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec1Q1mqhxAVQUEmh,Hilton Garden Inn Cartagena,Colombia,Cartagena,Cartagena,no,,Cartagena,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec1Q1yV6L2FGjClO,Hotel Dorado Gold,Colombia,Bogota,Bogota,no,,Bogotá,High,dealality_keyword_corridor_map,name_keyword_bogota
ready,rec1QjOo2wJHF2CJx,Hotel Royal Decameron Aquarium,Colombia,San Andres,San Andres,no,,San Andrés,High,dealality_keyword_corridor_map,name_keyword_san_andres
ready,rec1RIfLMep3eFSlf,Hotel Imbanaco Cali,Colombia,Cali,Cali,no,,Cali,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec1Re4cLIw991dt7,Coral Estate Luxury Resort,Curaçao,Willemstad,Willemstad,no,,Willemstad / Punda-Otrobanda,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec1Saadgmmw1sBs5,Hotel Bocagrande,Colombia,Cartagena,Cartagena,no,,Cartagena,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec1T73e8uCpeeGb7,Parador Villas De Mar Hau,Puerto Rico,Isabela,Isabela,no,,Northwest Air & Leisure Corridor,High,dealality_city_corridor_map,pr_city_inference_map
ready,rec1V83FcNPPnWOUE,Rooney's Boutique Hotel,Argentina,Buenos Aires,Buenos Aires,no,,Buenos Aires,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec1WNAPAmbBww4W3,City Express by Marriott Cancun Aeropuerto,Mexico,Cancun,Cancun Downtown/Airport,no,,Cancún Hotel Zone,Medium,dealality_city_corridor_map,exact_city_map
ready,rec1X5Br2epK6C501,The Riviera Maya Edition at Kanai,Mexico,Playa del Carmen,Playa Del Carmen,no,,Riviera Maya / Playa del Carmen,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec1X6pphTLTJMsHw,"Atolon Hotel Cartagena Tierra Bomba, Curio Collection by Hilton",Colombia,Cartagena,Cartagena,no,,Cartagena,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec1XW9QzmPAzP8fI,Turtle Inn,Belize,Placencia,Placencia,no,,Placencia,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec1Y2Pr88guyIBVX,Days Inn Juan Dolio Beach,Dominican Republic,Playa Juan Dolio,Playa Juan Dolio,no,,Boca Chica / Juan Dolio,Medium,dealality_keyword_corridor_map,name_keyword_boca_chica
ready,rec1YfhSCY32ZTjxS,JW Marriott Hotel Santo Domingo,Dominican Republic,Santo Domingo,Santo Domingo,no,,Santo Domingo Metro,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec1cACy7swshc0MJ,Comfort Inn Cancun Aeropuerto,Mexico,Cancun,Cancun Downtown/Airport,no,,Cancún Hotel Zone,Medium,dealality_city_corridor_map,exact_city_map
ready,rec1cqdEs7yVNfKNf,Maya Bella Downtown Hotel,Belize,San Ignacio,Belize,no,,Belize City,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec1d6qmtr7JQoDw3,La Posta Del Cangrejo Hotel,Uruguay,Punta Del Este,Punta Del Este,no,,Punta del Este,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec1eYwfiXkZY8Dsv,ACOYA Curaçao,Curaçao,Willemstad,Willemstad,no,,Willemstad / Punda-Otrobanda,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec1ehfcGB0kTrRPW,Hotel Plaza Las Américas Cali,Colombia,Cali,Cali,no,,Cali,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec1fOVROK4GPIm11,Croc's Resort & Casino,Costa Rica,Jacó,Jacó,no,,Jacó / Herradura,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec1famkAFz2yyQ3a,Super 8 Boca Chica,Dominican Republic,Boca Chica,Boca Chica,no,,Boca Chica / Juan Dolio,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec1hXX2MqOafnOWM,Caye Caulker Plaza Hotel,Belize,Caye Caulker,Belize,no,,Belize City,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec1ipq3OijzP5alP,ibis Santiago Estacion Central,Chile,Santiago,Santiago,no,,Santiago Centro,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec1jx3B9gAQS2ne6,Hotel Coloso Arenal,Costa Rica,La Fortuna,La Fortuna,no,,Arenal / La Fortuna,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec1k2ofDmdvIPmDq,Hotel Continental,Ecuador,Guayaquil,Guayaquil,no,,Guayaquil,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,rec1kMQ4MCHQQJyuK,Argentino Hotel,Argentina,Mendoza,Mendoza,no,,Mendoza,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
