status,recordId,name,country,city,strSubmarket,strRegional,existingDealality,proposedDealality,confidence,source,reason
ready,recj9zjpVIcGwKyzs,Hotel Pacifico,Argentina,Mendoza,Mendoza,no,,Mendoza,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recjA3U5OXmaogqY2,Hyatt Vivid Grand Island,Mexico,Cancun,Cancun Coast,no,,Cancún Hotel Zone,Medium,dealality_city_corridor_map,exact_city_map
ready,recjAzrJCKShFlfwt,Sosua By The Sea,Dominican Republic,Sosua,Sosua,no,,Puerto Plata / Sosúa / Cabarete,High,dealality_keyword_corridor_map,name_keyword_north_coast
ready,recjBMuy4FI6bajCw,ibis budget Lima Miraflores,Peru,Miraflores,Miraflores,no,,Miraflores,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recjCgPHKVzCosWH8,Hotel Hacienda Guachipelin,Costa Rica,Liberia,Liberia,no,,Guanacaste / Papagayo,High,dealality_city_corridor_map,exact_city_map
ready,recjDMo0id1co2HeJ,Decameron Baru,Colombia,Cartagena,Cartagena Surrounding & Morros,no,,Cartagena,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recjDuON4lGZe2bgL,Hotel Inca Real,Costa Rica,San Jose,San Jose,no,,San José Metro,High,dealality_city_corridor_map,exact_city_map
ready,recjEPPyJfu8xWJWG,Hotel Santa Lucia,Chile,Santiago,Santiago,no,,Santiago Centro,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recjEoBbkptuZ6WRT,Hotel Presidente,Costa Rica,San Jose,San Jose,no,,San José Metro,High,dealality_city_corridor_map,exact_city_map
ready,recjFykMCa30A5FGi,La Castellana Hotel,Peru,Lima,Lima,no,,Lima Historic Center,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recjG5UO8SN4wy86x,Hotel Calle Real Medellin,Colombia,Medellin,Medellin,no,,Medellín,High,dealality_city_corridor_map,exact_city_map
ready,recjGQQSYZsxhS1ul,Hotel Living 55,Colombia,Bogotá,Bogotá,no,,Bogotá,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recjGnpREetadGXkl,Gran Evenia Panama,Panama,Panama,Panama City,no,,Panama City,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recjGqzNYCNhhY9Fa,Days Inn by Wyndham Rio de Janeiro Lapa,Brazil,Rio de Janeiro,Rio de Janeiro Centre & Surrounding,no,,Rio de Janeiro,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recjHKJNR0KKSWV2l,Atelier Playa Mujeres,Mexico,Isla Mujeres,Isla Mujeres,no,,Isla Mujeres,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recjHhAOJagOj5l5V,Selina Bogota La Candelaria,Colombia,Bogota,Bogota,no,,Bogotá,High,dealality_keyword_corridor_map,name_keyword_bogota
ready,recjIUbogDxR3dUtY,Village Hotel,Jamaica,Ocho Rios,Ocho Rios,no,,Ocho Rios,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recjIwgks4JXYptoP,Aranwa Paracas Resort & Spa,Peru,Paracas,Peru Regional,yes,,Paracas,Medium,dealality_keyword_corridor_map,exact_city_submarket_label
ready,recjJ6YSAekFRbCHt,Hotel La Pergola,Nicaragua,Granada,Granada,no,,Granada,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recjJtNESmG0lxTdu,Hilton Rio de Janeiro Copacabana,Brazil,Rio De Janeiro,Rio de Janeiro Centre & Surrounding,no,,Rio de Janeiro,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recjJuXFOPnTI6OC1,Stadia Suites Mexico City Santa Fe,Mexico,Mexico City,Santa Fe,no,,Santa Fe,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recjK0Z9xfiEb2MJM,Mintaka Hotel + Lounge,Colombia,Cartagena,Cartagena,no,,Cartagena,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recjKEoCqV7YAEJSJ,Hotel Colombia Real - Cartagena,Colombia,Cartagena,Cartagena,no,,Cartagena,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recjLSpBEWUP0s6TS,ibis Mendoza,Argentina,Mendoza,Mendoza,no,,Mendoza,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recjMufOkuhqQbXYW,Hotel Augusta,Colombia,Bogota,Bogota,no,,Bogotá,High,dealality_keyword_corridor_map,name_keyword_bogota
ready,recjOEBwaxxshiNAu,The Wexford Hotel,Jamaica,Montego Bay,Montego Bay,no,,Montego Bay,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recjOyqWfaaEugRSy,Cartagena La Merced Royal,Colombia,Cartagena,Cartagena,no,,Cartagena,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recjPQtHTlA9plXf9,Bahia Principe Explore Akumal,Mexico,Akumal,Puerto Aventuras/Akumal,no,,Akumal / Puerto Aventuras,Medium,dealality_keyword_corridor_map,name_keyword_riviera_secondary
ready,recjQ11DvgvSqjx9r,Ramada by Wyndham Panama Centro Via Argentina,Panama,Panama,Panama City,no,,Panama City,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recjTmkPNArdjs3IT,Costa Maya Beach Cabanas,Belize,Caye Caulker,Belize,no,,Belize City,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recjUHkzR23wp0jwa,Hotel Jose Antonio Lima,Peru,Lima,Lima,no,,Lima Historic Center,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recjUN2VQhIvt6lJ7,Wyndham Alltra Cancun All Inclusive Resort,Mexico,Cancun,Cancun Coast,no,,Cancún Hotel Zone,Medium,dealality_city_corridor_map,exact_city_map
ready,recjVB7A0jclbqsis,Hampton by Hilton Arequipa,Peru,Arequipa,Peru Regional,yes,,Arequipa,Medium,dealality_keyword_corridor_map,exact_city_submarket_label
ready,recjWgU1Nc3hJxKCL,Nassau Harbour Club Hotel & Marina,Bahamas,Nassau,Nassau,no,,Nassau / New Providence,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recjXrhQPfx9vbvNJ,Hyatt Place Santo Domingo Piantini,Dominican Republic,Santo Domingo,Santo Domingo,no,,Santo Domingo Metro,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recjXtLYXxNgwos0F,Llao Llao Hotel & Resort Golf Spa,Argentina,San Carlos de Bariloche,San Carlos de Bariloche,no,,Bariloche,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recjYAGWgtTWmIP2A,Courtyard San Juan Miramar,Puerto Rico,San Juan,San Juan Area,no,,San Juan Metro,High,dealality_city_corridor_map,pr_city_inference_map
ready,recjYKBeJhM7NhOFz,Hotel Esfinge,Nicaragua,Granada,Granada,no,,Granada,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recjYh10uH6JRT47P,Hacienda Castilla,Colombia,Pereira,Pereira,no,,Coffee Region / Pereira,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recjd4vuBImeIYcd8,El Pueblo Resort & Convention Center,Peru,Lima,San Isidro & Surroundings,no,,San Isidro,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recjd6braWvL3gLgm,Four Points by Sheraton Medellin,Colombia,Medellin,Medellín,no,,Medellín,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recjdpjrXoYC8zfDn,Hotel Colonial,Nicaragua,San Juan Del Sur,San Juan Del Sur,no,,San Juan del Sur,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recjdz4Fz2af6EUcL,Hotel La Capilla,Uruguay,Punta Del Este,Punta Del Este,no,,Punta del Este,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recjedkoZXJ36KyVR,Estelar Apartamentos Bellavista,Peru,Lima,Miraflores,no,,Miraflores,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recjem7xqsk5os7Cr,Secrets Aura Cozumel,Mexico,Cozumel,Cozumel/Isla Mujeres/Holbox,no,,Cozumel,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recjgDofDO2Hqm1IA,Nobu Hotel Tulum,Mexico,Tulum,Tulum,no,,Tulum,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recjgZ3DwIQPzuUzZ,Hotel Cartagena Premium,Colombia,Cartagena,Cartagena,no,,Cartagena,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recjgjKl5SU6DMYEe,Hotel Tribeca,Argentina,Buenos Aires,Buenos Aires,no,,Buenos Aires,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recjh0jCcVVFNINJF,Bourbon Exclusive Jardin Escondido by Coppola,Argentina,Buenos Aires,Buenos Aires North/Palermo/Recoleta,no,,Buenos Aires,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recjiHbO6C6LWb9Pn,Mayfair Hotel,Jamaica,Kingston,Kingston,no,,Kingston,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recjjDe7avqScfpKh,La Foret,Uruguay,Punta Del Este,Punta Del Este,no,,Punta del Este,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recjjRYxLZxfzcWT4,GHL Collection 93 Hotel,Colombia,Bogota,Parque 93,no,,Bogotá,High,dealality_keyword_corridor_map,name_keyword_bogota
ready,recjjWHyvk4L8yR6R,Fairmont El San Juan Hotel,Puerto Rico,Carolina,San Juan Area,no,,San Juan Metro,High,dealality_city_corridor_map,pr_city_inference_map
ready,recjkSWi1f6iasgl9,Chateau Cervantes,Puerto Rico,San Juan,San Juan,no,,San Juan Metro,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recjlEXZ0ikhfDW5X,Hotel Plaza Changuinola,Panama,Changuinola,Changuinola,no,,Bocas del Toro,High,dealality_keyword_corridor_map,name_keyword_bocas
ready,recjm0gcUNcIzdijc,Island Pine Villas,Cayman Islands,Grand Cayman,Grand Cayman,no,,Grand Cayman,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recjm6gxcn0wt7GsS,Tempo Rent Apart Hotel,Chile,Santiago,Santiago,no,,Santiago Centro,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recjmcsRP6nCdnmJd,NH Collection Bogota Teleport Royal,Colombia,Bogota,Bogota North,no,,Bogotá,High,dealality_keyword_corridor_map,name_keyword_bogota
ready,recjn2NijDCFqrSY2,Casa Del Sol Machu Picchu,Peru,Machu Picchu,Machu Picchu,no,,Machu Picchu Access,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recjnLa78d7nQruvY,Sandy Haven Resort,Jamaica,Negril,Negril,no,,Negril,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recjo2ZfBEP0fwh1E,Suites Reforma Apartment Hotel,Guatemala,Guatemala City,Guatemala City,no,,Guatemala City,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recjoG2WljFKbuh26,Condado Palm Inn San Juan Tapestry Collection by Hilton,Puerto Rico,San Juan,San Juan Area,no,,San Juan Metro,High,dealality_city_corridor_map,pr_city_inference_map
ready,recjp0QaxAGEMIbHt,Hotel Mediterraneo,Argentina,Córdoba,Córdoba,no,,Córdoba,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recjp59ZyPIcLZDbq,Tower Cloisters Resort Condos,Jamaica,Ocho Rios,Ocho Rios,no,,Ocho Rios,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recjp6to32AVdPG6j,Backpackers Hostel,Colombia,Medellin,Medellin,no,,Medellín,High,dealality_city_corridor_map,exact_city_map
ready,recjpcSiTUqxRMA3P,Hotel El Zarzo,Colombia,Medellín,Medellín,no,,Medellín,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recjpxj8Nm5hQb4nA,Barcelo Maya Beach,Mexico,Playa Del Carmen,Puerto Aventuras/Akumal,no,,Riviera Maya / Playa del Carmen,High,dealality_city_corridor_map,exact_city_map
ready,recjrJ2dSMdfWzLMu,The Westin Santa Fe Mexico City,Mexico,Mexico City,Santa Fe,no,,Santa Fe,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recjvQh52k0iRrhYL,Hampton By Hilton Bogota Airport,Colombia,Bogota,Bogota South & Avenida El Dorado,no,,Bogotá,High,dealality_keyword_corridor_map,name_keyword_bogota
ready,recjvzdwMq0b53qNJ,Hotel Dario,Nicaragua,Granada,Granada,no,,Granada,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recjxN6i4FVwfAjeX,W Santiago,Chile,Santiago,Las Condes,no,,Las Condes,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recjyCi81yroGl9wh,Hotel Bahia Blanca,Colombia,Santa Marta,Santa Marta,no,,Santa Marta,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recjyCiiCZkPuHC1f,Hotel Las Americas,Colombia,San Andres,San Andres,no,,San Andrés,High,dealality_keyword_corridor_map,name_keyword_san_andres
ready,recjydRZaskZCBBIk,Hotel Continental Bluedoors,Colombia,Bogota,Bogota,no,,Bogotá,High,dealality_keyword_corridor_map,name_keyword_bogota
ready,reck0DYUA1KnUDf8O,Grand Palladium Select Bavaro,Dominican Republic,Punta Cana,Dominican Republic Regional,yes,,Punta Cana / Bávaro / Cap Cana,High,dealality_keyword_corridor_map,name_keyword_punta_cana
ready,reck0F59TfTqwWLJS,Hotel Napoleon,Argentina,Buenos Aires,Buenos Aires,no,,Buenos Aires,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,reck0GCZi5b9bDH0m,San Agustin International Hotel,Peru,Cusco,Cusco,no,,Cusco Historic Center,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,reck0OX02AXOCxrxh,Hilton at Resorts World Bimini,Bahamas,North Bimini,North Bimini,no,,Bimini,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,reck29FPnxvallyBL,Hotel RIU Palace Aquarelle,Jamaica,Falmouth,Falmouth,no,,Falmouth,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,reck2LfdFjtvxKiIC,Grand Fiesta Americana Coral Beach Cancun All Inclusive Spa Resort,Mexico,Cancun,Cancun Coast,no,,Cancún Hotel Zone,Medium,dealality_city_corridor_map,exact_city_map
ready,reck2PvK11s2dCIim,Hilton Garden Inn Tegucigalpa,Honduras,Tegucigalpa,Tegucigalpa,no,,Tegucigalpa,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,reck2xtH3nqshiuPo,Hotel Plaza 36,Colombia,Bogota,Bogota,no,,Bogotá,High,dealality_keyword_corridor_map,name_keyword_bogota
ready,reck3MQcS8IqbD9fV,El Casco Art Hotel,Argentina,San Carlos de Bariloche,San Carlos de Bariloche,no,,Bariloche,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,reck3jIZnjy9gNC3A,Cassia Hill Resort,Belize,San Ignacio,Belize,no,,Belize City,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,reck4i7JuuTqy8hPt,Hilton Garden Inn Guatemala City,Guatemala,Guatemala City,Guatemala City,no,,Guatemala City,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,reck72k5UHybxOvle,Cozy Corner Hotel,Belize,Placencia,Placencia,no,,Placencia,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,reck78xIn5HHMPOBr,Hotel Plaza Real,Costa Rica,San Jose,San Jose,no,,San José Metro,High,dealality_city_corridor_map,exact_city_map
ready,reck7Ayh8VG2D3cFq,Hotel Palacio Dona Beatriz,Guatemala,Antigua Guatemala,Antigua Guatemala,no,,Antigua,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,reck8Gi3ULmUcQb9E,Inmoba Apartments & Suites,Chile,Santiago,Santiago,no,,Santiago Centro,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,reck8IqDhSuXi6kxm,Villa Del Angel Hotel,El Salvador,San Salvador,San Salvador,no,,San Salvador,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,reck9bY2231EEgTGZ,Novotel Santiago Providencia,Chile,Santiago,Providencia,no,,Providencia,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,reckCAXavu6Qpl38q,Hotel Palacio,Uruguay,Montevideo,Montevideo,no,,Montevideo,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,reckCVWOCd6PWhGwp,Fern Hill Club,Jamaica,Port Antonio,Port Antonio,no,,Port Antonio,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,reckDTW7zuT6BDgd3,Residence Inn San Juan Isla Verde,Puerto Rico,San Juan,San Juan Area,no,,San Juan Metro,High,dealality_city_corridor_map,pr_city_inference_map
ready,reckDhMZbcolyD2GU,Camp David Ranch Hotel Resort,Dominican Republic,Santiago,Santiago,no,,Santiago / Cibao,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,reckF0WdauNXfiRxu,Movich Buro 26,Colombia,Bogota,Bogota South & Avenida El Dorado,no,,Bogotá,High,dealality_keyword_corridor_map,name_keyword_bogota
ready,reckFN6i0WwpPmmtv,Hotel Il Belvedere,Uruguay,Punta Del Este,Punta Del Este,no,,Punta del Este,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,reckFljVdEHaPMvA0,City Express by Marriott Cancun Aeropuerto,Mexico,Cancun,Cancun Downtown/Airport,no,,Cancún Hotel Zone,Medium,dealality_city_corridor_map,exact_city_map
ready,reckGBwwVIMNjwbCw,Don Boutique Hotel,Uruguay,Montevideo,Montevideo,no,,Montevideo,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,reckGqCXNXymtAKI1,Hotel Condina,Colombia,Pereira,Pereira,no,,Coffee Region / Pereira,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,reckK1kkKgy6i7qxV,Ramada by Wyndham Princess Belize City,Belize,Belize City,Belize,no,,Belize City,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,reckKgnpMdkKtcOfw,Makondo Hotel Boutique,Colombia,Cartagena,Cartagena,no,,Cartagena,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,reckLFrFnuMujBXAP,Hotel Botero Medellin,Colombia,Medellin,Medellin,no,,Medellín,High,dealality_city_corridor_map,exact_city_map
ready,reckMy5XauqqHeNPi,Wyndham Hotels and Resorts Santa Marta,Colombia,Santa Marta,Santa Marta,no,,Santa Marta,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,reckNuNeSvy1TEbaR,ibis Styles Montevideo Biarritz,Uruguay,Montevideo,Montevideo,no,,Montevideo,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,reckO67Q4DQI8OZl4,Hotel Balmoral,Costa Rica,San Jose,San Jose,no,,San José Metro,High,dealality_city_corridor_map,exact_city_map
ready,reckOwbMWNXD4YOoh,Windsor Excelsior Hotel,Brazil,Rio de Janeiro,Rio de Janeiro,no,,Rio de Janeiro,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,reckOzZUGRgDqyhEp,Galileo Boutique Hotel,Argentina,San Carlos de Bariloche,San Carlos de Bariloche,no,,Bariloche,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,reckP64e7pwXZv7S7,Hotel Plaza Europa,Dominican Republic,Sousa,Sousa,no,,Puerto Plata / Sosúa / Cabarete,High,dealality_city_corridor_map,exact_city_map
ready,reckPrJV4W4funnuO,Hotel Rio Amazonas,Ecuador,Quito,Quito,no,,Quito,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,reckQ5NL35tIPlNp9,Selva Verde Lodging & Rainforest Reserve,Costa Rica,Puerto Viejo De Sarapiqui,Puerto Viejo De Sarapiqui,no,,Caribbean Coast,Medium,dealality_keyword_corridor_map,name_keyword_caribbean
ready,reckQaz79fIDbvj0d,Suipacha Suites,Argentina,Buenos Aires,Buenos Aires,no,,Buenos Aires,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,reckRcYfLaxJsqbxT,Sheraton Lima Hotel & Convention Center,Peru,Lima,San Isidro & Surroundings,no,,San Isidro,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,reckTivMLk5SRdrCX,Hotel Riu Palace Kukulkan,Mexico,Cancún,Cancún,no,,Cancún Airport Corridor,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,reckTsIqqygf1s1QR,Coral By the Sea Hotel,Puerto Rico,Carolina,Carolina,no,,San Juan Metro,High,dealality_city_corridor_map,pr_city_inference_map
ready,reckVFdcun5kMmKZX,Hotel Maxitel,Panama,David,David,no,,Boquete / Highlands,Medium,dealality_city_corridor_map,exact_city_map
ready,reckVHX2s4SKpeqIh,Hotel Occidental,Panama,David,David,no,,Boquete / Highlands,Medium,dealality_city_corridor_map,exact_city_map
ready,reckWSonbexr8Rv09,Hotel Sandmelis,Ecuador,Quito,Quito,no,,Quito,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,reckWeYF4wWIi5jZh,Home Suites Apart Hotel Mendoza,Argentina,Mendoza,Mendoza,no,,Mendoza,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,reckWsLMTAY5HOlFZ,Jovilee Apartments,Belize,Belize City,Belize,no,,Belize City,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,reckWwGGWxLiebMgE,Arenal Lodge,Costa Rica,La Fortuna,La Fortuna,no,,Arenal / La Fortuna,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,reckXKrHyXrM5hNDU,Alamo Hostel,Argentina,Mendoza,Mendoza,no,,Mendoza,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,reckdrw6GaBovMP3W,San Jorge Eco Lodge Quito,Ecuador,Quito,Quito,no,,Quito,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recke2RBlRD58NEiH,ibis budget Rio De Janeiro Centro,Brazil,Rio de Janeiro,Rio de Janeiro Centre & Surrounding,no,,Rio de Janeiro,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,reckeuz0dvY2bslUW,Hyatt Centric Las Condes Santiago,Chile,Santiago,Las Condes,no,,Las Condes,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,reckg7BhrCmF5jBa4,Fairfield by Marriott Luquillo Beach,Puerto Rico,Luquillo,Puerto Rico Regional,yes,,East Coast / Island Access,High,dealality_city_corridor_map,pr_city_inference_map
ready,reckhHhTyxp8vLele,Puerto Mercado Hotel,Uruguay,Montevideo,Montevideo,no,,Montevideo,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,reckj4gXbk2XgquRS,Dreams Flora Resort & Spa,Dominican Republic,Punta Cana,Dominican Republic Regional,yes,,Punta Cana / Bávaro / Cap Cana,High,dealality_keyword_corridor_map,name_keyword_punta_cana
ready,reckkC8CL4v72ytF8,Hotel Astor,Argentina,Mendoza,Mendoza,no,,Mendoza,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recknEgAgPZvy6ZGB,Fairmont Mayakoba,Mexico,Playa Del Carmen,Playa Del Carmen,no,,Riviera Maya / Playa del Carmen,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recknlbxTY8ZzxLX3,Sea Splash Resort,Jamaica,Negril,Negril,no,,Negril,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recknmHAR9D9tuG4Z,Trade Winds Guest House,Puerto Rico,Vieques,Vieques,no,,Vieques / Culebra,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,reckoTKgvnuFnFNvI,Vivaldi Hotel Loft Punta Carretas,Uruguay,Montevideo,Montevideo,no,,Montevideo,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,reckpU09dtFFct9uq,Holiday Inn Montevideo,Uruguay,Montevideo,Montevideo,no,,Montevideo,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,reckqABJm84CbFKZJ,Hotel Pueblito Playa,Colombia,Cartagena,Cartagena,no,,Cartagena,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,reckqcxv0h6SACXD2,Atlantico Praia Hotel,Brazil,Rio de Janeiro,Rio de Janeiro,no,,Rio de Janeiro,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,reckqsNQIpZ9jmHqJ,"Viva V Samana by Wyndham, A Trademark Adults All Inclusive",Dominican Republic,Las Terrenas,Las Terrenas,no,,Samaná / Las Terrenas,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,reckuPXdKYRmB5IiS,Alvear Art Hotel,Argentina,Buenos Aires,Buenos Aires Centre,no,,Buenos Aires,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,reckywchyIyzUmeo3,Hotel Neruda Express,Chile,Santiago,Santiago,no,,Santiago Centro,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,reckz2Z0FUlHuqoF5,Brisa Oceano Resort,Belize,Placencia,Belize,no,,Belize City,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,reckz7sL9A7I5IyJC,Nature Resort,Belize,Belize City,Belize,no,,Belize City,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,reckzpFRMUsAZj0O1,Howard Johnson Buenos Aires Abasto,Argentina,Buenos Aires,Buenos Aires,no,,Buenos Aires,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recl0Miu6N1WEzrpM,Vizcaya Real Hotel,Colombia,Cali,Cali,no,,Cali,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recl0eMcJ5CaBUC87,Hotel Rincon Vasco,Argentina,Mendoza,Mendoza,no,,Mendoza,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recl1HOrQhlEox3dQ,Los Suenos Resort & Marina,Costa Rica,Jaco,Jaco,no,,Jacó / Herradura,Medium,dealality_keyword_corridor_map,name_keyword_jaco
ready,recl1plIiCuOQoJfM,Posada De San Antonio,Colombia,Cali,Cali,no,,Cali,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recl2xSwLDLpc4fvZ,Ikonik Miraflores,Peru,Lima,Miraflores,no,,Miraflores,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recl34EDci7CCSqEA,Miravida Soho Hotel & Wine Bar,Argentina,Buenos Aires,Buenos Aires,no,,Buenos Aires,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
ready,recl6gtH1VuueIoM2,Hotel Mundial,Argentina,Buenos Aires,Buenos Aires,no,,Buenos Aires,Medium,dealality_str_submarket_normalized,str_submarket_normalized_to_corridor
