airtableRecordId,sourceType,rawHotelName,rawCountry,rawCity,retentionRecommendation,qualityScore,classification,reasons,matchConfidence,promotionEligibility,promotionRecommendation
rec000D1opL6AoOlN,osm,Casa María,Costa Rica,Desamparados,keep_for_matching,70,keep_in_airtable,quality score/tier (70),none,not_eligible,hold_low_confidence
rec0018EXDhre40OU,osm,Claudio Polanco,Dominican Republic,,duplicate_review,65,duplicate_review,duplicate_review retention or duplicate cluster,,,
rec003FTTI9TvWKNW,osm,Pousada Sl,Brazil,Evolução,keep_for_matching,70,keep_in_airtable,quality score/tier (70),none,not_eligible,hold_low_confidence
rec004z9t21ecGEn2,osm,NH Hoteles,Mexico,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec005cQ9H0zBYIw3,osm,Finest Resort,Dominican Republic,,duplicate_review,55,duplicate_review,duplicate_review retention or duplicate cluster,,,
rec00BaoGuffmQUHU,osm,Grand Hotel,Dominican Republic,,duplicate_review,65,duplicate_review,duplicate_review retention or duplicate cluster,,,
rec00CCgSXBH9EMVX,osm,Taganga beach hotel,Colombia,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec00EKiZzxPzNxLh,osm,Playa Miguel Beach House Rentals,Honduras,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec00IY3FWc8ikPsi,osm,Apart Hotel Garay,Argentina,Rafaela,keep_high_priority,95,keep_in_airtable,has website,none,not_eligible,hold_low_confidence
rec00TQpMYglzYw6f,osm,Casa de Húespedes Emma,Mexico,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec00a8F7UlIxhMrc,osm,Flor de Penedo,Brazil,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec00bam4DfRoZvRb,osm,San Isidro,Mexico,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec00buCQ3B89rJlO,osm,Finca El Jordan,Colombia,,keep_for_matching,65,keep_in_airtable,quality score/tier (65),none,not_eligible,hold_low_confidence
rec00x2gnjjnsCKMj,osm,Lucape Palace Hotel,Brazil,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec010gisiSt0Xfhc,osm,Hospedaje Gicel,Argentina,Aristóbulo del Valle,keep_for_matching,70,keep_in_airtable,quality score/tier (70),none,not_eligible,hold_low_confidence
rec011JIXgqERjTz0,osm,The Backpacker Hostal,Ecuador,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec016JgYG9LfmE9u,osm,Hotel Oviedo,Mexico,Acapulco,keep_for_matching,70,high_confidence_match_keep,high-confidence legacy census backwards match,high,eligible_for_promotion,promote_after_review
rec01D9YsuGTze3pf,osm,Casa de Huéspedes Hotel Restaurante San José,Mexico,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec01JuwL8NixgHPl,osm,Hotel Playa Hermosa,Costa Rica,Playa Hermosa,keep_for_matching,70,keep_in_airtable,quality score/tier (70),none,not_eligible,hold_low_confidence
rec01KHpXjgg4zS8q,osm,Quisarrazal Rd,Costa Rica,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec01UTaAXPKTmP7s,osm,Cabinas Don Luis,Costa Rica,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec01Un7S4O0WBc4J,osm,Hotel OM Huatulco,Mexico,Santa María Huatulco,keep_for_matching,80,keep_in_airtable,quality score/tier (80),low,not_eligible,hold_low_confidence
rec01bH30IEgdIgdH,osm,Hostel Fatima,Colombia,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec01bISi7prq8yw2,osm,Maju Hotel Campestre & Spa,Mexico,Jamapa,keep_for_matching,70,keep_in_airtable,quality score/tier (70),none,not_eligible,hold_low_confidence
rec01gL0N3hxJ6XsX,osm,Plaza Suites,Argentina,Campana,keep_for_matching,80,keep_in_airtable,has brand,none,not_eligible,hold_low_confidence
rec01tZNw0HdRGWy4,osm,Valle el Quinto,Chile,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec01womlx3x7OHb3,osm,Águila de Osa,Costa Rica,Osa,keep_high_priority,95,keep_in_airtable,has website,none,not_eligible,hold_low_confidence
rec024ARj34PI9plC,osm,Pousada Solar de Lourdes,Brazil,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec02NrzTlySjGite,osm,Piramys Life Hostel,Costa Rica,,keep_high_priority,80,keep_in_airtable,has website,none,not_eligible,hold_low_confidence
rec02X8RhkO6u9AKD,osm,Hostal Marsella,Ecuador,,keep_for_matching,65,keep_in_airtable,quality score/tier (65),none,not_eligible,hold_low_confidence
rec02XJOKwPkPsMa9,osm,Kris,Brazil,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec02XLU6G8DbL88Z,osm,Lodge,Brazil,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec02bzoZfDBzCi3N,osm,Hotel Tapia,MX,Buctzotz,keep_for_matching,80,keep_in_airtable,has brand,none,not_eligible,hold_low_confidence
rec02lO1W7FnmYJkK,osm,Casa de Nelly,Colombia,,keep_high_priority,80,keep_in_airtable,has website,none,not_eligible,hold_low_confidence
rec02lf5qQ8o95guY,osm,Paso de la Monarca,Mexico,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec02qHDUfsf9D89h,osm,La Diosa Nature Lodge,Costa Rica,,keep_for_matching,65,keep_in_airtable,quality score/tier (65),none,not_eligible,hold_low_confidence
rec030cC9kcJN1Leg,osm,terra linda,Dominican Republic,,duplicate_review,55,duplicate_review,duplicate_review retention or duplicate cluster,,,
rec038ifBxPVCTc0P,osm,Motel Neptuno,Ecuador,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec03Fe9Xd56KF0Hn,osm,Royal Hideaway Playacar,Mexico,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",medium,not_eligible,hold_low_confidence
rec03QZBTksxiFhkW,osm,Condomínio Le Parc Residential Resort,Brazil,,keep_high_priority,80,keep_in_airtable,has website,none,not_eligible,hold_low_confidence
rec03R9LDHZeGfPDU,osm,Hotel Colonial,Argentina,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec03aS0AUfAUIy8g,osm,Casa Azúl,Mexico,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec03bh8aepedw9dY,osm,Hotel Nº 2,Argentina,Embalse,keep_for_matching,70,keep_in_airtable,quality score/tier (70),none,not_eligible,hold_low_confidence
rec03dcBCEIc4WcCu,osm,Pousada Villa Serena,Brazil,,keep_for_matching,65,keep_in_airtable,quality score/tier (65),none,not_eligible,hold_low_confidence
rec03rZKTGW1UfYOz,osm,Hostal Chamaquito,Ecuador,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec03xkZO6SGUm6GT,osm,Hotel Casa Robinson,Dominican Republic,,duplicate_review,55,duplicate_review,duplicate_review retention or duplicate cluster,,,
rec03yyrQJCY7mW7Q,osm,Ibis Mogi das Cruzes,Brazil,,keep_for_matching,65,high_confidence_match_keep,high-confidence legacy census backwards match,high,eligible_for_promotion,promote_after_review
rec03z87tIyURaarX,osm,Hotel Romalu,Argentina,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec041t6aN7xtL6JN,osm,Residencial 101,Brazil,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec042B09vg9eBrS9,osm,La Morada,Mexico,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec04GUNaiIYY2Ajv,osm,Hotel Huvana,Mexico,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec04H0uY3Je4rrVa,osm,Hotel Misión Los Cocuyos,Mexico,Huatusco,duplicate_review,100,duplicate_review,duplicate_review retention or duplicate cluster,,,
rec04KcNuA7Sc0jqm,osm,Hotel das Torres,Brazil,Guanambi,keep_for_matching,80,keep_in_airtable,quality score/tier (80),none,not_eligible,hold_low_confidence
rec04Tg6nYojQV98z,osm,Puerta de Alcalá,Ecuador,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec04c0KLNEkNpbfm,osm,Atlántida,Argentina,Eldorado,keep_for_matching,90,keep_in_airtable,has brand,none,not_eligible,hold_low_confidence
rec04d27WCuRN9m3K,osm,Lumar,Ecuador,,keep_for_matching,65,keep_in_airtable,quality score/tier (65),none,not_eligible,hold_low_confidence
rec04dDOViXbaFjCJ,osm,Selene,Argentina,,keep_for_matching,65,keep_in_airtable,quality score/tier (65),none,not_eligible,hold_low_confidence
rec04jOYXPlaVIEfm,osm,Hotel El Dorado,Honduras,Puerto Lempira,keep_for_matching,70,keep_in_airtable,quality score/tier (70),none,not_eligible,hold_low_confidence
rec04lIwbhCRIMAsC,osm,Pensão Dona Nena,Brazil,Caetité,keep_for_matching,80,keep_in_airtable,quality score/tier (80),none,not_eligible,hold_low_confidence
rec04llMGjmhBSw0t,osm,Pousada Los Rosales,Brazil,,keep_high_priority,70,keep_in_airtable,has website,none,not_eligible,hold_low_confidence
rec04rzqA6SpbXY5G,osm,Oviedo,Mexico,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec04sAAhcrkfeWq4,osm,Stanford Hotel,CL,Providencia,keep_high_priority,95,keep_in_airtable,has website,none,not_eligible,hold_low_confidence
rec04ztzDrMUYzezh,osm,Caribeen,Mexico,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec051rHmBv653yC8,osm,Austral cabañas de mario soto,Chile,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec058V4axsdaGqpd,osm,Veroca Hostel,Brazil,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec05B16ar6XUFTgx,osm,Kibé,Mexico,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec05Ha0mdWl2s0Wm,osm,Hotel Emporium,Colombia,Bogotá,keep_for_matching,70,keep_in_airtable,quality score/tier (70),none,not_eligible,hold_low_confidence
rec05JnSceKi7XgN0,osm,Hotel Yanuba,Colombia,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec05L9T3bh03znzO,osm,Hotel Casa Blanca,Colombia,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec05XVhSAnbzeRrQ,osm,SP,Ecuador,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec05g4EjHbJ0PEVr,osm,Hospedaje Elisabeth,Chile,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec05h8srInFcHaZq,osm,Chakana Hotel Boutique,Ecuador,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec05jia0PjRm3hN6,osm,Hotel Faraon,Ecuador,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec05nWS0fTU37X3x,osm,Hotel Los Angeles,Costa Rica,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec05ow9DGpHvWjDU,osm,Posada La Campiña,Argentina,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec0606p45JXbyYc1,osm,Viva Dominicus Beach by Wyndham,Dominican Republic,,duplicate_review,70,duplicate_review,duplicate_review retention or duplicate cluster,,,
rec060z2qcL4n4l0M,osm,San Martín,Argentina,Suardi,keep_high_priority,95,keep_in_airtable,has website,none,not_eligible,hold_low_confidence
rec06IfZy6Amj0AyF,osm,Hotel Marlon,Mexico,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec06LLDpRULw0gyq,osm,Residencial La Floresta,Honduras,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec06MDtAmvl8GHU0,osm,Barranquilla Plaza,Colombia,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",medium,not_eligible,hold_low_confidence
rec06YwhgZUsE34Z0,osm,Hotel Santa Rosa,Honduras,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec06c4gwkssLD53h,osm,Upe Hostel,Costa Rica,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec06i8LRB5WuVlfL,osm,La Casa Cuenca,Ecuador,,keep_high_priority,70,keep_in_airtable,has website,none,not_eligible,hold_low_confidence
rec06psAWwsNAJAZb,osm,Cabinas Las Juntas,Costa Rica,Ángeles,keep_for_matching,70,keep_in_airtable,quality score/tier (70),none,not_eligible,hold_low_confidence
rec06qMBsTSs1F6db,osm,Hospedaje Cordillera,Chile,Futaleufú,keep_for_matching,80,keep_in_airtable,quality score/tier (80),none,not_eligible,hold_low_confidence
rec06xnlYtsKe3wfk,osm,Paradise,Costa Rica,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec072lrgqtV6aOVk,osm,Casa Vista los Arcos - Los Palmares,Mexico,Puerto Vallarta,keep_high_priority,95,keep_in_airtable,has website,none,not_eligible,hold_low_confidence
rec079IiNf77ZyTRW,osm,Hotel saraguros,Ecuador,,keep_for_matching,65,keep_in_airtable,quality score/tier (65),none,not_eligible,hold_low_confidence
rec07IATzgE4Q9uwe,osm,Hotel La Bodega,Argentina,La Paz,keep_for_matching,70,keep_in_airtable,quality score/tier (70),none,not_eligible,hold_low_confidence
rec07ITzyzmSMX5hs,osm,Hostal El Refugio,Ecuador,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec07Xy0bx8nA03p0,osm,Hotel Teffany,Costa Rica,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec07arZ3TObpfQUV,osm,Hotel Cuatro Plazas,AR,Casilda,keep_for_matching,70,keep_in_airtable,quality score/tier (70),none,not_eligible,hold_low_confidence
rec07gHGGojqLG06q,osm,Hostería Cabañas Germany,Ecuador,Shell,keep_high_priority,95,keep_in_airtable,has website,none,not_eligible,hold_low_confidence
rec07hCjJKHu2FgIF,osm,Hotel Lagoon,Mexico,Chetumal,keep_high_priority,95,keep_in_airtable,has website,none,not_eligible,hold_low_confidence
rec07j6snlToGMQzJ,osm,Decu Mérida,Mexico,Mérida,keep_high_priority,95,keep_in_airtable,has website,none,not_eligible,hold_low_confidence
rec07sCHbQmF4qnQu,osm,Hospedaje Marcela,Chile,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec080pqVbuCltQ5P,osm,Hotel Plaza,Mexico,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec081uYOT5vGS1Ov,osm,Hotel Washington,Mexico,Hermosillo,keep_for_matching,70,keep_in_airtable,quality score/tier (70),none,not_eligible,hold_low_confidence
rec085FYO2ePPEXor,osm,Maria Bonita,Colombia,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec08A64aF3faG9Uv,osm,Cabaña Nativa,Chile,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec08BPQ3huTLP1gt,osm,Gasque,Dominican Republic,,duplicate_review,55,duplicate_review,duplicate_review retention or duplicate cluster,,,
rec08Hx8NQStGMLz6,osm,Pousada Campanário,Brazil,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec08KxgPfp58Vmfb,osm,Hotel Pavo Real,Mexico,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec08UbCb8Y357kqa,osm,Hotel Iguaçu,BR,Dionísio Cerqueira,keep_for_matching,70,keep_in_airtable,quality score/tier (70),none,not_eligible,hold_low_confidence
rec08fQIRzmn3Or2i,osm,Hotel Del Arte,Argentina,Paso de los Libres,keep_for_matching,80,keep_in_airtable,quality score/tier (80),none,not_eligible,hold_low_confidence
rec08gnl2aCtSImdF,osm,Restaurante y cabañas Terra Tipi,Mexico,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec08oBx6MXsbb8MQ,osm,"MOTEL ""VELVET""",Ecuador,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec08y1Qabqpg1LUK,osm,Hotel Bela Vista,Brazil,Paraíso do Sul,keep_for_matching,70,keep_in_airtable,quality score/tier (70),none,not_eligible,hold_low_confidence
rec08zrIaEmogNLCW,osm,Hospedaje America,Chile,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec096MzKSHwVriaP,osm,Delfines 1,Colombia,,keep_for_matching,65,keep_in_airtable,quality score/tier (65),none,not_eligible,hold_low_confidence
rec09CJB7rvzuOPvk,osm,W,CL,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec09IMKlee4V9RHZ,osm,Capital O Hotel Juarez 571,Mexico,Veracruz,duplicate_review,95,duplicate_review,duplicate_review retention or duplicate cluster,,,
rec09J2y0vIPCbnbK,osm,Saransig Killasamana,Ecuador,,keep_for_matching,65,keep_in_airtable,has brand,none,not_eligible,hold_low_confidence
rec09NmvWHhWNHHoR,osm,Pousada do Nôno,Brazil,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec09T3IZ2kom1EZN,osm,8,Colombia,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec09qin8qrXCywgH,osm,Hotel Winnye,Argentina,San Salvador de Jujuy,keep_for_matching,70,keep_in_airtable,quality score/tier (70),none,not_eligible,hold_low_confidence
rec09tJkLLI3NWkdJ,osm,C.D.I Luz del mañana,Colombia,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec09u40JsRw4I7N4,osm,Hostel Retorno,Argentina,,keep_high_priority,70,keep_in_airtable,has website,none,not_eligible,hold_low_confidence
rec09uhplsHXKSfgd,osm,Hotel Fiesta Zipolite,Mexico,,keep_for_matching,65,keep_in_airtable,quality score/tier (65),none,not_eligible,hold_low_confidence
rec09vORuL4DPf9qu,osm,Castilla de León,Ecuador,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec09yHN4loGCufuq,osm,Las Tinajas,Argentina,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec09ypmnF4j8N0cW,osm,Hotel Palermo,Argentina,Carlos Tejedor,keep_for_matching,70,keep_in_airtable,quality score/tier (70),none,not_eligible,hold_low_confidence
rec0A4GfuLTwYOy9Z,osm,El Hostalito 14,Mexico,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec0A60EFPv6Gcnuo,osm,Casa Playa Mann,Ecuador,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec0A7TTQAHPQHmnL,osm,Hostería Mahuida Anay,Argentina,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec0AO2TdXOtHNroT,osm,Hotel Resort & Spa Crista Ballena,Costa Rica,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",low,not_eligible,hold_low_confidence
rec0AR3wEdSaWyOLT,osm,Hotel Rio Verde,Brazil,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec0ARwGXdRMSGU7Y,osm,Hotel Pousada Imbassaí,Brazil,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec0ASHSnbHFBiHj5,osm,La Vista,Ecuador,,keep_high_priority,80,keep_in_airtable,has website,none,not_eligible,hold_low_confidence
rec0AbV1qhfOsKytj,osm,Pousada Cfé com Flor,Brazil,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec0Acu05lNWDYFIE,osm,Hostal Romantico,Panama,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec0Agb36MTfMSr3D,osm,Hostal Patagonia del Sur,CL,Puerto Varas,keep_for_matching,70,keep_in_airtable,quality score/tier (70),none,not_eligible,hold_low_confidence
rec0AkEF4gIpRKzZU,osm,Hotel Imperial,Mexico,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec0ApILu4j8CkADg,osm,Alto Calafate,Argentina,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",medium,not_eligible,hold_low_confidence
rec0AsTyFh4cYsmoV,osm,Hotel Fiesta Resort & Club Vacacional,Costa Rica,El Roble,keep_for_matching,70,keep_in_airtable,quality score/tier (70),medium,not_eligible,hold_low_confidence
