airtableRecordId,sourceType,rawHotelName,rawCountry,rawCity,retentionRecommendation,qualityScore,classification,reasons,matchConfidence,promotionEligibility,promotionRecommendation
rec4hAFBA4M9lqaD4,osm,Bahía Manzano Resort,Argentina,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec4hBASiVbpDAYIs,osm,Botanica,Argentina,Puerto Iguazú,keep_high_priority,95,keep_in_airtable,has website,none,not_eligible,hold_low_confidence
rec4hDLUsWWzeJwIB,osm,Kaki Haus,Brazil,,keep_for_matching,65,keep_in_airtable,quality score/tier (65),none,not_eligible,hold_low_confidence
rec4hF7jXAZ4FeHY1,osm,Iyok Ami,Costa Rica,,duplicate_review,55,duplicate_review,duplicate_review retention or duplicate cluster,,,
rec4hIBG0RLQUT3w0,osm,Pousada Monte Azul,Brazil,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec4hQkBfd1csJOLN,osm,Hotel El Cielo,Costa Rica,Tilaran,keep_for_matching,70,keep_in_airtable,quality score/tier (70),none,not_eligible,hold_low_confidence
rec4hTMlYNEtrGTO3,osm,The Westin Punta Cana - Resort & Club,Dominican Republic,Punta Cana,duplicate_review,80,duplicate_review,duplicate_review retention or duplicate cluster,,,
rec4hVfv2ymEl9zNw,osm,Casa Libélula,Mexico,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec4hVsS300hpZRQx,osm,Puesto Moisés López,Argentina,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec4hZ5y3ACfi2kYh,osm,San Roque Hostel,Colombia,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec4heVCQItivhZTi,osm,PICAFLOR,Ecuador,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec4hfuPsemtDPW5y,osm,Hotel América Inc,Honduras,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec4hl4vH7obuiPk8,osm,Hostal Casa los Abuelos,Mexico,,keep_high_priority,80,keep_in_airtable,has website,none,not_eligible,hold_low_confidence
rec4hlp0wVtYtaIsa,osm,Marlus Real,Colombia,Riohacha,keep_for_matching,80,keep_in_airtable,quality score/tier (80),none,not_eligible,hold_low_confidence
rec4htkVYZbyL1KfL,osm,Hotel 6 Ex-Hacienda de los corres,Mexico,Ejutla de crespo,keep_for_matching,80,keep_in_airtable,quality score/tier (80),none,not_eligible,hold_low_confidence
rec4hu0iFXqx9bDgD,osm,Pensión Huexotitla,Mexico,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec4hzfqLnsh7SLkq,osm,7 Beaufort,Brazil,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec4i546pFZVTbL0W,osm,Hotel Riu Guanacaste,Costa Rica,Playa Matapalo - Sardinal,duplicate_review,100,duplicate_review,duplicate_review retention or duplicate cluster,,,
rec4i7JOD13DbcS7M,osm,California y luminosa,Argentina,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec4iI2vVkToBPI8o,osm,Bahia Rosales,Argentina,,duplicate_review,80,duplicate_review,duplicate_review retention or duplicate cluster,,,
rec4iT3u5FoPkm5cS,osm,LOF Hostal Pichilemu,Chile,,keep_high_priority,80,keep_in_airtable,has website,none,not_eligible,hold_low_confidence
rec4ib53qEOThgOoT,osm,Playa Blanca Mana,Colombia,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec4iiFulUFx0TMrr,osm,Catalonia Punta Cana,Dominican Republic,,duplicate_review,65,duplicate_review,duplicate_review retention or duplicate cluster,,,
rec4imy0qEvPHhI3c,osm,Flor del Mar Condo Apartment,Dominican Republic,,duplicate_review,90,duplicate_review,duplicate_review retention or duplicate cluster,,,
rec4j0kz6AWcE9gGL,osm,Hotel La Palma,CO,Argelia,keep_for_matching,80,keep_in_airtable,quality score/tier (80),none,not_eligible,hold_low_confidence
rec4j56nnOCssE9Zf,osm,Aquarela do Mar Pousada,Brazil,Bombinhas,keep_for_matching,80,keep_in_airtable,quality score/tier (80),none,not_eligible,hold_low_confidence
rec4j5Kp2VTT4D5ni,osm,Cabaña El Cóndor,Argentina,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec4jJ06rIr78uWYj,osm,Finca La Cabana,Colombia,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec4jNvRsmA2L5sy6,osm,La Paloma Lodge,Costa Rica,Osa,keep_for_matching,70,keep_in_airtable,quality score/tier (70),none,not_eligible,hold_low_confidence
rec4jPwpmOm9zkQsZ,osm,Tri Hotel,Brazil,,duplicate_review,80,duplicate_review,duplicate_review retention or duplicate cluster,,,
rec4jXa3Tz9zTL5Ze,osm,Casa Cactus,Mexico,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec4jdLcMTMGU6sMI,osm,Zárate Palace Hotel,Argentina,Zárate,keep_for_matching,70,keep_in_airtable,quality score/tier (70),none,not_eligible,hold_low_confidence
rec4jeJBapEXzsQ2a,osm,Daifa,Brazil,,keep_high_priority,70,keep_in_airtable,has website,none,not_eligible,hold_low_confidence
rec4juXwHS1Hj6ylU,osm,Hostería La Pome,Argentina,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec4jurgCWVpPnjSS,osm,Iberostar Hacienda Dominicus,Dominican Republic,Higüey,duplicate_review,100,duplicate_review,duplicate_review retention or duplicate cluster,,,
rec4jvAaBQoCvEjUb,osm,Hostal San Jorge,Ecuador,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec4kDiKTzP1wdzlq,osm,Casa 41 Hostel,Colombia,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec4kN8GKI5NQGWnI,osm,Hotel bella vista,Colombia,,keep_for_matching,65,keep_in_airtable,quality score/tier (65),none,not_eligible,hold_low_confidence
rec4kPHmSygLfuYi1,osm,Chillout Backpackers,Chile,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec4kQmFY2UriYoLq,osm,Hotel Via 40,Colombia,Barranquilla,keep_for_matching,70,keep_in_airtable,quality score/tier (70),none,not_eligible,hold_low_confidence
rec4kWFc4UznyMnpF,osm,Hostel Villa Vento Surf,Panama,Ciudad de Panamá,keep_for_matching,70,keep_in_airtable,quality score/tier (70),none,not_eligible,hold_low_confidence
rec4kacRK9d9slhgU,osm,Playa Grande Surf Camp,Costa Rica,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec4kbxzhepQTutjk,osm,Panela,Colombia,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec4kre1zqiklAzGC,osm,Belvedere Hotel Pousada,Brazil,Anchieta,keep_high_priority,95,keep_in_airtable,has website,none,not_eligible,hold_low_confidence
rec4kyjQ2z0weo0XX,osm,El Refugio Carolina,Argentina,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec4kyzdroh0sUCoF,osm,Hostal,Ecuador,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec4lDrPGQ8d2C2Jn,osm,Hotel Haquillas,Ecuador,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec4lX7FcCni8X1iN,osm,Cabañas El Copal,Mexico,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec4lYdT89As91BpW,osm,Hotel sol de verano,Dominican Republic,,duplicate_review,55,duplicate_review,duplicate_review retention or duplicate cluster,,,
rec4lYid4bmYUaqay,osm,Hotel MI Cam Cam,Dominican Republic,,duplicate_review,55,duplicate_review,duplicate_review retention or duplicate cluster,,,
rec4lf1EkqYJ7zpVY,osm,Hotel Bugalagrande,Colombia,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec4lg65uKGy5iGwT,osm,Casa de Campo Humahuaca,Argentina,,duplicate_review,70,duplicate_review,duplicate_review retention or duplicate cluster,,,
rec4ljkjsgLQLcsfi,osm,Montes de la Castellana,Colombia,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec4m5T4JWItwPKde,osm,Hostal Puente,Ecuador,Quito,keep_for_matching,70,keep_in_airtable,quality score/tier (70),none,not_eligible,hold_low_confidence
rec4m8bCV0NitDChZ,osm,Rancho,Mexico,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec4mAfxaBYoejKRn,osm,2 lot,Mexico,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec4mAiw71dV7RTvV,osm,El Eden,Dominican Republic,,duplicate_review,55,duplicate_review,duplicate_review retention or duplicate cluster,,,
rec4mI2pHqpkmW7zX,osm,Hilton Garden Inn Tucuman,Argentina,,duplicate_review,80,duplicate_review,duplicate_review retention or duplicate cluster,,,
rec4mJOZ2DYkD145Q,osm,Hospedaje Donaji,Mexico,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec4mJv2iEPo6R1Tx,osm,Habitaciones,Costa Rica,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec4mLpE27ssR878b,osm,La Casa de Paulina,AR,Colón,keep_for_matching,70,keep_in_airtable,quality score/tier (70),none,not_eligible,hold_low_confidence
rec4mTcG0HqQHzL4k,osm,Hotel Nieto,Mexico,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec4mf2WfLphDVqzy,osm,Pousada Mar de Araçatiba,Brazil,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec4mj6k83wt6Oxtn,osm,Hostal Extasis,Ecuador,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec4n2yuvlJ8LVZDl,osm,Hostel San Martin,Ecuador,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec4n4nd0SgXhvYKK,osm,Hostal Casa Del Maestro,CL,Viña del Mar,keep_for_matching,70,keep_in_airtable,quality score/tier (70),none,not_eligible,hold_low_confidence
rec4n8fLYV7OSZGQR,osm,Cocurantu Hotel Boutique,Chile,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec4nA7iKlhaI1PrO,osm,Amankay Inn,Peru,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec4nE580cxSfHtyk,osm,Hotel Andinos Plaza,Colombia,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec4nLisLwx8e1BOm,osm,Hotel Mio,Colombia,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec4nMpk2YwJlSs4p,osm,Hostal La Serena,Chile,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec4nSWQUnw35ThoR,osm,Antigua Casona,Chile,Futaleufú,keep_high_priority,85,keep_in_airtable,has website,none,not_eligible,hold_low_confidence
rec4nUKgf311gsrT9,osm,Altamar,Chile,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec4nZtOhtXvAzpDh,osm,Bermejo hostel,Mexico,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec4nclDqJy9l3j34,osm,Hostal Buenaventura,CL,Valdivia,keep_for_matching,70,keep_in_airtable,quality score/tier (70),none,not_eligible,hold_low_confidence
rec4nfMAQ9M3AJcyw,osm,Pousada Vale das Araras,Brazil,,keep_high_priority,70,keep_in_airtable,has website,none,not_eligible,hold_low_confidence
rec4ngU32mMyuVpCj,osm,Hospedaje Lli,Argentina,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec4nnSXuybySZTdE,osm,Palermo,Argentina,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec4no1OeMvCy5eAi,osm,España Hotel,Ecuador,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec4nqYciZbhvYvnl,osm,Solar de la Costa,Argentina,Puerto Madryn,keep_for_matching,70,keep_in_airtable,quality score/tier (70),none,not_eligible,hold_low_confidence
rec4nsP69py1BlB5u,osm,Motel,Chile,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec4nzuHKAgQ4DyTE,osm,hotel efrau,Colombia,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec4o0aR6KDVALnTr,osm,carrera 14a,Colombia,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec4oALOi5v58LBjD,osm,Gran Hotel Mar del Plata,Argentina,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",low,not_eligible,hold_low_confidence
rec4oBmRVbdHpCgpT,osm,Cabinas El Botecito,Costa Rica,Florencia,keep_for_matching,70,keep_in_airtable,quality score/tier (70),none,not_eligible,hold_low_confidence
rec4oCQNFxKJ9iZUH,osm,Hotel São Jorge,Brazil,Encruzilhada do Sul,keep_for_matching,70,keep_in_airtable,quality score/tier (70),none,not_eligible,hold_low_confidence
rec4oDWm0rjDp7k7R,osm,Chateau Blend Hotel Boutique,Argentina,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec4oI5BzcXCOavvA,osm,Hotel Leloir,Argentina,Neuquén,keep_for_matching,70,keep_in_airtable,quality score/tier (70),none,not_eligible,hold_low_confidence
rec4oJH0veEd62i3i,osm,Hotel Portal el Dorado,Colombia,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec4oOAAmglj6H864,osm,North Hotel,Brazil,,keep_high_priority,80,keep_in_airtable,has website,none,not_eligible,hold_low_confidence
rec4oSELDauRiJUfg,osm,Hotel Abril,Colombia,,keep_for_matching,65,keep_in_airtable,quality score/tier (65),none,not_eligible,hold_low_confidence
rec4oTVD9J1vUd28n,osm,Hostel 1110,Costa Rica,San José,keep_for_matching,70,keep_in_airtable,quality score/tier (70),none,not_eligible,hold_low_confidence
rec4ofvhG8iZ0Tp2M,osm,Caesar's Palace Auto-Motel,Mexico,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec4ohyVWCz1bDhb0,osm,Camino Real,Mexico,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec4okTffWTdiSNXb,osm,B&B Villa Pacandé,Costa Rica,San Isidro,keep_for_matching,70,keep_in_airtable,quality score/tier (70),none,not_eligible,hold_low_confidence
rec4onJfgtAUFo0vw,osm,Marchetti,Argentina,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec4ooheuH58UH544,osm,Hampton Inn by Hilton Monterrey-Airport,Mexico,Monterrey,duplicate_review,100,duplicate_review,duplicate_review retention or duplicate cluster,,,
rec4osOGfytmK24Pw,osm,Cardenal Cagliero,Argentina,San Carlos de Bariloche,keep_for_matching,70,keep_in_airtable,quality score/tier (70),none,not_eligible,hold_low_confidence
rec4osnT2LxCYkV73,osm,Hotel Financial,Brazil,,low_priority_hold,55,high_confidence_match_keep,high-confidence legacy census backwards match,high,eligible_for_promotion,promote_after_review
rec4ovN4M3vKzN2sp,osm,Hoel Red Sunset,Costa Rica,Arenal,keep_for_matching,70,keep_in_airtable,quality score/tier (70),none,not_eligible,hold_low_confidence
rec4p19bUqcSXQSo3,osm,Hosteria Dos Lagos,Ecuador,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec4pHlhA1OtOBcSb,osm,Nobile Suites Sun Square,Brazil,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec4pINPWxRMt0NU7,osm,Hotel Nude,Mexico,,keep_high_priority,80,keep_in_airtable,has website,none,not_eligible,hold_low_confidence
rec4pIeKCzHDQ64rW,osm,Casa Santiago,Mexico,Playa del Carmen,keep_high_priority,95,keep_in_airtable,has website,none,not_eligible,hold_low_confidence
rec4pPyvupZEKsnT4,osm,Westin,Dominican Republic,,duplicate_review,65,duplicate_review,duplicate_review retention or duplicate cluster,,,
rec4pRhCTgeOdIpCi,osm,Villa Montemeru,Costa Rica,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec4pY0D62tQrfCOn,osm,El Bambú,Ecuador,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec4pf2BfoyGjw8kh,osm,Hostal Villa Isabel,Colombia,Salento,keep_for_matching,80,keep_in_airtable,quality score/tier (80),none,not_eligible,hold_low_confidence
rec4poQ0hvmpWzL9K,osm,Hotel Real Cortés,Mexico,Mineral del Monte,keep_for_matching,70,keep_in_airtable,quality score/tier (70),none,not_eligible,hold_low_confidence
rec4ppDKfKlWDWadx,osm,Lucky Bug Bed & Breakfast,Costa Rica,Tilaran,keep_for_matching,70,keep_in_airtable,quality score/tier (70),none,not_eligible,hold_low_confidence
rec4puLGxWAE9OQSK,osm,Pouso Bárbara Heliodora,Brazil,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec4pwRyRj9j7Vsx1,osm,Hotel Avenida Real,Colombia,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec4pwqg5g8ue8MYC,osm,Kolonie Gasthaus,Brazil,Salvador do Sul,keep_high_priority,95,keep_in_airtable,has website,none,not_eligible,hold_low_confidence
rec4pxOlzlYY7x9B4,osm,Posada de Hamelin,Argentina,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec4pyqHLNr8c0TTG,osm,bosque verde,Chile,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec4q06v8FemilPkF,osm,Monte Cordillera,Chile,Monte Patria,keep_high_priority,95,keep_in_airtable,has website,none,not_eligible,hold_low_confidence
rec4q0ooIggmxyvCi,osm,cuenca rooms Bed & Breakfast,Ecuador,,keep_high_priority,80,keep_in_airtable,has website,none,not_eligible,hold_low_confidence
rec4q8W0QbIkoXjaW,osm,Hotel Penon del Oriente,Ecuador,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec4qB5YVtL413ev7,osm,Bad-Wiessee,Argentina,Villa General Belgrano,keep_high_priority,95,keep_in_airtable,has website,none,not_eligible,hold_low_confidence
rec4qGVGaA1CCzQs9,osm,Hotel 9.5 - San Fernando,CO,Cali,keep_high_priority,85,keep_in_airtable,has website,none,not_eligible,hold_low_confidence
rec4qGcAsAiEHx5Ok,osm,Hotel Velez,Ecuador,Guayaquil,duplicate_review,70,duplicate_review,duplicate_review retention or duplicate cluster,,,
rec4qLKosk6H5mDhX,osm,Hotel Quintas papagayo,Mexico,Ensenada,keep_high_priority,95,keep_in_airtable,has website,none,not_eligible,hold_low_confidence
rec4qTFU5hJO8fCAI,osm,Jean's Home,Ecuador,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec4qeOo8BZ6oqnja,osm,Punta Cana Princess All suites Hotel,Dominican Republic,,duplicate_review,55,duplicate_review,duplicate_review retention or duplicate cluster,,,
rec4qjmZFA9HMy4yE,osm,Hotel Embajador,Argentina,Concordia,keep_for_matching,80,keep_in_airtable,quality score/tier (80),none,not_eligible,hold_low_confidence
rec4qvEiX5fpmCEjF,osm,Valle Verde Lodge Intag,Ecuador,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec4qy8ltiBT10k8e,osm,Panaderia,Argentina,El Chaltén,keep_for_matching,70,keep_in_airtable,quality score/tier (70),none,not_eligible,hold_low_confidence
rec4r1H5AVY9KDtLK,osm,Ximbal,Mexico,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec4rBM8qDimCJTog,osm,La Pension Casa Azul - Hostel,MX,Xalapa,duplicate_review,95,duplicate_review,duplicate_review retention or duplicate cluster,,,
rec4rC1W8hv2zEnku,osm,Hotel Rio Perlas,Costa Rica,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",medium,not_eligible,hold_low_confidence
rec4rEC1g75SWiLqt,osm,Coral Place Buccoo,Trinidad and Tobago,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec4rM73Cd7yMn1lJ,osm,Casa Corcovado Jungle Lodge,Costa Rica,Osa,duplicate_review,85,duplicate_review,duplicate_review retention or duplicate cluster,,,
rec4rWWDtpwUndE4H,osm,Hotel Arco Iris,Mexico,Puerto Escondido,keep_high_priority,85,keep_in_airtable,has website,none,not_eligible,hold_low_confidence
rec4rhlAKhIIvq6gg,osm,Hotrl El Geranio,Ecuador,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec4rn2ricZVjnZ6Z,osm,Hotel la Boutique La Salle,Colombia,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
rec4rqZKjQzzS9Tyz,osm,HOTEL P DA SILVA,Brazil,,low_priority_hold,55,export_to_raw_store_then_archive,"osm low_priority_hold without evidence, verified link, brand-directory overlap, website, phone, brand, city, or high legacy match",none,not_eligible,hold_low_confidence
