status,censusRecordId,censusName,directoryName,directoryBrandPropertyCode,matchConfidence,matchScore,matchReason,fieldsToApply,sourceUrl
unmatched_directory,,,"Hotel Montera Madrid, Curio Collection by Hilton",MADEMQQ,none,54,No assignment above medium confidence (best: Website host + name similarity; website host match),,https://www.hilton.com/en/locations/spain/curio-collection/
unmatched_directory,,,"Hotel Palacio Bellas Artes San Sebastián, Curio Collection by Hilton",EASMTQQ,none,48,No assignment above medium confidence (best: Website host + name similarity; website host match),,https://www.hilton.com/en/locations/spain/curio-collection/
unmatched_directory,,,"Hotel Phillips Kansas City, Curio Collection by Hilton",MKCCUQQ,none,51,No assignment above medium confidence (best: Website host + name similarity; website host match),,https://www.hilton.com/en/locations/usa/curio-collection/
unmatched_directory,,,"Hotel Preko Ugljan Island, Curio Collection by Hilton",ZADDYQQ,none,51,No assignment above medium confidence (best: Website host + name similarity; website host match),,https://www.hilton.com/en/locations/croatia/curio-collection/
no_changes,recYdFCf6D1LfvkLh,Hotel Santiago Curio Collection by Hilton,"Hotel Santiago, Curio Collection by Hilton",STISAQQ,high,98,ctyhocn in census Website URL,,https://www.hilton.com/en/hotels/stisaqq-hotel-santiago/
unmatched_directory,,,"Hotel Saski Krakow, Curio Collection by Hilton",KRKSHQQ,none,54,No assignment above medium confidence (best: Website host + name similarity; website host match),,https://www.hilton.com/en/locations/poland/curio-collection/
no_changes,recz4rePhwtGzaTzr,Hualta Hotel Mendoza Curio Collection by Hilton,"Hualta Hotel Mendoza, Curio Collection by Hilton",MDZAHQQ,high,98,ctyhocn in census Website URL,,https://www.hilton.com/en/hotels/mdzahqq-hualta-mendoza-hotel/
unmatched_directory,,,"Humble House Taipei, Curio Collection by Hilton",TSAQQQQ,none,48,No assignment above medium confidence (best: Website host + name similarity; website host match),,https://www.hilton.com/en/locations/taiwan/curio-collection/
unmatched_directory,,,"Iceland Parliament Hotel, Curio Collection by Hilton",REKPSQQ,none,48,No assignment above medium confidence (best: Website host + name similarity; website host match),,https://www.hilton.com/en/locations/iceland/curio-collection/
no_changes,recC6qFaLB7nxLHYq,Indura Beach & Golf Resort Curio Collection by Hilton,Indura Beach & Golf Resort Curio Collection by Hilton,TEAIBQQ,high,98,ctyhocn in census Website URL,,https://www.hilton.com/en/hotels/teaibqq-indura-beach-and-golf-resort/
unmatched_directory,,,"Isla Brown Corinthia Resort & Spa, Curio Collection by Hilton",ATHIBQQ,none,43,No assignment above medium confidence (best: Website host + name similarity; website host match),,https://www.hilton.com/en/locations/greece/curio-collection/
unmatched_directory,,,"Joyze Hotel Xiamen, Curio Collection by Hilton",XMNXCQQ,none,54,No assignment above medium confidence (best: Website host + name similarity; website host match),,https://www.hilton.com/en/locations/china/curio-collection/
unmatched_directory,,,"Kahavadi Chiang Rai, Curio Collection by Hilton",CEIQQQQ,none,48,No assignment above medium confidence (best: Website host + name similarity; website host match),,https://www.hilton.com/en/locations/thailand/curio-collection/
unmatched_directory,,,"Keight Hotel Opatija, Curio Collection by Hilton",ZAGOPQQ,none,54,No assignment above medium confidence (best: Website host + name similarity; website host match),,https://www.hilton.com/en/locations/croatia/curio-collection/
no_changes,recZY8fmuGXQd3DxN,Koi Resort Saint Kitts Curio Collection by Hilton,"Koi Resort Saint Kitts, Curio Collection by Hilton",SKBKRQQ,high,98,ctyhocn in census Website URL,,https://www.hilton.com/en/hotels/skbkrqq-koi-resort-saint-kitts/
unmatched_directory,,,"KROMO Bangkok, Curio Collection by Hilton",BKKQQQQ,none,51,No assignment above medium confidence (best: Website host + name similarity; website host match),,https://www.hilton.com/en/locations/thailand/curio-collection/
unmatched_directory,,,"Kwetu Nairobi, Curio Collection by Hilton",NBOKNQQ,none,51,No assignment above medium confidence (best: Website host + name similarity; website host match),,https://www.hilton.com/en/locations/kenya/curio-collection/
unmatched_directory,,,"Kyukaruizawa Kikyo, Curio Collection by Hilton",MMJKZQQ,none,51,No assignment above medium confidence (best: Website host + name similarity; website host match),,https://www.hilton.com/en/locations/japan/curio-collection/
unmatched_directory,,,"La Festa Phu Quoc, Curio Collection by Hilton",PQCPQQQ,none,44,No assignment above medium confidence (best: Website host + name similarity; website host match),,https://www.hilton.com/en/locations/vietnam/curio-collection/
unmatched_directory,,,"Le Hameau des Pesquiers Ecolodge & Spa, Curio Collection by Hilton",TLNLEQQ,none,40,No assignment above medium confidence (best: Website host + name similarity; website host match),,https://www.hilton.com/en/locations/france/curio-collection/
unmatched_directory,,,"Legacy Hotel Cascais, Curio Collection by Hilton",LCTLHQQ,none,54,No assignment above medium confidence (best: Website host + name similarity; website host match),,https://www.hilton.com/en/locations/portugal/curio-collection/
unmatched_directory,,,"Legend Hotel Lagos Airport, Curio Collection by Hilton",LOSLHQQ,none,51,No assignment above medium confidence (best: Website host + name similarity; website host match),,https://www.hilton.com/en/locations/nigeria/curio-collection/
unmatched_directory,,,"Les Temps Istanbul Karakoy, Curio Collection by Hilton",ISTAYQQ,none,44,No assignment above medium confidence (best: Website host + name similarity; website host match),,https://www.hilton.com/en/locations/turkiye/curio-collection/
unmatched_directory,,,"Lincoln Plaza London, Curio Collection by Hilton",LONCUQQ,none,48,No assignment above medium confidence (best: Website host + name similarity; website host match),,https://www.hilton.com/en/locations/united-kingdom/curio-collection/
unmatched_directory,,,"Live Casino & Hotel Louisiana, Curio Collection by Hilton",SHVLVQQ,none,51,No assignment above medium confidence (best: Website host + name similarity; website host match),,https://www.hilton.com/en/locations/usa/curio-collection/
unmatched_directory,,,"LondonHouse Chicago, Curio Collection by Hilton",CHILHQQ,none,51,No assignment above medium confidence (best: Website host + name similarity; website host match),,https://www.hilton.com/en/locations/usa/curio-collection/
unmatched_directory,,,Lost Property St Paul's London - Curio Collection by Hilton,LONCCQQ,none,43,No assignment above medium confidence (best: Website host + name similarity; website host match),,https://www.hilton.com/en/locations/united-kingdom/curio-collection/
no_changes,rec4NKyjfJZBOZkYu,"Mahogany Bay Resort & Beach Club, Curio Collection by Hilton","Mahogany Bay Resort & Beach Club, Curio Collection by Hilton",TZAMBQQ,high,98,ctyhocn in census Website URL,,https://www.hilton.com/en/hotels/tzambqq-mahogany-bay-resort-and-beach-club/
unmatched_directory,,,"Maison Astor Paris, Curio Collection by Hilton",PARAHQQ,none,48,No assignment above medium confidence (best: Website host + name similarity; website host match),,https://www.hilton.com/en/locations/france/curio-collection/
unmatched_directory,,,"Maison Heler Metz, Curio Collection by Hilton",ETZMHQQ,none,48,No assignment above medium confidence (best: Website host + name similarity; website host match),,https://www.hilton.com/en/locations/france/curio-collection/
