airtableTable,brandSetupTab,mappingSource,mappingKind,apiFormKey,airtableColumn,notes
Brand Setup - Project Fit,2 · Project Fit,PROJECT_FIT_MARKETS_TO_AVOID_COLUMNS,project_fit_checkbox,marketsToAvoid (checkbox legacy)→Other (specify) - Markets to Avoid,Other (specify) - Markets to Avoid,Checkbox-style column; form aggregates into multi-select or checkboxes
Brand Setup - Project Fit,2 · Project Fit,PROJECT_FIT_OWNER_INVOLVEMENT_COLUMNS,project_fit_checkbox,ownerInvolvementLevel→Silent Investor,Silent Investor - Owner Involvement,Checkbox-style column; form aggregates into multi-select or checkboxes
Brand Setup - Project Fit,2 · Project Fit,PROJECT_FIT_OWNER_INVOLVEMENT_COLUMNS,project_fit_checkbox,ownerInvolvementLevel→High-Level Oversight Only,High-level Oversight Only - Owner Involvement,Checkbox-style column; form aggregates into multi-select or checkboxes
Brand Setup - Project Fit,2 · Project Fit,PROJECT_FIT_OWNER_INVOLVEMENT_COLUMNS,project_fit_checkbox,ownerInvolvementLevel→Hands-On in Operations,Hands-on in Operations - Owner Involvement,Checkbox-style column; form aggregates into multi-select or checkboxes
Brand Setup - Project Fit,2 · Project Fit,PROJECT_FIT_OWNER_INVOLVEMENT_COLUMNS,project_fit_checkbox,ownerInvolvementLevel→Family in Key Staff Roles,Family in Key Staff Roles - Owner Involvement,Checkbox-style column; form aggregates into multi-select or checkboxes
Brand Setup - Project Fit,2 · Project Fit,PROJECT_FIT_OWNER_NON_NEGOTIABLE_TYPES_COLUMNS,project_fit_checkbox,ownerNonNegotiableTypes→Key Vendors / Contracts,Key Vendors / Contracts - Owner Non-Negotiables,Checkbox-style column; form aggregates into multi-select or checkboxes
Brand Setup - Project Fit,2 · Project Fit,PROJECT_FIT_OWNER_NON_NEGOTIABLE_TYPES_COLUMNS,project_fit_checkbox,ownerNonNegotiableTypes→Family Employees in Hotel Roles,Family Employees in Hotel Roles - Owner Non-Negotiables,Checkbox-style column; form aggregates into multi-select or checkboxes
Brand Setup - Project Fit,2 · Project Fit,PROJECT_FIT_OWNER_NON_NEGOTIABLE_TYPES_COLUMNS,project_fit_checkbox,ownerNonNegotiableTypes→Specific Design / Branding Elements,Specific Design / Branding Elements - Owner Non-Negotiables,Checkbox-style column; form aggregates into multi-select or checkboxes
Brand Setup - Project Fit,2 · Project Fit,PROJECT_FIT_OWNER_NON_NEGOTIABLE_TYPES_COLUMNS,project_fit_checkbox,ownerNonNegotiableTypes→ADR / Positioning Philosophy,ADR / Positioning Philosophy - Owner Non-Negotiables,Checkbox-style column; form aggregates into multi-select or checkboxes
Brand Setup - Project Fit,2 · Project Fit,PROJECT_FIT_OWNER_NON_NEGOTIABLE_TYPES_COLUMNS,project_fit_checkbox,ownerNonNegotiableTypes→Minimum Services / Amenities,Minimum Services / Amenities - Owner Non-Negotiables,Checkbox-style column; form aggregates into multi-select or checkboxes
Brand Setup - Project Fit,2 · Project Fit,PROJECT_FIT_OWNER_NON_NEGOTIABLE_TYPES_COLUMNS,project_fit_checkbox,ownerNonNegotiableTypes→Other,Other - Owner Non-Negotiables,Checkbox-style column; form aggregates into multi-select or checkboxes
Brand Setup - Project Fit,2 · Project Fit,PROJECT_FIT_CAPITAL_STATUS_COLUMNS,project_fit_checkbox,capitalStatus→Equity and Debt Fully Committed,Equity and Debt Fully Committed - Capital & Risk,Checkbox-style column; form aggregates into multi-select or checkboxes
Brand Setup - Project Fit,2 · Project Fit,PROJECT_FIT_CAPITAL_STATUS_COLUMNS,project_fit_checkbox,"capitalStatus→Equity Committed, Debt in Process","Equity Committed, Debt in Process - Capital & Risk",Checkbox-style column; form aggregates into multi-select or checkboxes
Brand Setup - Project Fit,2 · Project Fit,PROJECT_FIT_CAPITAL_STATUS_COLUMNS,project_fit_checkbox,"capitalStatus→Equity in Process, Debt Not Started","Equity in Process, Debt Not Started - Capital & Risk",Checkbox-style column; form aggregates into multi-select or checkboxes
Brand Setup - Project Fit,2 · Project Fit,PROJECT_FIT_CAPITAL_STATUS_COLUMNS,project_fit_checkbox,capitalStatus→Both Equity and Debt Still Being Raised,Both Equity and Debt Still Being Raised - Capital & Risk,Checkbox-style column; form aggregates into multi-select or checkboxes
Brand Setup - Project Fit,2 · Project Fit,PROJECT_FIT_BRAND_STATUS_COLUMNS,project_fit_checkbox,brandStatus→Brand Already Selected,Brand Already Selected - Brand Status Scenarios,Checkbox-style column; form aggregates into multi-select or checkboxes
Brand Setup - Project Fit,2 · Project Fit,PROJECT_FIT_BRAND_STATUS_COLUMNS,project_fit_checkbox,brandStatus→Shortlisted Brands,Shortlisted Brands - Brand Status Scenarios,Checkbox-style column; form aggregates into multi-select or checkboxes
Brand Setup - Project Fit,2 · Project Fit,PROJECT_FIT_BRAND_STATUS_COLUMNS,project_fit_checkbox,brandStatus→Open to Operator Recommendation Only,Open to Operator Recommendation Only - Brand Status Scenarios,Checkbox-style column; form aggregates into multi-select or checkboxes
Brand Setup - Project Fit,2 · Project Fit,PROJECT_FIT_BRAND_STATUS_COLUMNS,project_fit_checkbox,brandStatus→Brand-Agnostic,Brand-Agnostic - Brand Status Scenarios,Checkbox-style column; form aggregates into multi-select or checkboxes
Brand Setup - Brand Explorer Presentation,Brand Explorer · Presentation,brandExplorerPresentation_schema,explorer_block,(row),Brand,Link to Brand Setup - Brand Basics (required)
Brand Setup - Brand Explorer Presentation,Brand Explorer · Presentation,brandExplorerPresentation_schema,explorer_block,(row),Brand Name,Optional text match fallback
Brand Setup - Brand Explorer Presentation,Brand Explorer · Presentation,brandExplorerPresentation_schema,explorer_block,(row),Slot Key,Stable id; see docs/brand-explorer-presentation-slots.md
Brand Setup - Brand Explorer Presentation,Brand Explorer · Presentation,brandExplorerPresentation_schema,explorer_block,(row),Title,Optional
Brand Setup - Brand Explorer Presentation,Brand Explorer · Presentation,brandExplorerPresentation_schema,explorer_block,(row),Body,Long text
Brand Setup - Brand Explorer Presentation,Brand Explorer · Presentation,brandExplorerPresentation_schema,explorer_block,(row),Sort Order,Number
Brand Setup - Brand Explorer Presentation,Brand Explorer · Presentation,brandExplorerPresentation_schema,explorer_block,(row),Active,Checkbox; false excludes row
