record_id,identity_key,property_name,queue,reason
,ind_marriott_do_azsak,"Donoma Las Terrenas Resort & Villas, Autograph Collection",source_discovery_insert,"missing_or_unknown_city"
,ind_marriott_do_sdqds,"Sheraton Santo Domingo Hotel",source_discovery_insert,"missing_or_unknown_city"
,ind_marriott_do_pujwi,"The Westin Puntacana Resort",source_discovery_insert,"missing_or_unknown_city"
,ind_marriott_do_sdqal,"Aloft by Marriott Santo Domingo Piantini",source_discovery_insert,"missing_or_unknown_city"
,ind_marriott_cr_lirph,"Planet Hollywood Costa Rica by Royalton, An Autograph Collection All-Inclusive Resort",source_discovery_insert,"missing_or_unknown_city"
,ind_marriott_cr_lirel,"El Mangroove, Autograph Collection",source_discovery_insert,"missing_or_unknown_city"
,ind_marriott_co_bogak,"The Artisan D.C. Hotel, Autograph Collection",source_discovery_insert,"missing_or_unknown_city"
,ind_marriott_co_bogsi,"Sheraton Bogota Hotel",source_discovery_insert,"missing_or_unknown_city"
,ind_marriott_co_bogal,"Aloft by Marriott Bogota Airport",source_discovery_insert,"missing_or_unknown_city"
,ind_marriott_pa_ptykp,"The Buenaventura Golf & Beach Resort Panama, Autograph Collection",source_discovery_insert,"missing_or_unknown_city"
,ind_marriott_pa_ptysi,"Sheraton Grand Panama",source_discovery_insert,"missing_or_unknown_city"
,ind_marriott_pa_ptybw,"The Westin Playa Bonita Panama",source_discovery_insert,"missing_or_unknown_city"
,ind_marriott_pa_ptywi,"The Westin Panama",source_discovery_insert,"missing_or_unknown_city"
,ind_marriott_pa_ptyal,"Aloft by Marriott Panama",source_discovery_insert,"missing_or_unknown_city"
