identity_key,official_property_id,property_name,brand,parent_company,city,state_region,country,address,official_property_url,source_family,source_confidence,identity_confidence,classification,match_method,census_record_id
ind_choice_mx_mx108,MX108,Sleep Inn Ciudad de Mexico Cuajimalpa,Radisson Individuals by Choice,Choice,Cuajimalpa de Morelos,MEX,Mexico,"Carretera Mexico, Toluca No. 5454 Col. El Yaqui",https://www.choicehotels.com/mexico/cuajimalpa-de-morelos/sleep-inn-hotels/mx108,Choice,High,High,existing_exact_match,official_property_id,recsQ1Zd95zEQHXZe
ind_choice_mx_mx103,MX103,Sleep Inn Queretaro,Radisson Individuals by Choice,Choice,Queretaro,QUE,Mexico,"Ignacio Zaragoza No 336, Col. Ninos Heroes",https://www.choicehotels.com/queretaro/queretaro/sleep-inn-hotels/mx103,Choice,High,High,existing_exact_match,official_property_id,recx71Cz1lHdfHDfg
ind_choice_mx_mx224,MX224,Comfort Inn Puebla Centro Histórico,Radisson Individuals by Choice,Choice,Puebla,PUE,Mexico,Av. Juárez 1309 Centro,https://www.choicehotels.com/puebla/puebla/comfort-inn-hotels/mx224,Choice,High,High,existing_exact_match,official_property_id,recJmRWXMaR3PLXLF
ind_choice_mx_mx226,MX226,Comfort Inn Queretaro Tecnologico,Radisson Individuals by Choice,Choice,Queretaro,QUE,Mexico,Prol Tecnologico 1001-Norte,https://www.choicehotels.com/queretaro/queretaro/comfort-inn-hotels/mx226,Choice,High,High,existing_exact_match,official_property_id,rec8OtmFD9eqKORYs
ind_choice_mx_mx225,MX225,Sleep Inn Puebla Centro Histórico,Radisson Individuals by Choice,Choice,Puebla,PUE,Mexico,Calle 4 Nte 1206 Centro,https://www.choicehotels.com/puebla/puebla/sleep-inn-hotels/mx225,Choice,High,High,existing_exact_match,official_property_id,recr7UYJGEvU7EvkO
ind_choice_mx_mx071,MX071,Quality Inn Mazatlan,Radisson Individuals by Choice,Choice,Mazatlan,SIN,Mexico,"Bugambilias 100,",https://www.choicehotels.com/sinaloa/mazatlan/quality-inn-hotels/mx071,Choice,High,High,existing_exact_match,official_property_id,recfwU24wZgzJgISr
ind_choice_mx_mx176,MX176,Sleep Inn Leon Antares,Radisson Individuals by Choice,Choice,Leon,GUA,Mexico,"Blvd. Adolfo Lopez Mateos 2500 E3, Col. San Isidro de Jerez",https://www.choicehotels.com/guanajuato/leon/sleep-inn-hotels/mx176,Choice,High,High,existing_exact_match,official_property_id,recVr1hEnPhl4O8mR
ind_choice_mx_mx054,MX054,Quality Inn Ciudad Obregon,Radisson Individuals by Choice,Choice,Obregon,SON,Mexico,"Calle Ignacio Allende, Centro, Fundo Legal",https://www.choicehotels.com/sonora/obregon/quality-inn-hotels/mx054,Choice,High,High,existing_exact_match,official_property_id,recjPXEohVDyaAgb6
ind_choice_mx_mx098,MX098,Comfort Inn Hermosillo Airport,Radisson Individuals by Choice,Choice,Hermosillo,SON,Mexico,"567A Blvd. J. Garcia Col. El Llano, Operadora Diqui SAPI de CV",https://www.choicehotels.com/sonora/hermosillo/comfort-inn-hotels/mx098,Choice,High,High,existing_exact_match,official_property_id,recTgBmnQVsOpF0mC
ind_choice_mx_mx178,MX178,Radisson Hotel Cuernavaca,Radisson Individuals by Choice,Choice,Cuernavaca,MOR,Mexico,Avenida Francisco I. Madero  25,https://www.choicehotels.com/morelos/cuernavaca/radisson-hotels/mx178,Choice,High,High,existing_exact_match,official_property_id,recEeZzrgtKP3QgT6
ind_choice_mx_mx056,MX056,Comfort Inn Tampico,Radisson Individuals by Choice,Choice,Tampico,TAM,Mexico,"Av. Hidalgo 3408-A, A Col. Flores",https://www.choicehotels.com/tamaulipas/tampico/comfort-inn-hotels/mx056,Choice,High,High,existing_exact_match,official_property_id,rec8OP2d0vaQxvlmP
ind_choice_mx_mx051,MX051,Comfort Inn Monterrey Valle,Radisson Individuals by Choice,Choice,Monterrey,NLE,Mexico,"Av. Lazaro Cardenas No. 1009, Col. Valle Oriente",https://www.choicehotels.com/nuevo-leon/monterrey/comfort-inn-hotels/mx051,Choice,High,High,existing_exact_match,official_property_id,recxx94Ij6YdZlXop
ind_choice_mx_mx095,MX095,Sleep Inn Mexicali,Radisson Individuals by Choice,Choice,Mexicali,BCN,Mexico,"Blvd Lazaro Cardenas No.1837, Col. Plutarco Elias Calles",https://www.choicehotels.com/baja-california/mexicali/sleep-inn-hotels/mx095,Choice,High,High,existing_exact_match,official_property_id,recXCr44T5dsTH1fA
ind_choice_mx_mx050,MX050,Comfort Inn Cordoba,Radisson Individuals by Choice,Choice,Cordoba,VER,Mexico,Ave 1 No. 2623,https://www.choicehotels.com/veracruz/cordoba/comfort-inn-hotels/mx050,Choice,High,High,existing_exact_match,official_property_id,recodiZIwEYLg73z0
ind_choice_mx_mx094,MX094,Sleep Inn Tijuana,Radisson Individuals by Choice,Choice,Tijuana,BCN,Mexico,"Blvd. M. Clouthier No. 16651, Rio Tijuana",https://www.choicehotels.com/baja-california/tijuana/sleep-inn-hotels/mx094,Choice,High,High,existing_exact_match,official_property_id,recILYUn17pa86wi6
ind_choice_mx_mx174,MX174,Sleep Inn Guadalajara Galerias,Radisson Individuals by Choice,Choice,ZAPOPAN,JAL,Mexico,"AVENIDA VALLARTA, ESQUINA JOSE CLEMENTE OROZCO",https://www.choicehotels.com/jalisco/zapopan/sleep-inn-hotels/mx174,Choice,High,High,existing_exact_match,official_property_id,recf2sQSlNhX165WO
ind_choice_mx_mx096,MX096,Comfort Inn & Suites Los Cabos,Radisson Individuals by Choice,Choice,Cabo San Lucas,BCS,Mexico,"CARRETERA TRANSPENINSULAR, KM 4.1 EL TEZAL",https://www.choicehotels.com/baja-california-sur/cabo-san-lucas/comfort-inn-hotels/mx096,Choice,High,High,existing_exact_match,official_property_id,recGL82SfUlRB2adK
ind_choice_mx_mx058,MX058,Quality Inn Piedras Negras,Radisson Individuals by Choice,Choice,Piedras Negras,COA,Mexico,"Carretera 57 S N, Col. Lomas del Mirador",https://www.choicehotels.com/coahuila/piedras-negras/quality-inn-hotels/mx058,Choice,High,High,existing_exact_match,official_property_id,reciEZyXVMr9bjwct
ind_choice_mx_mx181,MX181,Radisson Paraiso Hotel Mexico City,Radisson Individuals by Choice,Choice,Mexico City,MEX,Mexico,"Cuspide 53, Col. Parques del Pedregal",https://www.choicehotels.com/mexico/mexico-city/radisson-hotels/mx181,Choice,High,High,existing_exact_match,official_property_id,rectw0Z0wcAPUhEtS
ind_choice_mx_mx165,MX165,El Cid El Moro Beach Hotel,Radisson Individuals by Choice,Choice,Mazatlan,SIN,Mexico,Av Camaron Sabalo 811,https://www.choicehotels.com/sinaloa/mazatlan/ascend-hotels/mx165,Choice,High,High,existing_exact_match,official_property_id,rec3GpfVNmODtyEoT
ind_choice_mx_mx087,MX087,Comfort Inn Morelia,Radisson Individuals by Choice,Choice,Morelia,MIC,Mexico,"Av. Periodismo Jose Tocaven Lavin 2111, Fracc. Jardines de Torremolino",https://www.choicehotels.com/michoacan/morelia/comfort-inn-hotels/mx087,Choice,High,High,existing_exact_match,official_property_id,recP5C9bsYWRS4NCM
ind_choice_mx_mx164,MX164,El Cid Castilla Beach Hotel,Radisson Individuals by Choice,Choice,Mazatlan,SIN,Mexico,Av. Camaron Sabalo 326,https://www.choicehotels.com/sinaloa/mazatlan/ascend-hotels/mx164,Choice,High,High,existing_exact_match,official_property_id,recs7RZQfcP4Hzisr
ind_choice_mx_mx241,MX241,Comfort Inn Hermosillo Pitic,Radisson Individuals by Choice,Choice,Hermosillo,SON,Mexico,"Blvd. Fco. Eusebio Kino 800, Pitic",https://www.choicehotels.com/sonora/hermosillo/comfort-inn-hotels/mx241,Choice,High,High,existing_exact_match,official_property_id,recgybHF0cPT7UqbK
ind_choice_mx_mx167,MX167,Hotel Marina El Cid Spa & Beach Resort (Riviera Maya),Radisson Individuals by Choice,Choice,Puerto Morelos,ROO,Mexico,Boulevard El Cid MZA 20 L1-01 SM 03,https://www.choicehotels.com/quintana-roo/puerto-morelos/ascend-hotels/mx167,Choice,High,High,existing_exact_match,official_property_id,recjnviYSgItpjQqf
ind_choice_mx_mx089,MX089,Comfort Inn San Luis Potosi,Radisson Individuals by Choice,Choice,San Luis Potosi,SLP,Mexico,"J. Guadalupe Torres No. 158., El Paseo 14",https://www.choicehotels.com/san-luis-potosi/san-luis-potosi/comfort-inn-hotels/mx089,Choice,High,High,existing_exact_match,official_property_id,rec8p3hHGuNLdbHlz
ind_choice_mx_mx166,MX166,El Cid Marina Beach Hotel,Radisson Individuals by Choice,Choice,Mazatlan,SIN,Mexico,"Avenida Camaron Sabalo S N, Zona Dorada",https://www.choicehotels.com/sinaloa/mazatlan/ascend-hotels/mx166,Choice,High,High,existing_exact_match,official_property_id,recuVm3OFca66F9ST
ind_choice_mx_mx243,MX243,Comfort Suites Tijuana,Radisson Individuals by Choice,Choice,Tijuana,BCN,Mexico,"Av. C Niños Héroes 1584, Zona Centro",https://www.choicehotels.com/baja-california/tijuana/comfort-suites-hotels/mx243,Choice,High,High,existing_exact_match,official_property_id,reciTC5pWl5eRKPaD
ind_choice_mx_mx163,MX163,El Cid Granada Hotel & Country Club,Radisson Individuals by Choice,Choice,Mazatlan,SIN,Mexico,"Avenida Camaron Sabalo S N, Zona Dorada",https://www.choicehotels.com/sinaloa/mazatlan/ascend-hotels/mx163,Choice,High,High,existing_exact_match,official_property_id,receMIy0hlXHKr37I
ind_choice_mx_mx240,MX240,Radisson San Luis Potosi Aeropuerto,Radisson Individuals by Choice,Choice,San Luis Potosí,SLP,Mexico,"Camino al aeropuerto 590, Rinconada de los Magueyes",https://www.choicehotels.com/san-luis-potosi/san-luis-potosi/radisson-hotels/mx240,Choice,High,High,existing_exact_match,official_property_id,rec8WiNOFyLPqC0Sv
ind_choice_mx_mx085,MX085,Sleep Inn Monclova,Radisson Individuals by Choice,Choice,Monclova,COA,Mexico,"Blvd. Harold R. Pape 2008, Jardines de Valle",https://www.choicehotels.com/coahuila/monclova/sleep-inn-hotels/mx085,Choice,High,High,existing_exact_match,official_property_id,recmuPZC7H5jnBl0L
ind_choice_mx_mx169,MX169,El Cid La Ceiba Beach Hotel,Radisson Individuals by Choice,Choice,Cozumel,ROO,Mexico,Carreretera A Chankanaab KM 4.5,https://www.choicehotels.com/quintana-roo/cozumel/ascend-hotels/mx169,Choice,High,High,existing_exact_match,official_property_id,recazuQ3B3xjMYmWo
ind_choice_mx_mx168,MX168,Ventus at Marina El Cid Spa & Beach Resort (Riviera Maya),Radisson Individuals by Choice,Choice,Puerto Morelos,ROO,Mexico,"Blvd. El Cid MZ. 20 Lote 1-01 Unidad 11, S.M. 03",https://www.choicehotels.com/quintana-roo/puerto-morelos/ascend-hotels/mx168,Choice,High,High,existing_exact_match,official_property_id,recMkLNDFTYCSvlV4
ind_choice_mx_mx248,MX248,Radisson Hotel Chapala,Radisson Individuals by Choice,Choice,Chapala,JAL,Mexico,"Hidalgo No. 227, Col. San Antonio Tlayacapan",https://www.choicehotels.com/jalisco/chapala/radisson-hotels/mx248,Choice,High,High,existing_exact_match,official_property_id,recVmMllItEE5sM8r
ind_choice_mx_mx091,MX091,Sleep Inn Mazatlan,Radisson Individuals by Choice,Choice,Mazatlan,SIN,Mexico,"Av. Paseo del Pacifico 3407, Col. Marina Mazatlan",https://www.choicehotels.com/sinaloa/mazatlan/sleep-inn-hotels/mx091,Choice,High,High,existing_exact_match,official_property_id,recbSdvC9B7HjHJSr
ind_choice_mx_mx093,MX093,Sleep Inn Hermosillo,Radisson Individuals by Choice,Choice,Hermosillo,SON,Mexico,"Blvd. de los Ganaderos 1269, Col. Las Lomas",https://www.choicehotels.com/sonora/hermosillo/sleep-inn-hotels/mx093,Choice,High,High,existing_exact_match,official_property_id,recJJg42XMmEAXc9X
ind_choice_mx_mx077,MX077,Comfort Inn Chihuahua,Radisson Individuals by Choice,Choice,Chihuahua,CHH,Mexico,"III Etapa, Circuito Universitario 15110, Los Huertos",https://www.choicehotels.com/chihuahua/chihuahua/comfort-inn-hotels/mx077,Choice,High,High,existing_exact_match,official_property_id,recvR2BdCxtEu6wvr
ind_choice_mx_mx079,MX079,Sleep Inn Culiacan,Radisson Individuals by Choice,Choice,Culiacan,SIN,Mexico,"Rotarismo 1545 Pte, Fraccionamiento Lago Tres Rios",https://www.choicehotels.com/sinaloa/culiacan/sleep-inn-hotels/mx079,Choice,High,High,existing_exact_match,official_property_id,recDBfvlwLCFz2EPk
ind_choice_mx_mx075,MX075,Quality Inn Monterrey La Fe,Radisson Individuals by Choice,Choice,"Cd. Guadalupe, Nuevo Leon",NLE,Mexico,"Carretera Miguel Aleman 238, Col. Nueva Lindavista",https://www.choicehotels.com/nuevo-leon/cd-guadalupe-nuevo-leon/quality-inn-hotels/mx075,Choice,High,High,existing_exact_match,official_property_id,recMIflS6ZUd7TlZZ
ind_choice_mx_mx159,MX159,Comfort Inn Delicias,Radisson Individuals by Choice,Choice,Ciudad Delicias,CHH,Mexico,Ave Jessica Jurado Oriente 4,https://www.choicehotels.com/chihuahua/ciudad-delicias/comfort-inn-hotels/mx159,Choice,High,High,existing_exact_match,official_property_id,rec4WX7MfEUKPZz0H
ind_choice_mx_mx080,MX080,Comfort Inn Monterrey Norte,Radisson Individuals by Choice,Choice,Nuevo Leon,NLE,Mexico,"Av. Lopez Mateos 251, Colonia, Constituyentes de Queretaro",https://www.choicehotels.com/nuevo-leon/nuevo-leon/comfort-inn-hotels/mx080,Choice,High,High,existing_exact_match,official_property_id,recoGI3BaW8xQXvUU
ind_choice_do_do012,DO012,"Emotions All Inclusive Juan Dolio, an Ascend Collection Hotel",Radisson Individuals by Choice,Choice,,,Dominican Republic,,https://www.choicehotels.com/dominican-republic/juan-dolio-beach/ascend-hotels/do012,Choice,High,High,new_property_candidate,,
ind_choice_do_do013,DO013,"Emotions All Inclusive Puerto Plata, an Ascend Collection Hotel",Radisson Individuals by Choice,Choice,,,Dominican Republic,,https://www.choicehotels.com/dominican-republic/playa-dorada/ascend-hotels/do013,Choice,High,High,new_property_candidate,,
ind_choice_do_do003,DO003,Radisson Hotel Santo Domingo,Radisson Individuals by Choice,Choice,,,Dominican Republic,,https://www.choicehotels.com/dominican-republic/santo-domingo/radisson-hotels/do003,Choice,High,High,new_property_candidate,,
ind_choice_cr_cr025,CR025,Radisson San Jose-Costa Rica,Radisson Individuals by Choice,Choice,,,Costa Rica,,https://www.choicehotels.com/costa-rica/san-jose/radisson-hotels/cr025,Choice,High,High,new_property_candidate,,
ind_choice_cr_cr013,CR013,Sleep Inn Paseo Las Damas,Radisson Individuals by Choice,Choice,,,Costa Rica,,https://www.choicehotels.com/costa-rica/san-jose/sleep-inn-hotels/cr013,Choice,High,High,new_property_candidate,,
ind_choice_cr_cr022,CR022,"Country Inn & Suites by Radisson, San Jose Aeropuerto, Costa Rica",Radisson Individuals by Choice,Choice,,,Costa Rica,,https://www.choicehotels.com/costa-rica/san-jose-heredia/country-inn-suites-hotels/cr022,Choice,High,High,new_property_candidate,,
ind_choice_co_cb030,CB030,"Faranda Collection Medellin, a member of Radisson Individuals",Radisson Individuals by Choice,Choice,,,Colombia,,https://www.choicehotels.com/colombia/medellin/radisson-individuals-hotels/cb030,Choice,High,High,new_property_candidate,,
ind_choice_co_cb031,CB031,"V Grand Hotel, a member of Radisson Individuals",Radisson Individuals by Choice,Choice,,,Colombia,,https://www.choicehotels.com/colombia/medellin/radisson-individuals-hotels/cb031,Choice,High,High,new_property_candidate,,
ind_choice_co_cb009,CB009,Radisson Hotel Diamond Barranquilla,Radisson Individuals by Choice,Choice,,,Colombia,,https://www.choicehotels.com/colombia/barranquilla/radisson-hotels/cb009,Choice,High,High,new_property_candidate,,
ind_choice_co_cb018,CB018,"Hotel Casa La Factoria by Faranda Boutique, a member of Radisson Individuals",Radisson Individuals by Choice,Choice,,,Colombia,,https://www.choicehotels.com/colombia/cartagena/radisson-individuals-hotels/cb018,Choice,High,High,new_property_candidate,,
ind_choice_co_cb008,CB008,Radisson Bogota Metrotel,Radisson Individuals by Choice,Choice,,,Colombia,,https://www.choicehotels.com/colombia/bogota/radisson-hotels/cb008,Choice,High,High,new_property_candidate,,
ind_choice_co_cb019,CB019,"Hotel Faranda Express Puerta Del Sol Barranquilla, A Member of Radisson Individuals",Radisson Individuals by Choice,Choice,,,Colombia,,https://www.choicehotels.com/colombia/barranquilla/radisson-individuals-hotels/cb019,Choice,High,High,new_property_candidate,,
ind_choice_co_cb016,CB016,"Faranda Collection Barranquilla, a member of Radisson Individuals",Radisson Individuals by Choice,Choice,,,Colombia,,https://www.choicehotels.com/colombia/barranquilla/radisson-individuals-hotels/cb016,Choice,High,High,new_property_candidate,,
ind_choice_co_cb017,CB017,"Hotel Casa Don Luis by Faranda Boutique, a member of Radisson Individuals",Radisson Individuals by Choice,Choice,,,Colombia,,https://www.choicehotels.com/colombia/cartagena/radisson-individuals-hotels/cb017,Choice,High,High,new_property_candidate,,
ind_choice_co_cb014,CB014,"Hotel Caribe by Faranda Grand, a member of Radisson Individuals",Radisson Individuals by Choice,Choice,,,Colombia,,https://www.choicehotels.com/colombia/cartagena/radisson-individuals-hotels/cb014,Choice,High,High,new_property_candidate,,
ind_choice_co_cb015,CB015,"Faranda Collection Cali, a member of Radisson Individuals",Radisson Individuals by Choice,Choice,,,Colombia,,https://www.choicehotels.com/colombia/cali/radisson-individuals-hotels/cb015,Choice,High,High,new_property_candidate,,
ind_choice_co_cb012,CB012,"Faranda Collection Bogota, a member of Radisson Individuals",Radisson Individuals by Choice,Choice,,,Colombia,,https://www.choicehotels.com/colombia/bogota/radisson-individuals-hotels/cb012,Choice,High,High,new_property_candidate,,
ind_choice_co_cb013,CB013,Radisson Cartagena Ocean Pavillion Hotel,Radisson Individuals by Choice,Choice,,,Colombia,,https://www.choicehotels.com/colombia/cartagena/radisson-hotels/cb013,Choice,High,High,new_property_candidate,,
ind_choice_co_cb010,CB010,"Hotel Faranda Bolivar Cucuta, a member of Radisson Individuals",Radisson Individuals by Choice,Choice,,,Colombia,,https://www.choicehotels.com/colombia/cucuta/radisson-individuals-hotels/cb010,Choice,High,High,new_property_candidate,,
ind_choice_co_cb011,CB011,"Hotel Bantu by Faranda Boutique, a member of Radisson Individuals",Radisson Individuals by Choice,Choice,,,Colombia,,https://www.choicehotels.com/colombia/cartagena/radisson-individuals-hotels/cb011,Choice,High,High,new_property_candidate,,
ind_choice_co_cb033,CB033,"Faranda Collection Cartagena, a member of Radisson Individuals",Radisson Individuals by Choice,Choice,,,Colombia,,https://www.choicehotels.com/colombia/cartagena/radisson-individuals-hotels/cb033,Choice,High,High,new_property_candidate,,
ind_choice_pa_pn009,PN009,"Hotel Faranda Guayacanes, a member of Radisson Individuals",Radisson Individuals by Choice,Choice,,,Panama,,https://www.choicehotels.com/herrera/chitre/radisson-individuals-hotels/pn009,Choice,High,High,new_property_candidate,,
ind_choice_pa_pn008,PN008,"Hotel El Panama By Faranda Grand, a member of Radisson Individuals",Radisson Individuals by Choice,Choice,,,Panama,,https://www.choicehotels.com/panama/panama/radisson-individuals-hotels/pn008,Choice,High,High,new_property_candidate,,
ind_choice_pa_pn007,PN007,"Hotel Bambito By Faranda Boutique, a member of Radisson Individuals",Radisson Individuals by Choice,Choice,,,Panama,,https://www.choicehotels.com/colon/cerro-punta/radisson-individuals-hotels/pn007,Choice,High,High,new_property_candidate,,
ind_choice_pa_pn018,PN018,Radisson Riviera Panama,Radisson Individuals by Choice,Choice,,,Panama,,https://www.choicehotels.com/panama/panama/radisson-hotels/pn018,Choice,High,High,new_property_candidate,,
ind_choice_pa_pn012,PN012,"Hotel Faranda Express Soloy and Casino, a member of Radisson Individuals",Radisson Individuals by Choice,Choice,,,Panama,,https://www.choicehotels.com/panama/panama/radisson-individuals-hotels/pn012,Choice,High,High,new_property_candidate,,
ind_choice_pa_pn011,PN011,Radisson Hotel Panama Canal,Radisson Individuals by Choice,Choice,,,Panama,,https://www.choicehotels.com/panama/amador/radisson-hotels/pn011,Choice,High,High,new_property_candidate,,
ind_choice_pa_pn010,PN010,Radisson Colón 2000 Hotel & Casino at Cruise Port & Duty Free Mall,Radisson Individuals by Choice,Choice,,,Panama,,https://www.choicehotels.com/cocle/cuidad-de-colon/radisson-hotels/pn010,Choice,High,High,new_property_candidate,,
