identity_key,official_property_id,property_name,brand,parent_company,city,state_region,country,address,official_property_url,source_family,source_confidence,identity_confidence,classification,match_method,census_record_id
ind_preferred_mx_414319,414319,Bahia Hotel & Beach House,Preferred Hotels & Resorts,Preferred Hotels & Resorts,Cabo San Lucas,Baja California Sur,Mexico,,https://preferredhotels.com/hotels/mexico/bahia-hotel-beach-house,Preferred,High,High,new_property_candidate,,
ind_preferred_mx_7241,7241,Garza Blanca Resort & Spa Los Cabos – A Tafer Resort,Preferred Hotels & Resorts,Preferred Hotels & Resorts,Cabo San Lucas,Baja California Sur,Mexico,,https://preferredhotels.com/hotels/mexico/garza-blanca-resort-spa-los-cabos,Preferred,High,High,new_property_candidate,,
ind_preferred_mx_412491,412491,Grand Velas Boutique Los Cabos,Preferred Hotels & Resorts,Preferred Hotels & Resorts,Los Cabos,Baja California Sur,Mexico,,https://preferredhotels.com/hotels/mexico/grand-velas-boutique-los-cabos,Preferred,High,High,new_property_candidate,,
ind_preferred_mx_5881,5881,Grand Velas Los Cabos,Preferred Hotels & Resorts,Preferred Hotels & Resorts,Los Cabos,Baja California Sur,Mexico,,https://preferredhotels.com/hotels/mexico/grand-velas-los-cabos,Preferred,High,High,new_property_candidate,,
ind_preferred_mx_1546,1546,Hacienda Encantada Resort & Residences,Preferred Hotels & Resorts,Preferred Hotels & Resorts,Cabo San Lucas,Baja California Sur,Mexico,,https://preferredhotels.com/hotels/mexico/hacienda-encantada-resort-residences,Preferred,High,High,new_property_candidate,,
ind_preferred_mx_1570,1570,Montage Los Cabos,Preferred Hotels & Resorts,Preferred Hotels & Resorts,Cabo San Lucas,Baja California Sur,Mexico,,https://preferredhotels.com/hotels/mexico/montage-los-cabos,Preferred,High,High,new_property_candidate,,
ind_preferred_mx_1205,1205,Galeria Plaza Reforma,Preferred Hotels & Resorts,Preferred Hotels & Resorts,Mexico City,Ciudad De México,Mexico,,https://preferredhotels.com/hotels/mexico/galeria-plaza-reforma,Preferred,High,High,new_property_candidate,,
ind_preferred_mx_303728,303728,Galeria Plaza San Jeronimo,Preferred Hotels & Resorts,Preferred Hotels & Resorts,Mexico City,Ciudad De México,Mexico,,https://preferredhotels.com/hotels/mexico/galeria-plaza-san-jeronimo,Preferred,High,High,new_property_candidate,,
ind_preferred_mx_311001,311001,HS HOTSSON Hotel CDMX Condesa Sur,Preferred Hotels & Resorts,Preferred Hotels & Resorts,Mexico City,Ciudad De México,Mexico,,https://preferredhotels.com/hotels/mexico/hs-hotsson-hotel-cdmx-condesa-sur,Preferred,High,High,new_property_candidate,,
ind_preferred_mx_413464,413464,VOLGA,Preferred Hotels & Resorts,Preferred Hotels & Resorts,Mexico City,Ciudad De México,Mexico,,https://preferredhotels.com/hotels/mexico/volga,Preferred,High,High,new_property_candidate,,
ind_preferred_mx_1402,1402,Las Hadas by Brisas,Preferred Hotels & Resorts,Preferred Hotels & Resorts,Manzanillo,Colima,Mexico,,https://preferredhotels.com/hotels/mexico/las-hadas-brisas,Preferred,High,High,new_property_candidate,,
ind_preferred_mx_5841,5841,Galeria Plaza Irapuato,Preferred Hotels & Resorts,Preferred Hotels & Resorts,Irapuato,Guanajuato,Mexico,,https://preferredhotels.com/hotels/mexico/galeria-plaza-irapuato,Preferred,High,High,new_property_candidate,,
ind_preferred_mx_413719,413719,Galeria Plaza Leon,Preferred Hotels & Resorts,Preferred Hotels & Resorts,Leon,Guanajuato,Mexico,,https://preferredhotels.com/hotels/mexico/galeria-plaza-leon,Preferred,High,High,new_property_candidate,,
ind_preferred_mx_1520,1520,HS HOTSSON Hotel Irapuato,Preferred Hotels & Resorts,Preferred Hotels & Resorts,Irapuato,Guanajuato,Mexico,,https://preferredhotels.com/hotels/mexico/hs-hotsson-hotel-irapuato,Preferred,High,High,new_property_candidate,,
ind_preferred_mx_1485,1485,HS HOTSSON Hotel Leon,Preferred Hotels & Resorts,Preferred Hotels & Resorts,Leon,Guanajuato,Mexico,,https://preferredhotels.com/hotels/mexico/hs-hotsson-hotel-leon,Preferred,High,High,new_property_candidate,,
ind_preferred_mx_1508,1508,HS HOTSSON Hotel Silao,Preferred Hotels & Resorts,Preferred Hotels & Resorts,Silao,Guanajuato,Mexico,,https://preferredhotels.com/hotels/mexico/hs-hotsson-hotel-silao,Preferred,High,High,new_property_candidate,,
ind_preferred_mx_958,958,Cala de Mar Resort & Spa Ixtapa,Preferred Hotels & Resorts,Preferred Hotels & Resorts,Ixtapa,Guerrero,Mexico,,https://preferredhotels.com/hotels/mexico/cala-de-mar-resort-spa-ixtapa,Preferred,High,High,new_property_candidate,,
ind_preferred_mx_1134,1134,Las Brisas Acapulco,Preferred Hotels & Resorts,Preferred Hotels & Resorts,Acapulco,Guerrero,Mexico,,https://preferredhotels.com/hotels/mexico/las-brisas-acapulco,Preferred,High,High,new_property_candidate,,
ind_preferred_mx_1141,1141,Las Brisas Ixtapa,Preferred Hotels & Resorts,Preferred Hotels & Resorts,Ixtapa,Guerrero,Mexico,,https://preferredhotels.com/hotels/mexico/las-brisas-ixtapa,Preferred,High,High,new_property_candidate,,
ind_preferred_mx_414231,414231,Casa Velas Puerto Vallarta,Preferred Hotels & Resorts,Preferred Hotels & Resorts,Puerto Vallarta,Jalisco,Mexico,,https://preferredhotels.com/hotels/mexico/casa-velas-puerto-vallarta,Preferred,High,High,new_property_candidate,,
ind_preferred_mx_904,904,Hotel Mousai Puerto Vallarta – A Tafer Resort,Preferred Hotels & Resorts,Preferred Hotels & Resorts,Puerto Vallarta,Jalisco,Mexico,,https://preferredhotels.com/hotels/mexico/hotel-mousai-puerto-vallarta-tafer-resort,Preferred,High,High,new_property_candidate,,
